account	balance (ETH)
0x2ee8D80de1c389f1254e94bc44D2d1Bc391eD402	3.836709610517502
0x486d582eed105cef4e4aa270c93b1e03fe5b04f3	0.9389552956046704
0x0000000000000000000000000000000000000000	11359.137243443307
0xad05b50b71d1c05e3309e9f99e633a21741b77d9	0.11111116078411266
0x5a64f54ca8af1eafbcb31fec17042fc05c10aa14	0.111729086716969
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF	0.3484970361548874
FGTRY45YTHGFBGFHG	0.0
