ASTRUSDT,SANDUSDT,ASTRUSDT_perc,SANDUSDT_perc,spread,zscore
0.05039,1.3184,1.0557301487534045,1.445297083972813,-0.0059191341991502375,1.7327535513530394
0.0512,1.3178,1.0727006075843286,1.4446393334795002,-0.0050835080761833865,1.796447417693229
0.05185,1.3484,1.0863188770165515,1.4781846086384565,-0.005740440347492548,1.4364902023352073
0.04732,1.2911,0.9914100146658286,1.4153694365270773,-0.00782314560415872,0.7092615036491571
0.04955,1.3454,1.038131154410224,1.4748958561718921,-0.007912309732658315,0.6081232886055984
0.04917,1.3231,1.0301697045883091,1.450449462837097,-0.007339872162390529,0.7274556135142786
0.05026,1.3302,1.05300649486696,1.4582328436746328,-0.006553114617498211,0.9215526880867314
0.0502,1.3253,1.0517494238424472,1.4528612146459108,-0.0064038346132689605,0.9104740371510853
0.04705,1.3404,0.9857531950555206,1.4694146020609515,-0.010198758707934595,-0.7094979283623453
0.04507,1.3098,0.9442698512465953,1.4358693269019953,-0.010871826436625438,-0.9798668882458184
0.04477,1.2694,0.9379844961240309,1.3915807936855953,-0.009446334156857791,-0.3700053914706565
0.0425,1.217,0.8904253090299602,1.334137250602938,-0.009478319417753213,-0.48646446067847
0.0428,1.1528,0.8967106641525245,1.2637579478184608,-0.006436324260300663,0.8890741051648602
0.03995,1.0435,0.8369997904881625,1.1439377329532998,-0.004618098859840165,1.7154868172631652
0.04036,1.0385,0.845589775822334,1.138456478842359,-0.003994547835116442,1.9114008130023874
0.0408,1.0717,0.8548082966687618,1.1748520061390046,-0.004972526639281938,1.2312898528602396
0.0407,1.0517,0.8527131782945736,1.1529269896952423,-0.004218322540387065,1.4592515314502765
0.04052,1.0668,0.8489419652210349,1.1694803771102829,-0.005043246635052692,0.9452811866166791
0.04035,1.0451,0.8453802639849151,1.1456917342688007,-0.00428643518775175,1.199886823077353
0.0403,1.0494,0.8443327047978211,1.1504056128042097,-0.0045200890690141535,0.9969746169545067
0.03802,0.9579,0.7965640058663314,1.050098662573997,-0.0028921053165700955,1.565270396616156
0.03685,0.9656,0.7720511208883302,1.0585397939048455,-0.004390973894644622,0.8425361678576928
0.03502,0.9334,0.7337104546406872,1.023240517430388,-0.004845705295423865,0.6345025657061346
0.03714,0.9878,0.7781269641734757,1.0828765621574217,-0.005049140444417934,0.5272267251786341
0.03619,0.9518,0.7582233396186884,1.0434115325586495,-0.004461573066407154,0.7138937063256141
0.03581,0.9425,0.7502618897967736,1.0332163999122999,-0.004444368160421035,0.6527960763899903
0.03666,0.9415,0.7680703959773727,1.0321201490901117,-0.003551657955476295,0.9528581018292546
0.03607,0.9303,0.7557091975696626,1.0198421398816049,-0.0036633036600951657,0.8318466386251083
0.03586,0.9295,0.7513094489838676,1.0189651392238543,-0.003839135496139366,0.6975174746273762
0.03652,0.9725,0.7651372302535092,1.0661039245779436,-0.005015674308763353,0.1067314743074379
0.03647,0.9572,0.7640896710664152,1.0493312869984652,-0.004412208173108771,0.31277297463950376
0.03537,0.8789,0.7410433689503456,0.9634948476211357,-0.0021679991259353354,1.7083083491957904
0.03509,0.9021,0.735177037502619,0.9889278666959,-0.0034388758806533845,0.9697644403609802
0.03524,0.9147,0.7383197150639011,1.0027406270554702,-0.003827024462957157,0.4671514009072379
0.0379,0.979,0.7940498638173057,1.0732295549221662,-0.003913290640904184,0.3079409372551196
0.0382,0.9875,0.80033521893987,1.0825476869107653,-0.003976327382934512,0.2212312217218409
0.0375,0.9748,0.785669390320553,1.0686253014689762,-0.00413390778013626,-0.048160697728657165
0.04074,0.9591,0.8535512256442488,1.0514141635606227,-0.00022335756250378008,3.3366731807797696
0.04118,0.8794,0.8627697464906767,0.9640429730322297,0.0036206457715923027,3.64523252860942
0.03906,0.8987,0.8183532369578881,0.9852006139004604,0.0006763388161587364,1.836879697477878
0.03661,0.8579,0.7670228367902786,0.9404735803551852,-3.108482209571162e-05,1.3503214095552631
0.03699,0.8769,0.7749842866121937,0.9613023459767595,-0.0004625787160458389,1.0716035436373852
0.03765,0.9106,0.7888120678818353,0.9982459986844989,-0.001241912622683708,0.6673938162893249
0.03624,0.8288,0.7592708988057826,0.9085726814295111,0.0008417821417963378,1.4058959750894453
0.03546,0.8573,0.742928975487115,0.9398158298618723,-0.001155458699128864,0.5023712139317655
0.03592,0.8422,0.7525665200083804,0.9232624424468318,-5.0534604463227384e-05,0.8881359269690318
0.03484,0.8147,0.7299392415671486,0.8931155448366586,4.3996031517223866e-05,0.8436158878370573
0.0403,0.8938,0.8443327047978211,0.9798289848717386,0.0021256188203879894,1.5446884967925334
0.03956,0.9227,0.8288288288288288,1.011510633632975,0.00015129389748488875,0.6627327998825573
0.0398,0.8875,0.8338571129268804,0.9729226046919535,0.0018946931115398774,1.2508865590348255
0.04142,0.8639,0.8677980305887282,0.9470510852883139,0.004522653948235825,2.0267039208949655
0.04222,0.8595,0.8845589775822333,0.9422275816706863,0.005510578849992696,2.0726453372321507
0.04053,0.845,0.8491514770584537,0.9263319447489585,0.004439876821691481,1.497434049775223
0.03908,0.8472,0.8187722606327257,0.9287436965577723,0.0028959143708130464,0.881766743773125
0.03885,0.8529,0.813953488372093,0.9349923262442447,0.0024224662026280097,0.6434172401762233
0.0376,0.8434,0.7877645086947412,0.9245779434334576,0.001578213149603075,0.2580378395247986
0.03707,0.8364,0.776660381311544,0.9169041876781407,0.0013471845842162808,0.07400441639462182
0.03665,0.813,0.7678608841399539,0.8912519184389388,0.0019266033799232932,0.23977590652746586
0.03756,0.8308,0.786926461345066,0.9107651830738873,0.0020763617319068534,0.2658675275061868
0.03797,0.8507,0.7955164466792373,0.9325805744354309,0.0016364286535064387,0.08432527151775952
0.03729,0.8609,0.7812696417347579,0.9437623328217496,0.0005207845630700522,-0.5247086303873127
0.03656,0.8413,0.7659752776031846,0.9222758167068625,0.0006279045799870361,-0.4889342657691873
0.03729,0.8358,0.7812696417347579,0.9162464371848279,0.0015928107071831246,-0.007063509013070365
0.0369,0.8292,0.7730986800754243,0.9090111817583864,0.0014846980598184345,-0.15494436882819435
0.037,0.8358,0.7751937984496123,0.9162464371848279,0.001302810707183126,-0.2828439902423624
0.03599,0.8058,0.7540331028703122,0.8833589125191843,0.0015741168555254426,-0.2139363538021763
0.03502,0.7794,0.7337104546406872,0.8544178908134181,0.0017316662660666823,-0.17222365938082243
0.03517,0.7794,0.7368531322019694,0.8544178908134181,0.0018816662660666797,-0.13425193002792096
0.03452,0.763,0.7232348627697465,0.836439377329533,0.0019321136271604755,-0.08913644888902468
0.03441,0.7536,0.7209302325581396,0.8261346196009648,0.0022235895536410685,0.0599177644743884
0.03652,0.761,0.7651372302535092,0.8342468756851568,0.0040175340370499635,1.3471023304250116
0.03635,0.7784,0.7615755290173895,0.85332163999123,0.0031043764710114233,0.7540488592243495
0.03646,0.7909,0.7638801592289964,0.8670247752685815,0.0026804989092021198,0.6546695877103419
0.03771,0.773,0.7900691389063482,0.8474018855514142,0.004695011577713036,2.6366582411342536
0.03661,0.7313,0.7670228367902786,0.8016882262661696,0.005376027123908854,2.611972081655407
0.03594,0.7241,0.752985543683218,0.7937952203464153,0.005013540599511011,1.9769482338786757
0.03693,0.7425,0.7737272155876807,0.8139662354746766,0.005217672828527718,1.828791597023996
0.03638,0.7439,0.762204064529646,0.81550098662574,0.004607878541605083,1.2798898247561121
0.03667,0.7618,0.7682799078147915,0.8351238763429073,0.004133365873094166,0.8906921672563208
0.0358,0.7354,0.7500523779593546,0.806182854637141,0.004390915283635402,0.9646364075984408
0.03657,0.7627,0.7661847894406033,0.8361105020828766,0.003994926688643895,0.6500160884349399
0.03754,0.7788,0.7865074376702282,0.8537601403201053,0.004277292389033516,0.7516331173897977
0.03601,0.7715,0.7544521265451498,0.845757509318132,0.0030590768851301575,-0.13721591512965844
0.03695,0.7973,0.7741462392625182,0.8740407805305854,0.0028971535975557614,-0.30728867635743223
0.0369,0.8116,0.7730986800754243,0.8897171672878754,0.0022363976668459268,-0.8464777989864776
0.03672,0.8612,0.7693274670018856,0.944091208068406,-6.202849841335789e-05,-2.310435174641869
0.03895,0.8726,0.8160486067462811,0.9565884674413506,0.0016810751652165529,-1.1153867580925323
0.041,0.8609,0.858998533417138,0.9437623328217496,0.004230784563070057,0.5827441132186914
0.03984,0.8117,0.8346951602765557,0.8898267923700942,0.005172126646351458,1.1354437718671118
0.04422,0.811,0.9264613450659962,0.8890594167945627,0.009582023789812773,3.004562326943351
0.0441,0.8873,0.9239472030169704,0.9727033545275159,0.006203235152528824,1.0961331926932152
0.04349,0.9143,0.9111669809344228,1.002302126726595,0.004440059619020741,0.15796539744727603
0.04455,0.8472,0.933375235700817,0.9287436965577723,0.008365914370813049,1.8971787611252273
0.04695,0.8411,0.9836580766813324,0.9220565665424248,0.011026446620975988,2.4892511205631784
0.04286,0.713,0.8979677351770375,0.7816268362201271,0.012407623874397672,2.411857069277287
0.03679,0.5665,0.7707940498638174,0.621026090769568,0.012594668898802636,2.0759872256127463
0.03972,0.6737,0.8321810182275298,0.7385441789081342,0.0109461349287261,1.4285682788041367
0.03922,0.6358,0.821705426356589,0.6969962727472045,0.012064851696131886,1.5424476776705414
0.03655,0.5948,0.7657657657657657,0.6520499890374918,0.011145970098866385,1.1828246731482817
0.0364,0.5917,0.7626230882044835,0.6486516114887086,0.011128371734195092,1.0708347775812106
0.03637,0.5903,0.761994552692227,0.6471168603376453,0.01115816602111773,0.9822825561921322
0.03662,0.602,0.7672323486276974,0.6599429949572462,0.010908456623264229,0.8394794758706747
0.03584,0.5863,0.7508904253090298,0.6427318570488928,0.010799006840896703,0.739174667437458
0.03658,0.5805,0.7663943012780222,0.6363736022802017,0.01178672602957622,0.8873864926877343
0.03643,0.5795,0.7632516237167399,0.6352773514580136,0.01167943623452096,0.7813950195469527
0.03619,0.5975,0.7582233396186884,0.6550098662573998,0.010670652545515576,0.4579885221223319
0.03551,0.5475,0.7439765346742091,0.6001973251479938,0.012126162792752766,0.8122034561033478
0.03674,0.5341,0.7697464906767233,0.5855075641306731,0.013928479539012335,1.3704796055601247
0.03893,0.5558,0.8156295830714435,0.6092962069721551,0.015191668091711394,1.7191809813383547
0.04173,0.572,0.8742928975487115,0.6270554702916027,0.01729976277160655,2.2370425408548087
0.04004,0.5641,0.8388853970249318,0.6183950887963167,0.015947173390670016,1.538620451949494
0.03882,0.5648,0.8133249528598365,0.6191624643718482,0.0146972762472087,1.033655037161826
0.0402,0.5651,0.8422375864236329,0.6194913396185048,0.016064463185725273,1.612373176114284
0.039,0.5683,0.8170961659333752,0.6229993422495067,0.014727790529902095,0.9438870647122383
0.0383,0.5532,0.8024303373140582,0.6064459548344662,0.014672714624567727,0.8337512842952196
0.03846,0.5621,0.8057825267127593,0.6162025871519404,0.014452593800559507,0.6731860710015459
0.03929,0.591,0.8231720092185207,0.6478842359131769,0.014048268877656412,0.44458942620645486
0.03936,0.5788,0.8246385920804525,0.6345099758824819,0.014639333377982285,0.6540901993088358
0.04159,0.6049,0.8713597318248482,0.6631221223415917,0.015754597028924473,1.0855786763908344
0.04062,0.5769,0.8510370835952231,0.6324270993203245,0.015980482767377305,1.0846963247946186
0.04203,0.5901,0.8805782526712759,0.6468976101732076,0.01682670806210668,1.345527269190367
0.04214,0.6167,0.8828828828828827,0.6760578820434116,0.015800616610576492,0.7827968346836353
0.04386,0.6156,0.918918918918919,0.6748520061390046,0.017567597836015716,1.5009135419989161
0.04313,0.5826,0.9036245547873455,0.6386757290067967,0.01824703459919226,1.6848523694723105
0.04383,0.5935,0.9182903834066625,0.6506248629686473,0.01848149336529455,1.6277697381654754
0.0427,0.5795,0.8946155457783365,0.6352773514580136,0.017949436234520964,1.2690553165086853
0.04348,0.5822,0.9109574690970039,0.6382372286779215,0.01861411868117015,1.5987502828343836
0.04312,0.5683,0.9034150429499266,0.6229993422495067,0.018847790529902094,1.650945499963803
0.04162,0.559,0.8719882673371044,0.6128042096031573,0.017744995435888207,0.8849610869105234
0.04248,0.5681,0.8900062853551225,0.6227800920850691,0.018216332570891038,1.076137233490458
0.04177,0.554,0.8751309448983867,0.6073229554922167,0.01810854646061193,0.9661488241192833
0.04138,0.5414,0.866959983239053,0.5935101951326464,0.018256695042915706,0.9684548946653638
0.0384,0.4686,0.8045254556882463,0.5137031352773515,0.018385997962893048,0.9532799522106331
0.0384,0.4798,0.8045254556882463,0.5259811444858583,0.017907643667511918,0.6045169096266562
0.03842,0.4715,0.804944479363084,0.516882262661697,0.0182821383685533,0.7547004683514159
0.03756,0.4309,0.786926461345066,0.47237447928085946,0.019156172689309896,1.2011713772257067
0.03951,0.4506,0.8277812696417348,0.49397062047796536,0.020264781651898444,1.7558024537938828
0.03968,0.4417,0.8313429708778546,0.4842139881604911,0.02081490247590666,1.9942474019431151
0.04031,0.4458,0.8445422166352399,0.48870861653146236,0.02126979063563321,2.1227778714525636
0.04011,0.4551,0.8403519798868636,0.4989037491778119,0.020672585729647093,1.5672258710637288
0.03943,0.4487,0.8261051749423842,0.4918877439158079,0.020265931041293456,1.192388077256879
0.03881,0.4418,0.8131154410224177,0.48432361324270995,0.019940631455412184,0.8682044532722649
0.03899,0.4444,0.8168866540959563,0.48717386538039903,0.020009584922555848,0.882589043390419
0.0385,0.4385,0.8066205740624345,0.4807059855294891,0.019771575131729842,0.6024797127389911
0.03753,0.4117,0.7862979258328096,0.4513264634948476,0.019946208624248975,0.6895570903181419
0.03797,0.4009,0.7955164466792373,0.4394869546152159,0.020847478837652207,1.350533743797828
0.03817,0.3867,0.7997066834276136,0.4239201929401447,0.02165396374786757,1.7978447574525613
0.03843,0.3826,0.8051539912005028,0.4194255645691734,0.022089075588141018,1.853758055999078
0.03933,0.3883,0.824010056568196,0.4256741942556457,0.022745627419955977,1.9868651197330378
0.03925,0.4094,0.8223339618688456,0.4488050866038149,0.021764442095621887,1.2077820649727329
0.03893,0.4176,0.8156295830714435,0.4577943433457575,0.021094218415074986,0.6697787997692815
0.03932,0.4323,0.8238005447307772,0.47390923043192285,0.020856378402387254,0.4296816818632738
0.03879,0.4256,0.81269641734758,0.4665643499232624,0.020612536775517037,0.17248279717747683
0.03908,0.4166,0.8187722606327257,0.4566980925235694,0.021286928620019727,0.6420321322531457
