ASTRUSDT,SANDUSDT,ASTRUSDT_perc,SANDUSDT_perc,spread,zscore
0.04773,0.9122,1.0,1.0,0.008769751049404702,
0.04461,0.9371,0.9346323067253299,1.0272966454724841,0.004586266946280573,
0.04684,1.0127,0.9813534464697256,1.1101732076299056,0.00358737545245795,
0.04889,1.0987,1.0243033731405824,1.2044507783380838,0.001964297827209985,
0.04918,1.2777,1.030379216425728,1.4006796755097566,-0.005390828857899162,
0.04851,1.1781,1.0163419233186675,1.2914930936198201,-0.0018068924454026775,
0.05235,1.1866,1.0967944688874922,1.3008112256084192,0.0016700708125669955,
0.04705,1.0833,0.9857531950555206,1.1875685156763867,0.0007820349833590409,
0.04545,1.0617,0.9522313010685103,1.1638894979171235,0.00010457541016549443,
0.04469,1.1229,0.9363084014246805,1.2309800482350362,-0.003269289132452821,
0.04258,1.0683,0.8921014037293107,1.171124753343565,-0.0030473119424698075,
0.0429,1.0428,0.8988057825267127,1.143170357377768,-0.001638201716378837,
0.04272,1.0436,0.8950345694531741,1.1440473580355186,-0.001852369880334638,
0.0443,1.2015,0.9281374397653467,1.3171453628590222,-0.007016311241109685,
0.04278,1.1844,0.896291640477687,1.2983994737996052,-0.007805966736554558,
0.04368,1.2617,0.9151477058453802,1.3831396623547467,-0.010207465578783263,
0.04541,1.2804,0.9513932537188351,1.4036395527296646,-0.00927614641124997,
0.04451,1.2199,0.9325371883511419,1.3373163779872834,-0.00759217901209297,
0.04518,1.2251,0.9465744814582023,1.3430168822626618,-0.007144272077805644,
0.04298,1.1628,0.9004818772260632,1.274720456040342,-0.006683426309748101,
0.04006,1.095,0.8393044206997695,1.2003946502959877,-0.00670767441449447,-0.7776742049226979
0.04009,1.0877,0.839932956212026,1.1923920192940143,-0.00636588991839783,-0.6580047946954963
0.04233,1.1698,0.8868636077938403,1.2823942117956588,-0.007632397744361301,-0.8795079788781218
0.04213,1.2037,0.8826733710454641,1.319557114667836,-0.009280273691988118,-1.2087944747169224
0.04109,1.2063,0.8608841399539074,1.322407366805525,-0.01043132022484445,-1.4008802512152143
0.04296,1.2526,0.9000628535512256,1.3731637798728349,-0.010538802713786093,-1.3015379400319502
0.04122,1.1806,0.8636077938403519,1.2942337206752905,-0.00920366795776454,-0.8686312094005068
0.04402,1.3802,0.9222711083176198,1.5130453847840386,-0.01492862486473541,-2.108542986248775
0.04659,1.4214,0.9761156505342552,1.558210918658189,-0.014118285308458843,-1.7503348314416465
0.04215,1.3275,0.8830923947203017,1.4552729664547248,-0.014547797064147397,-1.7229487913873307
0.04443,1.38,0.9308610936517913,1.5128261346196008,-0.014510082823746447,-1.5369471370360008
0.04336,1.3259,0.9084433270479783,1.453518965139224,-0.013269460736235812,-1.1145328021456262
0.04327,1.3447,0.9065577205112089,1.4741284805963604,-0.014162412589196996,-1.2806656777836012
0.04395,1.3372,0.9208045254556882,1.4659065994299494,-0.013162086052111409,-0.955580223401979
0.04085,1.1995,0.8558558558558558,1.314952861214646,-0.0103808908312202,-0.0007891648728741939
0.0411,1.1812,0.8610936517913261,1.2948914711686035,-0.009349294080731388,0.37454244190842706
0.04339,1.3128,0.9090718625602345,1.4391580793685594,-0.012679957051459669,-0.7073818701764003
0.04431,1.3551,0.9283469516027656,1.485529489147117,-0.013566598720622325,-0.9196467442015037
0.04523,1.328,0.9476220406452964,1.455821091865819,-0.011489152166619776,-0.1794845904469208
0.04545,1.3369,0.9522313010685103,1.465577724183293,-0.011649272990627998,-0.16849135812587196
0.04775,1.307,1.0004190236748376,1.4327998245998683,-0.008072237862780149,1.1630721468893277
0.04839,1.3224,1.0138277812696417,1.4496820872615654,-0.008089975018929205,1.2257950137373332
0.04604,1.2681,0.9645924994762203,1.3901556676167508,-0.008120810890429625,1.3166834832644376
0.04573,1.258,0.9580976325162371,1.3790835343126506,-0.00799943782048771,1.3874918885087826
0.04814,1.2963,1.0085899853341713,1.4210699408024556,-0.007225238669871396,1.581322988447942
0.04967,1.349,1.0406452964592499,1.4788423591317692,-0.007946066470459395,1.2107637295073113
