RNDRUSDT,ARUSDT,RNDRUSDT_perc,ARUSDT_perc,spread,zscore
0.574,12.29,1.3105022831050228,1.261806981519507,-0.029047467402895433,-0.9635739321561524
0.538,11.12,1.2283105022831051,1.141683778234086,-0.007637741051277125,-0.17475240778774687
0.517,10.98,1.180365296803653,1.1273100616016427,-0.021768201145955346,-0.6359295339508917
0.506,10.27,1.1552511415525115,1.0544147843942504,0.0020701798024624907,0.24873829247232965
0.545,10.91,1.2442922374429224,1.120123203285421,0.009666568806705578,0.5542381597211933
0.523,10.09,1.1940639269406392,1.0359342915811087,0.027902445395019182,1.1355691280325786
0.514,9.98,1.17351598173516,1.0246406570841888,0.024299941034914896,0.9188090946173857
0.524,10.11,1.1963470319634704,1.0379876796714578,0.0279210825514018,0.9561604533979412
0.521,10.02,1.1894977168949772,1.028747433264887,0.029337215347680135,0.9302896220657053
0.509,10.13,1.1621004566210045,1.040041067761807,0.011939719707784346,0.5331995142618834
0.517,10.25,1.180365296803653,1.0523613963039014,0.014051542646079884,0.7365965035053423
0.499,10.17,1.139269406392694,1.0441478439425051,-2.3005979450430036e-05,0.08221716610522739
0.472,9.34,1.0776255707762556,0.9589322381930184,0.013703552030671806,0.6666212715894837
0.506,9.73,1.1552511415525115,0.9989733059548255,0.028566976580132464,1.2387778952076238
0.553,10.02,1.2625570776255708,1.028747433264887,0.06133721534768016,2.221881135017021
0.564,10.95,1.2876712328767121,1.124229979466119,0.026703843119470716,0.7897516170940991
0.582,11.07,1.3287671232876712,1.1365503080082136,0.03881566605776632,1.231755594116992
0.564,11.29,1.2876712328767121,1.1591375770020533,0.010020674777974858,-0.08512008605754666
0.569,10.73,1.2990867579908674,1.1016427104722792,0.042498834399262164,1.266630593911541
0.511,9.71,1.1666666666666667,0.9969199178644764,0.03454833942374985,0.837758872726994
0.514,9.8,1.17351598173516,1.0061601642710474,0.03313220662747152,0.7054048756828833
0.5,9.75,1.1415525114155252,1.0010266940451744,0.021585613736515075,0.0632311853756811
0.461,10.13,1.0525114155251143,1.040041067761807,-0.03606028029221564,-2.564080692954696
0.482,10.19,1.100456621004566,1.0462012320328542,-0.018004368823067884,-1.7607030597671454
0.437,9.42,0.997716894977169,0.9671457905544147,-0.02522189934379776,-1.875236421887106
0.447,9.62,1.0205479452054795,0.9876796714579055,-0.025035527779971756,-1.6651845930026719
0.46,9.51,1.0502283105022832,0.9763860369609856,-0.006638032140076078,-0.8461390959708736
0.458,9.19,1.0456621004566211,0.9435318275154003,0.00706377335780245,-0.2692198613217369
0.474,10.08,1.0821917808219177,1.0349075975359343,-0.02060687318317217,-1.2373714879656847
0.479,10.18,1.093607305936073,1.0451745379876796,-0.02051368740125914,-1.118131175295508
0.458,9.73,1.0456621004566211,0.9989733059548255,-0.019433023419867523,-0.9944722142483877
0.461,9.34,1.0525114155251143,0.9589322381930184,0.002703552030671852,-0.16168052724851664
0.486,9.46,1.1095890410958904,0.971252566735113,0.02181537496896735,0.5001946231433105
0.477,9.43,1.0890410958904109,0.9681724845995893,0.014287419234393528,0.2237415209291221
0.474,9.29,1.0821917808219177,0.9537987679671457,0.01815695913971538,0.3875823423956867
0.467,9.08,1.0662100456621004,0.9322381930184804,0.021461268997698124,0.6440056600828445
0.461,9.35,1.0525114155251143,0.959958932238193,0.00221287060886316,-0.1003124845813228
0.461,9.26,1.0525114155251143,0.9507186858316221,0.006629003405141498,0.157347180242436
0.451,9.05,1.0296803652968036,0.929158110882957,0.006933313263124186,0.17763085205806448
0.458,9.47,1.0456621004566211,0.9722792607802875,-0.006675306452841312,-0.3507902062078637
0.515,9.65,1.1757990867579908,0.9907597535934292,0.04149242795460206,1.9030683173419696
0.492,9.53,1.1232876712328768,0.9784394250513346,0.02438060501630651,1.151531851170308
0.479,9.13,1.093607305936073,0.9373716632443533,0.031007861888654564,1.4105083422509872
0.47,9.02,1.0730593607305936,0.9260780287474332,0.027405357528550334,1.1558320885816904
0.456,8.85,1.0410958904109588,0.908624229979466,0.021746941699298306,0.7951677315513329
0.466,8.87,1.0639269406392695,0.9106776180698151,0.03076557885568093,1.149512190374041
0.449,8.74,1.0251141552511416,0.8973305954825462,0.02014443733919402,0.5291927862387913
0.423,8.64,0.9657534246575342,0.8870636550308009,-0.0009487484427190274,-0.6745439585964497
0.415,8.92,0.9474885844748858,0.9158110882956878,-0.022687828253362685,-1.6865420879258453
0.41,9.73,0.9360730593607305,0.9989733059548255,-0.06743302341986757,-3.024543522237306
0.4,9.72,0.9132420091324202,0.997946611909651,-0.07694234199805883,-2.690112231641773
0.413,9.7,0.9429223744292237,0.9958932238193018,-0.06296097915444143,-1.9625378073730582
0.433,10.05,0.9885844748858448,1.0318275154004106,-0.060134828917746075,-1.654714051704064
0.426,9.96,0.9726027397260274,1.02258726899384,-0.06271869612146774,-1.527914397561358
0.424,10.2,0.9680365296803652,1.0472279260780286,-0.07649505024487652,-1.6539651830701836
0.424,9.87,0.9680365296803652,1.013347022587269,-0.06030256332518935,-1.1396539301013409
0.421,10.12,0.9611872146118721,1.0390143737166324,-0.07556959887040693,-1.3488859182350585
0.435,10.48,0.9931506849315068,1.0759753593429158,-0.07923413005552021,-1.290628256225565
0.451,10.36,1.0296803652968036,1.0636550308008212,-0.057345952993815785,-0.7345035852188075
0.471,10.58,1.0753424657534245,1.0862422997946612,-0.04814094427360727,-0.476461508833971
0.514,10.19,1.17351598173516,1.0462012320328542,0.013995631176932144,0.8691595400203559
0.528,10.52,1.2054794520547947,1.0800821355236139,0.011803144257245046,0.8862188746231449
0.53,10.62,1.2100456621004567,1.0903490759753593,0.008896330039158018,0.8520556710568932
0.506,10.24,1.1552511415525115,1.051334702258727,0.003542224067888622,0.7852650264829165
0.547,10.19,1.2488584474885847,1.0462012320328542,0.04699563117693217,1.7422715577233021
0.547,10.14,1.2488584474885847,1.0410677618069815,0.04944903828597569,1.6909630636314075
0.57,10.39,1.3013698630136985,1.066735112936345,0.06018200274075802,1.806500593620021
0.608,10.39,1.3881278538812785,1.066735112936345,0.09818200274075806,2.2292445369136233
0.661,10.19,1.5091324200913243,1.0462012320328542,0.16099563117693216,2.6148363719632073
0.772,11.27,1.7625570776255708,1.1570841889117043,0.21900203762159232,2.6376529698771076
0.742,14.67,1.6940639269406392,1.5061601642710472,0.02217035420663338,0.24736660805239816
0.741,15.13,1.691780821917808,1.553388090349076,-0.001400991196567003,-0.08265421795605633
0.9,14.99,2.0547945205479454,1.5390143737166324,0.16446854870875494,1.719115820240041
0.921,14.2,2.1027397260273974,1.457905544147844,0.22423238103164256,2.03640194175789
0.802,13.6,1.8310502283105023,1.3963039014373715,0.13467326634016463,0.9989817976392125
0.605,11.66,1.3812785388127853,1.1971252566735113,0.032865462171052795,-0.12382496884283832
0.434,8.88,0.9908675799086758,0.9117043121149898,-0.0017251025661279007,-0.5446761851382267
0.592,10.55,1.3515981735159817,1.0831622176591376,0.07433109999181875,0.2365626129611474
0.577,9.66,1.317351598173516,0.9917864476386037,0.10300174653279331,0.5016755689791731
0.501,9.0,1.143835616438356,0.9240246406570841,0.059386720372167745,-0.12027039304223079
0.475,8.66,1.0844748858447488,0.8891170431211499,0.05006988871366358,-0.3269887095844298
0.502,9.07,1.1461187214611872,0.931211498973306,0.05695195041950679,-0.26275489838833205
0.492,9.43,1.1232876712328768,0.9681724845995893,0.02928741923439354,-0.68116408738085
0.477,9.43,1.0890410958904109,0.9681724845995893,0.014287419234393528,-0.9071018916123433
0.475,9.91,1.0844748858447488,1.017453798767967,-0.01126528901242424,-1.2551527142529382
0.476,10.23,1.08675799086758,1.0503080082135523,-0.02596709451030277,-1.3536683358066552
0.466,10.42,1.0639269406392695,1.0698151950718686,-0.045290041524668034,-1.4708261570572982
0.432,9.45,0.9863013698630136,0.9702258726899383,-0.03169394360922384,-1.190001817659417
0.418,9.15,0.954337899543379,0.9394250513347022,-0.030973500954962818,-1.0752477510411989
0.428,9.11,0.9771689497716894,0.935318275154004,-0.019010775267727986,-0.8453269476430155
0.466,9.49,1.0639269406392695,0.9743326488706365,0.00034333070354131134,-0.5375958151249793
0.451,9.13,1.0296803652968036,0.9373716632443533,0.003007861888654595,-0.48422432744990845
0.444,9.27,1.0136986301369864,0.9517453798767966,-0.010861678016667209,-0.6719426252655719
0.509,9.22,1.1621004566210045,0.9466119096509241,0.05659172909237625,0.38755836466252874
0.506,9.19,1.1552511415525115,0.9435318275154003,0.05506377335780244,0.661050362922653
0.47,9.14,1.0730593607305936,0.9383983572895278,0.021517180466845864,0.08474250953633666
0.474,9.1,1.0821917808219177,0.9342915811088295,0.02747990615408069,0.23906328497248647
0.493,9.7,1.1255707762557077,0.9958932238193018,0.017039020845558583,-0.04213246463937478
0.477,9.4,1.0890410958904109,0.9650924024640657,0.015759463499819604,-0.004729855870864276
0.482,9.56,1.100456621004566,0.9815195071868583,0.012908560750880371,0.03891081343199518
0.513,9.17,1.1712328767123288,0.9414784394250513,0.06304513620141983,1.569038278750786
0.513,9.29,1.1712328767123288,0.9537987679671457,0.05715695913971541,1.3596445132981503
0.491,9.37,1.1210045662100456,0.962012320328542,0.031231507765245747,0.6381360448612139
0.516,9.49,1.178082191780822,0.9743326488706365,0.0503433307035413,1.1733700717824809
0.503,8.95,1.1484018264840183,0.9188911704312114,0.06384012748121126,1.4302484057513032
0.531,9.17,1.2123287671232876,0.9414784394250513,0.08104513620141984,1.6847794221181096
0.515,8.97,1.1757990867579908,0.9209445585215607,0.07485876463759383,1.371075948262782
0.52,8.91,1.187214611872146,0.9147843942505134,0.08280285316844604,1.4736569923066316
0.5,8.66,1.1415525114155252,0.8891170431211499,0.0750698887136636,1.1698491228674752
0.507,8.75,1.1575342465753424,0.8983572895277208,0.07765375591738533,1.1717299083815764
0.517,8.87,1.180365296803653,0.9106776180698151,0.08176557885568092,1.2162391826185055
0.501,8.74,1.143835616438356,0.8973305954825462,0.07214443733919401,0.8216101173341661
0.497,8.32,1.134703196347032,0.8542094455852156,0.08875305705515951,1.2763281176179906
0.435,7.38,0.9931506849315068,0.757700205338809,0.07287711070517755,0.6675699287450674
0.448,7.8,1.0228310502283104,0.8008213552361396,0.06526849098921206,0.3465145229819966
0.45,7.71,1.0273972602739727,0.7915811088295688,0.0716846237854904,0.5654032932648022
0.42,7.29,0.958904109589041,0.7484599589322382,0.062293243501455875,0.12523917348499888
0.431,7.35,0.9840182648401826,0.7546201232032854,0.07034915497060368,0.3927906465928911
0.414,7.1,0.9452054794520548,0.728952772073922,0.06561619051582124,0.09583131111742493
0.427,6.96,0.9748858447488584,0.7145790554414784,0.08548573042114305,1.0317687203845145
0.429,6.55,0.9794520547945206,0.6724845995893224,0.10760366871529986,2.344656201702798
0.423,6.28,0.9657534246575342,0.6447638603696099,0.11485206710413481,2.281313344972514
0.412,6.33,0.9406392694063926,0.6498973305954825,0.10139865999509129,1.3737828829338234
0.418,6.66,0.954337899543379,0.6837782340862423,0.09120617307540413,0.7891955913705013
0.417,6.71,0.9520547945205479,0.688911704312115,0.08775276596636061,0.496346907798446
0.423,6.41,0.9657534246575342,0.6581108829568788,0.10847320862062165,1.720135976948192
0.404,6.45,0.9223744292237444,0.662217659137577,0.08751048293338687,0.2940099572824598
0.408,6.22,0.9315068493150684,0.6386036960985626,0.10279615563498701,1.1905358487527227
0.402,6.17,0.9178082191780822,0.6334702258726899,0.09924956274403057,0.8907505531693868
0.404,6.37,0.9223744292237444,0.6540041067761807,0.09143593430785651,0.34756008622431334
0.413,6.65,0.9429223744292237,0.6827515400410678,0.08669685449721282,0.016654465116958474
0.409,6.69,0.9337899543378995,0.686858316221766,0.08073412880997799,-0.3644814171729046
0.413,6.95,0.9429223744292237,0.713552361396304,0.07197641184295173,-0.9279151956641307
0.417,6.62,0.9520547945205479,0.6796714579055442,0.0921688987626389,0.36129058789244745
0.409,6.47,0.9337899543378995,0.6642710472279261,0.09152912008976943,0.26812693349064964
