1000LUNCUSDT,THETAUSDT,1000LUNCUSDT_perc,THETAUSDT_perc,spread,zscore
0.1462,0.719,0.8480278422273781,0.9586666666666667,-0.002692487195860488,-0.703116543045503
0.1456,0.721,0.8445475638051044,0.9613333333333333,-0.0037066526678934675,-1.2358994572998432
0.1433,0.721,0.8312064965197217,0.9613333333333333,-0.006006652667893464,-2.2616858158575046
0.1423,0.719,0.8254060324825987,0.9586666666666667,-0.006592487195860475,-2.4779281889288467
0.1431,0.726,0.830046403712297,0.968,-0.007242066347975945,-2.241357051431366
0.1422,0.726,0.8248259860788862,0.968,-0.008142066347975957,-2.128922507610756
0.1395,0.729,0.8091647331786543,0.972,-0.01146331455602545,-2.4632882787393453
0.1408,0.729,0.8167053364269142,0.972,-0.010163314556025455,-1.8467848825798399
0.1408,0.729,0.8167053364269142,0.972,-0.010163314556025455,-1.6222452847697397
0.1417,0.73,0.8219257540603248,0.9733333333333333,-0.009470397292041965,-1.3201700512906929
0.142,0.73,0.8236658932714617,0.9733333333333333,-0.00917039729204197,-1.1380120487000511
0.1431,0.728,0.830046403712297,0.9706666666666667,-0.007656231820008963,-0.7464996946176393
0.1433,0.728,0.8312064965197217,0.9706666666666667,-0.007456231820008957,-0.6328704592532863
0.1436,0.727,0.8329466357308585,0.9693333333333333,-0.00694914908399244,-0.4533701436323029
0.1427,0.727,0.8277262180974477,0.9693333333333333,-0.007849149083992452,-0.5850037600547979
0.1441,0.728,0.83584686774942,0.9706666666666667,-0.006656231820008962,-0.2217800465201
0.1434,0.727,0.8317865429234339,0.9693333333333333,-0.007149149083992445,-0.2709417836886768
0.1425,0.729,0.8265661252900232,0.972,-0.008463314556025475,-0.5746166830489786
0.1411,0.727,0.818445475638051,0.9693333333333333,-0.009449149083992442,-0.8233021865420722
0.1406,0.726,0.8155452436194895,0.968,-0.009742066347975947,-0.9010430229909553
0.1419,0.73,0.8230858468677494,0.9733333333333333,-0.00927039729204196,-0.6605722924370288
0.1427,0.73,0.8277262180974477,0.9733333333333333,-0.008470397292041965,-0.18177751336024262
0.1427,0.732,0.8277262180974477,0.976,-0.008884562764074955,-0.3418505955639324
0.1438,0.731,0.8341067285382832,0.9746666666666667,-0.007577480028058442,0.679307986112421
0.1466,0.731,0.8503480278422274,0.9746666666666667,-0.004777480028058445,2.4100855124263085
0.1476,0.731,0.8561484918793504,0.9746666666666667,-0.003777480028058444,2.4801007486084274
0.1469,0.736,0.8520881670533643,0.9813333333333333,-0.005512893708140926,1.3695166916275432
0.1448,0.733,0.8399071925754061,0.9773333333333333,-0.006991645500091431,0.5151282598949658
0.1455,0.732,0.8439675174013921,0.976,-0.006084562764074958,0.9475995734201548
0.1452,0.732,0.8422273781902552,0.976,-0.0063845627640749525,0.6960434045329181
0.1449,0.726,0.8404872389791184,0.968,-0.005442066347975949,1.1632932724345029
0.1443,0.726,0.8370069605568446,0.968,-0.0060420663479759384,0.7149442459764737
0.1455,0.727,0.8439675174013921,0.9693333333333333,-0.005049149083992455,1.2179961466387563
0.146,0.727,0.8468677494199536,0.9693333333333333,-0.004549149083992454,1.3681976099261643
0.1448,0.723,0.8399071925754061,0.964,-0.004920818139926453,1.0635734769307603
0.1451,0.72,0.8416473317865429,0.96,-0.003999569931876973,1.411837051441814
0.1446,0.723,0.8387470997679815,0.964,-0.0051208181399264585,0.758644352548848
0.1478,0.72,0.8573085846867748,0.96,-0.0012995699318769927,2.2584128847950558
0.1456,0.722,0.8445475638051044,0.9626666666666667,-0.0039137354039099626,0.9748142807151106
0.1466,0.724,0.8503480278422274,0.9653333333333333,-0.003327900875942952,1.1432696608010506
0.146,0.723,0.8468677494199536,0.964,-0.003720818139926474,0.8927206901228416
0.1455,0.72,0.8439675174013921,0.96,-0.003599569931876989,0.8909953981442652
0.1462,0.72,0.8480278422273781,0.96,-0.002899569931876983,1.1945048437519732
0.1475,0.719,0.855568445475638,0.9586666666666667,-0.0013924871958604923,1.960766172832544
0.1469,0.717,0.8520881670533643,0.956,-0.0015783217238274916,1.6968774192764833
0.1471,0.716,0.8532482598607889,0.9546666666666667,-0.0011712389878109908,1.7014330733459149
0.1494,0.72,0.8665893271461718,0.96,0.0003004300681230254,2.128519551770083
0.149,0.721,0.8642691415313225,0.9613333333333333,-0.0003066526678934811,1.6064532373437583
0.1489,0.722,0.8636890951276103,0.9626666666666667,-0.0006137354039099652,1.3422117550005515
0.1481,0.724,0.8590487238979119,0.9653333333333333,-0.0018279008759429505,0.6794801982545376
0.1475,0.724,0.855568445475638,0.9653333333333333,-0.0024279008759429677,0.3050298561596343
0.148,0.723,0.8584686774941995,0.964,-0.0017208181399264721,0.6124930886896265
0.1487,0.727,0.8625290023201856,0.9693333333333333,-0.0018491490839924463,0.4686238247389894
0.1481,0.725,0.8590487238979119,0.9666666666666667,-0.0020349836119594455,0.28428993790448825
0.1479,0.727,0.8578886310904873,0.9693333333333333,-0.0026491490839924414,-0.17953705326842812
0.1488,0.731,0.8631090487238978,0.9746666666666667,-0.0025774800280584653,-0.22452713807493618
0.1487,0.734,0.8625290023201856,0.9786666666666667,-0.0032987282361079395,-0.8023883629177698
0.1491,0.734,0.8648491879350348,0.9786666666666667,-0.002898728236107928,-0.6615046433945085
0.1492,0.733,0.8654292343387471,0.9773333333333333,-0.002591645500091444,-0.34645107831116284
0.1489,0.732,0.8636890951276103,0.976,-0.0026845627640749437,-0.5065185662197872
0.1502,0.733,0.87122969837587,0.9773333333333333,-0.0015916455000914431,0.4395511192297249
0.1501,0.73,0.8706496519721578,0.9733333333333333,-0.0010703972920419469,0.8577061777435668
0.1485,0.727,0.861368909512761,0.9693333333333333,-0.002049149083992452,-0.2111060370307243
0.1493,0.729,0.8660092807424593,0.972,-0.0016633145560254747,0.14753724786226738
0.1508,0.733,0.8747099767981438,0.9773333333333333,-0.0009916455000914537,0.8651979929039928
0.1498,0.734,0.8689095127610208,0.9786666666666667,-0.0021987282361079497,-0.4320636082938717
0.1505,0.736,0.872969837587007,0.9813333333333333,-0.0019128937081409336,-0.08014138515991533
0.1514,0.735,0.8781902552204177,0.98,-0.0008058109721244266,1.372056530013122
0.1519,0.744,0.8810904872389792,0.992,-0.002169555596272882,-0.2653346290550598
0.153,0.749,0.8874709976798144,0.9986666666666667,-0.0021049692763553673,-0.08171043031643282
0.152,0.747,0.8816705336426914,0.996,-0.002690803804322378,-0.9247369903512361
0.1539,0.748,0.8926914153132252,0.9973333333333333,-0.0009978865403388604,1.5070509785980941
0.155,0.748,0.8990719257540604,0.9973333333333333,0.0001021134596611295,2.4765491494554808
0.1537,0.747,0.8915313225058005,0.996,-0.000990803804322371,1.0680606116038582
0.1531,0.744,0.8880510440835268,0.992,-0.0009695555962728752,1.0062101837920288
0.1525,0.746,0.8845707656612529,0.9946666666666667,-0.0019837210683058826,-0.19612289091407684
0.1529,0.75,0.8868909512761022,1.0,-0.0024120520123718514,-0.7122979986087004
0.1531,0.747,0.8880510440835268,0.996,-0.0015908038043223605,0.1753959943645115
0.1542,0.749,0.894431554524362,0.9986666666666667,-0.0009049692763553607,0.972935844472053
0.1544,0.749,0.8955916473317866,0.9986666666666667,-0.000704969276355355,1.1321084050213979
0.1549,0.752,0.8984918793503481,1.0026666666666666,-0.0008262174844048398,0.8882331121596488
0.1568,0.753,0.9095127610208816,1.004,0.0008666997795786502,2.5392335554705068
0.1579,0.755,0.9158932714617171,1.0066666666666666,0.0015525343075456777,2.57727526364212
0.1589,0.749,0.92169373549884,0.9986666666666667,0.003795030723644649,3.1264526182862107
0.1595,0.75,0.9251740139211138,1.0,0.004187947987628143,2.5920249436545775
0.1608,0.751,0.9327146171693735,1.0013333333333334,0.005280865251611644,2.4832482569843832
0.1623,0.745,0.941415313225058,0.9933333333333333,0.008023361667710616,2.7486973124669842
0.1626,0.742,0.9431554524361949,0.9893333333333333,0.008944609875760096,2.4318786546742723
0.1626,0.745,0.9431554524361949,0.9933333333333333,0.00832336166771061,1.9160479353091633
0.1633,0.743,0.947215777262181,0.9906666666666667,0.009437527139743607,1.8966861304625873
0.1671,0.747,0.9692575406032483,0.996,0.012409196195677624,2.173244502584588
0.1662,0.747,0.9640371229698376,0.996,0.011509196195677612,1.7363109108635109
0.1606,0.745,0.931554524361949,0.9933333333333333,0.006323361667710609,0.6114842395514928
0.1577,0.745,0.9147331786542924,0.9933333333333333,0.0034233616677106227,-0.017877657232379496
0.16,0.746,0.9280742459396752,0.9946666666666667,0.005516278931694124,0.3605210631587189
0.1589,0.747,0.92169373549884,0.996,0.004209196195677639,0.031343423123181446
0.1575,0.746,0.9135730858468678,0.9946666666666667,0.003016278931694122,-0.29441636736058935
0.1563,0.745,0.9066125290023201,0.9933333333333333,0.0020233616677106103,-0.6028558442195305
0.1563,0.745,0.9066125290023201,0.9933333333333333,0.0020233616677106103,-0.6766464829992129
0.156,0.74,0.9048723897911833,0.9866666666666667,0.002758775347793091,-0.5602400177956277
0.1547,0.739,0.8973317865429234,0.9853333333333333,0.0016658580838095904,-0.9163805514209001
0.1508,0.734,0.8747099767981438,0.9786666666666667,-0.0011987282361079488,-1.6904881823722442
0.1513,0.732,0.8776102088167053,0.976,-0.0002845627640749582,-1.3965282976891955
0.1547,0.731,0.8973317865429234,0.9746666666666667,0.003322519971941551,-0.4553509538484623
0.1554,0.73,0.9013921113689096,0.9733333333333333,0.004229602707958052,-0.21308678366784217
0.1554,0.732,0.9013921113689096,0.976,0.003815437235925062,-0.3213157957714805
0.1563,0.731,0.9066125290023201,0.9746666666666667,0.004922519971941541,-0.013572281206252803
0.1566,0.732,0.9083526682134571,0.976,0.005015437235925041,0.052045834619973794
0.1559,0.736,0.9042923433874711,0.9813333333333333,0.0034871062918590823,-0.3119952184944627
0.1561,0.737,0.9054524361948956,0.9826666666666667,0.003480023555842565,-0.2550765991559923
0.1573,0.744,0.9124129930394431,0.992,0.0032304444037271063,-0.25697659691236063
0.1582,0.748,0.9176334106728539,0.9973333333333333,0.003302113459661138,-0.122086529464113
0.1601,0.754,0.9286542923433875,1.0053333333333334,0.0039596170435621525,0.40508547541801826
0.1584,0.753,0.9187935034802786,1.004,0.0024666997795786683,-0.37198351441996214
0.1578,0.755,0.9153132250580046,1.0066666666666666,0.001452534307545661,-0.9231311480522638
0.1594,0.757,0.9245939675174013,1.0093333333333334,0.002638368835512661,-0.12770681084960395
0.159,0.757,0.9222737819025523,1.0093333333333334,0.0022383688355126774,-0.3325726351442251
0.1575,0.754,0.9135730858468678,1.0053333333333334,0.0013596170435621613,-0.8459984246224327
0.1571,0.752,0.9112529002320185,1.0026666666666666,0.00137378251559514,-0.8063045571584939
0.1569,0.751,0.9100928074245941,1.0013333333333334,0.001380865251611657,-0.7728749184376643
0.1563,0.749,0.9066125290023201,0.9986666666666667,0.00119503072364463,-0.8283213181800615
0.1558,0.746,0.9037122969837587,0.9946666666666667,0.0013162789316941148,-0.7374171925968366
0.1577,0.748,0.9147331786542924,0.9973333333333333,0.0028021134596611375,0.07399270867130124
0.1579,0.753,0.9158932714617171,1.004,0.001966699779578668,-0.6941041909223613
0.1578,0.754,0.9153132250580046,1.0053333333333334,0.001659617043562156,-0.8687436607032109
0.1573,0.753,0.9124129930394431,1.004,0.0013666997795786506,-1.0093236238759806
0.1578,0.752,0.9153132250580046,1.0026666666666666,0.002073782515595146,-0.36714635897945325
0.1584,0.755,0.9187935034802786,1.0066666666666666,0.002052534307545678,-0.3042608440556292
0.1571,0.747,0.9112529002320185,0.996,0.0024091961956776153,0.1873315155944027
0.1558,0.741,0.9037122969837587,0.988,0.00235169261177659,0.19403912719921257
0.1572,0.743,0.9118329466357309,0.9906666666666667,0.0033375271397436124,1.4352243759865617
0.1574,0.745,0.9129930394431556,0.9933333333333333,0.003123361667710628,1.1841886301993783
0.1581,0.753,0.9170533642691415,1.004,0.002166699779578646,0.051249948975038796
0.1577,0.752,0.9147331786542924,1.0026666666666666,0.001973782515595157,-0.09576218084300647
0.1585,0.758,0.9193735498839908,1.0106666666666666,0.0015312860994961541,-0.7319428651107849
