BALUSDT,SUNUSDT,BALUSDT_perc,SUNUSDT_perc,spread,zscore
6.357,0.005762,1.369452822059457,0.9074015748031496,0.6497168911014253,1.9308745656848358
6.633,0.005856,1.428909952606635,0.9222047244094489,0.8326095304217187,2.0943813717238124
5.832,0.005548,1.2563550193881947,0.8737007874015749,0.33668471222330787,0.6523601856062408
5.954,0.005622,1.2826367944851356,0.8853543307086615,0.38538742828396444,0.7231410658111677
5.692,0.0055,1.2261956053425247,0.8661417322834646,0.24422889640018042,0.2723070294009646
6.514,0.005874,1.4032744506678156,0.9250393700787402,0.6957804613553922,1.4232734950625865
6.648,0.00578,1.4321413183972425,0.910236220472441,0.9228878220350971,1.8976575276195866
7.095,0.005668,1.5284360189573458,0.8925984251968505,1.4808242517811303,2.6992724896987306
7.79,0.005809,1.678155967255493,0.9148031496062993,2.036163210761572,2.933152047028775
7.68,0.005768,1.6544592847910382,0.9083464566929134,1.9667738680793159,2.274420308165422
7.168,0.005901,1.5441619991383024,0.9292913385826772,1.323036857755902,1.1386853504077932
7.193,0.005981,1.5495476087893147,0.9418897637795276,1.2687965507944492,0.9599795031877395
7.367,0.006016,1.5870314519603619,0.9474015748031496,1.408128916498815,1.0637463317682934
6.77,0.005725,1.4584230934941833,0.9015748031496064,1.0993655330710954,0.5344527912533833
7.096,0.005874,1.5286514433433864,0.9250393700787402,1.277780461355392,0.7299932517964549
7.321,0.0059,1.5771219302024988,0.9291338582677166,1.4770273615929197,0.9493110571549666
7.55,0.006229,1.6264541146057732,0.9809448818897638,1.3801515992139484,0.7254676059602745
7.656,0.006293,1.649289099526066,0.9910236220472441,1.4227593536447873,0.7331267638927438
7.575,0.006556,1.6318397242567857,1.0324409448818899,1.0812568445090136,0.024619633745810457
7.125,0.006379,1.534898750538561,1.0045669291338584,0.8065760236612265,-0.5587055733163893
6.483,0.00587,1.39659629470056,0.9244094488188977,0.6687424767034642,-0.8421045391786303
6.47,0.005989,1.3937957776820336,0.9431496062992127,0.5378725200983041,-1.0845844581071886
5.985,0.005916,1.289314950452391,0.9316535433070867,0.12517930020062984,-1.70839994121009
5.9,0.005891,1.2710038776389487,0.927716535433071,0.06494189612608281,-1.7296165788360163
6.005,0.005871,1.293623438173201,0.9245669291338584,0.1897519728664454,-1.4564175454360455
5.475,0.005546,1.179448513571736,0.8733858267716536,-0.018334280102655143,-1.7365062903596815
5.694,0.005622,1.2266264541146057,0.8853543307086615,0.12538742828396465,-1.3835996493675506
5.315,0.005384,1.1449806118052563,0.8478740157480316,-0.01787265850571451,-1.4546017429655622
5.145,0.004941,1.1083584661783712,0.7781102362204725,0.25092054129332464,-0.9507771114578226
5.366,0.005034,1.1559672554933216,0.7927559055118111,0.3798036844506365,-0.6862056189312695
5.35,0.005014,1.1525204653166736,0.7896062992125985,0.38361376119099955,-0.6127355099674262
5.33,0.004966,1.1482119775958637,0.7820472440944882,0.4111579453678713,-0.49758682353593076
5.215,0.004975,1.1234381732012062,0.7834645669291339,0.2872434108347077,-0.6523664369200074
5.355,0.004987,1.1535975872468764,0.7853543307086615,0.41535736479049046,-0.34203152080189125
5.293,0.004976,1.1402412753123654,0.7836220472440946,0.36425290699768986,-0.3829326553416571
5.369,0.005054,1.1566135286514432,0.7959055118110238,0.36299360771027356,-0.31474380699250437
5.335,0.005198,1.1492890995260663,0.8185826771653544,0.18636105517966062,-0.6326972795376349
5.336,0.005196,1.149504523912107,0.8182677165354331,0.18934206285369726,-0.5655117644947452
5.254,0.005191,1.1318397242567857,0.81748031496063,0.11229458203878728,-0.7954623968835853
5.092,0.00721,1.0969409737182247,1.1354330708661418,-2.0495326649008563,-4.034376533520509
5.133,0.006686,1.1057733735458852,1.0529133858267716,-1.4895086543033456,-2.428919864813843
5.236,0.006307,1.1279620853080567,0.993228346456693,-1.0111077000734667,-1.4991467902363922
5.185,0.006204,1.1169754416199913,0.9770078740157481,-0.960085804860598,-1.2808357318930084
5.194,0.006031,1.1189142610943559,0.9497637795275591,-0.7797286410564572,-0.9353429090879329
5.182,0.00587,1.11632916846187,0.9244094488188977,-0.6322575232965351,-0.67087918716919
5.198,0.005905,1.1197759586385179,0.9299212598425197,-0.6509251575921704,-0.6378618367848974
5.179,0.005789,1.1156828953037483,0.9116535433070866,-0.5550267124980648,-0.4652372176948533
4.98,0.006061,1.0728134424816889,0.9544881889763781,-1.0234437561670022,-1.021820027763754
4.909,0.005609,1.0575183110728132,0.8833070866141733,-0.6467360218347995,-0.4637295463453795
4.958,0.005605,1.068074105988798,0.8826771653543307,-0.5937740064867256,-0.34060951374207216
4.946,0.00547,1.0654890133563117,0.8614173228346457,-0.4720559884892763,-0.11923904745938785
4.901,0.0079,1.0557949159844893,1.2440944881889766,-2.923980312443379,-2.726998642267657
4.908,0.006564,1.0573028866867729,1.033700787401575,-1.5936671861871314,-1.092488520517811
5.15,0.006043,1.1094355881085738,0.9516535433070866,-0.8356146871006747,-0.16663976782899512
5.267,0.006808,1.1346402412753123,1.0721259842519686,-1.476350122419559,-0.8409789592187004
5.475,0.006516,1.179448513571736,1.0261417322834647,-0.9791230020102608,-0.16731093089366483
6.036,0.00685,1.3003015941404565,1.078740157480315,-0.7489512835743222,0.2092729351897381
6.071,0.00672,1.307841447651874,1.058267716535433,-0.585185784761963,0.5115929384363256
5.969,0.006439,1.2858681602757431,1.0140157480314962,-0.4088542065598624,0.8547678385252125
6.088,0.006383,1.3115036622145626,1.0051968503937008,-0.23438599168684604,1.1925175596702529
6.305,0.00634,1.358250753985351,0.9984251968503938,0.025205673304934173,1.4792876366196515
6.1,0.006222,1.3140887548470486,0.9798425196850394,-0.06291487392692474,1.2087042331880327
6.578,0.006354,1.4170616113744074,1.0006299212598426,0.2843386195866806,1.5604762247293082
6.745,0.006428,1.453037483843171,1.0122834645669292,0.378041335647338,1.510093706665304
6.705,0.006307,1.444420508401551,0.993228346456693,0.4578922999265336,1.4524660468275445
6.71,0.006594,1.4454976303317535,1.0384251968503937,0.17861769870232447,1.001477886707146
6.92,0.006416,1.4907367514002583,1.0103937007874015,0.5649273816915548,1.3568229384888255
6.737,0.00658,1.451314088754847,1.036220472440945,0.21948475242057874,0.8678601008865235
6.834,0.006725,1.4722102542007753,1.0590551181102363,0.1728616960529461,0.7398053204843537
6.688,0.006594,1.4407582938388623,1.0384251968503937,0.15661769870232423,0.6673590272746626
6.575,0.006264,1.416415338216286,0.9864566929133858,0.37048396491831426,0.8518704477840331
6.635,0.006417,1.4293408013787159,1.0105511811023622,0.27893687785453647,0.6943199908513549
7.086,0.006616,1.5264971994829815,1.0418897637795277,0.5328266142879254,1.0667583935659157
6.96,0.006723,1.4993537268418784,1.058740157480315,0.30084270372698363,0.6531751570398038
6.667,0.006574,1.436234381732012,1.0352755905511812,0.15542777544268738,0.3268055275032583
6.768,0.006464,1.4579922447221023,1.017952755905512,0.3653831975146833,0.6989827971389476
5.703,0.005723,1.2285652735889703,0.901259842519685,0.03434654074513244,-0.23173811193053945
4.726,0.005294,1.018095648427402,0.8337007874015748,-0.517727313174082,-1.9738736874740583
5.526,0.005743,1.1904351572598018,0.9044094488188976,-0.1624635359952311,-1.0613405206873119
5.545,0.005445,1.1945282205945713,0.8574803149606299,0.1517066074361777,-0.08429319049309572
5.34,0.005415,1.1503662214562687,0.852755905511811,-0.023578277453277785,-0.830451863220894
5.305,0.005061,1.1428263679448512,0.7970078740157481,0.29206008085114643,0.3848459889415594
5.457,0.005011,1.1755708746230071,0.7891338582677165,0.4935852727020542,1.087581195583343
5.48,0.005093,1.180525635501939,0.8020472440944882,0.43536395806656625,0.8115014971790502
5.222,0.005074,1.1249461439034898,0.7990551181102363,0.19618353096991115,-0.10148684035982133
5.47,0.005111,1.1783713916415337,0.8048818897637796,0.4075348890002388,0.7582032179503906
5.564,0.005005,1.1986212839293406,0.7881889763779528,0.6065282957241633,1.4002099568217992
5.552,0.005018,1.1960361912968547,0.7902362204724409,0.5816517458429269,1.296991511831125
5.345,0.004934,1.1514433433864713,0.7770078740157481,0.4578540681524519,0.7711604730733174
5.127,0.004931,1.1044808272296422,0.7765354330708661,0.24282557966350637,-0.045898685232008955
5.355,0.004868,1.1535975872468764,0.7666141732283465,0.5332273213956507,0.955525428901875
5.467,0.005107,1.177725118483412,0.8042519685039371,0.4084969043483113,0.4894351979949054
6.135,0.005399,1.321628608358466,0.850236220472441,0.7872697839390126,1.65416647214897
5.988,0.005278,1.2899612236105127,0.8311811023622047,0.7601207482182097,1.4616937888391646
6.001,0.005283,1.2927617406290393,0.8319685039370079,0.768168229033118,1.3465474806577304
5.969,0.005255,1.2858681602757431,0.8275590551181103,0.7639023364696262,1.205001855054846
5.715,0.005238,1.2311503662214562,0.8248818897637795,0.5267409016989353,0.46984888002038405
5.895,0.005286,1.2699267557087461,0.8324409448818898,0.6591967175220628,0.7832942949662002
6.162,0.005429,1.3274450667815596,0.8549606299212599,0.7845546688284681,1.205903752881728
6.255,0.005416,1.347479534683326,0.8529133858267717,0.8904312187097041,1.5582348516420612
6.294,0.005399,1.3558810857389054,0.850236220472441,0.9462697839390124,1.6113133784281222
6.009,0.005353,1.2944851357173632,0.842992125984252,0.7068329604418473,0.585309648741812
6.14,0.005378,1.3227057302886684,0.8469291338582677,0.8130703645163937,0.9964865640850504
6.49,0.005545,1.3981042654028435,0.8732283464566929,0.9976562237343636,1.657509427212988
6.14,0.005535,1.3227057302886684,0.8716535433070867,0.6575612621045437,0.068963806547463
5.871,0.005563,1.2647565704437742,0.8760629921259844,0.36082715466803617,-1.438336182009159
6.053,0.005671,1.303963808703145,0.8930708661417323,0.43585274027007603,-1.0812106996893862
5.933,0.005703,1.278112882378285,0.8981102362204725,0.28415661748549503,-1.6371115992860545
5.912,0.005789,1.2735889702714347,0.9116535433070866,0.17797328750193486,-1.8515264983643653
5.89,0.00577,1.2688496337785435,0.9086614173228347,0.17479286040527864,-1.6875982779311338
5.95,0.005645,1.2817750969409736,0.888976377952756,0.35860584003254825,-1.014409031069048
6.12,0.00555,1.3183972425678585,0.8740157480314962,0.6227037045492718,0.037005337435609215
6.148,0.005519,1.3244291253769924,0.8691338582677165,0.681409323496835,0.22625486273021458
5.909,0.005544,1.272942697113313,0.8730708661417323,0.41764672757138044,-0.7856868866333763
5.42,0.005125,1.1676001723395086,0.8070866141732285,0.34366783528198486,-0.9917531111376486
5.545,0.005277,1.1945282205945713,0.8310236220472441,0.3181112520552274,-0.9955978270362156
5.495,0.005261,1.1837570012925462,0.8285039370078741,0.2839593134475171,-1.0280390150850498
5.256,0.005096,1.132270573028867,0.8025196850393701,0.20839244655551248,-1.2160875181395059
5.495,0.005295,1.1837570012925462,0.8338582677165355,0.2502821829888999,-0.9655715148792846
5.575,0.005216,1.2009909521757862,0.8214173228346457,0.4085319861133341,-0.3192252429902356
5.552,0.005237,1.1960361912968547,0.824724409448819,0.3647314055359523,-0.4148135524087146
5.53,0.005207,1.1912968548039637,0.82,0.3724465206464975,-0.3040174713221194
5.536,0.005273,1.1925894011202067,0.8303937007874016,0.31307326740329877,-0.5031393216208274
5.451,0.005228,1.1742783283067642,0.8233070866141733,0.2726459400691157,-0.6225837583268986
5.601,0.005175,1.2065919862128391,0.8149606299212598,0.47514264343107815,0.7308824758960356
5.539,0.005123,1.193235674278328,0.8067716535433072,0.4646488429560218,0.7989565298030642
5.237,0.005059,1.1281775096940974,0.7966929133858268,0.22604108852518312,-0.972823788803443
5.295,0.005056,1.1406721240844462,0.7962204724409448,0.2870126000362383,-0.46132829462754243
5.22,0.005145,1.1245152951314088,0.810236220472441,0.12385775854162162,-1.543169343950347
5.17,0.005124,1.1137440758293837,0.8069291338582678,0.0946583391190039,-1.6537931344163037
5.226,0.005169,1.1258078414476518,0.8140157480314961,0.10608566645318707,-1.5068151317989225
5.303,0.005215,1.1423955191727702,0.8212598425196851,0.137522489950352,-1.1830971605531753
5.311,0.005162,1.1441189142610944,0.8129133858267716,0.1980191933123141,-0.7320280203169984
5.462,0.005154,1.1766479965532097,0.8116535433070866,0.3569432240084591,0.6149972797199262
5.39,0.005051,1.1611374407582937,0.7954330708661418,0.3869651192213279,0.9036277779525151
5.338,0.004905,1.1499353726841879,0.7724409448818897,0.47957867942597865,1.569238594912985
