RENUSDT,FLOWUSDT,RENUSDT_perc,FLOWUSDT_perc,spread,zscore
0.0613,0.6511,0.8695035460992908,0.8894808743169399,0.0009679001407879584,0.8135667127934968
0.0611,0.6538,0.8666666666666668,0.8931693989071039,0.000517713272995185,0.3894675978205985
0.0613,0.6509,0.8695035460992908,0.8892076502732241,0.0009864325013651948,0.7312370884901668
0.061,0.6513,0.8652482269503546,0.8897540983606558,0.0006493677802107134,0.3397016052716855
0.0606,0.652,0.8595744680851065,0.8907103825136613,0.00018450451819036762,-0.2284134501951432
0.0602,0.6476,0.8539007092198582,0.8846994535519125,0.00019221645088969563,-0.3126591002917871
0.0604,0.6451,0.8567375886524824,0.8812841530054645,0.0006238709581052257,0.09728441435099121
0.0604,0.6529,0.8567375886524824,0.8919398907103826,-9.889110440722271e-05,-1.299608673964438
0.0617,0.6519,0.875177304964539,0.8905737704918033,0.0012937706984789826,1.1901106871907852
0.0622,0.6502,0.8822695035460993,0.8882513661202186,0.001951295763385548,2.1727361464773463
0.0617,0.6512,0.875177304964539,0.8896174863387978,0.0013586339604993378,0.9624586192368233
0.0615,0.6482,0.8723404255319149,0.8855191256830601,0.0014366193691579682,1.0776945976790728
0.0618,0.6491,0.8765957446808511,0.8867486338797814,0.0016532237465603783,1.3487027998775296
0.0619,0.6519,0.8780141843971632,0.8905737704918033,0.0014937706984789814,0.9729427790628518
0.0614,0.6469,0.870921985815603,0.8837431693989072,0.0014570797129100435,0.8334023769954867
0.0613,0.6555,0.8695035460992908,0.8954918032786885,0.0005601882080886328,-0.7251659259974635
0.0621,0.6595,0.8808510638297874,0.9009562841530054,0.000989540996543789,0.072383954211909
0.0617,0.6511,0.875177304964539,0.8894808743169399,0.001367900140787956,0.7185204136945236
0.062,0.6573,0.8794326241134752,0.8979508196721312,0.001093396962893449,0.18830221405950706
0.0612,0.654,0.8680851063829788,0.8934426229508198,0.0005991809124179376,-0.7134998743477599
0.0613,0.656,0.8695035460992908,0.8961748633879782,0.000513857306645521,-0.790564898265939
0.0607,0.6514,0.8609929078014185,0.8898907103825137,0.00034010159992209354,-1.026365922814305
0.0604,0.6541,0.8567375886524824,0.8935792349726777,-0.00021008526787067577,-1.8007307367572583
0.061,0.6587,0.8652482269503546,0.899863387978142,-3.6329561147241396e-05,-1.3621350618596368
0.0613,0.6585,0.8695035460992908,0.8995901639344263,0.00028220279942999665,-0.8202046408719158
0.0612,0.6564,0.8680851063829788,0.8967213114754098,0.0003767925854910384,-0.696530997769534
0.0616,0.661,0.8737588652482271,0.9030054644808744,0.00035054829221446704,-0.757729490191579
0.0611,0.657,0.8666666666666668,0.8975409836065574,0.00022119550375931246,-0.9142725723183628
0.0609,0.6568,0.8638297872340427,0.8972677595628417,3.972786433655007e-05,-1.2240707526352583
0.0614,0.6591,0.870921985815603,0.9004098360655738,0.0003266057176982695,-0.7004388136530262
0.0615,0.6617,0.8723404255319149,0.9039617486338798,0.0001856850301941229,-0.8573221458810372
0.0614,0.6604,0.870921985815603,0.9021857923497267,0.00020614537394619825,-0.7439560485119566
0.0618,0.6608,0.8765957446808511,0.9027322404371586,0.0005690806527917092,-0.03782835365764121
0.0619,0.6563,0.8780141843971632,0.8965846994535519,0.0010860587657796558,1.0539104349185122
0.062,0.6548,0.8794326241134752,0.8945355191256832,0.0013250514701089733,1.5983655724997547
0.0623,0.6578,0.8836879432624114,0.8986338797814208,0.0013470660614503388,1.689234934811985
0.0625,0.6563,0.8865248226950355,0.8965846994535519,0.0016860587657796591,2.030234045324813
0.0618,0.6513,0.8765957446808511,0.8897540983606558,0.0014493677802107155,1.4750971413437912
0.0615,0.6491,0.8723404255319149,0.8867486338797814,0.0013532237465603766,1.3066244115319983
0.0616,0.653,0.8737588652482271,0.8920765027322405,0.0010918427153041588,0.8384835710554429
0.0614,0.6492,0.870921985815603,0.8868852459016393,0.0012439575662717625,1.0264945360413462
0.0615,0.6526,0.8723404255319149,0.8915300546448087,0.0010289074364586426,0.6042560637306077
0.0618,0.6532,0.8765957446808511,0.8923497267759563,0.0012733103547269142,0.9361412894132942
0.0619,0.652,0.8780141843971632,0.8907103825136613,0.0014845045181903632,1.1962647348986892
0.0612,0.6471,0.8680851063829788,0.884016393442623,0.0012385473523328014,0.6894299617889763
0.0613,0.6481,0.8695035460992908,0.8853825136612022,0.0012458855494465876,0.6312479959652676
0.0613,0.6493,0.8695035460992908,0.8870218579234973,0.0011346913859831415,0.36222451808790757
0.0611,0.6494,0.8666666666666668,0.8871584699453552,0.0009254252056945175,-0.09796776590171768
0.0609,0.6466,0.8638297872340427,0.8833333333333333,0.0009848782537759115,-0.055170175557332196
0.0612,0.6492,0.8680851063829788,0.8868852459016393,0.0010439575662717568,-0.03540654089646137
0.0611,0.6503,0.8666666666666668,0.8883879781420765,0.000842029583096926,-0.6319348418533752
0.0609,0.6519,0.8638297872340427,0.8905737704918033,0.0004937706984789875,-1.726279710410353
0.0608,0.6511,0.8624113475177306,0.8894808743169399,0.00046790014078795794,-2.007832907165094
0.061,0.6523,0.8652482269503546,0.891120218579235,0.0005567059773245037,-1.7227227635481492
0.061,0.6495,0.8652482269503546,0.8872950819672131,0.0008161590254058965,-0.8574587836871861
0.0609,0.6493,0.8638297872340427,0.8870218579234973,0.0007346913859831439,-1.0059121804923952
0.0609,0.649,0.8638297872340427,0.8866120218579235,0.0007624899268490054,-0.8383599630910785
0.061,0.6506,0.8652482269503546,0.8887978142076502,0.0007142310422310685,-0.9216622756378035
0.0612,0.6512,0.8680851063829788,0.8896174863387978,0.0008586339604993373,-0.3759043384382801
0.0617,0.6567,0.875177304964539,0.8971311475409836,0.0008489940446251773,-0.3415117753851605
0.0623,0.6587,0.8836879432624114,0.899863387978142,0.0012636704388527611,1.114688426522115
0.0621,0.6578,0.8808510638297874,0.8986338797814208,0.00114706606145034,0.7270254000015858
0.0615,0.6557,0.8723404255319149,0.8957650273224044,0.0007416558475113882,-0.6826927178733083
0.0616,0.658,0.8737588652482271,0.8989071038251367,0.0006285337008731032,-0.9917701197349117
0.061,0.6529,0.8652482269503546,0.8919398907103826,0.0005011088955927737,-1.392034598141609
0.0605,0.6466,0.8581560283687943,0.8833333333333333,0.000584878253775907,-0.9763454911832878
0.0606,0.6485,0.8595744680851065,0.8859289617486339,0.0005088208282921086,-1.197550041988379
0.0608,0.6537,0.8624113475177306,0.8930327868852459,0.0002269794532838154,-2.0752808292251093
0.0603,0.6533,0.8553191489361703,0.8924863387978142,-0.0002359558255617053,-2.8481129123546305
0.0605,0.6518,0.8581560283687943,0.8904371584699454,0.00010303687876760115,-1.5951561249285824
0.0608,0.6528,0.8624113475177306,0.8918032786885247,0.00031037507588139307,-0.8993481965175757
0.0617,0.665,0.875177304964539,0.9084699453551913,7.99010806696171e-05,-1.413831865876018
0.062,0.6713,0.8794326241134752,0.9170765027322405,-0.0002038682775135081,-1.9140417678570045
0.062,0.6702,0.8794326241134752,0.9155737704918033,-0.00010194029433867324,-1.4898982804465701
0.0623,0.6695,0.8836879432624114,0.9146174863387978,0.0002629229676816766,-0.5723286677072487
0.0623,0.6663,0.8836879432624114,0.9102459016393443,0.0005594407369175491,0.1676142027882901
0.0676,0.6649,0.9588652482269504,0.9083333333333334,0.005989167260958231,4.132087276804787
0.066,0.6638,0.9361702127659576,0.9068306010928961,0.004491095244133082,2.364397265109628
0.0652,0.6645,0.924822695035461,0.9077868852459017,0.003626231982112725,1.5849966018880364
0.0653,0.6675,0.926241134751773,0.9118852459016393,0.003448246573454092,1.3328240123652482
0.0643,0.6658,0.9120567375886525,0.9095628415300546,0.002605771638360656,0.776803972260332
0.0638,0.6665,0.9049645390070922,0.9105191256830601,0.002040908376340307,0.42639048416956027
0.0635,0.6661,0.9007092198581561,0.9099726775956285,0.0017779730974947922,0.2572313565415905
0.0632,0.6699,0.89645390070922,0.9151639344262296,0.001125858246527188,-0.12868492463692832
0.0642,0.6693,0.9106382978723404,0.914344262295082,0.002181455328258912,0.4371546072445374
0.065,0.6736,0.921985815602837,0.9202185792349726,0.0025830095758482136,0.6099886184808866
0.0636,0.6665,0.9021276595744683,0.9105191256830601,0.0018409083763403153,0.14997046474534356
0.0635,0.6658,0.9007092198581561,0.9095628415300546,0.0018057716383606606,0.09480496750399861
0.0637,0.6929,0.9035460992907803,0.9465846994535518,-0.0005053632198556562,-1.210078841272441
0.0629,0.6996,0.8921985815602838,0.9557377049180328,-0.0019261972991932858,-1.8464294265100298
0.0632,0.6944,0.89645390070922,0.9486338797814208,-0.0011443559241849782,-1.3490913914520433
0.0631,0.6941,0.895035460992908,0.9482240437158471,-0.0012165573833191196,-1.2998768898031918
0.0629,0.703,0.8921985815602838,0.9603825136612022,-0.0022412474290064016,-1.6440380492280673
0.0633,0.6998,0.8978723404255319,0.9560109289617487,-0.0015447296597705246,-1.2513903358519014
0.0632,0.6949,0.89645390070922,0.9493169398907103,-0.0011906868256280762,-1.046538540741877
0.0637,0.6977,0.9035460992907803,0.9531420765027322,-0.0009501398737094685,-0.8985258644641876
0.0632,0.72,0.89645390070922,0.9836065573770492,-0.0035164980780719723,-1.7689497733936481
0.0631,0.7186,0.895035460992908,0.9816939890710383,-0.0034867715540312927,-1.6480375166159995
0.0628,0.7238,0.8907801418439717,0.9887978142076503,-0.0042686129290396,-1.780246979096989
0.0627,0.7162,0.8893617021276597,0.978415300546448,-0.0036643832271043703,-1.3971283187291992
0.0625,0.7205,0.8865248226950355,0.9842896174863388,-0.00426282897951509,-1.500447409873941
0.0626,0.7239,0.8879432624113477,0.9889344262295082,-0.004477879109328203,-1.4403729507288379
0.0619,0.7277,0.8780141843971632,0.9941256830601093,-0.005529993960295812,-1.6670935798301194
0.0624,0.7283,0.8851063829787235,0.9949453551912568,-0.005085591042027535,-1.34913828979979
0.062,0.7308,0.8794326241134752,0.9983606557377049,-0.0057172455492430635,-1.436613838074045
0.0634,0.7258,0.899290780141844,0.9915300546448088,-0.0038539365348120164,-0.641834438265478
0.0635,0.7206,0.9007092198581561,0.9844262295081968,-0.0032720951598037146,-0.3215545954144064
0.0634,0.7184,0.899290780141844,0.9814207650273225,-0.0031682391934540477,-0.18374890679615868
0.0632,0.7191,0.89645390070922,0.9823770491803279,-0.0034331024554743877,-0.2310850175362106
0.0633,0.7233,0.8978723404255319,0.9881147540983608,-0.003722282027596488,-0.3411601186051548
0.0635,0.7223,0.9007092198581561,0.9867486338797815,-0.0034296202247102725,-0.09443373153821069
0.0639,0.7232,0.9063829787234043,0.9879781420765027,-0.0031130158473078595,0.2037538533431801
0.0639,0.7352,0.9063829787234043,1.0043715846994534,-0.00422495748194239,-0.5489355280972547
0.0641,0.7297,0.9092198581560286,0.9968579234972678,-0.003515317566068238,0.06223513801363968
0.0644,0.7368,0.9134751773049646,1.0065573770491805,-0.0038732163665603364,-0.15002557580382303
0.0649,0.7322,0.9205673758865249,1.0002732240437158,-0.00294697207328376,0.8403016604691423
0.0646,0.7327,0.9163120567375888,1.0009562841530055,-0.0032933029747268666,0.7840560070089465
0.0659,0.7347,0.9347517730496455,1.0036885245901639,-0.0021786265804992905,1.9365316029537567
0.0654,0.744,0.9276595744680852,1.0163934426229508,-0.003540381347341054,0.34706746638270186
0.065,0.7401,0.921985815602837,1.0110655737704919,-0.003579000316084824,0.26468219926103803
0.0646,0.7334,0.9163120567375888,1.001912568306011,-0.003358166236747215,0.5043712853105157
0.0648,0.7359,0.9191489361702128,1.005327868852459,-0.0033898207439627404,0.42016319602105906
0.0643,0.7351,0.9120567375886525,1.0042349726775956,-0.0038156913016537813,-0.11904351582971771
0.0644,0.7332,0.9134751773049646,1.001639344262295,-0.0035396338761699703,0.11280759900609637
0.064,0.7328,0.9078014184397164,1.0010928961748635,-0.003902569155015481,-0.5211494871010264
0.0652,0.7347,0.924822695035461,1.0036885245901639,-0.0028786265804992966,1.2578529956220048
0.065,0.727,0.921985815602837,0.9931693989071039,-0.0023651306982754583,2.052357283601148
0.0654,0.7297,0.9276595744680852,0.9968579234972678,-0.0022153175660682423,2.0066868894982757
0.0648,0.7291,0.9191489361702128,0.9960382513661202,-0.0027597204843365086,0.9501998019206075
0.0647,0.7288,0.9177304964539007,0.9956284153005465,-0.00283192194347065,0.7588829317601979
0.0648,0.7305,0.9191489361702128,0.9979508196721312,-0.002889447008377205,0.5918991515412805
0.064,0.7191,0.9078014184397164,0.9823770491803279,-0.0026331024554743926,0.9612483861209906
0.0637,0.7143,0.9035460992907803,0.9758196721311476,-0.002488325801620575,1.123573922109675
0.0641,0.7168,0.9092198581560286,0.9792349726775956,-0.0023199803088361087,1.314955449645031
0.0644,0.7252,0.9134751773049646,0.9907103825136612,-0.0027983394530802785,0.41264761745667794
0.0649,0.7271,0.9205673758865249,0.9933060109289618,-0.0024743968785640863,0.9115250486812658
0.0646,0.7202,0.9163120567375888,0.9838797814207649,-0.002135030438649224,1.3964032697654236
0.065,0.7234,0.921985815602837,0.9882513661202187,-0.002031548207885106,1.4102704608207277
