ALPHAUSDT,NEOUSDT,ALPHAUSDT_perc,NEOUSDT_perc,spread,zscore
0.1313,9.93,1.120307167235495,1.0781758957654721,-0.0014556153781702386,-0.776159107476482
0.13405,10.0,1.1437713310580204,1.0857763300760042,0.00035854443285976423,-0.5064639515040159
0.11928,9.0,1.0177474402730375,0.9771986970684038,-0.0010423100104262062,-0.6031854113271761
0.11916,9.12,1.0167235494880547,0.9902280130293157,-0.0027666074772318694,-0.7695083712575278
0.11462,8.87,0.9779863481228669,0.9630836047774157,-0.003964321088053377,-0.9505454360382467
0.12584,9.38,1.0737201365187714,1.018458197611292,0.0004374146780224686,-0.05433976519059247
0.1216,9.05,1.037542662116041,0.9826275787187839,0.0006092327117380864,0.14436654887768763
0.12191,9.02,1.0401877133105804,0.9793702497285558,0.0013203070784395254,0.6034590959766171
0.12257,9.14,1.0458191126279863,0.992399565689468,0.0003760096116338235,0.31899101213306125
0.12095,9.03,1.0319965870307168,0.9804560260586318,0.00022661562287237813,0.3500904531157906
0.11839,9.16,1.0101535836177473,0.9945711183496199,-0.004071373299500455,-1.2976024199510914
0.1193,9.5,1.0179180887372015,1.0314875135722041,-0.0077068827887832175,-2.2448111832308855
0.11885,9.35,1.0140784982935154,1.0152008686210638,-0.006151510955276121,-1.63827985829421
0.10711,8.53,0.9139078498293515,0.9261672095548316,-0.0069288115987706095,-1.8261062460904849
0.11667,8.87,0.9954778156996587,0.9630836047774157,-0.0019143210880533806,0.12254561214225827
0.11806,9.44,1.0073378839590443,1.0249728555917479,-0.008144734055380382,-1.9849708975820437
0.12905,9.87,1.101109215017065,1.071661237785016,-0.0029034666447673996,-0.14122106457619296
0.12877,9.88,1.0987201365187713,1.0727470141150923,-0.0033171581003345607,-0.2798839580490586
0.1299,9.81,1.1083617747440273,1.0651465798045603,-0.001251317911364569,0.4297596373913536
0.12817,9.91,1.0936006825938567,1.0760043431053201,-0.004318232467035971,-0.6102553949261629
0.11641,8.9,0.9932593856655291,0.9663409337676439,-0.0025753954547548114,0.018398768646832788
0.11855,9.09,1.011518771331058,0.9869706840390878,-0.002975533110530462,-0.09706954849649485
0.1114,9.13,0.9505119453924915,0.991313789359392,-0.010660298932799045,-2.299250055431685
0.11235,8.99,0.9586177474402731,0.9761129207383278,-0.007838618554859067,-1.283407651547657
0.1158,9.07,0.9880546075085325,0.9847991313789359,-0.005458150199396189,-0.5297546030867331
0.10625,8.22,0.9065699658703071,0.8925081433224755,-0.0036443764761892733,0.005080302300487434
0.1076,8.37,0.9180887372013652,0.9087947882736155,-0.004299748309696358,-0.12778632024437114
0.10546,8.33,0.8998293515358362,0.9044516829533116,-0.0059049824874278095,-0.5534040887510079
0.10313,8.04,0.8799488054607508,0.8729641693811073,-0.004357930275980734,0.0389673698061824
0.11154,8.44,0.9517064846416382,0.9163952225841475,-0.0012955884986663446,1.2077551503891364
0.11267,8.56,0.9613481228668943,0.9294245385450597,-0.0017698859654720345,1.1279388159144619
0.10742,8.4,0.9165529010238909,0.9120521172638436,-0.004880822676397792,-0.07861781121565117
0.10384,8.27,0.8860068259385666,0.8979370249728554,-0.006722833754024965,-0.8376510919136343
0.10551,8.39,0.9002559726962458,0.9109663409337676,-0.006657131220830656,-0.7959787735074739
0.1071,8.87,0.9138225255972696,0.9630836047774157,-0.011484321088053376,-2.289984660566106
0.1112,8.62,0.9488054607508531,0.9359391965255156,-0.0040420346988748745,0.33207087891242865
0.11551,8.77,0.985580204778157,0.9522258414766557,-0.0017374065323819687,1.047746984553804
0.11204,8.84,0.9559726962457338,0.9598262757871877,-0.006143246721351955,-0.4728184012955323
0.11387,8.77,0.9715870307167236,0.9522258414766557,-0.0033774065323819713,0.5208988236104617
0.10885,8.5,0.9287542662116042,0.9229098805646037,-0.0047877372320691974,0.07849904569537756
0.11434,8.73,0.9755972696245734,0.9478827361563518,-0.0023726407101134217,0.9304844748628187
0.11702,8.91,0.9984641638225256,0.9674267100977197,-0.002099086910321943,1.0143902772864302
0.11642,8.73,0.9933447098976109,0.9478827361563518,-0.0002926407101134232,1.541275800255321
0.11416,8.56,0.974061433447099,0.9294245385450597,-0.00027988596547204314,1.4651479520481152
0.1178,8.49,1.0051194539249146,0.9218241042345277,0.004295954223497947,2.516959962207626
0.1182,8.49,1.0085324232081911,0.9218241042345277,0.0046959542234979446,2.176744018370657
0.12055,8.52,1.0285836177474403,0.9250814332247556,0.006644879856796543,2.2210028593882214
0.1155,8.17,0.9854948805460751,0.8870792616720955,0.006274080801646445,1.833898264104308
0.1119,8.02,0.9547781569965871,0.8707926167209553,0.0046794526351535415,1.3363493271728795
0.11119,8.02,0.9487201365187713,0.8707926167209553,0.003969452635153539,1.0790891730809615
0.10935,7.88,0.9330204778156997,0.8555917480998914,0.0040011330130935024,1.00611033033071
0.10849,7.74,0.9256825938566553,0.8403908794788273,0.0050128133910334605,1.10648366581314
0.1184,7.72,1.0102389078498295,0.8382193268186753,0.015190196302167752,2.434556799195753
0.11031,7.88,0.9412116040955631,0.8555917480998914,0.004961133013093505,0.6947863118900337
0.11204,8.02,0.9559726962457338,0.8707926167209553,0.004819452635153543,0.5994346866448419
0.11029,7.9,0.9410409556313993,0.8577633007600434,0.004673750101959209,0.50865529911777
0.10598,7.68,0.9042662116040956,0.8338762214983713,0.003304962124436317,0.1758801938305994
0.10852,7.75,0.9259385665529011,0.8414766558089033,0.004909121935466332,0.44698181650588314
0.10969,7.85,0.9359215017064846,0.8523344191096633,0.004742207379794916,0.3350538653748535
0.1082,8.02,0.9232081911262799,0.8707926167209553,0.0009794526351535465,-0.6103183232369513
0.1133,8.52,0.9667235494880546,0.9250814332247556,-0.0006051201432034636,-1.1355364570131499
0.1135,8.21,0.9684300341296929,0.8914223669923996,0.003739314979377864,-0.06888736321040619
0.11742,8.51,1.001877133105802,0.9239956568946796,0.003648571312363666,-0.18761742540606813
0.11672,8.58,0.9959044368600684,0.9315960912052117,0.002012731123393688,-0.7566164678159257
0.1128,8.43,0.962457337883959,0.9153094462540715,9.810295690078352e-05,-1.390386205398102
0.1157,8.62,0.9872013651877133,0.9359391965255156,0.00045796530112512945,-1.1699052541283905
0.11671,8.82,0.9958191126279863,0.9576547231270358,-0.001205863810217686,-1.5048594383620375
0.11803,8.58,1.0070819112627987,0.9315960912052117,0.0033227311233936796,-0.1309086283157666
0.11808,8.5,1.0075085324232083,0.9229098805646037,0.004442262767930805,0.23249779861244696
0.11556,8.42,0.9860068259385665,0.9142236699239956,0.002991794412467927,-0.1824140684564417
0.1113,8.2,0.9496587030716723,0.8903365906623234,0.0016730064349450152,-0.5448808597700002
0.13539,8.36,1.1552047781569967,0.9077090119435395,0.023623943145870782,3.4832304896460164
0.1417,8.98,1.2090443686006827,0.9750271444082519,0.021645072900708065,2.461922253958654
0.13711,9.03,1.1698805460750854,0.9804560260586318,0.016386615622872386,1.642554497881525
0.12853,8.55,1.0966723549488056,0.9283387622149837,0.014223805490095096,1.208750978061438
0.12802,8.64,1.092320819112628,0.9381107491856677,0.012510582389990824,0.8945396863796317
0.10471,7.42,0.8934300341296928,0.8056460369163951,0.005510939969181949,-0.08401337947711629
0.08328,6.18,0.7105802047781571,0.6710097719869705,0.0006586804595073437,-0.7338816122928402
0.09781,7.16,0.834556313993174,0.777415852334419,0.0020869178139275857,-0.5154013834347734
0.09268,6.82,0.7907849829351535,0.740499457111835,0.0015024273032103602,-0.5696880347235768
0.08698,6.57,0.7421501706484642,0.7133550488599348,-0.0008552863076111278,-0.8696205419215747
0.0863,6.65,0.7363481228668942,0.7220412595005429,-0.0026048179521482584,-1.0781557178246286
0.08965,6.73,0.7649317406143344,0.7307274701411509,-0.0003243495966853832,-0.7399914662485009
0.09055,6.8,0.7726109215017065,0.7383279044516828,-0.0003601897856553432,-0.7109646936529813
0.0882,6.64,0.7525597269624573,0.7209554831704668,-0.0005711264965811008,-0.7156339180164623
0.0881,6.58,0.7517064846416383,0.7144408251900108,0.00013102223682172343,-0.6258880545994412
0.08648,6.64,0.7378839590443687,0.7209554831704668,-0.0022911264965811,-0.9077592680178024
0.08763,6.79,0.7476962457337885,0.7372421281216068,-0.0031464983300882182,-0.9935584676011089
0.08305,6.47,0.7086177474402731,0.7024972855591747,-0.0034483717519397244,-0.9671984339276213
0.08362,6.42,0.713481228668942,0.6970684039087948,-0.002209914474104027,-0.7651019058220856
0.0859,6.65,0.7329351535836178,0.7220412595005429,-0.003004817952148256,-0.8123568203480934
0.08975,6.98,0.7657849829351535,0.757871878393051,-0.003566635985863889,-0.8350760700619888
0.08888,6.86,0.7583617747440273,0.744842562432139,-0.002832338519058203,-0.7036440541181724
0.0907,6.87,0.7738907849829352,0.7459283387622149,-0.0011460299746253316,-0.4076204804051564
0.08985,6.99,0.7666382252559727,0.758957654723127,-0.003600327441431017,-0.8011772457685377
0.08857,6.83,0.755716723549488,0.7415852334419109,-0.002741264152356787,-0.6010238873212959
0.08645,6.6,0.7376279863481229,0.7166123778501627,-0.001786360674312551,-0.27049218553274396
0.08889,6.68,0.7584470989761092,0.7252985884907708,-0.00041589231884966993,0.6113981972481624
0.09165,7.0,0.7819965870307167,0.7600434310532029,-0.0019340188969981659,-0.21911801569371064
0.08941,6.79,0.7628839590443687,0.7372421281216068,-0.0013664983300882144,0.26816857953722384
0.09375,7.0,0.7999146757679181,0.7600434310532029,0.00016598110300183877,1.5547346124870047
0.09042,6.8,0.7715017064846417,0.7383279044516828,-0.0004901897856553483,1.0106577771882088
0.09164,6.91,0.7819112627986348,0.750271444082519,-0.0007407957968939005,0.7433744714460245
0.08985,6.94,0.7666382252559727,0.753528773072747,-0.002931870163595321,-0.8691907482835783
0.0905,7.13,0.7721843003412969,0.774158523344191,-0.004822007819370977,-2.0097335486524894
0.08644,6.85,0.737542662116041,0.7437567861020629,-0.005138647063491042,-1.9250752149436139
0.08855,7.08,0.7555460750853242,0.768729641693811,-0.006103550541535274,-2.1990629637152384
0.0895,7.04,0.7636518771331058,0.764386536373507,-0.00461878471926673,-1.1682056748855005
0.09162,7.16,0.781740614334471,0.777415852334419,-0.004103082186072415,-0.8202828337567484
0.09135,7.23,0.7794368600682594,0.7850162866449512,-0.005308922375042394,-1.4049023925493764
0.0947,7.44,0.8080204778156997,0.8078175895765471,-0.004766442941952331,-1.0085532808983462
0.09449,7.3,0.8062286689419795,0.7926167209554831,-0.0031047625640123616,-0.09988208484082242
0.09259,7.17,0.7900170648464164,0.778501628664495,-0.0032667736416395338,-0.1964277357126289
0.09326,7.29,0.7957337883959044,0.7915309446254071,-0.004201071108445226,-0.6635225371463401
0.0801,6.71,0.6834470989761092,0.7285559174809988,-0.009606966685551083,-2.708809939035121
0.08198,6.69,0.6994880546075085,0.7263843648208469,-0.007459583774416814,-1.5807601484330862
0.08121,6.73,0.6929180887372014,0.7307274701411509,-0.008764349596685372,-1.8174935998523183
0.0772,6.3,0.658703071672355,0.6840390879478827,-0.00702561700729834,-1.0663129420508122
0.0804,6.55,0.6860068259385665,0.7111834961997827,-0.007167903396476841,-1.0225371241516126
0.07764,6.46,0.6624573378839591,0.7014115092290988,-0.008724680296372592,-1.4314457395629405
0.0796,6.44,0.6791808873720137,0.6992399565689468,-0.006497297385238313,-0.5610086898893596
0.08005,6.41,0.6830204778156996,0.6959826275787188,-0.005646223018536886,-0.1586259154655654
0.0803,6.39,0.6851535836177474,0.6938110749185666,-0.00512884010740261,0.1630948198307594
0.07965,6.26,0.6796075085324232,0.6796959826275787,-0.004040851185029781,0.8366839014722987
0.0801,6.25,0.6834470989761092,0.6786102062975027,-0.0034571597294626444,1.1762579440623881
0.07857,6.19,0.6703924914675768,0.6720955483170467,-0.004185010996059807,0.7643440548571736
0.07621,6.05,0.6502559726962457,0.6568946796959826,-0.004673330618119836,0.492806612896248
0.0749,6.16,0.6390784982935153,0.6688382193268186,-0.007453936629358393,-0.9142180515875842
0.0705,6.08,0.6015358361774743,0.6601520086862106,-0.010784404984821264,-2.1663391858318093
0.0667,6.14,0.5691126279863481,0.6666666666666665,-0.015386553718224102,-2.9771244090725424
0.06435,6.39,0.549061433447099,0.6938110749185666,-0.021078840107402602,-3.183425770834202
0.07037,6.53,0.6004266211604096,0.7090119435396308,-0.016930520485342576,-1.9017129018391257
0.0782,6.43,0.6672354948805461,0.6981541802388707,-0.007763605929671152,0.06346992324591606
0.07955,6.58,0.6787542662116041,0.7144408251900108,-0.008418977763178279,-0.025279089307326214
0.07705,6.52,0.6574232081911262,0.7079261672095547,-0.010116829029775426,-0.3446150953248754
0.0755,6.33,0.64419795221843,0.6872964169381107,-0.009126691373999768,-0.12695242339022803
