DODOUSDT,BATUSDT,DODOUSDT_perc,BATUSDT_perc,spread,zscore
0.15567,0.3871,1.2439667572319002,1.0378016085790884,-0.00088001908100796,1.0445972462259827
0.14207,0.3582,1.1352884769058655,0.9603217158176944,-0.002792352970335976,0.8515521399223595
0.14277,0.3665,1.1408822119226467,0.982573726541555,-0.005449018323919946,0.6446374854378192
0.15251,0.3956,1.2187150391561452,1.0605898123324398,-0.007477567937087953,0.44102861472070437
0.16373,0.4085,1.3083746204251236,1.0951742627345844,-0.001474553848079957,0.8339550445229039
0.17295,0.4021,1.3820521016461562,1.0780160857908847,0.010333718231792022,1.721268102545257
0.17104,0.4048,1.3667891961003675,1.085254691689008,0.007331790948096051,1.3512919904729697
0.1731,0.3994,1.3832507591497523,1.0707774798927614,0.011575645515488037,1.6393500164935066
0.17753,0.4185,1.4186511107559532,1.1219839142091153,0.008281271027120035,1.265166738913892
0.17179,0.3969,1.3727824836183473,1.0640750670241286,0.011276689296688042,1.5299373821085422
0.17062,0.3955,1.3634329550902988,1.0603217158176945,0.010672873814160017,1.4335297895526073
0.17305,0.403,1.3828512066485537,1.0804289544235925,0.010069742470560028,1.2300034366413117
0.18455,0.4291,1.4747482819242448,1.150402144772118,0.01101444539483204,1.2381300362078
0.18033,0.4322,1.441026050823078,1.1587131367292225,0.005540751106144048,0.5126482188662846
0.18225,0.4295,1.4563688668691066,1.1514745308310992,0.00855267838984003,0.8263312630057357
0.18046,0.4372,1.4420648873261948,1.172117962466488,0.0036486635437440462,0.15218011878974969
0.17116,0.4352,1.3677481221032444,1.1667560321715817,-0.0048425014312959425,-0.9826625142106021
0.18189,0.4645,1.4534920888604763,1.2453083109919572,-0.005961934546959979,-1.2089840321902114
0.17772,0.46,1.420169410260508,1.2332439678284184,-0.00831205574079999,-1.5731189520881013
0.18114,0.4664,1.4474988013424963,1.2504021447721179,-0.007480327820671956,-1.3788005464936208
0.1764,0.459,1.4096212242288637,1.2305630026809653,-0.009227638228319957,-1.4547318996684284
0.17106,0.4439,1.366949017100847,1.1900804289544236,-0.008460933789871977,-1.259258660947263
0.16801,0.4434,1.342576314527729,1.1887399463806971,-0.011308725033631978,-1.4801304994085367
0.16755,0.4299,1.3389004315167012,1.1525469168900804,-0.006309088615151948,-0.8869004342813115
0.1591,0.4105,1.271376058814128,1.1005361930294906,-0.006913388873039966,-0.9635462542951031
0.14565,0.3925,1.1638964359916892,1.0522788203753353,-0.013083873648399968,-1.5224399307898806
0.12956,0.3601,1.0353204411059613,0.9654155495978551,-0.016070746244047945,-1.6355137093562155
0.13104,0.3575,1.0471471951414415,0.9584450402144772,-0.01353926071159997,-1.2359164849215531
0.13935,0.3685,1.1135528208406584,0.9879356568364611,-0.009677853348879967,-0.7621106397337656
0.13685,0.3622,1.0935751957807256,0.9710455764075068,-0.009630023020255979,-0.6821976105093553
0.14004,0.3715,1.1190666453572,0.9959785522788204,-0.010201105886319978,-0.67146995217912
0.14044,0.3677,1.1222630653667893,0.9857908847184987,-0.008264319338895959,-0.3745791243321637
0.14083,0.373,1.1253795748761388,1.0,-0.010017732155039955,-0.5233599199020265
0.12733,0.3365,1.0175003995525012,0.9021447721179625,-0.008756492949519967,-0.2617414523747539
0.12508,0.3373,0.9995205369985616,0.9042895442359249,-0.01133002695950397,-0.6209571595599602
0.12307,0.3276,0.9834585264503756,0.87828418230563,-0.009417177088447984,-0.15428642293300823
0.13118,0.3466,1.0482659421447977,0.9292225201072387,-0.008991109825567972,0.16185407800631094
0.1281,0.3368,1.0236535080709603,0.9029490616621983,-0.008107818203263978,0.5988014415025199
0.1275,0.335,1.0188588780565766,0.8981233243967829,-0.007979866680799974,0.7232930769702607
0.12755,0.34,1.0192584305577752,0.9115281501340483,-0.009951954243199973,-0.08778947013670148
0.12318,0.3369,0.9843375419530126,0.9032171581769436,-0.013068259954511954,-1.291782721825491
0.12585,0.3356,1.0056736455170208,0.8997319034852547,-0.009872517188287994,0.0733157464130292
0.12998,0.3497,1.03867668211603,0.9375335120643432,-0.011444804114255969,-0.5357447151116382
0.12791,0.3415,1.0221352085664055,0.9155495978552279,-0.010198580511919991,-0.027437613601844515
0.11913,0.314,0.9519737893559214,0.8418230563002681,-0.007857098918719982,1.0552540363731064
0.12895,0.3243,1.0304459005913378,0.8694369973190348,-0.002202599297263963,2.8275826551874976
0.12485,0.3299,0.9976825954930478,0.8844504021447722,-0.00856733736715197,0.44952728418825333
0.13555,0.354,1.0831868307495605,0.9490616621983914,-0.007613799417919953,0.7669372927394684
0.1337,0.3526,1.0684033882052102,0.9453083109919572,-0.008897614900447964,0.11923573765951836
0.1335,0.3515,1.0668051782004155,0.9423592493297587,-0.008652755636719939,0.21378353504836442
0.13192,0.3545,1.054179319162538,0.9504021447721179,-0.011446008174159944,-1.0599419875683087
0.12531,0.322,1.0013584785040754,0.8632707774798928,-0.0049124390185599776,1.7369576493488135
0.12495,0.3262,0.9984817004954452,0.8745308310991957,-0.00697099257097597,0.8081276555542485
0.1201,0.3145,0.9597251078791753,0.8431635388739946,-0.00708930767495998,0.6938828003670183
0.12212,0.3208,0.9758670289276011,0.860053619302949,-0.007617138003583962,0.4453609652371227
0.12761,0.3295,1.0197378935592136,0.8833780160857909,-0.005645570362159985,1.1579188087589551
0.12085,0.3031,0.9657183953971552,0.8126005361930294,-0.0017289480326879714,2.2716419409432738
0.1252,0.3045,1.0004794630014384,0.8163538873994638,0.002054867449840042,2.708993157735343
0.12111,0.2991,0.9677960684033882,0.8018766756032171,0.00014872201723203915,1.8625418928518591
0.1201,0.2877,0.9597251078791753,0.7713136729222521,0.003749081659504022,2.2622577417691234
0.12635,0.3086,1.0096691705290075,0.8273458445040214,0.0015467556486720296,1.570717084178343
0.12884,0.3137,1.0295668850887008,0.8410187667560322,0.0019742263350240596,1.5054177114006817
0.12781,0.3071,1.0213361035640083,0.8233243967828417,0.003613381917392036,1.6271775386146015
0.1225,0.3004,0.9789036279367108,0.8053619302949062,0.001012979251008031,1.020016415402702
0.12417,0.3006,0.992248681476746,0.8058981233243967,0.0026020957485120427,1.2181964195810142
0.12408,0.298,0.9915294869745884,0.7989276139410187,0.0035635812809600292,1.2721833569353644
0.1246,0.3018,0.9956848329870545,0.8091152815013405,0.0025467947335360286,1.0009710662218818
0.12553,0.307,1.0031165095093495,0.8230563002680965,0.0013738236686400285,0.7006695614515502
0.12711,0.3031,1.015742368547227,0.8126005361930294,0.00453105196731203,1.1945605991109665
0.1299,0.2998,1.038037398114112,0.8037533512064343,0.008655629758496014,1.769522367259392
0.14749,0.291,1.1785999680358,0.7801608579088471,0.02980450386832005,3.4700635822707153
0.1403,0.3012,1.121144318363433,0.8075067024128687,0.018489445241024027,1.8627032558073424
0.13604,0.309,1.0871024452613072,0.8284182305630027,0.01107498864368002,0.9101761192218911
0.13239,0.3046,1.0579351126738055,0.816621983914209,0.009204425698592048,0.6211019949791937
0.13058,0.3023,1.043471312130414,0.810455764075067,0.008324585977296017,0.44747304772944463
0.13016,0.3004,1.0401150711203453,0.8053619302949062,0.008672979251008031,0.41930449069954173
0.13131,0.2983,1.0493047786479144,0.7997319034852547,0.01067225602721604,0.6112210787883561
0.12929,0.301,1.0331628575994884,0.806970509383378,0.0075603287435200145,0.12052653851487903
0.12041,0.2885,0.962202333386607,0.7734584450402144,0.0037355476495200407,-0.4443314344011267
0.11804,0.2835,0.9432635448297907,0.760053619302949,0.003387635211920037,-0.5262998015083861
0.11781,0.2828,0.9414256033242768,0.7581769436997319,0.0034407274706560326,-0.5157265756889111
0.11649,0.2982,0.9308774172926322,0.7994638069705094,-0.004107302221535991,-1.514444390062468
0.11896,0.2904,0.9506153108518459,0.7785522788203754,0.0015171543758080303,-0.7196570955152324
0.11843,0.282,0.9463800543391401,0.7560321715817694,0.004384261480640028,-0.3235705844779971
0.12861,0.2869,1.027728943583187,0.7691689008042896,0.01258261566948804,0.7519784348217811
0.12696,0.2911,1.014543711043631,0.7804289544235926,0.009234062117072006,0.23864974946181755
0.12441,0.2853,0.9941665334824996,0.7648793565683646,0.00902968368945603,0.1739541252570342
0.11902,0.2743,0.9510947738532843,0.7353887399463807,0.008088276326736032,0.0013648325474456453
0.12074,0.2732,0.9648393798945182,0.7324396782841823,0.010253135590464021,0.26079070370088114
0.12332,0.2772,0.9854562889563688,0.7431635388739947,0.01121546554054402,0.3587876157432248
0.12322,0.2765,0.9846571839539715,0.7412868632707775,0.011398557799280007,0.365366272955105
0.1251,0.2825,0.999680357999041,0.7573726541554959,0.010852052724400027,0.5915090376707416
0.12886,0.2778,1.0297267060891802,0.7447721179624665,0.01651281503305603,1.8860777226801475
0.13072,0.2856,1.0445900591337702,0.7656836461126006,0.015218358435712023,1.4831866166426346
0.13226,0.2912,1.0568962761706888,0.7806970509383379,0.014493620365824009,1.228145308116207
0.12975,0.2843,1.0368387406105162,0.7621983914209115,0.014774101201936035,1.1774413270882236
0.13069,0.2909,1.044350327633051,0.7798927613941019,0.013044945619568024,0.7880861659223966
0.13593,0.3043,1.0862234297586701,0.8158176943699732,0.01286575095233601,0.7258340783459458
0.13271,0.2972,1.0604922486814767,0.7967828418230564,0.012517115290944014,0.6105727387704981
0.13302,0.2965,1.0629694741889084,0.7949061662198391,0.013110207549680036,0.6494864007314787
0.13425,0.2954,1.0727984657183955,0.7919571045576408,0.014785066813408035,0.8818810675201761
0.13206,0.3075,1.0552980661658942,0.824396782841823,0.00770161491240004,-0.5562483161293866
0.15009,0.3237,1.1993766980981302,0.867828418230563,0.019180051210224036,1.8843866965881266
0.1512,0.3387,1.2082467636247403,0.9080428954423593,0.014223788523024028,0.6129904273414817
0.15801,0.333,1.2626658142879976,0.8927613941018767,0.02333896834416002,2.7810898918360705
0.151,0.3153,1.2066485536199456,0.8453083109919571,0.023487158315056017,2.2849212904213614
0.15353,0.322,1.2268659101805977,0.8632707774798928,0.023307560981440018,1.9261012607286734
0.12617,0.2776,1.0082307815246925,0.7442359249329759,0.013903698535552025,-0.1287959220273946
0.10005,0.2307,0.7995045548985137,0.6184986595174262,0.006750879870864021,-1.6511560483635193
0.11798,0.2687,0.9427840818283523,0.7203753351206434,0.009313014396624034,-1.0794947297535253
0.10766,0.2555,0.8603164455809493,0.6849865951742627,0.004331325561360025,-1.8894077084264433
0.10175,0.2367,0.8130893399392679,0.6345844504021447,0.006024374795984014,-1.436518712707296
0.11085,0.2226,0.8858078951574238,0.5967828418230563,0.020826661721952022,1.1758157374162415
0.11627,0.2254,0.9291193862873581,0.604289544235925,0.02511429268700803,1.7262066575260313
0.12043,0.2307,0.9623621543870864,0.6184986595174262,0.027130879870864016,1.7928423433748146
0.11745,0.2251,0.9385488253156464,0.603485254691689,0.02641561794075202,1.502069351909721
0.11406,0.2216,0.9114591657343775,0.5941018766756032,0.02444107923443202,1.118973880612321
0.11384,0.2241,0.9097011347291034,0.6008042895442359,0.023210035453232025,0.8706355317406322
0.11415,0.2298,0.9121783602365351,0.6160857908847185,0.02121485563209602,0.5472765147661014
0.1121,0.2188,0.8957967076873902,0.5865951742627346,0.02361344826937603,0.7944601636531485
0.11199,0.2194,0.8949176921847531,0.5882037533512064,0.023260797761888025,0.6807987055991432
0.11835,0.2242,0.9457407703372223,0.6010723860589813,0.027679593701984015,1.1535560357831462
0.12196,0.2319,0.9745884609237654,0.62171581769437,0.02817557885588802,1.1173898752398466
0.12058,0.2304,0.9635608118906824,0.6176943699731904,0.02740220512460803,0.9402699135129838
0.11864,0.2281,0.9480581748441744,0.6115281501340483,0.026392365403312024,0.7351880603814727
0.11874,0.2269,0.9488572798465719,0.6083109919571046,0.026977666418288027,0.7783897644788749
0.11953,0.2278,0.9551702093655106,0.6107238605898123,0.027403690657056015,0.797751669004196
0.12059,0.2235,0.9636407223909221,0.5991957104557641,0.030202685960720024,1.0777722633939877
0.12272,0.2253,0.980661658941985,0.6040214477211796,0.03160473443825601,1.1326583289817027
0.12604,0.2378,1.0071919450215758,0.6375335120643432,0.02986951553225603,0.8571110711553402
0.12074,0.2315,0.9648393798945182,0.6206434316353888,0.02711734586088002,0.42086077898199686
0.12309,0.2366,0.9836183474508551,0.6343163538873995,0.027404816547232022,0.40185320715836326
0.11975,0.2286,0.9569282403707847,0.6128686327077748,0.027300156647072013,0.3517762969228256
0.1224,0.2329,0.9781045229343135,0.6243967828418231,0.028211161343408023,0.6139221026226247
0.1227,0.2312,0.9805018379415056,0.6198391420911528,0.029198671114624028,0.9190597031976893
0.12411,0.2327,0.9917692184753076,0.6238605898123324,0.03000204484590402,1.1411412146282816
0.1187,0.2223,0.948537637845613,0.5959785522788204,0.02879798697569602,0.6336109233018341
0.12385,0.2267,0.9896915454690747,0.607774798927614,0.03216854992078402,1.6761539393407827
0.12136,0.2245,0.9697938309093814,0.6018766756032172,0.03056826844824001,1.0155478768004984
0.12082,0.227,0.965478663896436,0.6085790884718499,0.029017224667040015,0.3630358082043856
0.11981,0.224,0.9574077033722231,0.6005361930294907,0.029220477204480025,0.37799515513863113
0.117,0.2222,0.9349528528048586,0.5957104557640751,0.027138428726944025,-0.9464682088046327
0.11808,0.2266,0.9435831868307496,0.6075067024128686,0.026438991672032022,-1.296853713542553
0.117,0.2234,0.9349528528048586,0.5989276139410188,0.02665312771196804,-1.0910355613267448
0.11473,0.216,0.9168131692504395,0.5790884718498659,0.027375817304320024,-0.6694352407710612
0.10241,0.1912,0.8183634329550903,0.5126005361930295,0.025085371613824015,-1.855530900924548
0.10515,0.1911,0.8402589100207767,0.5123324396782841,0.027865813365072017,-0.3571435880340388
0.10222,0.189,0.8168451334505354,0.5067024128686327,0.025785090141280026,-1.4085520046779105
0.09709,0.1795,0.7758510468275531,0.4812332439678284,0.02449705650984002,-1.816031220444591
0.10136,0.1886,0.8099728304299185,0.5056300268096514,0.025086857146272026,-1.4087886886096104
0.1006,0.1881,0.8038996324116988,0.5042895442359249,0.024529065902512012,-1.5098796923641618
0.1003,0.1898,0.801502317404507,0.5088471849865952,0.02354155613129602,-1.7538574597068952
0.09961,0.1892,0.7959884928879655,0.5072386058981233,0.023094206638784018,-1.713611635781913
0.10079,0.189,0.8054179319162538,0.5067024128686327,0.024355090141280025,-1.0952027059698914
0.101,0.1859,0.8070960524212882,0.49839142091152816,0.025818784429968017,-0.46052682160555464
0.10331,0.1869,0.8255553779766661,0.5010723860589813,0.027724366917488016,0.3404631682903994
0.10178,0.1787,0.8133290714399871,0.47908847184986597,0.029510590519824006,1.095086773167247
0.09714,0.1678,0.7762505993287518,0.44986595174262733,0.029278741405856012,0.9807298228847118
0.09397,0.1657,0.7509189707527569,0.4442359249329758,0.026958018182064017,0.14823933011730053
0.09227,0.1651,0.7373341857120026,0.442627345844504,0.025500668689552017,-0.46964600566489206
0.09336,0.1662,0.7460444302381333,0.44557640750670235,0.02614580942582402,-0.06624894713680547
0.09431,0.1682,0.7536359277609078,0.4509383378016085,0.026286974400864027,0.09414217585631103
0.09558,0.1732,0.7637845612913536,0.464343163538874,0.025534886838464013,-0.3060346229838513
0.09583,0.1733,0.7657823237973469,0.46461126005361936,0.025744445087216017,-0.16222281873881847
0.0977,0.1801,0.7807255873421767,0.4828418230563003,0.024864406002352013,-0.6297749244248739
0.09701,0.1758,0.7752117628256353,0.47131367292225207,0.025913401306016007,0.030348631945342174
0.09657,0.1753,0.7716957008150871,0.4699731903485255,0.02567561006225602,-0.13017838271279678
