DGBUSDT,CHRUSDT,DGBUSDT_perc,CHRUSDT_perc,spread,zscore
0.01003,0.1969,1.0,1.0,-0.001558946654145325,
0.00943,0.1916,0.9401794616151544,0.973082783138649,-0.0018470044638610687,
0.01022,0.2096,1.0189431704885343,1.064499746063992,-0.0021164307704868487,
0.01104,0.2201,1.1006979062811564,1.1178263077704418,-0.0019144294493518843,
0.01122,0.2211,1.11864406779661,1.1229050279329609,-0.0017932864663866496,
0.01026,0.207,1.0229312063808573,1.0512950736414424,-0.0019234025261964573,
0.01009,0.209,1.0059820538384845,1.0614525139664805,-0.002211116560265987,
0.0092,0.1988,0.917248255234297,1.0096495683087863,-0.0025007749865113803,
0.00925,0.1992,0.9222333000997008,1.0116810563737937,-0.002474317793325286,
0.00935,0.1873,0.9322033898305084,0.9512442864398172,-0.0016739192906115759,
0.00917,0.1808,0.9142572283150547,0.9182326053834433,-0.0014713486798856017,
0.0092,0.1791,0.917248255234297,0.9095987811071611,-0.0013412917509265012,
0.00934,0.1794,0.9312063808574276,0.9111223971559168,-0.0012189488560369298,
0.00953,0.1876,0.950149551345962,0.9527679024885729,-0.001511576395722006,
0.00948,0.1788,0.9451645064805583,0.9080751650584052,-0.001043634645816069,
0.00973,0.1814,0.9700897308075773,0.9212798374809549,-0.0009466628901064599,
0.0103,0.1911,1.0269192422731803,0.9705434230573895,-0.0009475759553436852,
0.01037,0.1849,1.0338983050847457,0.9390553580497716,-0.0005126624497281389,
0.01082,0.1925,1.0787637088733797,0.9776536312849162,-0.0005099757791923575,
0.01012,0.1854,1.0089730807577268,0.941594718131031,-0.0007920909582455234,
0.00913,0.1665,0.9102691924227316,0.8456069070594211,-0.0006696933362884561,1.316690833699122
0.00865,0.1646,0.8624127617148554,0.8359573387506348,-0.0010378650039223995,0.666721977637004
0.00936,0.1719,0.9332003988035892,0.8730319959370239,-0.0007575212282761885,1.018417475459339
0.00937,0.1754,0.9341974077766699,0.8908075165058406,-0.0009535207878978678,0.6344977234985852
0.0105,0.1758,1.0468594217347955,0.8928390045708482,0.00015293640528822594,2.0551979713303212
0.01024,0.1811,1.0209371884346958,0.9197562214321992,-0.00041900578499603006,1.100750109341986
0.00998,0.1857,0.995014955134596,0.9431183341797867,-0.0009497480633559527,0.2730818736087452
0.01104,0.205,1.1006979062811564,1.0411376333164042,-0.0010256884921269263,0.08136791846744114
0.01152,0.2112,1.148554336989033,1.0726256983240223,-0.0009106019977424707,0.1694569014577496
0.01084,0.1964,1.0807577268195414,0.9974606399187405,-0.0007195181456279426,0.4782619139030183
0.0112,0.1982,1.1166500498504486,1.0066023362112748,-0.0004654607762905206,1.0216484770788063
0.01068,0.1908,1.0648055832502492,0.9690198070086339,-0.0005499188502332553,0.7291328942692443
0.01064,0.1929,1.0608175473579262,0.9796851193499237,-0.0007135185860062624,0.2098956011837062
0.01074,0.194,1.0707876370887337,0.9852717115286949,-0.0006782613047445069,0.2476202817741352
0.00993,0.1768,0.9900299102691923,0.8979177247333673,-0.00047592061174654005,0.8180515557369287
0.01003,0.1804,1.0,0.9162011173184358,-0.0005878058730716951,0.3645580003803079
0.01063,0.1944,1.0598205383848454,0.9873031995937024,-0.0008118041115584111,-0.47319167145149665
0.01142,0.2203,1.1385842472582253,1.1188420518029456,-0.0015462008527588385,-2.547567002651581
0.01133,0.2192,1.1296111665004984,1.1132554596241748,-0.0015714581340205962,-2.1659914829650937
0.01142,0.2158,1.1385842472582253,1.09598781107161,-0.001281344276102393,-1.2525110354193016
0.01228,0.2067,1.2243270189431703,1.0497714575926866,0.00011425457891397171,2.0028354491654383
0.01152,0.2085,1.148554336989033,1.058913153885221,-0.000751688051748604,0.01693438144444104
0.0111,0.2009,1.106679960119641,1.0203148806500761,-0.0007243747222843867,0.04599506165532137
0.0111,0.1987,1.106679960119641,1.0091416962925344,-0.0005948892848079024,0.328891628269463
0.01159,0.1998,1.155533399800598,1.0147282884713054,-0.00016963200354614717,1.1919682953646604
0.01263,0.2204,1.259222333000997,1.1193499238191977,-0.00034208655446231473,0.9318293880397258
0.01246,0.2146,1.242273180458624,1.0898933468765872,-0.00017071585566067436,1.2828629956274915
0.01231,0.2159,1.2273180458624127,1.096495683087862,-0.0003972299778058717,0.6797536602806831
0.01249,0.2281,1.2452642073778661,1.1584560690705943,-0.000935285585630009,-0.6083533565512176
0.01294,0.2181,1.2901296111665004,1.1076688674454038,0.00010328458471764619,1.6379521394085441
0.01307,0.238,1.3030907278165502,1.2087353986795328,-0.0009379700542741874,-0.6520392072220302
0.01287,0.2233,1.283150548354935,1.1340782122905029,-0.00027277190386313516,0.7848048855873976
0.01345,0.2234,1.340977068793619,1.1345860843067548,0.00030134239443339005,1.7793036236168043
0.01337,0.219,1.333000997008973,1.112239715591671,0.00048031326938635654,1.8372507400649223
0.0133,0.2101,1.3260219341974075,1.0670391061452515,0.0009341407209957683,2.1845711500565046
0.01263,0.2108,1.259222333000997,1.0705942102590147,0.00022294080907143445,0.9905872755423658
0.01253,0.212,1.2492522432701894,1.0766886744540376,5.231238862971575e-05,0.6762753786485044
0.01193,0.1955,1.1894317048853438,0.9928897917724734,0.00042345316970334584,1.1214412828111942
0.01142,0.1794,1.1385842472582253,0.9111223971559168,0.0008610511439630705,1.6254247823238301
0.01049,0.1706,1.0458624127617147,0.8664296597257491,0.00044899289386900534,0.9503584447570774
0.01056,0.1682,1.05284147557328,0.8542407313357033,0.0006602497347524446,1.22457072583643
0.01076,0.1736,1.0727816550348952,0.8816658202133063,0.00054242184276471,0.9582250003138661
0.01098,0.169,1.0947158524426719,0.8583037074657187,0.0010331641211246308,1.611783912887298
0.01111,0.1741,1.1076769690927217,0.8842051802945659,0.0008629933342473271,1.2106135022225541
0.01084,0.1723,1.0807577268195414,0.8750634840020316,0.0006989359649099049,0.848742240173886
0.01124,0.1838,1.1206380857427716,0.9334687658710005,0.0004220802690101024,0.3225647379388218
0.01012,0.1634,1.0089730807577268,0.8298628745556119,0.0005027634165193189,0.40268002605176245
0.01009,0.1689,1.0059820538384845,0.8577958354494667,0.0001490498228281078,-0.26210372331253556
0.00977,0.1587,0.9740777666999001,0.8059928897917725,0.00042939139658271404,0.1838165743104565
0.01046,0.1748,1.0428713858424725,0.8877602844083292,0.00017179342232299076,-0.4824170532595489
0.01016,0.1818,1.0129611166500498,0.9233113255459624,-0.0005402056969203654,-1.8512870052377535
0.01056,0.1801,1.05284147557328,0.9146775012696802,-4.014876796126603e-05,-1.1078407941474948
0.01053,0.182,1.0498504486540376,0.9243270695784662,-0.00018197710032732094,-1.5056636540286519
0.0105,0.177,1.0468594217347955,0.898933468765871,8.230798484650838e-05,-0.7853393833284575
0.01038,0.1749,1.0348953140578265,0.888268156424581,8.59077206195151e-05,-0.7194477258646094
0.01072,0.1786,1.0687936191425722,0.9070594210259015,0.00020813675759088351,-0.3431650399649305
0.01051,0.1863,1.0478564307078764,0.9461655662772981,-0.0004550622735768114,-1.8307151369670185
0.00949,0.1809,0.946161515453639,0.9187404773996953,-0.001157234381589078,-2.6897574706622427
0.00985,0.1769,0.9820538384845462,0.8984255967496192,-0.0005618063134500157,-1.3884937994603006
0.01,0.177,0.9970089730807576,0.898933468765871,-0.00041769201515349207,-1.026530744335233
0.01077,0.1863,1.073778664007976,0.9461655662772981,-0.00019506227357681157,-0.5605795160038981
0.01074,0.1856,1.0707876370887337,0.9426104621635347,-0.00018386236165247524,-0.47622622221296823
0.01082,0.1839,1.0787637088733797,0.9339766378872525,-3.8054326933750077e-06,-0.09051580116142892
0.01089,0.1835,1.085742771684945,0.9319451498222449,8.973737412053262e-05,0.19473577439905435
0.00993,0.1638,0.9900299102691923,0.8318943626206197,0.0002892206097054109,0.737503365007129
0.01015,0.163,1.011964107676969,0.8278313864906044,0.0005563062233332229,1.40845963447575
0.00963,0.1554,0.9601196410767696,0.7892331132554598,0.00048361955279744087,1.218272227678153
0.00981,0.1569,0.9780658025922232,0.7968511934992383,0.0005753340272452931,1.4103397213744
0.01003,0.1682,1.0,0.8542407313357033,0.00013024973475244533,0.37463217033857604
0.00919,0.1471,0.9162512462612163,0.7470797359065516,0.0005321327941859959,1.283240595506916
