WAVESUSDT,BALUSDT,WAVESUSDT_perc,BALUSDT_perc,spread,zscore
1.297,5.193,0.8652434956637758,0.9469365426695842,-0.022723377793403277,1.6889406947509988
1.296,5.207,0.8645763842561708,0.9494894237782641,-0.027281268663633895,1.4070187173689082
1.3,5.185,0.867244829886591,0.9454777534646243,-0.017690297296128588,1.7636775070393773
1.309,5.22,0.8732488325550366,0.9518599562363238,-0.01758502447170529,1.6078337989271148
1.326,5.21,0.8845897264843229,0.950036469730124,0.0019563261498880546,2.1426823138923523
1.323,5.186,0.8825883922615075,0.9456601021152443,0.005055567641711889,1.9789568807802864
1.321,5.197,0.8812541694462974,0.9476659372720642,0.00026008195795923506,1.619109868778286
1.318,5.175,0.8792528352234823,0.9436542669584245,0.0028510533254646475,1.5376105211985378
1.31,5.186,0.8739159439626417,0.9456601021152443,-0.007944432358288012,1.0732748337480023
1.317,5.153,0.8785857238158772,0.9396425966447848,0.00744202469296984,1.4033277960897685
1.323,5.178,0.8825883922615075,0.9442013129102844,0.007088648138986464,1.2544994995129872
1.318,5.166,0.8792528352234823,0.9420131291028447,0.005138268884898434,1.0947826530007465
1.315,5.161,0.8772515010006671,0.9411013858497447,0.0034089441956952626,0.9544877770597201
1.317,5.169,0.8785857238158772,0.9425601750547046,0.003375863698420689,0.8703129892695661
1.324,5.193,0.8832555036691128,0.9469365426695842,0.004276622206596858,0.825967576748722
1.316,5.207,0.8779186124082722,0.9494894237782641,-0.0072812686636338775,0.34902796452134516
1.314,5.207,0.8765843895930621,0.9494894237782641,-0.00928126866363388,0.179429403077606
1.314,5.228,0.8765843895930621,0.9533187454412837,-0.01461810496897975,-0.20805278522562293
1.312,5.24,0.8752501667778518,0.9555069292487236,-0.019667725714891837,-0.6445636534380815
1.31,5.229,0.8739159439626417,0.9535010940919038,-0.018872240031139187,-0.8032623605186817
1.306,5.2,0.8712474983322215,0.9482129832239242,-0.015502323228518744,-0.7862796919028826
1.299,5.179,0.8665777184789859,0.9443836615609045,-0.017165486923172768,-0.9846265951450952
1.304,5.177,0.8699132755170114,0.9440189642596644,-0.011657216798854009,-0.6087077878223028
1.31,5.218,0.8739159439626417,0.9514952589350839,-0.016076754347386535,-1.066126745701659
1.312,5.235,0.8752501667778518,0.9545951859956237,-0.01839705040409534,-1.2887986713567647
1.305,5.186,0.8705803869246163,0.9456601021152443,-0.012944432358288127,-0.6746035603279896
1.297,5.174,0.8652434956637758,0.9434719183078046,-0.01789481161237627,-1.0655012346890727
1.307,5.17,0.8719146097398265,0.9427425237053245,-0.006878271363738753,0.07862185778077169
1.281,5.144,0.8545697131420946,0.9380014587892049,-0.026270759747596184,-1.677594505130636
1.283,5.157,0.8559039359573047,0.9403719912472648,-0.027574515555667478,-1.5953903027590377
1.286,5.176,0.8579052701801201,0.9438366156090445,-0.029403081736694814,-1.5988584999215563
1.294,5.178,0.8632421614409606,0.9442013129102844,-0.02191135186101345,-0.8483686083038651
1.28,5.165,0.8539026017344896,0.9418307804522247,-0.03260759605294217,-1.7136907107865156
1.282,5.184,0.8552368245496997,0.9452954048140044,-0.03543616223396939,-1.8023153661108708
1.285,5.206,0.8572381587725149,0.9493070751276441,-0.038027133601474805,-1.8770175638847753
1.286,5.185,0.8579052701801201,0.9454777534646243,-0.0316902972961286,-1.2232603400875754
1.281,5.175,0.8545697131420946,0.9436542669584245,-0.034148946674535496,-1.3592391293682933
1.285,5.199,0.8572381587725149,0.9480306345733042,-0.03624818816635944,-1.438936959467783
1.285,5.209,0.8572381587725149,0.949854121079504,-0.03878953878795266,-1.5234409981019628
1.292,5.204,0.8619079386257504,0.948942377826404,-0.030518863477155822,-0.6065190878913537
1.294,5.195,0.8632421614409606,0.9473012399708243,-0.026231647917722034,-0.12697001079768594
1.29,5.171,0.8605737158105403,0.9429248723559446,-0.02413240642589809,0.13920597258766934
1.286,5.185,0.8579052701801201,0.9454777534646243,-0.0316902972961286,-0.6049550846667707
1.295,5.174,0.8639092728485656,0.9434719183078046,-0.019894811612376273,0.7586912785869925
1.299,5.185,0.8665777184789859,0.9454777534646243,-0.0186902972961287,0.9257788842195005
1.301,5.195,0.867911941294196,0.9473012399708243,-0.01923164791772214,0.8712217410804491
1.302,5.186,0.8685790527018011,0.9456601021152443,-0.01594443235828802,1.3060318474044588
1.302,5.18,0.8685790527018011,0.9445660102115244,-0.014419621985331865,1.4318046083262985
1.308,5.203,0.8725817211474316,0.9487600291757842,-0.014264728414996597,1.6312704474750375
1.31,5.207,0.8739159439626417,0.9494894237782641,-0.013281268663633883,1.566535569282024
1.303,5.2,0.8692461641094061,0.9482129832239242,-0.018502323228518858,0.8732911468480992
1.308,5.226,0.8725817211474316,0.9529540481400438,-0.020109834844661112,0.6291729480706465
1.288,5.191,0.8592394929953302,0.9465718453683443,-0.03121510766908453,-0.6092347571289813
1.273,5.171,0.849232821881254,0.9429248723559446,-0.041132406425898216,-1.6149714448204862
1.278,5.152,0.8525683789192795,0.9394602479941648,-0.03130384024487087,-0.5719846339659352
1.295,5.197,0.8639092728485656,0.9476659372720642,-0.025739918042040788,-0.018672897887892944
1.299,5.186,0.8665777184789859,0.9456601021152443,-0.018944432358288132,0.7042758569087
1.297,5.188,0.8652434956637758,0.9460247994164843,-0.021452702482606778,0.35025756858590223
1.298,5.178,0.8659106070713809,0.9442013129102844,-0.017911351861013447,0.7005804979389166
1.33,5.254,0.8872581721147431,0.9580598103574033,-0.005225616585122328,2.0546070611812794
1.327,5.265,0.8852568378919279,0.9600656455142231,-0.011021102268875094,1.2140809250346072
1.321,5.235,0.8812541694462974,0.9545951859956237,-0.009397050404095442,1.2712980687577655
1.329,5.216,0.886591060707138,0.9511305616338439,0.003431515776932015,2.262597499392403
1.328,5.225,0.885923949299533,0.9527716994894238,0.00014430021749811672,1.7109306058887055
1.332,5.23,0.8885923949299532,0.9536834427425238,0.0028736249067013997,1.7227532198440796
1.327,5.233,0.8852568378919279,0.9542304886943836,-0.0028887802797765705,1.1006635029775356
1.331,5.245,0.8879252835223481,0.9564186725018236,-0.001938401025688652,1.0801575835650932
1.337,5.242,0.8919279519679786,0.9558716265499635,0.00482400416078943,1.47743340290234
1.344,5.24,0.8965977318212142,0.9555069292487236,0.012332274285108191,1.799441285379557
1.341,5.233,0.8945963975983988,0.9542304886943836,0.011111219720223442,1.5216834767685483
1.345,5.233,0.8972648432288192,0.9542304886943836,0.015111219720223446,1.5865939871532464
1.348,5.245,0.8992661774516344,0.9564186725018236,0.015061598974311474,1.4132725828307098
1.345,5.25,0.8972648432288192,0.9573304157549234,0.010790923663514862,1.0483640643638834
1.349,5.261,0.8999332888592394,0.9593362509117432,0.011995437979761991,1.0284035422583888
1.336,5.26,0.8912608405603736,0.9591539022611232,-0.0007504269580784761,0.1470798228873129
1.336,5.303,0.8912608405603736,0.9669948942377826,-0.011678234630929651,-0.7815868161940971
1.34,5.33,0.8939292861907938,0.9719183078045223,-0.014539881309231673,-1.1291867138273182
1.329,5.325,0.886591060707138,0.9710065645514223,-0.024269205998435073,-1.867713168253561
1.333,5.333,0.8892595063375582,0.9724653537563822,-0.022302286495709644,-1.6925421942281373
1.333,5.35,0.8892595063375582,0.9755652808169218,-0.026622582552418228,-1.9020494177680103
1.331,5.345,0.8879252835223481,0.974653537563822,-0.02735190724162151,-1.7265753069625132
1.342,5.354,0.895263509006004,0.976294675419402,-0.01863912280105562,-1.057163563746172
1.342,5.365,0.895263509006004,0.9783005105762218,-0.02143460848480827,-1.1726607266139017
1.343,5.363,0.8959306204136089,0.9779358132749818,-0.019926338360489737,-0.9772706430743965
1.333,5.36,0.8892595063375582,0.9773887673231219,-0.02916393317401167,-1.419114470390672
1.337,5.355,0.8919279519679786,0.976477024070022,-0.023893257863214945,-0.9912627209946829
1.336,5.355,0.8912608405603736,0.976477024070022,-0.024893257863214835,-0.9661386373467495
1.334,5.354,0.8899266177451635,0.976294675419402,-0.026639122801055626,-0.9794496949550032
1.331,5.383,0.8879252835223481,0.9815827862873815,-0.037009039603676186,-1.4224067150616686
1.331,5.348,0.8879252835223481,0.975200583515682,-0.028114312428099586,-0.8345712417172205
1.328,5.302,0.885923949299533,0.9668125455871626,-0.019424099568770226,-0.25088518849698216
1.326,5.296,0.8845897264843229,0.9657184536834428,-0.019899289195814518,-0.19588305334626363
1.315,5.274,0.8772515010006671,0.9617067833698031,-0.025308317828309113,-0.5066854570185853
1.32,5.286,0.8805870580386924,0.9638949671772428,-0.02335793857422086,-0.26178069604625104
1.319,5.303,0.8799199466310873,0.9669948942377826,-0.028678234630929778,-0.8263487138528831
1.317,5.295,0.8785857238158772,0.9655361050328227,-0.028645154133655204,-0.8545635037540092
1.32,5.307,0.8805870580386924,0.9677242888402626,-0.028694774879567175,-0.8160756290680943
1.328,5.335,0.885923949299533,0.9728300510576222,-0.027810556620028182,-0.5705179391113687
1.329,5.305,0.886591060707138,0.9673595915390225,-0.019186504755248412,1.3027298766927449
1.337,5.311,0.8919279519679786,0.9684536834427425,-0.012711315128204337,2.269058008788605
1.35,5.301,0.9006004002668445,0.9666301969365427,0.002830035493389005,3.281578588101837
1.411,5.342,0.9412941961307538,0.974106491611962,0.05341049794485642,3.945560749351273
1.418,5.386,0.9459639759839892,0.9821298322392414,0.049228555209845704,2.751136761092772
1.415,5.414,0.9439626417611741,0.9872355944566009,0.0391127734693848,1.9695450142840132
1.418,5.419,0.9459639759839892,0.9881473377097009,0.04084209815858797,1.764298301192232
1.408,5.425,0.9392928619079385,0.9892414296134209,0.029317287785631807,1.2332368821390944
1.419,5.433,0.9466310873915944,0.9907002188183807,0.03828420728835735,1.3719229998043208
1.423,5.43,0.9492995330220146,0.9901531728665207,0.04304661247483543,1.3646084297666137
1.413,5.417,0.9426284189459639,0.987782640408461,0.03635036828290672,1.0521768125186985
1.414,5.432,0.943295530353569,0.9905178701677608,0.03353834235051645,0.8797030394844685
1.414,5.43,0.943295530353569,0.9901531728665207,0.034046612474835314,0.8125878255521799
1.409,5.445,0.9399599733155436,0.9928884026258207,0.02523458654244526,0.47871782700174464
1.409,5.397,0.9399599733155436,0.9841356673960613,0.037433069526093155,0.7830455437796419
1.413,5.442,0.9426284189459639,0.9923413566739606,0.02999699172892334,0.47923352509311756
1.408,5.418,0.9392928619079385,0.987964989059081,0.03109623322074717,0.44736429953515794
1.405,5.45,0.9372915276851234,0.9938001458789205,0.019963911231648757,-0.01300642822498153
1.399,5.47,0.9332888592394929,0.9974471188913202,0.008881209988462091,-0.5286900213826664
1.403,5.462,0.9359573048699132,0.9959883296863603,0.014914290485736892,-0.41668672074452706
1.419,5.465,0.9466310873915944,0.9965353756382203,0.03015188529925883,0.17077548361302095
1.402,5.43,0.9352901934623081,0.9901531728665207,0.022046612474835303,-0.4390499736775708
1.387,5.382,0.9252835223482321,0.9814004376367614,0.019245095458483297,-0.8848946149526514
1.392,5.425,0.9286190793862573,0.9892414296134209,0.013317287785631793,-1.5100942065867042
1.401,5.44,0.9346230820547031,0.9919766593727207,0.018505261853241972,-1.0010478000924432
1.402,5.462,0.9352901934623081,0.9959883296863603,0.01391429048573678,-1.3377286454855917
1.396,5.446,0.9312875250166777,0.9930707512764405,0.011980451480285925,-1.3759089951054182
1.404,5.47,0.9366244162775182,0.9974471188913202,0.013881209988461984,-1.0933061121836776
