ASTRUSDT,AKROUSDT,ASTRUSDT_perc,AKROUSDT_perc,spread,zscore
0.04443,0.004919,0.9308610936517913,1.0303728529534981,-0.0067684529374233,-0.7768924882225553
0.04336,0.00476,0.9084433270479783,0.997067448680352,-0.006183532421657839,-0.5186412158428738
0.04327,0.004992,0.9065577205112089,1.045664013405949,-0.008688259211957122,-1.2409195133969666
0.04395,0.004875,0.9208045254556882,1.021156263091747,-0.006790487511676879,-0.5283301540495998
0.04085,0.004769,0.8558558558558558,0.9989526602429829,-0.008787207167833239,-1.113439129615876
0.0411,0.004705,0.8610936517913261,0.9855467113531631,-0.007871075639474819,-0.724342597722892
0.04339,0.004875,0.9090718625602345,1.021156263091747,-0.007350487511676884,-0.46103505537365735
0.04431,0.005149,0.9283469516027656,1.0785504817762883,-0.009282363117461383,-1.1155935619474289
0.04523,0.005135,0.9476220406452964,1.0756179304566402,-0.008216646845632981,-0.624913471876916
0.04545,0.005171,0.9522313010685103,1.083158776707164,-0.008371345830334602,-0.6205130722748226
0.04775,0.005343,1.0004190236748376,1.1191872643485548,-0.00786157431279786,-0.30288426376135336
0.04839,0.005251,1.0138277812696417,1.0999162128194386,-0.006264010240782623,0.5745455480901179
0.04604,0.005016,0.9645924994762203,1.0506912442396314,-0.006168058535091538,0.7125725386801974
0.04573,0.005023,0.9580976325162371,1.0521575198994555,-0.006550916671005734,0.686573237558405
0.04814,0.004962,1.0085899853341713,1.039379974863846,-0.003506010058039119,2.580130090537503
0.04967,0.005101,1.0406452964592499,1.0684960201089233,-0.003422764471192566,2.1954035431276093
0.05039,0.005147,1.0557301487534045,1.0781315458734815,-0.003181546507200185,2.1551156933660898
0.0512,0.005163,1.0727006075843286,1.0814830330959364,-0.0025380793892897935,2.117081595258909
0.05185,0.005192,1.0863188770165515,1.087557603686636,-0.0021899202380772018,1.9474950219933413
0.04732,0.005026,0.9914100146658286,1.0527859237536659,-0.00499214158639754,0.6038207050285612
0.04955,0.005169,1.038131154410224,1.082739840804357,-0.0042505292200734,0.8615495867563131
0.04917,0.005206,1.0301697045883091,1.090490155006284,-0.005015636509905608,0.47560368154438504
0.05026,0.005442,1.05300649486696,1.139924591537495,-0.0063819965207273024,-0.13606794927662194
0.0502,0.005332,1.0517494238424472,1.116883116883117,-0.005297082956361256,0.29016343369503156
0.04705,0.00512,0.9857531950555206,1.0724759111855888,-0.006240522268673977,-0.16314285518602945
0.04507,0.005156,0.9442698512465953,1.0800167574361124,-0.008595221253375591,-1.2784292323523139
0.04477,0.004963,0.9379844961240309,1.0395894428152495,-0.006886418363169722,-0.503440367401907
0.0425,0.004705,0.8904253090299602,0.9855467113531631,-0.006471075639474813,-0.32804006555297976
0.0428,0.004452,0.8967106641525245,0.932551319648094,-0.0035377744414329254,1.0143998299533987
0.03995,0.004097,0.8369997904881625,0.8581901968998744,-0.002692826120069783,1.318292066128666
0.04036,0.004049,0.845589775822334,0.8481357352325094,-0.001783227473800962,1.6211959236425082
0.0408,0.004124,0.8548082966687618,0.8638458315877672,-0.0021238503585959898,1.3250087508509867
0.0407,0.003938,0.8527131782945736,0.8248847926267281,-0.00028790560430431295,1.944182845454401
0.04052,0.004049,0.8489419652210349,0.8481357352325094,-0.0016232274738009617,1.1851245865341353
0.04035,0.004002,0.8453802639849151,0.8382907415165481,-0.0013040371326627498,1.209343387990849
0.0403,0.00403,0.8443327047978211,0.8441558441558442,-0.0016454696763195525,0.9854029788910514
0.03802,0.003645,0.7965640058663314,0.7635106828655216,8.172779896159499e-05,1.5761830632642608
0.03685,0.003603,0.7720511208883302,0.7547130289065773,-0.00065112338555319,1.1735982651109893
0.03502,0.003477,0.7337104546406872,0.7283200670297445,-0.0011696769390975373,0.9197919752941164
0.03714,0.003638,0.7781269641734757,0.7620444072056977,-0.0007254140651242053,1.045121352876007
0.03619,0.003711,0.7582233396186884,0.7773355676581484,-0.0024352203396580327,0.33425147003903144
0.03581,0.003578,0.7502618897967736,0.7494763301214915,-0.0014309157572881814,0.6699931709319432
0.03666,0.003584,0.7680703959773727,0.750733137829912,-0.0006433655880717856,0.8889347555264779
0.03607,0.003599,0.7557091975696626,0.7538751571009636,-0.0013894901650307948,0.5302988831490171
0.03586,0.003646,0.7513094489838676,0.763720150816925,-0.002088680506169005,0.19283917564806327
0.03652,0.003725,0.7651372302535092,0.7802681189777965,-0.00225093661148644,0.050173376613179534
0.03647,0.003614,0.7640896710664152,0.7570171763720152,-0.0011456147419897922,0.48901705448985255
0.03537,0.003379,0.7410433689503456,0.7077922077922079,0.00020033696370129472,1.3053249346082416
0.03509,0.003459,0.735177037502619,0.7245496439044826,-0.0009123274467467274,0.5334345668442978
0.03524,0.00349,0.7383197150639011,0.7310431503979892,-0.0010849849057953456,0.26010952871975274
0.0379,0.003774,0.7940498638173057,0.7905320485965648,-0.0013809435628858516,-0.21087535638375665
0.0382,0.003768,0.80033521893987,0.7892752408881442,-0.001018493732102256,0.2429495684546883
0.0375,0.00379,0.785669390320553,0.7938835358190197,-0.0019474764449754628,-1.0865356418873906
0.04074,0.003958,0.8535512256442488,0.8290741516547968,-0.0004560717069163264,1.0607254987130401
0.04118,0.003728,0.8627697464906767,0.7808965228320067,0.002377838473121764,3.266008914408826
0.03906,0.004011,0.8183532369578881,0.8401759530791789,-0.0026877118788381504,-1.4775566948380006
0.03661,0.004428,0.7670228367902786,0.9275240888144114,-0.00947797511829851,-3.7568342223634246
0.03699,0.004523,0.7749842866121937,0.9474235441977379,-0.010086764105705547,-2.894209827690901
0.03765,0.004322,0.7888120678818353,0.9053204859656474,-0.007334694774454871,-1.6761036756445116
0.03624,0.003946,0.7592708988057826,0.8265605362379557,-0.004831172045349122,-0.7843394300803482
0.03546,0.004071,0.742928975487115,0.8527440301633851,-0.006912210186674171,-1.3119698104007766
0.03592,0.003973,0.7525665200083804,0.8322161709258484,-0.005432196283875333,-0.7919713448534563
0.03484,0.004191,0.7299392415671486,0.8778801843317974,-0.008781206802346217,-1.6017119783362646
0.0403,0.004248,0.8443327047978211,0.8898198575617932,-0.003914480194790439,-0.16150575299112044
0.03956,0.004142,0.8288288288288288,0.867616254713029,-0.003551199850946797,-0.025988563611485292
0.0398,0.004141,0.8338571129268804,0.8674067867616255,-0.003300791545816195,0.064778552539989
0.04142,0.003991,0.8677980305887282,0.8359865940511102,-0.0001195457762261376,0.9531143669212331
0.04222,0.00399,0.8845589775822333,0.8357771260997068,0.0006908625289044623,1.134906814759544
0.04053,0.003951,0.8491514770584537,0.8276078759949728,-0.0005932135710021227,0.7911880102352861
0.03908,0.003929,0.8187722606327257,0.8229995810640973,-0.001814230858128922,0.45885409210190414
0.03885,0.00383,0.813953488372093,0.8022622538751571,-0.0010138086501994756,0.6872415796094392
0.0376,0.00376,0.7877645086947412,0.7875994972769167,-0.001535227291057449,0.540402210167841
0.03707,0.003819,0.776660381311544,0.7999581064097193,-0.0026793172937628756,0.2370495391159873
0.03665,0.003641,0.7678608841399539,0.7626728110599079,-0.001246638980516003,0.6400239457023564
0.03756,0.003705,0.786926461345066,0.7760787599497277,-0.0010027705088744288,0.7225436784913337
0.03797,0.003779,0.7955164466792373,0.7915793883535819,-0.0013629850885388609,0.7175444499358263
0.03729,0.003701,0.7812696417347579,0.775240888144114,-0.00123113728835203,0.728453033419538
0.03656,0.003701,0.7659752776031846,0.775240888144114,-0.0019611372883520245,0.43031301634053215
0.03729,0.003588,0.7812696417347579,0.7515710096355258,-5.499880859418521e-05,1.0425134567145096
0.0369,0.003676,0.7730986800754243,0.7700041893590281,-0.0013609296600870166,0.4671007205859675
0.037,0.003656,0.7751937984496123,0.7658148303309594,-0.0010527635574750158,0.530643043786459
0.03599,0.003569,0.7540331028703122,0.7475911185588606,-0.0011572410111127807,0.41180987922365164
0.03502,0.003338,0.7337104546406872,0.699204021784667,0.00027707747405591315,1.0112072265591376
0.03517,0.003449,0.7368531322019694,0.7224549643904483,-0.0007282443954407317,0.5310630752504456
0.03452,0.00338,0.7232348627697465,0.7080016757436113,-0.0006600713414293066,0.5210390631473881
0.03441,0.003417,0.7209302325581396,0.7157519899455383,-0.001155178631261515,-0.062302198176403735
0.03652,0.003847,0.7651372302535092,0.8058232090490156,-0.0035207498374196927,-2.561067358200822
0.03635,0.003571,0.7615755290173895,0.7480100544616675,-0.0008180576213739771,0.3531394904209242
0.03646,0.003613,0.7638801592289964,0.7568077084206117,-0.0011452064368591974,0.10319696931393284
0.03771,0.003558,0.7900691389063482,0.7452869710934228,0.0006772503453238293,2.0351452809604793
0.03661,0.003362,0.7670228367902786,0.7042312526183494,0.0016172781509214973,2.4329147304278123
0.03594,0.003379,0.752985543683218,0.7077922077922079,0.0007703369637012958,1.4760419060477465
0.03693,0.00342,0.7737272155876807,0.7163803937997487,0.001333596453346679,1.7131292447589594
0.03638,0.003518,0.762204064529646,0.7369082530372854,-0.00023641744945215176,0.37122331534600267
0.03667,0.003428,0.7682799078147915,0.7180561374109762,0.0009903300123018793,1.284945542574203
0.0358,0.003831,0.7500523779593546,0.8024717218265607,-0.004074216955330084,-2.355810818655287
0.03657,0.003588,0.7661847894406033,0.7515710096355258,-0.0007749988085941836,-0.06731903159560242
0.03754,0.003649,0.7865074376702282,0.7643485546711354,-0.0004399054215608114,0.14240475329935262
0.03601,0.003559,0.7544521265451498,0.7454964390448262,-0.0010331579598067755,-0.31402538508855654
0.03695,0.003641,0.7741462392625182,0.7626728110599079,-0.0009466389805160083,-0.22167540391405685
0.0369,0.003678,0.7730986800754243,0.770423125261835,-0.0013817462703482192,-0.535191990926794
0.03672,0.00358,0.7693274670018856,0.7498952660242983,-0.000541732367549376,0.05417495265787208
0.03895,0.003538,0.8160486067462811,0.7410976120653541,0.0021254164479358323,1.7263580676530084
0.041,0.003551,0.858998533417138,0.7438206954335987,0.004040108481238029,2.4174813828460375
0.03984,0.003478,0.8346951602765557,0.728529534981148,0.003639914755771856,1.8781331964785144
0.04422,0.003569,0.9264613450659962,0.7475911185588606,0.0070727589888872205,2.69986095356386
0.0441,0.00372,0.9239472030169704,0.7792207792207794,0.0053811049141665596,1.7565982586178794
0.04349,0.00382,0.9111669809344228,0.8001675743611228,0.0037302744011065286,1.0578295475783246
0.04455,0.003701,0.933375235700817,0.775240888144114,0.006028862711647973,1.6882351652157082
0.04695,0.003691,0.9836580766813324,0.7731462086300797,0.008532945762953978,2.1447735412224103
0.04286,0.003212,0.8979677351770375,0.6728110599078342,0.009428523920511564,2.036629816067594
0.03679,0.002541,0.7707940498638174,0.532258064516129,0.010342496663144424,1.9484600359180546
0.03972,0.002934,0.8321810182275298,0.6145789694176791,0.009182032746818468,1.4735572317123597
0.03922,0.002688,0.821705426356589,0.5630498533724341,0.011242475808946162,1.709415086679009
0.03655,0.002693,0.7657657657657657,0.5640971931294513,0.00852043428329316,1.0110361612359327
0.0364,0.002692,0.7626230882044835,0.5638877251780477,0.008380842588423764,0.894354883803751
0.03637,0.002659,0.761994552692227,0.5569752827817345,0.008694316657733573,0.8909234531166165
0.03662,0.002701,0.7672323486276974,0.5657729367406787,0.008507167842248357,0.7687392881756592
0.03584,0.002679,0.7508904253090298,0.5611646418098032,0.007956150555121562,0.5667129001520603
0.03658,0.002711,0.7663943012780222,0.567867616254713,0.008363084790942357,0.5959407869657661
0.03643,0.002727,0.7632516237167399,0.571219103477168,0.008046551908852746,0.43912395711330543
0.03619,0.002809,0.7582233396186884,0.5883954754922497,0.006953070888143516,0.006327106616740821
0.03551,0.002659,0.7439765346742091,0.5569752827817345,0.007834316657733573,0.21179418013662912
0.03674,0.002569,0.7697464906767233,0.5381231671554253,0.010001064119487608,1.0874963735531282
0.03893,0.002866,0.8156295830714435,0.6003351487222456,0.009099797495699294,0.5895706427431043
0.04173,0.002751,0.8742928975487115,0.5762463343108505,0.013096752585718342,2.3513404414134085
0.04004,0.002808,0.8388853970249318,0.5881860075408464,0.010813479193274113,1.096052024283048
0.03882,0.00283,0.8133249528598365,0.5927943024717219,0.009364496480400906,0.3127652029612574
0.0402,0.00285,0.8422375864236329,0.5969836614997907,0.010536330377788897,0.9286863154617824
0.039,0.00283,0.8170961659333752,0.5927943024717219,0.009544496480400906,0.20535491358255484
0.0383,0.002911,0.8024303373140582,0.6097612065354001,0.008001423764822279,-0.8749798988980204
0.03846,0.002899,0.8057825267127593,0.607247591118559,0.008286323426389481,-0.6278019055041872
0.03929,0.00308,0.8231720092185207,0.6451612903225806,0.007232420197750812,-1.23475831907776
0.03936,0.002991,0.8246385920804525,0.626518642647675,0.008228759354374244,-0.516200535826542
0.04159,0.003121,0.8713597318248482,0.6537494763301216,0.009105679687396194,0.16129197794812478
0.04062,0.003021,0.8510370835952231,0.632802681189778,0.00917651020045624,0.19028450302104857
0.04203,0.003032,0.8805782526712759,0.6351068286552158,0.010472018844019625,1.035572076315084
0.04214,0.003011,0.8828828828828827,0.6307080016757436,0.01080059325176224,1.156567208473669
0.04386,0.003009,0.918918918918919,0.6302890657729368,0.012541409862023442,1.9855053744818645
0.04313,0.00298,0.9036245547873455,0.6242144951822372,0.01211325071081085,1.527668508190846
0.04383,0.003051,0.9182903834066625,0.639086719731881,0.012074261046538227,1.3486669224179197
0.0427,0.002941,0.8946155457783365,0.6160452450775032,0.012089174610904266,1.225946937685842
0.04348,0.002962,0.9109574690970039,0.6204440720569753,0.012650600203161656,1.4124772949603568
0.04312,0.002931,0.9034150429499266,0.6139505655634688,0.012613257662210269,1.2665439726093366
0.04162,0.00285,0.8719882673371044,0.5969836614997907,0.011956330377788895,0.8280861514565293
0.04248,0.00287,0.8900062853551225,0.6011730205278594,0.012608164275176886,1.079897849086422
0.04177,0.00287,0.8751309448983867,0.6011730205278594,0.011898164275176891,0.7486509332939811
0.04138,0.00277,0.866959983239053,0.5802262253875158,0.012548994788236931,1.0401503850831504
0.0384,0.00251,0.8045254556882463,0.5257645580226226,0.012275154122193026,0.8098878621119042
0.0384,0.00261,0.8045254556882463,0.546711353162966,0.011234323609132991,0.22092679858024092
0.03842,0.002641,0.804944479363084,0.5532048596564726,0.010931666150084382,0.019202824588410074
0.03756,0.002488,0.786926461345066,0.521156263091747,0.01166413683506624,0.35267044953054905
0.03951,0.002599,0.8277812696417348,0.5444072056975283,0.012458814965569599,0.7531337061840593
0.03968,0.002585,0.8313429708778546,0.5414746543778802,0.012774531237398003,0.9470019456624357
0.04031,0.00258,0.8445422166352399,0.540427314620863,0.013456572763051004,1.473920832003188
0.04011,0.002599,0.8403519798868636,0.5444072056975283,0.013058814965569595,1.1014072301667865
0.03943,0.002688,0.8261051749423842,0.5630498533724341,0.011452475808946164,-0.8195983327800606
0.03881,0.00261,0.8131154410224177,0.546711353162966,0.011644323609132992,-0.7221685071903357
0.03899,0.003892,0.8168866540959563,0.8152492668621701,-0.0015191235682967055,-4.277225220552211
0.0385,0.003311,0.8066205740624345,0.6935483870967742,0.004038101712582121,-2.056965944255104
0.03753,0.002989,0.7862979258328096,0.626099706744868,0.006419575964635448,-1.2386541959303279
0.03797,0.00312,0.7955164466792373,0.6535400083787181,0.005496087992526794,-1.3439042617248236
0.03817,0.003078,0.7997066834276136,0.6447423544197738,0.006133236808012012,-1.0705702280161236
0.03843,0.003029,0.8051539912005028,0.6344784248010055,0.006903243759411433,-0.7953460888818147
0.03933,0.003001,0.824010056568196,0.6286133221617094,0.008094676303068236,-0.4373451700889373
0.03925,0.003109,0.8223339618688456,0.6512358609132802,0.006890579348963401,-0.6833668283807405
0.03893,0.003057,0.8156295830714435,0.6403435274403017,0.007111811215754618,-0.5636541740719062
0.03932,0.003077,0.8238005447307772,0.6445328864683704,0.007293645113142615,-0.4626117270718832
0.03879,0.00305,0.81269641734758,0.6388772517804777,0.0070446693516688155,-0.4668072652842908
0.03908,0.003056,0.8187722606327257,0.6401340594888982,0.007272219520885213,-0.3499231934568391
