ALPHAUSDT,C98USDT,ALPHAUSDT_perc,C98USDT_perc,spread,zscore
0.10313,0.3562,0.8799488054607508,0.672456107230508,-0.002925218289149323,0.8035462417755107
0.11154,0.385,0.9517064846416382,0.7268265055691902,-0.0030901489088222683,0.7500972618475495
0.11267,0.3694,0.9613481228668943,0.6973758731357372,0.002684605176833915,1.6522130516287135
0.10742,0.362,0.9165529010238909,0.6834057013403814,-0.0003621140389445665,0.9984439522672981
0.10384,0.353,0.8860068259385666,0.6664149518595431,-0.0012624482202967663,0.7554430325280767
0.10551,0.361,0.9002559726962458,0.681517840286955,-0.001974373392428133,0.562399338537046
0.1071,0.3494,0.9138225255972696,0.6596186520672079,0.0030694181071623527,1.348173712899145
0.1112,0.3486,0.9488054607508531,0.6581083632244668,0.007407610624375463,1.8476545310560315
0.11551,0.357,0.985580204778157,0.673966396073249,0.009216589193637548,1.877628468559487
0.11204,0.3613,0.9559726962457338,0.6820841986029829,0.004466304413616923,1.0721848106116847
0.11387,0.3593,0.9715870307167236,0.67830847649613,0.006891785706649764,1.2920045146037766
0.10885,0.3543,0.9287542662116042,0.6688691712289976,0.0033604889392318815,0.7581683530638834
0.11434,0.3666,0.9755972696245734,0.6920898621861431,0.0051882789870798945,0.9259811231856007
0.11702,0.372,0.9984641638225256,0.7022843118746461,0.006260479495891216,0.983931325135646
0.11642,0.366,0.9933447098976109,0.6909571455540873,0.007446923374989742,1.0472684813914344
0.11416,0.3603,0.974061433447099,0.6801963375495564,0.006884045060133348,0.892511547644291
0.1178,0.3591,1.0051194539249146,0.6779309042854446,0.010881333835953064,1.3544861880825023
0.1182,0.354,1.0085324232081911,0.6683028129129697,0.012799811133186803,1.6657090729839885
0.12055,0.358,1.0285836177474403,0.6758542571266755,0.013958848547121122,1.7003841133203645
0.1155,0.3435,0.9854948805460751,0.6484802718519919,0.01322608792160923,1.5045359923632247
0.1119,0.3554,0.9547781569965871,0.6709458183877667,0.006082974228063809,0.1608865360612229
0.11119,0.3397,0.9487201365187713,0.6413063998489712,0.010047502378371626,0.8476682202405877
0.10935,0.3255,0.9330204778156997,0.6144987728903154,0.012435419558904814,1.245595013404159
0.10849,0.324,0.9256825938566553,0.6116669813101756,0.01202203052867945,1.0505754835725816
0.1184,0.3234,1.0102389078498295,0.6105342646781198,0.0221106749165893,2.563257031654708
0.11031,0.3328,0.9412116040955631,0.6282801585803285,0.01122191283933495,0.4965442536561701
0.11204,0.3392,0.9559726962457338,0.6403624693222579,0.011046372701629836,0.38611995472569494
0.11029,0.3332,0.9410409556313993,0.6290353030016991,0.011082816580728364,0.3249180501013915
0.10598,0.3146,0.9042662116040956,0.5939210874079668,0.012310792605933818,0.5611413641160712
0.10852,0.3095,0.9259385665529011,0.5842929960354918,0.01636926990316756,1.3724945537892321
0.10969,0.3129,0.9359215017064846,0.5907117236171419,0.016526951705011714,1.2816136509602556
0.1082,0.3131,0.9232081911262799,0.5910892958278271,0.014977403575708453,0.8458966771361021
0.1133,0.3111,0.9667235494880546,0.5873135737209741,0.02067288486874129,1.9210502227711355
0.1135,0.2944,0.9684300341296929,0.5557862941287521,0.02584515366556553,2.5015126801954866
0.11742,0.299,1.001877133105802,0.5644704549745139,0.028395546691589987,2.434753511128233
0.11672,0.3041,0.9959044368600684,0.5740985463469889,0.02617706939435624,1.7975008912267512
0.1128,0.3108,0.962457337883959,0.5867472154049463,0.0202622070626962,0.7670693880363157
0.1157,0.3285,0.9872013651877133,0.6201623560505948,0.017892197619355538,0.3227541496389387
0.11671,0.3372,0.9958191126279863,0.636586747215405,0.016311853994662673,0.028851229592987707
0.11803,0.331,1.0070819112627987,0.6248820086841609,0.019477846003064486,0.5193194084424881
0.11808,0.3205,1.0075085324232083,0.605059467623183,0.02265412279148693,0.9633200870021448
0.11556,0.3119,0.9860068259385665,0.5888238625637154,0.022694692351528142,0.899705854949699
0.1113,0.3025,0.9496587030716723,0.5710779686615065,0.02123345442878251,0.5678521206880932
0.13539,0.325,1.1552047781569967,0.6135548423636021,0.03862428988216303,2.812887845688527
0.1417,0.3506,1.2090443686006827,0.6618840853313197,0.03731212933134262,2.184512147417997
0.13711,0.3393,1.1698805460750854,0.6405512554276006,0.03608659863697822,1.771850583769303
0.12853,0.3209,1.0966723549488056,0.6058146120445537,0.03298502653288035,1.2704478526857077
0.12802,0.32,1.092320819112628,0.6041155370964698,0.03274299311474513,1.1351920244812765
0.10471,0.2346,0.8934300341296928,0.4428922031338494,0.03486004432724753,1.2758554042011983
0.08328,0.181,0.7105802047781571,0.3417028506701907,0.029388942980527723,0.5308488542940464
0.09781,0.2177,0.834556313993174,0.4109873513309421,0.03299186125337504,0.9098573399571076
0.09268,0.2168,0.7907849829351535,0.40928827638285825,0.028129827835239832,0.2034764989028606
0.08698,0.204,0.7421501706484642,0.38512365489899947,0.02624090811065003,-0.14054039916673156
0.0863,0.2652,0.7363481228668942,0.5006607513686993,0.007339180543845039,-2.426444956955839
0.08965,0.3182,0.7649317406143344,0.6007173872003021,-0.005091073721525313,-2.8705586962618495
0.09055,0.2875,0.7726109215017065,0.5427600528601095,0.0049495641265288465,-1.6749376354744963
0.0882,0.2708,0.7525597269624573,0.5112327732678875,0.007571832923353075,-1.3047537773061761
0.0881,0.2611,0.7517064846416383,0.4929205210496508,0.010359917194562349,-1.004319008657353
0.08648,0.4654,0.7378839590443687,0.8786105342646782,-0.052088496888742536,-3.5034493733355974
0.08763,0.2637,0.7476962457337885,0.49782895978855957,0.009115791513619659,-0.4792761500372949
0.08305,0.237,0.7086177474402731,0.4474230696620729,0.01248546677560812,-0.2978108759952004
0.08362,0.2359,0.713481228668942,0.4453464225033038,0.013382981486776177,-0.23249581223806387
0.0859,0.2388,0.7329351535836178,0.45082121955824056,0.014799533611878551,-0.14532228199026037
0.08975,0.2426,0.7657849829351535,0.45799509156126117,0.01751811915511614,-0.0042375622678262415
0.08888,0.2405,0.7583617747440273,0.45403058334906554,0.017273374512800643,0.034365646329962876
0.0907,0.2365,0.7738907849829352,0.44647913913535964,0.02028433709886633,0.23245352600606342
0.08985,0.2338,0.7666382252559727,0.44138191429110823,0.02023823684446066,0.27654331625696615
0.08857,0.2332,0.755716723549488,0.4402491976590523,0.01913688123237052,0.25890547822777693
0.08645,0.2286,0.7376279863481229,0.43156503681329056,0.018386488206346058,0.2617449049915458
0.08889,0.2345,0.7584470989761092,0.44270341702850674,0.019069818391899168,0.3535552257010448
0.09165,0.2407,0.7819965870307167,0.45440815555975084,0.019983826383497355,0.4402470542264555
0.08941,0.2404,0.7628839590443687,0.4538417972437229,0.017833148577452287,0.36946219304355904
0.09375,0.2426,0.7999146757679181,0.45799509156126117,0.021518119155116144,0.6228688047089775
0.09042,0.2399,0.7715017064846417,0.45289786671700966,0.01899201890071049,0.4958926349899761
0.09164,0.2435,0.7819112627986348,0.45969416650934497,0.01914015257325137,0.46787428964501554
0.08985,0.234,0.7666382252559727,0.44175948650179353,0.020178688715157378,0.46862663496127493
0.0905,0.231,0.7721843003412969,0.4360959033415141,0.021721910654706633,0.5161924387624198
0.08644,0.2213,0.737542662116041,0.41778365112327737,0.02054999492591593,0.40146164676273094
0.08855,0.2282,0.7555460750853242,0.43080989239191997,0.020605584464952628,0.37303146420982136
0.0895,0.2278,0.7636518771331058,0.43005474797054943,0.021674680723559187,1.0308315155057235
0.09162,0.2324,0.781740614334471,0.43873890881631117,0.02242507374958365,1.3194955654070095
0.09135,0.2293,0.7794368600682594,0.4328865395506891,0.023078069753784555,1.5446148211332065
0.0947,0.234,0.8080204778156997,0.44175948650179353,0.025028688715157385,2.2514046997792914
0.09449,0.2378,0.8062286689419795,0.4489333585048141,0.02368727425839498,1.6047199323353425
0.09259,0.2296,0.7900170648464164,0.43345289786671704,0.024228747559829636,1.6711570678022734
0.09326,0.2232,0.7957337883959044,0.4213705871247877,0.02680428769753472,2.4106745115190464
0.0801,0.194,0.6834470989761092,0.3662450443647348,0.02233831457581424,0.4572945880506505
0.08198,0.1966,0.6994880546075085,0.3711534831036436,0.023444188894871543,0.8521100217768014
0.08121,0.1932,0.6929180887372014,0.36473475552199364,0.023686507093027373,0.8670145027899887
0.0772,0.1839,0.658703071672355,0.3471776477251275,0.022445495105630098,0.27370158396158617
0.0804,0.1916,0.6860068259385665,0.3617141778365113,0.023352892127453652,0.6054079036234651
0.07764,0.1883,0.6624573378839591,0.35548423636020393,0.021575436260957842,-0.25089516892778885
0.0796,0.1842,0.6791808873720137,0.3477440060411554,0.024756172911675173,1.1790223397757507
0.08005,0.181,0.6830204778156996,0.3417028506701907,0.026158942980527712,1.656807723560089
0.0803,0.1765,0.6851535836177474,0.33320747592977157,0.027748775889851612,2.1107957522519873
0.07965,0.1688,0.6796075085324232,0.3186709458183878,0.029391378868028055,2.4054910289625466
0.0801,0.1696,0.6834470989761092,0.32018123466112897,0.029603186350814922,2.127166519517409
0.07857,0.1735,0.6703924914675768,0.3275438927694922,0.02691199782940088,1.0020519130535233
0.07621,0.159,0.6502559726962457,0.30016990749480843,0.028869237203888988,1.5691421738589402
0.0749,0.1593,0.6390784982935153,0.30073626581083635,0.027469915009934058,0.962604810934923
0.0705,0.1563,0.6015358361774743,0.2950726826505569,0.02396313694948332,-0.4556194485752741
0.0667,0.1576,0.5691126279863481,0.29752690202001136,0.019776074109011978,-1.9349792986580094
0.06435,0.1596,0.549061433447099,0.30130262412686426,0.016830592815979144,-2.4501468945093507
0.07037,0.1614,0.6004266211604096,0.3047007740230319,0.02231465965224958,-0.6873089187152066
0.0782,0.1611,0.6672354948805461,0.304134415707004,0.03023398184620451,1.5552351842785959
0.07955,0.1644,0.6787542662116041,0.31036435718331135,0.03060143771270031,1.4815444035805996
0.07705,0.1621,0.6574232081911262,0.3060222767604305,0.028786241199688076,0.9442161667275141
0.07632,0.1605,0.6511945392491467,0.3030016990749481,0.02853262623411435,0.7970603884116634
