ILVUSDT,CREAMUSDT,ILVUSDT_perc,CREAMUSDT_perc,spread,zscore
78.2,16.55,0.4710843373493976,0.9857057772483622,-8.633477653140957,-1.5686519951179692
74.0,15.99,0.4457831325301205,0.9523525908278738,-9.895305599620784,-1.6364641791505066
79.6,16.85,0.4795180722891566,1.0035735556879095,-8.807498396098211,-1.3346164700415304
77.3,16.55,0.46566265060240963,0.9857057772483622,-9.533477653140963,-1.3308952173776403
77.7,16.85,0.4680722891566265,1.0035735556879095,-10.707498396098202,-1.3461072086689128
78.5,16.55,0.47289156626506024,0.9857057772483622,-8.33347765314096,-0.9269923451697334
76.5,17.1,0.4608433734939759,1.018463371054199,-13.219182348562569,-1.5176283880528278
74.7,16.9,0.45,1.0065515187611673,-13.969835186591055,-1.5286283033105978
75.6,17.12,0.4554216867469879,1.0196545562835022,-14.22411706475971,-1.4283808536402285
75.3,16.9,0.45361445783132526,1.0065515187611673,-13.369835186591061,-1.1737143315888736
72.4,16.0,0.43614457831325304,0.9529481834425254,-11.547772957719346,-0.8082577641478603
73.7,16.55,0.4439759036144578,0.9857057772483622,-13.133477653140957,-0.9933863672279207
75.0,17.12,0.45180722891566266,1.0196545562835022,-14.824117064759704,-1.3105044422217573
78.9,18.02,0.4753012048192771,1.0732578916021442,-15.646179293631405,-1.4775507845262015
80.1,17.9,0.48253012048192767,1.0661107802263252,-13.816570996448519,-0.9715118099605603
77.8,19.14,0.4686746987951807,1.139964264443121,-22.62252340067178,-2.537404494990073
75.9,18.52,0.4572289156626506,1.103037522334723,-21.269547198560147,-1.9818684336393138
69.7,17.18,0.4198795180722892,1.0232281119714115,-20.43892121335115,-1.6115957738851332
71.7,16.5,0.4319277108433735,0.9827278141751042,-14.871140862648076,-0.4304261183483761
65.5,16.54,0.39457831325301207,0.9851101846337106,-21.28101029504238,-1.676299845328688
64.0,16.21,0.3855421686746988,0.9654556283502086,-21.049587477789416,-1.4698758232770737
64.2,18.3,0.38674698795180723,1.0899344848123884,-31.815265320391504,-2.841863977864547
56.2,15.8,0.3385542168674699,0.9410363311494938,-26.698425795747866,-1.7114905695518932
57.7,15.5,0.34759036144578315,0.9231685527099465,-23.62440505279062,-1.100998560192121
56.9,15.8,0.3427710843373494,0.9410363311494938,-25.99842579574787,-1.3506564288809888
53.7,15.49,0.32349397590361445,0.9225729600952949,-27.57193769469204,-1.444354217577727
56.7,15.95,0.34156626506024096,0.9499702203692675,-26.985436167226467,-1.2486075264910688
56.1,15.29,0.33795180722891566,0.9106611078022633,-24.122590532720544,-0.7005489480554649
57.2,15.08,0.3445783132530121,0.8981536628945802,-21.920776012650492,-0.2744647456389912
55.8,14.63,0.336144578313253,0.8713519952352592,-20.959744898214637,-0.05558698345142123
58.5,14.4,0.35240963855421686,0.8576533650982728,-17.05299566194742,0.6902516791395683
57.2,14.43,0.3445783132530121,0.8594401429422276,-18.510397736243135,0.5216998966676006
57.7,14.47,0.34759036144578315,0.8618225134008339,-18.220267168637434,0.6647640510435318
57.4,14.56,0.3457831325301205,0.8671828469326981,-18.99247339152462,0.5690070010656404
56.6,14.44,0.3409638554216868,0.8600357355568791,-19.162865094341704,0.5899708737834454
56.3,14.57,0.3391566265060241,0.8677784395473497,-20.14494074962319,0.4753182786391807
54.6,14.15,0.3289156626506024,0.8427635497319834,-19.641311709483055,0.5605683231170476
56.2,14.2,0.3385542168674699,0.8457415128052412,-18.30364849997592,0.8394240786321351
58.2,14.63,0.3506024096385542,0.8713519952352592,-18.559744898214632,0.7468683504561927
56.7,14.4,0.34156626506024096,0.8576533650982728,-18.852995661947418,0.7661531643969127
56.8,14.25,0.34216867469879514,0.8487194758784992,-17.965985290468794,0.9294858885435112
56.3,14.3,0.3391566265060241,0.8516974389517571,-18.728322080961675,0.7046104684736741
55.8,14.31,0.336144578313253,0.8522930315664087,-19.280789439060257,0.5127239951045263
55.1,14.2,0.3319277108433735,0.8457415128052412,-19.403648499975922,0.4031553681099858
52.5,13.58,0.31626506024096385,0.8088147706968434,-18.7506722978643,0.54618772519358
52.3,13.15,0.31506024096385543,0.7832042882668255,-16.69457589962559,1.134072146044107
55.0,13.05,0.3313253012048193,0.7772483621203098,-13.469902318639853,2.1753097209089014
56.3,12.95,0.3391566265060241,0.7712924359737939,-11.645228737654094,2.686884666726159
54.4,12.85,0.327710843373494,0.7653365098272782,-13.020555156668358,1.9913775221198153
52.6,13.0,0.3168674698795181,0.7742703990470519,-15.60756552814697,0.8887298436996862
54.2,13.5,0.32650602409638557,0.8040500297796308,-16.630933433075697,0.3982545972933817
55.0,13.25,0.3313253012048193,0.7891602144133413,-14.519249480611336,1.2092885812592231
53.7,13.32,0.32349397590361445,0.7933293627159024,-16.186520987301364,0.47127300401277084
52.0,12.82,0.3132530120481928,0.7635497319833234,-15.263153082372625,0.7856520735917406
51.9,12.31,0.31265060240963854,0.733174508636093,-12.687317819345331,1.6183725333916892
52.1,12.11,0.313855421686747,0.7212626563430613,-11.437970657373832,1.8178423750406134
53.1,11.87,0.31987951807228915,0.7069684335914235,-9.178754063008036,2.2055747860635893
58.2,12.08,0.3506024096385542,0.7194758784991067,-5.180568583078106,2.6841527232075832
55.2,11.92,0.3325301204819277,0.7099463966646814,-7.341090853500916,1.8230324474234918
59.2,12.19,0.3566265060240964,0.726027397260274,-4.757709522162422,2.0680497121794597
73.0,12.28,0.4397590361445783,0.7313877307921381,8.570084254950402,3.2483094463734767
65.0,12.05,0.39156626506024095,0.7176891006551519,1.7768334912176087,1.8981137415961395
67.3,12.2,0.4054216867469879,0.7266229898749256,3.2898231197389975,1.826537525266087
67.6,12.27,0.40722891566265057,0.7307921381774866,3.2225516130489638,1.6118822824967483
66.8,11.89,0.40240963855421685,0.7081596188207266,4.416311220794803,1.571042243598068
66.4,11.6,0.4,0.6908874329958309,5.537864605653475,1.5285287784204065
62.0,11.65,0.37349397590361444,0.6938653960690888,0.875527815160595,0.8915669063936649
58.7,11.13,0.35361445783132534,0.6628945801072067,0.303830436286475,0.7477927849956139
59.4,11.56,0.3578313253012048,0.6885050625372247,-1.252265961952233,0.5062037274701765
66.0,12.03,0.39759036144578314,0.7164979154258487,2.8817682074147655,0.9102338407183856
64.7,12.35,0.38975903614457835,0.7355568790946992,-0.09718725173962639,0.4844507845887558
61.2,11.98,0.3686746987951807,0.7135199523525909,-1.6558950020923646,0.21558321204860975
59.7,11.7,0.35963855421686747,0.6968433591423466,-1.6868089753322693,0.13824949012423657
51.7,9.31,0.31144578313253013,0.5544967242406195,2.8528896102270522,0.7191754922205378
42.3,6.65,0.2548192771084337,0.3960690887432996,7.409206864447889,1.3688931807834883
49.9,7.88,0.3006024096385542,0.46932698034544373,8.55572181832322,1.4799737959039878
47.9,7.42,0.28855421686746985,0.44192972007147113,8.969220290857649,1.4842550681696827
45.8,7.05,0.2759036144578313,0.41989279332936275,8.81051254050491,1.38024174371005
44.0,7.92,0.26506024096385544,0.4717093508040501,2.445852385928923,-0.018628529150751607
44.8,7.36,0.26987951807228916,0.4383561643835617,6.184024439449097,0.7597670507867027
45.0,7.29,0.2710843373493976,0.43418701608100063,6.751295946139123,0.8442376944590465
43.8,7.05,0.26385542168674697,0.41989279332936275,6.810512540504909,0.9093609248247054
43.3,7.35,0.2608433734939759,0.4377605717689101,4.7364917975476715,0.275957947838455
43.4,7.48,0.2614457831325301,0.44550327575938065,4.1544161422662,0.09633925870618944
43.7,8.38,0.2632530120481928,0.4991066110780227,-0.2676460866055095,-1.0953801870821769
40.6,11.76,0.24457831325301205,0.7004169148302561,-21.10161312392372,-3.6375475752111788
39.0,10.439,0.23493975903614459,0.6217391304347827,-15.770675119102023,-2.279540572250491
39.8,10.868,0.2397590361445783,0.6472900536033354,-17.221524781530874,-2.074544240423136
41.3,10.226,0.24879518072289156,0.6090530077427041,-12.353120391602388,-1.3643694631497176
40.8,12.278,0.24578313253012046,0.7312686122692079,-23.61942227342989,-2.16664270055195
39.1,11.303,0.2355421686746988,0.673198332340679,-20.203854858818865,-1.6153890756811613
39.7,10.819,0.23915662650602412,0.6443716497915427,-17.064434726847857,-1.2126047199070364
39.2,10.922,0.23614457831325303,0.650506253722454,-18.10484851526317,-1.1885507724292537
38.7,10.626,0.23313253012048193,0.6328767123287671,-17.051814715545362,-1.0127284241663874
39.7,11.436,0.23915662650602412,0.681119714115545,-20.301670721529902,-1.1549154160021597
42.0,13.588,0.25301204819277107,0.8092912447885646,-29.292646184343155,-1.644120507334647
42.0,15.131,0.25301204819277107,0.9011911852293032,-37.388359538953225,-1.94332107951302
42.2,14.088,0.25421686746987954,0.8390708755211436,-31.71601408927188,-1.400195552113805
41.5,14.558,0.25,0.8670637284097678,-34.88197991990489,-1.4678248157012033
48.0,14.615,0.2891566265060241,0.8704586063132818,-28.68104386106677,-0.9468075242366094
45.3,14.027,0.2728915662650602,0.8354377605717689,-28.29596320487059,-0.8404079682436358
44.9,13.628,0.27048192771084334,0.811673615247171,-26.602515616737456,-0.6469312695748346
43.4,13.892,0.2614457831325301,0.8273972602739726,-29.487653870539823,-0.8100618017410786
46.5,14.335,0.28012048192771083,0.8537820131030376,-28.711957834306688,-0.6861124712156734
46.2,14.004,0.27831325301204823,0.8340678975580703,-27.27528828124386,-0.4871710548130605
46.2,14.189,0.27831325301204823,0.8450863609291245,-28.24593440606749,-0.5583078727500655
50.0,13.458,0.30120481927710846,0.8015485407980941,-20.61057052906169,0.5591166424620717
47.9,12.842,0.28855421686746985,0.7648600357355569,-19.4785812701895,0.772543347644364
47.9,12.857,0.28855421686746985,0.7657534246575343,-19.557282307337353,0.7907305446938634
47.4,12.856,0.2855421686746988,0.7656938653960691,-20.052035571527504,0.8400754288708346
43.6,12.523,0.26265060240963856,0.7458606313281716,-22.104872546844966,0.48262666932441795
39.8,10.945,0.2397590361445783,0.6518761167361525,-17.6255234388899,1.1823971165199532
41.8,11.206,0.25180722891566265,0.6674210839785587,-16.994921485262694,1.2836747450769264
41.1,12.52,0.24759036144578314,0.7456819535437761,-24.589132339415393,0.10073183109623271
39.8,11.21,0.2397590361445783,0.6676593210244194,-19.01590842850213,1.075822557191188
41.3,11.84,0.24879518072289156,0.7051816557474687,-20.821351988712323,0.7728742782740633
40.6,11.642,0.24457831325301205,0.6933889219773675,-20.48249829836054,0.7569060495032329
40.3,11.742,0.24277108433734937,0.6993448481238833,-21.3071718793463,0.551107210385261
40.2,11.79,0.2421686746987952,0.7022036926742108,-21.659015198219443,0.41129398839799114
40.2,11.867,0.2421686746987952,0.7067897558070281,-22.063013855578475,0.23727967153234422
39.8,11.422,0.2397590361445783,0.6802858844550328,-20.128216420191904,0.6378690727514345
40.2,11.309,0.2421686746987952,0.67355568790947,-19.135335273678002,0.81260436359983
40.3,11.09,0.24277108433734937,0.6605122096486004,-17.886300131319224,1.0431381990551771
39.1,10.461,0.2355421686746988,0.6230494341870161,-15.786103306918882,1.5239938354063585
39.1,10.199,0.2355421686746988,0.6074449076831447,-14.411458524736226,1.8065505724664417
38.9,10.637,0.23433734939759035,0.6335318642048839,-16.909528809453803,1.002981857960694
38.3,10.426,0.23072289156626505,0.6209648600357356,-16.402467553573878,1.2149178858589607
38.5,10.454,0.2319277108433735,0.62263251935676,-16.349376156249882,1.1224343039071074
39.2,10.441,0.23614457831325303,0.621858248957713,-15.581168590721738,1.293229832826184
38.6,10.462,0.23253012048192773,0.6231089934484813,-16.291350042728737,0.9434474704196363
39.8,10.706,0.2397590361445783,0.6376414532459798,-16.37155358033396,0.8374895246431455
39.1,10.809,0.2355421686746988,0.643776057176891,-17.611967368749276,0.3185785058887087
39.1,10.72,0.2355421686746988,0.638475282906492,-17.145007881671965,0.4858739094493667
