1000BTTUSDT,STGUSDT,1000BTTUSDT_perc,STGUSDT_perc,spread,zscore
0.000864,0.93,1.0,1.0,-0.0005207652984065682,
0.000866,0.7949,1.0023148148148149,0.8547311827956989,-0.0003176020814014849,
0.000849,0.8015,0.982638888888889,0.8618279569892473,-0.00034442944803533793,
0.000882,0.8365,1.0208333333333333,0.8994623655913978,-0.00036354427109364963,
0.000878,0.711,1.0162037037037037,0.764516129032258,-0.000180675405555989,
0.00088,0.6645,1.0185185185185186,0.714516129032258,-0.00010943714063566055,
0.000889,0.6306,1.0289351851851853,0.6780645161290323,-4.996021201632457e-05,
0.000889,0.6528,1.0289351851851853,0.7019354838709677,-8.301589978473942e-05,
0.000879,0.6215,1.0173611111111112,0.6682795698924732,-4.641035802116359e-05,
0.000881,0.6293,1.0196759259259258,0.6766666666666666,-5.602451858844433e-05,
0.00089,0.6038,1.0300925925925926,0.6492473118279569,-9.055147503103048e-06,
0.000866,0.6242,1.0023148148148149,0.6711827956989247,-6.343064437137609e-05,
0.000883,0.7782,1.0219907407407407,0.836774193548387,-0.0002757358658279477,
0.000881,0.8127,1.0196759259259258,0.8738709677419354,-0.0003291061914139976,
0.00091,0.7921,1.0532407407407407,0.8517204301075268,-0.0002694328955568199,
0.000923,0.7652,1.068287037037037,0.8227956989247311,-0.00021637893154914612,
0.000915,0.7283,1.059027777777778,0.7831182795698923,-0.00016943501809624012,
0.000901,0.6395,1.0428240740740742,0.6876344086021504,-5.121226702258083e-05,
0.000859,0.6496,0.9942129629629629,0.6984946236559139,-0.00010825111596226514,
0.000874,0.5967,1.0115740740740742,0.6416129032258064,-1.4483283396988307e-05,
0.000828,0.5485,0.9583333333333334,0.5897849462365591,1.1286272929029529e-05,1.2390321298900566
0.000823,0.5725,0.9525462962962963,0.6155913978494624,-2.944960573952719e-05,0.9360042197226894
0.000834,0.5803,0.9652777777777778,0.623978494623656,-3.0063766306808034e-05,0.8487125760873774
0.000786,0.5228,0.9097222222222223,0.5621505376344086,7.5534430032754346e-06,1.0798008263917958
0.000803,0.5342,0.9293981481481481,0.5744086021505376,7.578900635711139e-06,1.035273029544019
0.000782,0.512,0.9050925925925927,0.5505376344086022,1.9634588404126023e-05,1.0468840892517652
0.000767,0.5262,0.8877314814814815,0.5658064516129032,-1.65091398081033e-05,0.648616030847356
0.000797,0.5432,0.9224537037037037,0.5840860215053764,-1.1822053864997623e-05,0.6699471505219533
0.000793,0.5416,0.9178240740740741,0.5823655913978494,-1.3439661953760433e-05,0.6169897403145036
0.00079,0.5536,0.9143518518518519,0.595268817204301,-3.4307601288038696e-05,0.41508345075399955
0.000775,0.5534,0.8969907407407407,0.5950537634408601,-4.900980229913417e-05,0.27417816422812263
0.000788,0.5407,0.912037037037037,0.5813978494623655,-1.7099566503689574e-05,0.5774199729250455
0.000776,0.5425,0.8981481481481481,0.5833333333333333,-3.1779757403831285e-05,0.42394910773785605
0.00078,0.5293,0.9027777777777778,0.5691397849462365,-8.125024136125276e-06,0.5755986047316498
0.000785,0.5214,0.9085648148148149,0.5606451612903225,8.638035925608023e-06,0.7315575236714034
0.000774,0.5278,0.8958333333333333,0.5675268817204301,-1.1891531719340526e-05,0.407159604795049
0.00077,0.5216,0.8912037037037037,0.5608602150537634,-6.659763063296582e-06,0.45211016848922286
0.000767,0.508,0.8877314814814815,0.546236559139785,1.0590568182218714e-05,0.9836296688811087
0.000784,0.5148,0.9074074074074074,0.5535483870967742,1.7465402559460955e-05,1.1139872934834782
0.000792,0.5295,0.9166666666666666,0.5693548387096774,3.5771768749701246e-06,0.6634576415331177
0.000794,0.5265,0.9189814814814815,0.5661290322580644,1.0044161708539748e-05,0.9243684022989068
0.000792,0.5168,0.9166666666666666,0.5556989247311828,2.248741267041462e-05,1.4877094174038075
0.000784,0.5088,0.9074074074074074,0.5470967741935484,2.6399372226600104e-05,1.5046880385698203
0.000775,0.496,0.8969907407407407,0.5333333333333333,3.645850751649699e-05,1.7555717448633585
0.000775,0.5093,0.8969907407407407,0.5476344086021505,1.665487475433858e-05,0.8076608260695247
0.000769,0.4657,0.8900462962962964,0.500752688172043,7.557505433554977e-05,2.6662817810475876
0.000761,0.454,0.880787037037037,0.4881720430107527,8.499629518647102e-05,2.4306575145174283
0.000771,0.45,0.8923611111111112,0.48387096774193544,0.00010095227496456378,2.344442054867041
0.000765,0.4668,0.8854166666666666,0.5019354838709678,6.993715989657423e-05,1.3749034928208337
0.000804,0.4712,0.9305555555555556,0.5066666666666666,0.00010238558214067223,1.8733603458303179
0.000768,0.4545,0.888888888888889,0.48870967741935484,9.125179771420945e-05,1.4582738671869941
0.000771,0.4645,0.8923611111111112,0.49946236559139784,7.936184826897754e-05,1.1060234161848448
0.000782,0.4658,0.9050925925925927,0.5008602150537634,8.842615484109747e-05,1.1987351204962928
0.000769,0.4498,0.8900462962962964,0.48365591397849456,9.925007395346862e-05,1.3402663657938345
0.000764,0.4311,0.8842592592592593,0.46354838709677415,0.00012209427941605225,1.6782847013188795
0.000765,0.4387,0.8854166666666666,0.47172043010752684,0.00011177791783767595,1.2962160515404364
0.000763,0.4377,0.8831018518518519,0.4706451612903225,0.00011126691278219916,1.1819115721059936
0.000768,0.4495,0.888888888888889,0.48333333333333334,9.869677243682545e-05,0.8121445671109383
0.000782,0.4966,0.9050925925925927,0.5339784946236559,4.2565110549783246e-05,-0.6316725481576432
0.000772,0.494,0.8935185185185186,0.5311827956989247,3.6436497405543445e-05,-0.833235905078633
0.000801,0.5004,0.9270833333333334,0.5380645161290322,5.5906929760595e-05,-0.4178916114760109
0.000822,0.4926,0.951388888888889,0.5296774193548387,8.852109032787597e-05,0.4358534477381939
0.000804,0.5129,0.9305555555555556,0.551505376344086,4.029449295405514e-05,-1.1153152661743477
0.000817,0.5351,0.9456018518518519,0.5753763440860215,2.023880518564028e-05,-1.7190182549935122
0.000836,0.5219,0.9675925925925927,0.5611827956989247,5.889353845334644e-05,-0.5544781452085719
0.000823,0.4997,0.9525462962962963,0.5373118279569892,7.894922622176119e-05,0.00026858737083849986
0.000817,0.5031,0.9456018518518519,0.5409677419354838,6.788664341038245e-05,-0.3852720845565347
0.000819,0.49,0.9479166666666666,0.5268817204301075,8.939247718363613e-05,0.38140498360127845
0.000789,0.4755,0.9131944444444444,0.5112903225806451,8.09829038792225e-05,0.11511585877143472
0.000792,0.4744,0.9166666666666666,0.5101075268817203,8.562079831819791e-05,0.25748328314562025
0.000829,0.5156,0.9594907407407408,0.5544086021505376,6.127420660384259e-05,-0.5680357136154567
0.000827,0.5145,0.957175925925926,0.5532258064516128,6.091210104281809e-05,-0.528168173684464
0.000805,0.505,0.931712962962963,0.543010752688172,5.3057553015788345e-05,-0.7612217303149889
0.000797,0.488,0.9224537037037037,0.5247311827956989,7.037046707268255e-05,-0.09903526348923776
0.000717,0.4149,0.8298611111111112,0.4461290322580645,9.92159975173279e-05,0.9608293917356642
0.000666,0.3557,0.7708333333333334,0.38247311827956987,0.00013636449823310086,2.186184829383581
0.00074,0.4087,0.8564814814814815,0.43946236559139784,0.00013144776617337163,1.8779974302559521
0.000716,0.3914,0.8287037037037037,0.4208602150537634,0.00013320737871362284,1.8025750593602203
0.000701,0.3847,0.8113425925925927,0.4136559139784946,0.00012818364484192826,1.5214391125247735
0.000678,0.3759,0.7847222222222222,0.40419354838709676,0.00011828680035373229,1.1134754634356827
0.000675,0.3832,0.7812500000000001,0.4120430107526881,0.00010441713725871306,0.6290602964624585
0.000681,0.394,0.7881944444444444,0.4236559139784946,9.433599185786252e-05,0.26735917080581467
0.000668,0.3992,0.7731481481481481,0.42924731182795695,7.359321814634197e-05,-0.3591027987082128
0.000669,0.4162,0.7743055555555556,0.4475268817204301,4.92803040894477e-05,-1.1524164410503142
0.000668,0.4161,0.7731481481481481,0.4474193548387097,4.842920358389996e-05,-1.3239417972948624
0.000661,0.4118,0.7650462962962964,0.44279569892473114,4.7831881845349805e-05,-1.2983533226461672
0.000644,0.4046,0.7453703703703705,0.4350537634408602,4.1552645445916804e-05,-1.3781021658826256
0.000639,0.4189,0.7395833333333334,0.4504301075268817,1.5260017739235116e-05,-1.933445862190505
0.000652,0.4242,0.7546296296296297,0.4561290322580645,2.0368344533262155e-05,-1.5779359628221097
0.000666,0.429,0.7708333333333334,0.4612903225806451,2.722116879955096e-05,-1.2667191831662323
0.00069,0.425,0.798611111111111,0.45698924731182794,5.717714857764362e-05,-0.45519211891614514
0.000677,0.439,0.7835648148148148,0.4720430107526882,2.3331219354318913e-05,-1.2323964512411547
0.000682,0.44,0.7893518518518519,0.47311827956989244,2.684222440979577e-05,-1.073713746812957
0.000683,0.4285,0.7905092592592593,0.46075268817204296,4.496566627181246e-05,-0.6246355477413209
0.000665,0.4176,0.7696759259259259,0.44903225806451613,4.319571116711521e-05,-0.629395379601146
0.000683,0.4256,0.7905092592592593,0.4576344086021505,4.9283751610929754e-05,-0.4321226717697076
0.000713,0.4308,0.8252314814814815,0.4632258064516129,7.154097789940906e-05,0.18746022979704932
0.000703,0.4258,0.8136574074074074,0.4578494623655914,6.898595262202502e-05,0.21577090857234776
0.000709,0.4325,0.8206018518518519,0.4650537634408602,6.500968649371971e-05,0.2200118494262552
0.000692,0.417,0.8009259259259259,0.4483870967741935,7.108910813382924e-05,0.5734556777030166
0.000697,0.4282,0.806712962962963,0.46043010752688174,5.9412364755169434e-05,0.29366114464250725
0.000696,0.4222,0.8055555555555556,0.4539784946236559,6.734633442230856e-05,0.8068099471915241
0.000694,0.4257,0.8032407407407407,0.457741935483871,6.0134852116477304e-05,0.6063202580099348
0.000667,0.4004,0.7719907407407407,0.4305376344086021,7.080642421291412e-05,1.2138505095718095
0.000683,0.408,0.7905092592592593,0.4387096774193548,7.549006263453796e-05,1.3375148304761693
0.000677,0.404,0.7835648148148148,0.4344086021505376,7.544604241263065e-05,1.2170423654497855
0.000686,0.4064,0.7939814814814815,0.4369892473118279,8.0872454545775e-05,1.345593861309877
0.000685,0.4067,0.7928240740740741,0.43731182795698925,7.942575606241801e-05,1.155238691344652
0.000677,0.3947,0.7835648148148148,0.4244086021505376,8.929369539669634e-05,1.509824058718842
0.000683,0.3944,0.7905092592592593,0.4240860215053763,9.574039388005333e-05,1.6831046684361288
0.000678,0.3881,0.7847222222222222,0.41731182795698923,0.00010012106203054942,1.7299738479061175
0.000667,0.3758,0.7719907407407407,0.40408602150537637,0.00010743569984818463,1.8068347671213083
0.000629,0.352,0.7280092592592593,0.37849462365591396,0.0001048737795278366,1.5920296655879849
0.000634,0.3494,0.7337962962962964,0.37569892473118277,0.00011374516638359695,1.8883924256231774
0.000633,0.349,0.732638888888889,0.37526881720430105,0.00011334076436140617,1.6827494918170567
0.000618,0.3711,0.7152777777777778,0.3990322580645161,6.543397608744367e-05,-0.7843177804816035
0.000641,0.3695,0.7418981481481481,0.3973118279569892,9.081636799868076e-05,0.4893431932936748
0.000637,0.3765,0.7372685185185185,0.40483870967741936,7.639340338701835e-05,-0.34590690241343197
0.000642,0.3725,0.7430555555555556,0.40053763440860213,8.73493831651112e-05,0.2342868521781954
0.000638,0.3767,0.7384259259259259,0.4050537634408602,7.709560439811381e-05,-0.40479225591899254
0.000639,0.3737,0.7395833333333334,0.4018279569892473,8.256258923168341e-05,-0.11328371752338537
0.000636,0.3649,0.736111111111111,0.39236559139784943,9.266574474348739e-05,0.4267202701549855
0.000635,0.3719,0.7349537037037038,0.3998924731182796,8.124278013182517e-05,-0.36177468799609164
0.000627,0.371,0.7256944444444444,0.3989247311827957,7.458287558189595e-05,-0.9097899543385507
0.000617,0.3642,0.7141203703703705,0.39161290322580644,7.470804120465367e-05,-0.9276773412721758
0.000623,0.3605,0.7210648148148148,0.3876344086021505,8.621732249938948e-05,-0.1360971574340225
0.000618,0.3615,0.7152777777777778,0.3887096774193548,7.972832755486631e-05,-0.6369921856576446
0.000621,0.3625,0.71875,0.3897849462365591,8.123933261034312e-05,-0.5259847212583313
0.000624,0.3622,0.7222222222222222,0.38946236559139785,8.468603109370004e-05,-0.29013437615931675
