XMRUSDT,BITUSDT,XMRUSDT_perc,BITUSDT_perc,spread,zscore
145.06,0.553,1.2201194381360922,1.3011764705882354,-19.57098936758402,-0.13566355616564954
146.38,0.53,1.2312221381108588,1.2470588235294118,-11.403769194972028,0.08213417788212798
152.69,0.567,1.2842964084447808,1.3341176470588234,-16.108862516130415,-0.19752422423853214
148.78,0.566,1.2514088653377071,1.331764705882353,-19.72115729123425,-0.44807273808844145
149.24,0.606,1.2552779880561864,1.4258823529411764,-31.169366287081203,-1.1057099434233506
154.6,0.629,1.3003616788628143,1.48,-32.656586459693216,-1.3427882620917428
153.35,0.66,1.2898477584321641,1.5529411764705883,-43.1354484314746,-1.9166239370354239
154.34,0.629,1.298174783413239,1.48,-32.91658645969321,-1.3358556843238834
155.57,0.641,1.3085204811169988,1.5082352941176471,-35.25904915844728,-1.3459934638732423
157.9,0.616,1.328118428799731,1.4494117647058824,-25.48641853604292,-0.774666094249463
147.7,0.626,1.2423248380856253,1.4729411764705882,-38.66347078500468,-1.3299718806734304
149.3,0.63,1.2557826562368577,1.4823529411764707,-38.25429168458936,-1.216675619995949
152.16,0.621,1.279838506182185,1.4611764705882353,-32.7149446605238,-0.8354778572908036
161.1,0.627,1.3550340651021953,1.4752941176470589,-25.561176009900862,-0.3577815003393837
157.8,0.635,1.327277315165279,1.4941176470588236,-31.24281780907023,-0.6354520767415586
157.15,0.63,1.3218100765413408,1.4823529411764707,-30.404291684589367,-0.5148200799867835
164.15,0.625,1.3806880309529819,1.4705882352941178,-21.915765560108497,0.2862208344209969
145.27,0.575,1.2218857767684415,1.352941176470588,-25.91050431529979,0.027601510907811422
150.07,0.567,1.2622592312221381,1.3341176470588234,-18.72886251613042,0.8952704201474206
145.95,0.506,1.227605349482715,1.1905882352941177,-4.688843797463846,2.173504772522242
149.34,0.52,1.2561191016906383,1.223529411764706,-5.46671694601028,1.9189236958325846
147.9,0.54,1.2440070653545294,1.2705882352941178,-12.860821443933759,1.1574214279482018
141.83,0.489,1.1929514677432922,1.1505882352941177,-3.7478549742288862,1.8586747634815337
140.8,0.486,1.1842879973084364,1.143529411764706,-3.8847392995403425,1.684133761416898
142.42,0.48,1.197914038186559,1.1294117647058823,-0.47850795016333336,1.7383575502250699
138.24,0.48,1.1627554882664648,1.1294117647058823,-4.658507950163312,1.2812653592816092
144.24,0.494,1.2132223063335856,1.1623529411764706,-2.82638109870976,1.2730701738144365
141.48,0.491,1.19000757002271,1.1552941176470588,-4.693265424021234,1.0528551503433046
141.9,0.492,1.1935402472874086,1.1576470588235295,-4.57097064891741,0.9655313278547006
141.32,0.472,1.1886617882075867,1.1105882352941177,0.8031338490060591,1.238637182407941
145.72,0.471,1.2256707881234754,1.108235294117647,5.5008390739022275,1.4147634151892925
144.25,0.476,1.213306417697031,1.1199999999999999,2.5423129494213583,1.1204373025333068
146.95,0.478,1.2360164858272351,1.1247058823529412,4.646902499629022,1.202223871488275
148.35,0.476,1.2477920767095634,1.1199999999999999,6.642312949421353,1.26721955897956
147.2,0.476,1.2381192699133652,1.1199999999999999,5.492312949421347,1.0739916688045141
141.11,0.48,1.1868954495752377,1.1294117647058823,-1.7885079501633072,0.3800980712672
136.94,0.476,1.1518210110185887,1.1199999999999999,-4.767687050578644,-0.025772762212270997
141.51,0.481,1.1902599041130455,1.131764705882353,-1.686213175059521,0.24073677953678493
146.82,0.485,1.2349230381024476,1.1411764705882352,2.432965925355802,0.7695241999871151
146.06,0.483,1.2285305744806123,1.1364705882352941,2.268376375148165,0.7285401979602901
149.17,0.48,1.2546892085120698,1.1294117647058823,6.271492049836667,1.3966394953861074
146.32,0.47,1.2307174699301875,1.1058823529411765,6.398544298798413,1.2821493702828783
147.56,0.47,1.2411472789973925,1.1058823529411765,7.638544298798422,1.5231454442332697
145.71,0.468,1.2255866767600303,1.1011764705882354,6.383954748590753,1.1273605692782125
142.24,0.428,1.1964000336445455,1.0070588235294118,14.822163744437702,2.4217427980317408
144.64,0.439,1.2165867608713936,1.0329411764705883,13.947406270579762,1.919191412152302
144.79,0.439,1.2178484313230717,1.0329411764705883,14.097406270579768,1.72423490430913
142.59,0.438,1.1993439313651275,1.0305882352941176,12.19511149547597,1.272120072059727
140.46,0.435,1.1814282109512997,1.0235294117647058,10.958227170164491,0.9816331969800376
139.57,0.44,1.1739422996046764,1.035294117647059,8.579701045683606,0.50093582695887
143.05,0.443,1.2032130540836068,1.0423529411764707,11.166585370995108,0.8908536899050354
143.6,0.442,1.2078391790730927,1.04,12.014290595891254,0.9667134052800884
146.05,0.438,1.2284464631171672,1.0305882352941176,15.655111495475978,1.4489443597002696
144.95,0.432,1.2191942131381948,1.0164705882352942,16.34134284485299,1.4013126278904968
140.96,0.43,1.1856337791235596,1.011764705882353,12.946753294645362,0.7789647442184053
140.65,0.426,1.1830263268567585,1.0023529411764707,13.827574194230053,0.8456585899381418
142.67,0.422,1.200016822272689,0.9929411764705882,17.038395093814728,1.2598942719869022
144.4,0.429,1.2145680881487089,1.0094117647058825,16.684458519541536,1.1808917634976002
143.1,0.424,1.2036336109008325,0.9976470588235294,16.872984644022395,1.1897701253358743
143.85,0.427,1.2099419631592228,1.0047058823529411,16.729868969333864,1.0918843714360746
146.75,0.441,1.2343342585583312,1.0376470588235294,15.46199582078745,0.7508081096032867
145.63,0.446,1.2249137858524686,1.0494117647058825,12.853469696306576,-0.03746480169649653
146.7,0.447,1.233913701741105,1.051764705882353,13.625764471410378,0.09769988769550783
148.83,0.44,1.2518294221549333,1.035294117647059,17.839701045683626,1.3750026568443434
147.45,0.433,1.2402220539994953,1.0188235294117647,18.543637619956826,1.617619316243679
149.47,0.433,1.257212549415426,1.0188235294117647,20.563637619956836,2.0344812219907267
149.6,0.429,1.2583059971402135,1.0094117647058825,21.884458519541525,2.0782551863421066
146.6,0.409,1.233072588106653,0.9623529411764705,24.838563017464992,2.3722792484310915
149.25,0.414,1.2553620994196315,0.9741176470588235,26.000036892984127,2.2022789877107223
158.47,0.431,1.3329127765161073,1.0141176470588236,30.15904806974919,2.497814440020358
157.29,0.428,1.3229876356295736,1.0070588235294118,29.872163744437685,2.1202752774618605
154.85,0.412,1.3024644629489444,0.9694117647058823,32.195447342776475,2.145708356136449
155.03,0.403,1.303978467490958,0.9482352941176472,35.05479436684203,2.1875706367355914
138.1,0.344,1.161577929178232,0.8094117647058823,35.68940263571628,1.9406320127010435
119.16,0.302,1.0022710068130205,0.7105882352941176,29.253022081355567,0.982137977593973
133.15,0.341,1.1199428042728572,0.8023529411764707,31.632518310404805,1.1778828609250356
128.24,0.321,1.0786441248212635,0.7552941176470589,32.676622808328275,1.195103461123441
128.4,0.308,1.0799899066363867,0.7247058823529412,36.70679073197854,1.5305850626193092
127.25,0.308,1.0703170998401883,0.7247058823529412,35.55679073197854,1.2519455445846617
129.87,0.307,1.0923542770628312,0.7223529411764706,38.474495956874705,1.4447760520307888
128.94,0.308,1.0845319202624275,0.7247058823529412,37.246790731978535,1.1789689362620375
132.0,0.301,1.110269997476659,0.7082352941176471,42.39072730625175,1.6164549152248457
133.1,0.298,1.1195222474556312,0.7011764705882353,44.38384298094026,1.7068131369984074
133.07,0.301,1.1192699133652957,0.7082352941176471,43.46072730625174,1.504237955239535
134.3,0.301,1.1296156110690556,0.7082352941176471,44.69072730625176,1.5321805525938361
129.65,0.288,1.0905038270670369,0.6776470588235294,43.91089522990201,1.341312966380049
126.13,0.276,1.0608966271343259,0.6494117647058825,43.96335792865608,1.2649352367505744
133.89,0.279,1.126167045167802,0.6564705882352943,50.83024225396754,2.034470526723492
134.99,0.294,1.1354192951467743,0.691764705882353,47.46466388052498,1.4322244668066537
136.61,0.296,1.1490453360248971,0.6964705882352941,48.48925343073263,1.4606932665262709
136.3,0.295,1.1464378837580957,0.6941176470588235,48.476958655628806,1.324647729005319
138.67,0.297,1.1663722768946083,0.6988235294117647,50.25154820583643,1.4472443408943858
136.35,0.292,1.1468584405753217,0.6870588235294117,49.420074330317306,1.2042900952672368
134.8,0.292,1.1338211792413155,0.6870588235294117,47.87007433031732,0.882206185157252
137.28,0.299,1.1546807973757254,0.7035294117647058,48.2661377560441,0.8559833797921768
142.05,0.316,1.1948019177390867,0.7435294117647059,47.97514893280915,0.7529346703999884
144.23,0.311,1.2131381949701403,0.731764705882353,51.64367505729,1.304950500000212
145.5,0.314,1.223820338127681,0.7388235294117648,52.02055938260149,1.3209068296018784
145.2,0.305,1.2212969972243248,0.7176470588235294,54.39990640666704,1.6435949360375604
142.24,0.308,1.1964000336445455,0.7247058823529412,50.54679073197855,0.8166637302508434
145.0,0.303,1.219614769955421,0.7129411764705882,54.795316856459394,1.658138112115791
143.35,0.308,1.2057363949869626,0.7247058823529412,51.65679073197853,0.9005501403042412
143.78,0.298,1.2093531836151064,0.7011764705882353,55.063842980940265,1.681458631481959
147.5,0.312,1.2406426108167212,0.7341176470588235,54.61596983239383,1.4082451282393391
148.99,0.308,1.2531752039700563,0.7247058823529412,57.29679073197855,1.913270053333205
149.6,0.307,1.2583059971402135,0.7223529411764706,58.204495956874695,1.8980889075432328
150.52,0.306,1.2660442425771723,0.72,59.42220118177089,1.9732700599375073
150.47,0.311,1.265623685759946,0.731764705882353,57.883675057290006,1.4851205246747603
151.44,0.326,1.2737824880141306,0.7670588235294118,54.388096683847394,0.5223500814928476
148.61,0.323,1.2499789721591388,0.76,52.45121235853594,-0.047672964217271616
149.0,0.31,1.2532593153335017,0.7294117647058823,56.711380282186184,1.0165700980868022
142.0,0.278,1.1943813609218605,0.6541176470588236,59.23794747886373,1.534723208934342
143.37,0.287,1.2059046177138533,0.6752941176470588,57.928600454798186,1.07322224959717
143.9,0.293,1.210362519976449,0.6894117647058823,56.67236910542114,0.6647406178868459
143.82,0.281,1.2096896290688872,0.6611764705882354,60.16483180417521,1.495218030993513
146.89,0.286,1.235511817646564,0.6729411764705882,61.746305679694345,1.771584333192896
147.1,0.287,1.2372781562789132,0.6752941176470588,61.658600454798176,1.6534318341476206
145.4,0.287,1.2229792244932292,0.6752941176470588,59.95860045479819,1.0480291559757047
142.9,0.285,1.2019513836319287,0.6705882352941176,58.05401090459054,0.39939302846101254
143.36,0.286,1.205820506350408,0.6729411764705882,58.21630567969437,0.3977420295068396
145.15,0.28,1.220876440407099,0.6588235294117648,61.79253702907138,1.4764344738914166
146.7,0.28,1.233913701741105,0.6588235294117648,63.342537029071366,1.7547981030205144
145.44,0.281,1.2233156699470098,0.6611764705882354,61.78483180417521,1.1891070137651711
154.0,0.279,1.2953149970561022,0.6564705882352943,70.94024225396755,3.0659506271365315
148.47,0.3357,1.248801413070906,0.7898823529411765,48.53035600235452,-2.3559293270170003
145.95,0.3381,1.227605349482715,0.7955294117647059,45.29586346260369,-2.456791926748707
147.2,0.34,1.2381192699133652,0.8,45.98022353530095,-1.9770367803860247
148.45,0.335,1.2486331903440153,0.7882352941176471,48.71874965978182,-1.361658462775001
147.82,0.375,1.2433341744469677,0.8823529411764706,36.18054066393489,-2.584335939278975
148.25,0.388,1.2469509630751114,0.9129411764705883,32.74037274028464,-2.415253720358804
150.8,0.402,1.268399360753638,0.9458823529411765,31.12249959173822,-2.1599318222149577
155.8,0.4219,1.3104550424762387,0.9927058823529412,30.198165616304365,-1.915260632381186
155.75,0.4266,1.3100344856590125,1.003764705882353,28.748951059292352,-1.7649234834481884
