1000BTTUSDT,LDOUSDT,1000BTTUSDT_perc,LDOUSDT_perc,spread,zscore
0.000895,2.1541,0.9835164835164835,1.3724753106084742,-0.00012898418063569906,0.6486741462490546
0.00089,2.1882,0.978021978021978,1.3942019751513222,-0.00015019413400818755,0.5385267477069867
0.000907,2.1331,0.9967032967032967,1.3590952532653713,-0.00010700151140337474,0.9611138501788319
0.000904,2.1702,0.9934065934065933,1.3827333545715197,-0.00012763756038048095,0.6874062056798131
0.000916,2.0056,1.0065934065934066,1.2778591908251036,-3.7392448207120206e-05,1.4275525086703622
0.000864,1.7363,0.9494505494505494,1.106275884039503,3.862340056739978e-05,1.8489914771527294
0.000866,1.6271,0.9516483516483517,1.036699585855368,9.253328057548592e-05,1.9713180994289319
0.000849,1.5871,0.932967032967033,1.0112137623446957,9.454788863705603e-05,1.7287065015441856
0.000882,1.8771,0.9692307692307692,1.1959859827970691,-1.0308019809326702e-05,0.8982451608647823
0.000878,1.7885,0.9648351648351648,1.1395348837209303,2.7809337047050918e-05,1.0880341681161747
0.00088,1.9789,0.967032967032967,1.26084740363173,-6.070019732602229e-05,0.4146672891152925
0.000889,2.075,0.976923076923077,1.32207709461612,-9.738279319394436e-05,0.10699990899485433
0.000889,2.191,0.976923076923077,1.395985982797069,-0.00015252515657249708,-0.3717497473119934
0.000879,2.004,0.9659340659340659,1.2768397578846766,-7.36318638846575e-05,0.13890488645624088
0.000881,2.06,0.968131868131868,1.312519910799618,-9.825231517085551e-05,-0.15710942720308999
0.00089,2.029,0.978021978021978,1.2927683975788469,-7.451599392313871e-05,-0.05359526673795028
0.000866,1.8511,0.9516483516483517,1.1794201975151322,-1.3948524569306134e-05,0.5457559649597058
0.000883,1.959,0.9703296703296703,1.2481682064351705,-4.8240429815391245e-05,0.03098529697997184
0.000881,1.8841,0.968131868131868,1.200446001911437,-1.4635576220101512e-05,0.43259351365936516
0.00091,2.058,1.0,1.311245619624084,-6.830158476777695e-05,-0.27346520074381214
0.000923,2.1034,1.0142857142857142,1.3401720293086972,-7.688316491765899e-05,-0.3512179026484305
0.000915,2.0853,1.0054945054945055,1.328639694170118,-7.627905476979857e-05,-0.38843567210410546
0.000901,1.992,0.9901098901098901,1.269194010831475,-4.592748146618644e-05,-0.024982954630180892
0.000859,1.8333,0.9439560439560439,1.1680790060528832,-1.2487023981907434e-05,0.42436132684400957
0.000874,1.8276,0.9604395604395605,1.1644472762026123,5.222557666866284e-06,0.6265290605660506
0.000828,1.6969,0.9098901098901099,1.081172347881491,2.135278950804616e-05,0.8272868683127701
0.000823,1.7787,0.9043956043956043,1.1332908569608156,-2.2532083977864397e-05,0.18136386170252758
0.000834,1.8935,0.9164835164835164,1.2064351704364449,-6.610400911457031e-05,-0.46332147939011203
0.000786,1.6865,0.8637362637362638,1.0745460337687163,-1.5703412395945567e-05,0.6879265658556399
0.000803,1.8163,0.8824175824175824,1.1572475310608474,-6.0405815555740266e-05,-0.26515408368385157
0.000782,1.7885,0.8593406593406594,1.1395348837209303,-6.819066295294903e-05,-0.3677988761542076
0.000767,1.818,0.8428571428571429,1.1583306785600511,-9.721393639835693e-05,-1.0156344205213688
0.000797,1.7944,0.8758241758241758,1.1432940426887546,-5.5995317642030715e-05,-0.07164492936005931
0.000793,1.7531,0.8714285714285714,1.1169799299139855,-4.036273481845972e-05,0.2219560077202591
0.00079,1.683,0.8681318681318682,1.0723160242115324,-1.0039634190558131e-05,1.027653939378291
0.000775,1.5732,0.8516483516483516,1.0023574386747371,2.7155464938451515e-05,1.8890804107830659
0.000788,1.6255,0.8659340659340659,1.035680152914941,1.5293864897948715e-05,1.3910676029541231
0.000776,1.599,0.8527472527472527,1.0187957948391209,1.5891042738738845e-05,1.3158184390819443
0.00078,1.617,0.8571428571428571,1.0302644154189233,1.1334469111032352e-05,1.0866775128424417
0.000785,1.6035,0.8626373626373627,1.0216629499840715,2.2751899331812254e-05,1.2849258712046925
0.000774,1.5809,0.8505494505494505,1.0072634597005417,2.2495152886599303e-05,1.158819107317918
0.00077,1.508,0.8461538461538461,0.9608155463523416,5.3149276078810585e-05,1.705217419891294
0.000767,1.4339,0.8428571428571429,0.9136030582988213,8.537383751286909e-05,2.1174233177333073
0.000784,1.5262,0.8615384615384615,0.9724115960496974,5.849762941079629e-05,1.363910060568404
0.000792,1.5778,0.8703296703296702,1.0052883083784645,4.196878501137088e-05,0.9333617300998276
0.000794,1.5274,0.8725274725274725,0.9731761707550176,6.792719116894912e-05,1.3457766437535623
0.000792,1.4975,0.8703296703296702,0.9541255176807901,8.01406106949727e-05,1.4524653568879031
0.000784,1.4767,0.8615384615384615,0.9408728894552405,8.202820688698914e-05,1.3355163841407072
0.000775,1.474,0.8516483516483516,0.9391525963682702,7.431169293114516e-05,1.093880418346147
0.000775,1.456,0.8516483516483516,0.9276839757884677,8.286826655885164e-05,1.134215062589157
0.000769,1.3085,0.845054945054945,0.833705001592864,0.00014698463378589113,1.98402782924235
0.000761,1.3215,0.8362637362637362,0.8419878942338325,0.00013280488616588084,1.591787455813851
0.000771,1.269,0.8472527472527472,0.8085377508760752,0.00016776155924669149,2.049813158340044
0.000765,1.2639,0.8406593406593406,0.8052883083784645,0.00016418592177454153,1.8186405572718645
0.000804,1.2895,0.8835164835164836,0.8215992354252948,0.00019101657261513675,2.042583746618804
0.000768,1.3412,0.843956043956044,0.8545396623128385,0.00013044019169555765,0.909495246697511
0.000771,1.3466,0.8472527472527472,0.8579802484867793,0.00013087321960724557,0.8331193381235804
0.000782,1.533,0.8593406593406594,0.9767441860465116,5.32651460403295e-05,-0.618844712195776
0.000769,1.4621,0.845054945054945,0.9315705638738452,7.396853882946227e-05,-0.29781136457952373
0.000764,1.399,0.8395604395604396,0.8913666772857599,9.896408304658892e-05,0.11528828922330236
0.000765,1.5059,0.8406593406593406,0.9594775406180313,4.9147543002043e-05,-0.9793920612408176
0.000763,1.5305,0.8384615384615385,0.9751513220770947,3.5453559044177556e-05,-1.3135135316521178
0.000768,1.5136,0.843956043956044,0.9643835616438358,4.848723095019088e-05,-1.0174807629885234
0.000782,1.538,0.8593406593406594,0.9799299139853458,5.0888320032633117e-05,-0.9098237315719369
0.000772,1.51,0.8483516483516483,0.9620898375278751,5.4198545675732124e-05,-0.8316287497100188
0.000801,1.6438,0.8802197802197802,1.0473399171710736,1.959468170978048e-05,-1.4998909884865754
0.000822,1.7129,0.9032967032967033,1.09136667728576,7.746946283418259e-06,-1.5814488618692935
0.000804,1.6321,0.8835164835164836,1.0398853137942021,2.8156454567789652e-05,-1.1016971329489476
0.000817,1.6738,0.8978021978021978,1.0664542848040777,2.1333725663603e-05,-1.135323214858131
0.000836,1.6335,0.9186813186813187,1.0407773176170756,5.949094328563476e-05,-0.4286756451239587
0.000823,1.5559,0.9043956043956043,0.9913348200063715,8.337928292508046e-05,0.002428420576868056
0.000817,1.528,0.8978021978021978,0.9735584581076777,9.064197204802565e-05,0.188610149449244
0.000819,1.492,0.8999999999999999,0.9506212169480727,0.00010975511930343856,0.5764562338616729
0.000789,1.5308,0.8670329670329671,0.9753424657534246,6.131094948371579e-05,-0.26928751797097417
0.000792,1.6215,0.8703296703296702,1.033131570563874,2.1195325704105724e-05,-1.0244662999518694
0.000829,1.7498,0.910989010989011,1.114877349474355,-2.794029653380094e-06,-1.6075589496981393
0.000827,1.7016,0.9087912087912089,1.084166932143995,1.811857306081182e-05,-0.9915488011748598
0.000805,1.576,0.8846153846153847,1.0041414463204843,5.582444237414166e-05,0.2104396011374924
0.000797,1.6767,0.8758241758241758,1.0683020070086016,-4.483342086090362e-08,-1.4577577834533229
0.000717,1.2966,0.7879120879120879,0.8261229690984391,0.0001006414796842081,1.5521580634951195
0.000666,0.9193,0.7318681318681319,0.5857279388340236,0.00022899677022496728,3.4192391795952117
0.00074,1.1995,0.8131868131868132,0.7642561325262823,0.00016979944075366934,1.9274578353422753
0.000716,1.182,0.7868131868131868,0.7531060847403632,0.0001541183317806062,1.4692633095165633
0.000701,1.0935,0.7703296703296704,0.696718700223001,0.00018118815211682997,1.6784023417349931
0.000678,1.0556,0.7450549450549451,0.6725708824466392,0.0001762044932551674,1.430529516108591
0.000675,1.1185,0.7417582417582418,0.7126473399171711,0.0001433040220783486,0.8740005685575817
0.000681,1.2019,0.7483516483516484,0.7657852819369226,0.00010965856426997515,0.33688309778569153
0.000668,1.222,0.734065934065934,0.7785919082510354,8.710372371903614e-05,-0.049128502486792985
0.000669,1.2323,0.7351648351648351,0.7851545078050335,8.320746214318198e-05,-0.15118478609219843
0.000668,1.222,0.734065934065934,0.7785919082510354,8.710372371903614e-05,-0.1440028777910797
0.000661,1.1966,0.7263736263736263,0.7624084103217587,9.217799983813311e-05,-0.08850815758246246
0.000644,1.1081,0.7076923076923077,0.7060210258043964,0.00011724782017435683,0.2898732657407111
0.000639,1.1077,0.7021978021978023,0.7057661675692896,0.00011243796625497258,0.195465252228249
0.000652,1.124,0.7164835164835165,0.7161516406498886,0.00011768951346988275,0.27365581989402976
0.000666,1.1612,0.7318681318681319,0.7398534565148137,0.0001140059279726226,0.1756859996187031
0.00069,1.1399,0.7582417582417582,0.7262822554953807,0.00014813120676540864,0.6563821826701439
0.000677,1.1124,0.743956043956044,0.7087607518317937,0.000148203749807738,0.5895437903511896
0.000682,1.0801,0.7494505494505495,0.6881809493469259,0.0001685580458174558,0.8987312865986837
0.000683,1.0751,0.7505494505494505,0.6849952214080918,0.0001719348718251521,0.8816192242951731
0.000665,1.08,0.7307692307692307,0.6881172347881492,0.00015160558233760974,0.39473753717660337
0.000683,1.0982,0.7505494505494505,0.6997132844855051,0.00016095393566959533,0.5703982855915782
0.000713,1.1354,0.7835164835164835,0.7234151003504301,0.00017327035017233525,1.1069725834700177
0.000703,1.1059,0.7725274725274724,0.7046193055113095,0.00017729362361774308,1.2025602956972803
0.000709,1.1247,0.7791208791208791,0.7165976425613253,0.0001743567578288052,1.0611022368741023
0.000692,1.0926,0.7604395604395604,0.6961452691940109,0.0001726159807982152,1.0371959578306578
0.000697,1.107,0.765934065934066,0.7053201656578528,0.00017077072189604998,0.9989470971836019
0.000696,1.0784,0.7648351648351649,0.6870978018477223,0.00018336616666007248,1.2619905953626793
0.000694,1.0611,0.7626373626373626,0.6760751831793564,0.0001895899846467015,1.2952498721854064
0.000667,1.0063,0.7329670329670329,0.6411596049697356,0.00018863999769105243,1.169388070682769
0.000683,1.0474,0.7505494505494505,0.6673462886269513,0.0001851024879077893,0.9985462462215235
0.000677,1.0437,0.743956043956044,0.6649888499522142,0.00018086133915348442,0.8095965085157358
0.000686,1.024,0.7538461538461538,0.652437081873208,0.00019922603362380772,1.3870093409749533
0.000685,1.03,0.7527472527472527,0.656259955399809,0.00019537384241457222,1.1533962415553862
0.000677,1.0648,0.743956043956044,0.6784326218540937,0.00017083113340100636,0.09570098392191521
0.000683,1.1278,0.7505494505494505,0.7185727938834023,0.00014688312570403366,-1.167363459104246
0.000678,1.1336,0.7450549450549451,0.7222682382924498,0.00013912600753510594,-1.9078168407206708
0.000667,1.1405,0.7329670329670329,0.7266645428480408,0.00012484598764448502,-2.3765413541926854
0.000629,1.0148,0.6912087912087912,0.6465753424657534,0.00014659939347796887,-1.2255853104837335
0.000634,0.9941,0.6967032967032967,0.6333864287989805,0.00016143945314983134,-0.4314554143870584
0.000633,0.981,0.6956043956043956,0.6250398215992354,0.0001666667372899955,-0.14691201713925484
0.000618,0.95,0.679120879120879,0.6052883083784645,0.00016640305853771225,-0.20159976426300444
0.000641,0.9891,0.7043956043956043,0.6302007008601466,0.00017081627915752756,0.007793210977343677
0.000637,0.9393,0.7,0.5984708505893597,0.00019048946619418223,0.9890899325669064
0.000642,0.8959,0.7054945054945054,0.5708187320802804,0.0002161203159409857,1.9875789784429028
0.000638,0.9371,0.701098901098901,0.5970691302962727,0.0001925352696375686,0.8358997483684655
0.000639,0.946,0.7021978021978023,0.6027397260273972,0.00018930451934386934,0.6452520373928066
0.000636,0.9695,0.6989010989010989,0.6177126473399173,0.00017513343710769683,-0.003336499312531954
0.000635,1.038,0.6978021978021979,0.6613571201019434,0.00014157092080225827,-1.362297985275398
0.000627,1.0119,0.689010989010989,0.6447276202612298,0.00014597795256243262,-1.0644465684343787
0.000617,0.9528,0.6780219780219781,0.6070723160242115,0.0001640720359734024,-0.2527638897997213
0.000623,0.9607,0.6846153846153846,0.6121057661675693,0.00016631665088124225,-0.11952271620035256
0.000618,0.964,0.679120879120879,0.6142083466071998,0.00015974794571616273,-0.3617558994178951
0.000621,0.9521,0.6824175824175824,0.6066263141127748,0.0001684047916144799,0.08238082457939944
0.000624,1.0795,0.6857142857142857,0.6877986619942656,0.0001108432649383794,-2.156464264407255
0.000627,1.2062,0.689010989010989,0.7685250079643199,5.361449390335637e-05,-3.0712488468015593
0.000621,1.2015,0.6824175824175824,0.7655304237018159,4.9848710350590864e-05,-2.5017185060560068
0.000632,1.3792,0.6945054945054945,0.8787511946479771,-2.3623685962933984e-05,-2.994674570443538
0.000626,1.339,0.6879120879120879,0.8531379420197516,-1.051400486105599e-05,-2.2684200618962556
0.000619,1.3012,0.6802197802197802,0.8290538388021663,4.5479975712759465e-07,-1.8150092314199493
