1000LUNCUSDT,BAKEUSDT,1000LUNCUSDT_perc,BAKEUSDT_perc,spread,zscore
0.1483,0.1234,0.8602088167053363,0.9864108713029577,0.0025500513337805564,0.607329123745122
0.1485,0.124,0.861368909512761,0.9912070343725021,0.0020413805947227526,0.40603798552448367
0.1465,0.1241,0.8497679814385151,0.9920063948840928,-7.673119512019433e-05,-0.26206980199073826
0.1462,0.1237,0.8480278422273781,0.98880895283773,9.571596425164697e-05,-0.2972035471594421
0.1456,0.1245,0.8445475638051044,0.9952038369304557,-0.0014491783544920422,-0.9555910953277115
0.1433,0.1239,0.8312064965197217,0.9904076738609113,-0.003040507615434257,-1.779758765440011
0.1423,0.1238,0.8254060324825987,0.9896083133493205,-0.003922395825591285,-2.421361564336276
0.1431,0.1248,0.830046403712297,0.9976019184652278,-0.004303513724020935,-2.174978151092827
0.1422,0.1251,0.8248259860788862,1.0,-0.005557849093549838,-2.2064415399770523
0.1395,0.1247,0.8091647331786543,0.9968025579536373,-0.007785401934177982,-2.414642267243623
0.1408,0.1256,0.8167053364269142,1.0039968025579535,-0.007548408042764659,-2.037097610089672
0.1408,0.1247,0.8167053364269142,0.9968025579536373,-0.006485401934177987,-1.5395136268606355
0.1417,0.1251,0.8219257540603248,1.0,-0.006057849093549839,-1.2805426158138293
0.142,0.1251,0.8236658932714617,1.0,-0.005757849093549844,-1.0897460461718265
0.1431,0.1247,0.830046403712297,0.9968025579536373,-0.00418540193417799,-0.6149053217052154
0.1433,0.1255,0.8312064965197217,1.003197442046363,-0.004930296252921712,-0.7332831910051547
0.1436,0.1263,0.8329466357308585,1.009592326139089,-0.005575190571665417,-0.8224950281838318
0.1427,0.1256,0.8277262180974477,1.0039968025579535,-0.005648408042764674,-0.7633134900289079
0.1441,0.1268,0.83584686774942,1.0135891286970424,-0.005665749520880253,-0.6926517940690639
0.1434,0.1265,0.8317865429234339,1.0111910471622703,-0.006011414151351369,-0.7187169499385102
0.1425,0.1265,0.8265661252900232,1.0111910471622703,-0.0069114141513513805,-0.927184827999746
0.1411,0.126,0.818445475638051,1.0071942446043167,-0.007720855202136528,-1.153573641738
0.1406,0.1264,0.8155452436194895,1.0103916866506797,-0.00869330236150842,-1.5017312169749457
0.1419,0.127,0.8230858468677494,1.015187849720224,-0.008101973100566207,-1.200954554227889
0.1427,0.1277,0.8277262180974477,1.0207833733013592,-0.008128755629466966,-1.2259651357172614
0.1427,0.1272,0.8277262180974477,1.0167865707434054,-0.007538196680252129,-0.8773400097907113
0.1438,0.128,0.8341067285382832,1.023181454836131,-0.007383090998995839,-0.7167818237688077
0.1466,0.1277,0.8503480278422274,1.0207833733013592,-0.0042287556294669515,1.5688406397517716
0.1476,0.1274,0.8561484918793504,1.018385291766587,-0.0028744202599380597,2.2761949412484586
0.1469,0.1278,0.8520881670533643,1.0215827338129497,-0.004046867419309902,1.3886467860772291
0.1448,0.1278,0.8399071925754061,1.0215827338129497,-0.006146867419309893,0.017109691921335022
0.1455,0.1282,0.8439675174013921,1.0247801758593127,-0.005919314578681806,0.11638036790938719
0.1452,0.128,0.8422273781902552,1.023181454836131,-0.005983090998995855,0.05864050464415647
0.1449,0.128,0.8404872389791184,1.023181454836131,-0.0062830909989958494,-0.1323920845373539
0.1443,0.128,0.8370069605568446,1.023181454836131,-0.006883090998995839,-0.49065339319480483
0.1455,0.1287,0.8439675174013921,1.0287769784172665,-0.006509873527896642,-0.18058683580254
0.146,0.1285,0.8468677494199536,1.0271782573940849,-0.005773649948210696,0.3590704795387888
0.1448,0.1285,0.8399071925754061,1.0271782573940849,-0.006973649948210675,-0.43436310843584436
0.1451,0.1277,0.8416473317865429,1.0207833733013592,-0.005728755629466953,0.4409978344836812
0.1446,0.1283,0.8387470997679815,1.0255795363709033,-0.006937426368524735,-0.3653498613192704
0.1478,0.1273,0.8573085846867748,1.017585931254996,-0.002556308470095109,2.2375008197608013
0.1456,0.1282,0.8445475638051044,1.0247801758593127,-0.005819314578681789,0.23191279444141183
0.1466,0.1287,0.8503480278422274,1.0287769784172665,-0.005409873527896625,0.42118353813735476
0.146,0.1289,0.8468677494199536,1.0303756994404476,-0.006246097107582532,-0.18013810041954761
0.1455,0.1289,0.8439675174013921,1.0303756994404476,-0.006746097107582533,-0.5814717970937529
0.1462,0.1285,0.8480278422273781,1.0271782573940849,-0.0055736499482106905,0.15980021940168707
0.1475,0.1283,0.855568445475638,1.0255795363709033,-0.004037426368524749,1.1872556321733647
0.1469,0.1282,0.8520881670533643,1.0247801758593127,-0.004519314578681793,0.7483061161675316
0.1471,0.1281,0.8532482598607889,1.023980815347722,-0.004201202788838787,0.9926077100863756
0.1494,0.1282,0.8665893271461718,1.0247801758593127,-0.002019314578681791,2.4655595133663444
0.149,0.1286,0.8642691415313225,1.0279776179056754,-0.0028917617380536387,1.7013229121486482
0.1489,0.1289,0.8636890951276103,1.0303756994404476,-0.0033460971075825185,1.2547589744525622
0.1481,0.1289,0.8590487238979119,1.0303756994404476,-0.004146097107582514,0.6688479889917629
0.1475,0.1291,0.855568445475638,1.0319744204636292,-0.004982320687268477,0.0925405585155042
0.148,0.1286,0.8584686774941995,1.0279776179056754,-0.0038917617380536396,0.7355194352653549
0.1487,0.1283,0.8625290023201856,1.0255795363709033,-0.0028374263685247425,1.2967344516248789
0.1481,0.1286,0.8590487238979119,1.0279776179056754,-0.003791761738053623,0.6007920293114091
0.1479,0.1286,0.8578886310904873,1.0279776179056754,-0.0039917617380536285,0.41362065025280587
0.1488,0.1289,0.8631090487238978,1.0303756994404476,-0.0034460971075825353,0.7104715452944669
0.1487,0.1292,0.8625290023201856,1.03277378097522,-0.003900432477111443,0.3278569897609119
0.1491,0.13,0.8648491879350348,1.0391686650679457,-0.004445326795855159,-0.1765727773602225
0.1492,0.1297,0.8654292343387471,1.0367705835331735,-0.003990991426326279,0.2617639336626077
0.1489,0.1294,0.8636890951276103,1.0343725019984014,-0.003936656056797355,0.2422304890229773
0.1502,0.1298,0.87122969837587,1.0375699440447643,-0.0031091032161692234,0.8939204332151653
0.1501,0.1293,0.8706496519721578,1.0335731414868106,-0.0026185442669544035,1.2628021636669984
0.1485,0.1281,0.861368909512761,1.023980815347722,-0.0028012027888388025,1.1199100667063733
0.1493,0.1287,0.8660092807424593,1.0287769784172665,-0.0027098735278966446,1.187340212661184
0.1508,0.1294,0.8747099767981438,1.0343725019984014,-0.00203665605679737,1.7995730217807047
0.1498,0.1296,0.8689095127610208,1.0359712230215827,-0.003272879636483289,0.22105878959009587
0.1505,0.1296,0.872969837587007,1.0359712230215827,-0.002572879636483283,1.0128894714263346
0.1514,0.13,0.8781902552204177,1.0391686650679457,-0.0021453267958551625,1.5858389842866876
0.1519,0.1323,0.8810904872389792,1.0575539568345325,-0.004361897962243372,-1.1532740112596078
0.153,0.1327,0.8874709976798144,1.0607513988808954,-0.0037343451216152457,-0.34020073621904384
0.152,0.133,0.8816705336426914,1.0631494804156676,-0.0050886804911441375,-1.834166720082104
0.1539,0.1328,0.8926914153132252,1.0615507593924862,-0.002952456911458179,0.5736110878992019
0.155,0.1322,0.8990719257540604,1.0567545963229419,-0.0011437861724004073,2.294302058997443
0.1537,0.1328,0.8915313225058005,1.0615507593924862,-0.0031524569114581846,0.15430247398506106
0.1531,0.1327,0.8880510440835268,1.0607513988808954,-0.003634345121615229,-0.3754762428054553
0.1525,0.1331,0.8845707656612529,1.0639488409272582,-0.004706792280987082,-1.4390741348555443
0.1529,0.1335,0.8868909512761022,1.0671462829736214,-0.004779239440358962,-1.375207371332057
0.1531,0.1329,0.8880510440835268,1.0623501199040768,-0.003870568701301147,-0.4804216881532502
0.1542,0.1331,0.894431554524362,1.0639488409272582,-0.003006792280987075,0.3131828181572531
0.1544,0.1331,0.8955916473317866,1.0639488409272582,-0.0028067922809870693,0.46202735090321057
0.1549,0.1332,0.8984918793503481,1.0647482014388492,-0.0024249040708300695,0.7759943564862756
0.1568,0.1332,0.9095127610208816,1.0647482014388492,-0.0005249040708300845,2.224450858786885
0.1579,0.1338,0.9158932714617171,1.0695443645083933,-0.00013357480988784864,2.151938287934612
0.1589,0.1323,0.92169373549884,1.0575539568345325,0.0026381020377566344,2.978897901609431
0.1595,0.1326,0.9251740139211138,1.0599520383693046,0.002883766668227733,2.4538777143635233
0.1608,0.1329,0.9327146171693735,1.0623501199040768,0.0038294312986988377,2.335363147032092
0.1623,0.1318,0.941415313225058,1.053557154276579,0.0066286609869714574,2.613191082603131
0.1626,0.1322,0.9431554524361949,1.0567545963229419,0.006456213827599588,2.122195761813936
0.1626,0.1326,0.9431554524361949,1.0599520383693046,0.005983766668227725,1.7330130659569554
0.1633,0.1323,0.947215777262181,1.0575539568345325,0.007038102037756622,1.7440973257120118
0.1671,0.1331,0.9692575406032483,1.0639488409272582,0.00989320771901292,2.0403857506149077
0.1662,0.1333,0.9640371229698376,1.0655475619504398,0.008756984139326962,1.5991301784622531
0.1606,0.1332,0.931554524361949,1.0647482014388492,0.0032750959291699133,0.41351901170987904
0.1577,0.133,0.9147331786542924,1.0631494804156676,0.0006113195088558732,-0.16128280639707054
0.16,0.1338,0.9280742459396752,1.0695443645083933,0.001966425190112142,0.07404367950283926
0.1589,0.1336,0.92169373549884,1.067945643485212,0.001102648769798098,-0.16606925464988118
0.1575,0.133,0.9135730858468678,1.0631494804156676,0.00041131950885586743,-0.39563740114621315
0.1563,0.1327,0.9066125290023201,1.0607513988808954,-0.0004343451216152483,-0.6842185732103029
0.1563,0.1333,0.9066125290023201,1.0655475619504398,-0.00114301586067303,-0.9338705342978303
0.156,0.1315,0.9048723897911833,1.0511590727418068,0.0006829963565003483,-0.5274306634596342
0.1547,0.1316,0.8973317865429234,1.0519584332533973,-0.0007351154333425924,-0.9781955046794202
0.1508,0.131,0.8747099767981438,1.047162270183853,-0.003926444694284825,-1.8029191468461794
0.1513,0.131,0.8776102088167053,1.047162270183853,-0.003426444694284825,-1.552070607210543
0.1547,0.1302,0.8973317865429234,1.0407673860911273,0.0009184496244588891,-0.429348693335564
0.1554,0.1301,0.9013921113689096,1.0399680255795365,0.001736561414301896,-0.20162778374590629
0.1554,0.1313,0.9013921113689096,1.0495603517186252,0.0003192199361863046,-0.5394741635355863
0.1563,0.1317,0.9066125290023201,1.0527577937649881,0.0007467727768143972,-0.38893011995030624
0.1566,0.1325,0.9083526682134571,1.059152677857714,0.00010187845807069218,-0.4908240552605906
0.1559,0.1327,0.9042923433874711,1.0607513988808954,-0.000834345121615232,-0.6689455788387976
0.1561,0.133,0.9054524361948956,1.0631494804156676,-0.000988680491144145,-0.6385937351613195
0.1573,0.1342,0.9124129930394431,1.0727418065547565,-0.0012060219692597296,-0.6295663506949992
0.1582,0.1359,0.9176334106728539,1.0863309352517987,-0.002313922396590118,-0.9966069913376205
0.1601,0.1365,0.9286542923433875,1.091127098321343,-0.0011225931356479424,-0.5336456376548084
0.1584,0.1361,0.9187935034802786,1.08792965627498,-0.00235014597627603,-1.183642981779047
0.1578,0.1363,0.9153132250580046,1.0895283772981617,-0.003186369555961993,-1.5156127728426774
0.1594,0.1366,0.9245939675174013,1.0919264588329338,-0.0019407049254908937,-0.6975097735535069
0.159,0.136,0.9222737819025523,1.0871302957633895,-0.0016320341864330956,-0.43546661095281025
0.1575,0.1361,0.9135730858468678,1.08792965627498,-0.003250145976276042,-1.3439261205206408
0.1571,0.1357,0.9112529002320185,1.084732214228617,-0.0031776988169041898,-1.175848967022172
0.1569,0.1354,0.9100928074245941,1.082334132693845,-0.003023363447375277,-0.9982987267303565
0.1563,0.1353,0.9066125290023201,1.0815347721822544,-0.003505251657532349,-1.1725709607557437
0.1558,0.1349,0.9037122969837587,1.0783373301358914,-0.003532804498160458,-1.0813282364589742
0.1577,0.1355,0.9147331786542924,1.0831334932054357,-0.0023414752372182823,-0.4431282313831148
0.1579,0.135,0.9158932714617171,1.0791366906474822,-0.00155091628800344,-0.01316461842412925
0.1578,0.1349,0.9153132250580046,1.0783373301358914,-0.001532804498160456,0.07746626260117176
0.1573,0.1348,0.9124129930394431,1.0775379696243006,-0.0019146927083175114,-0.07499419977786827
0.1578,0.1347,0.9153132250580046,1.0767386091127098,-0.001296580918474538,0.5179138588108856
0.1584,0.1348,0.9187935034802786,1.0775379696243006,-0.0008146927083174937,1.1292976970283746
0.1571,0.1335,0.9112529002320185,1.0671462829736214,-0.0005792394403589807,1.4769967170108649
0.1558,0.1326,0.9037122969837587,1.0599520383693046,-0.0008162333317722759,1.2290979488722258
0.1572,0.1334,0.9118329466357309,1.0663469224620303,-0.0003611276505159633,1.6000724218885707
0.1574,0.1343,0.9129930394431556,1.073541167066347,-0.001224133759102658,0.745144468241348
0.1581,0.1348,0.9170533642691415,1.0775379696243006,-0.0011146927083175162,0.786406617042855
0.1577,0.135,0.9147331786542924,1.0791366906474822,-0.0017509162880034457,0.19543920939739912
0.1585,0.1358,0.9193735498839908,1.085531574740208,-0.0018958106067471503,0.029945869920603083
