AXSUSDT,JASMYUSDT,AXSUSDT_perc,JASMYUSDT_perc,spread,zscore
14.709,0.0091,0.9866514623021196,0.9479166666666669,-0.6521352288585991,-0.5306554060185883
13.3,0.0085,0.8921384491548163,0.8854166666666669,-1.0483131258569323,-0.7837579854471833
13.79,0.0087,0.9250067078078884,0.90625,-0.8959204935241534,-0.5896123816451229
13.178,0.0085,0.8839549235309901,0.8854166666666669,-1.1703131258569321,-0.7475162186954527
13.835,0.0089,0.9280252213576604,0.9270833333333334,-1.1885278611913748,-0.6878204610031826
13.847,0.0086,0.9288301583042662,0.8958333333333334,-0.6701168096905441,-0.1750445430928194
14.13,0.0086,0.9478132546283875,0.8958333333333334,-0.38711680969054285,0.15562708449331164
14.005,0.0087,0.9394284947679099,0.90625,-0.6809204935241517,-0.02855264418965868
14.03,0.0088,0.9411054467400054,0.9166666666666669,-0.8247241773577674,-0.09450319240820584
15.17,0.0087,1.017574456667561,0.90625,0.4840795064758474,1.9769486424670903
14.56,0.0089,0.9766568285484304,0.9270833333333334,-0.4635278611913751,0.8107748872364925
14.28,0.0089,0.9578749664609606,0.9270833333333334,-0.7435278611913763,0.3818785596040662
13.13,0.0085,0.8807351757445667,0.8854166666666669,-1.2183131258569322,-0.6843045768145132
13.505,0.0089,0.9058894553259995,0.9270833333333334,-1.5185278611913748,-1.32741974580351
13.827,0.0089,0.9274885967265898,0.9270833333333334,-1.1965278611913757,-0.6153529110202032
14.697,0.0097,0.9858465253555138,1.0104166666666667,-1.6769573318602653,-1.496522574132793
14.67,0.0094,0.9840354172256507,0.9791666666666667,-1.1975462803594308,-0.5464544606302142
14.527,0.0094,0.9744432519452643,0.9791666666666667,-1.3405462803594315,-0.8620972576417187
14.23,0.009,0.9545210625167696,0.9375,-0.9623315450249859,-0.11952283755471285
13.143,0.0085,0.8816071907700564,0.8854166666666669,-1.2053131258569323,-0.6092099667784268
13.3,0.0085,0.8921384491548163,0.8854166666666669,-1.0483131258569323,-0.24760024058253086
12.677,0.0083,0.8503488060101959,0.8645833333333334,-1.3337057581897103,-0.7881366792285343
12.81,0.0084,0.8592701905017441,0.875,-1.36950944202332,-0.8180215859944127
13.155,0.0086,0.8824121277166622,0.8958333333333334,-1.3621168096905443,-0.7451958716886284
12.028,0.0075,0.8068151328145963,0.78125,-0.6322762875208223,0.7109787323089539
12.263,0.0075,0.822578481352294,0.78125,-0.3972762875208229,1.0870311269632555
12.396,0.0071,0.8314998658438423,0.7395833333333335,0.41093844781362066,2.247728366493055
11.747,0.0068,0.7879661926482425,0.7083333333333334,0.2683494993144553,1.8082491887837904
12.346,0.0072,0.8281459618996513,0.75,0.19213476398001106,1.5208122058873574
13.147,0.0072,0.8818755030855917,0.75,0.9931347639800112,2.232787176508252
12.685,0.007,0.8508854306412665,0.7291666666666667,0.8687421316472328,1.9612020620177113
12.366,0.0068,0.8294875234773276,0.7083333333333334,0.8873494993144551,1.7491462806887363
12.49,0.0069,0.8378052052589214,0.71875,0.8425458154808432,1.5125335197440264
12.33,0.0068,0.8270727126375101,0.7083333333333334,0.8513494993144555,1.3629255410261347
12.483,0.0067,0.8373356587067347,0.6979166666666667,1.1731531831480648,1.512195547438227
12.709,0.0066,0.8524953045344782,0.6875000000000001,1.5679568669816764,1.6711024683266855
12.56,0.0065,0.8425006707807889,0.6770833333333334,1.5877605508152879,1.5240945511391162
12.54,0.0069,0.8411591092031124,0.71875,0.8925458154808421,0.7982783358413579
12.135,0.0063,0.813992487255165,0.6562500000000001,1.5003679184825085,1.2465104006239225
12.68,0.0064,0.8505500402468473,0.6666666666666667,1.8765642346488978,1.4357165104583518
12.965,0.0066,0.8696672927287362,0.6875000000000001,1.8239568669816766,1.2672563838145185
12.738,0.0064,0.854440568822109,0.6666666666666667,1.9345642346488976,1.2517858690304484
12.68,0.0063,0.8505500402468473,0.6562500000000001,2.0453679184825084,1.2671974214906732
12.438,0.0064,0.8343171451569628,0.6666666666666667,1.6345642346488987,0.8083985248643535
12.335,0.0063,0.8274081030319292,0.6562500000000001,1.7003679184825096,0.8614771754602253
12.407,0.0063,0.8322377247115643,0.6562500000000001,1.7723679184825087,0.9148481515054556
11.908,0.0058,0.7987657633485377,0.6041666666666666,2.1173863376505633,1.4062307304102881
11.515,0.0056,0.7724040783471962,0.5833333333333334,2.0619937053177857,1.2048664668320521
11.51,0.0055,0.772068687952777,0.5729166666666666,2.2257973891513974,1.392859663362129
11.075,0.0053,0.742889723638315,0.5520833333333334,2.128404756818618,1.1856635442231727
10.799,0.0051,0.7243761738663804,0.5312500000000001,2.1900121244858397,1.1903076634288143
10.805,0.0051,0.7247786423396834,0.5312500000000001,2.19601212448584,1.1058151025130427
11.031,0.0055,0.7399382881674269,0.5729166666666666,1.7467973891513981,0.08724305015602232
11.195,0.0053,0.7509390931043736,0.5520833333333334,2.248404756818619,1.1504497631432553
10.922,0.0048,0.7326267775690904,0.5,2.8194231759866746,2.2925374462241384
10.112,0.0045,0.6782935336731957,0.46875,2.515834227487507,1.4381748728159096
9.542,0.0045,0.6400590287094178,0.46875,1.9458342274875067,-0.012218714967981737
9.03,0.0045,0.6057150523209015,0.46875,1.4338342274875062,-1.2576174784746383
8.958,0.0043,0.6008854306412664,0.4479166666666667,1.6994415951547284,-0.8498897816370404
8.995,0.0044,0.6033673195599678,0.4583333333333334,1.5676379113211159,-1.2738591154979981
8.37,0.0045,0.5614435202575798,0.46875,0.7738342274875061,-2.7524542960372886
9.006,0.0047,0.6041051784276898,0.48958333333333337,1.0722268598202849,-1.7894746057715152
9.125,0.0047,0.6120874698148645,0.48958333333333337,1.1912268598202846,-1.3799817746073955
9.015,0.0046,0.6047088811376443,0.4791666666666667,1.2500305436538959,-1.1439141402290283
9.105,0.0046,0.6107459082371881,0.4791666666666667,1.3400305436538957,-0.9188198685919317
9.315,0.0056,0.6248323048027904,0.5833333333333334,-0.13800629468221537,-2.797767123504283
9.224,0.0052,0.6187281996243628,0.5416666666666667,0.44620844065222975,-1.6831004431497518
9.205,0.0051,0.6174537161255702,0.5312500000000001,0.5960121244858403,-1.323974324667752
9.089,0.0053,0.609672658975047,0.5520833333333334,0.1424047568186193,-1.6858935844753338
8.645,0.0055,0.5798899919506305,0.5729166666666666,-0.6392026108486029,-2.1993278778128635
8.749,0.0057,0.586866112154548,0.5937500000000001,-0.872809978515825,-2.064894226578625
9.685,0.006,0.6496511939898042,0.6250000000000001,-0.443221030016657,-1.464379375815002
10.477,0.0059,0.7027770324657903,0.6145833333333334,0.5175826538169535,-0.4818872941710897
9.958,0.0054,0.6679635095250872,0.5625000000000001,0.8426010729850066,-0.12345147964799709
9.769,0.0054,0.6552857526160452,0.5625000000000001,0.6536010729850066,-0.24581824166504437
7.956,0.0044,0.5336731955996781,0.4583333333333334,0.528637911321117,-0.2941945886415113
6.019,0.003476,0.40374295680171723,0.36208333333333337,0.15138394994368287,-0.6697410904495319
7.341,0.00415,0.4924201770861283,0.4322916666666667,0.33564712090514526,-0.3578710364482261
6.98,0.00391,0.468204990609069,0.4072916666666667,0.37977596210581144,-0.23488807881074797
6.5,0.003737,0.436007512744835,0.38927083333333334,0.19180633513795797,-0.4333993872487846
7.011,0.003714,0.47028441105446744,0.386875,0.7416311824196891,0.5195179041662753
7.26,0.003841,0.4869868526965388,0.4001041666666667,0.7762505039510028,0.5772498132947469
7.206,0.003908,0.4833646364368125,0.40708333333333335,0.6091520357824836,0.3438188540738705
7.061,0.003936,0.47363831499865844,0.4100000000000001,0.4168870043090722,0.0800323273248278
7.175,0.004099,0.481285215991414,0.42697916666666674,0.25573699966028585,-0.13523954511869749
7.188,0.004064,0.48215723101690366,0.42333333333333334,0.32781828900205046,0.11034433384039226
7.135,0.004045,0.4786020928360612,0.4213541666666667,0.3068909889304363,0.01906674859312946
6.561,0.003797,0.44009927555674805,0.3955208333333334,0.15152412483779187,-0.2956347923192777
6.28,0.003704,0.42125033539039447,0.38583333333333336,0.0275115508030499,-0.5144776987193155
6.841,0.003797,0.4588811376442179,0.3955208333333334,0.4315241248377921,0.3589607060114402
6.945,0.003928,0.46585725784813525,0.40916666666666673,0.3143912990157611,-0.005068039448313552
6.775,0.003913,0.45445398443788576,0.40760416666666666,0.1697118515908036,-0.6762047005297696
6.64,0.003826,0.4453984437885699,0.3985416666666667,0.18157105652604422,-0.9365146473705559
6.64,0.003778,0.4453984437885699,0.39354166666666673,0.2625968247661774,-0.5292581620250166
6.66,0.003842,0.44674000536624636,0.4002083333333334,0.17456246711266665,-0.8558429681802204
6.56,0.003942,0.4400321974778642,0.4106250000000001,-0.09424121672094543,-1.8939492468697567
6.765,0.003988,0.4537832036490475,0.4154166666666667,0.03310908871559359,-1.1828553616841548
7.008,0.004192,0.470083176817816,0.43666666666666676,-0.06825042630497258,-1.5144859297694397
6.835,0.004653,0.45847866917091495,0.48468750000000005,-1.0194354087779187,-3.3828419247245063
7.029,0.004308,0.47149181647437616,0.44875000000000004,-0.24306269955196047,-1.1434574225522216
6.715,0.004108,0.45042929970485646,0.42791666666666667,-0.2194553318847383,-1.0014331160926009
6.871,0.004169,0.46089348001073255,0.4342708333333334,-0.1664255790232403,-0.7871651089171506
8.767,0.004004,0.5880735175744567,0.41708333333333336,2.008100499302217,3.389479084353207
8.749,0.004004,0.586866112154548,0.41708333333333336,1.9901004993022182,2.626245813533783
8.428,0.00378,0.5653340488328416,0.39375000000000004,2.0472207510895064,2.233448021258583
8.245,0.003848,0.5530587603971022,0.4008333333333334,1.7494342460826493,1.628126922872218
8.004,0.003777,0.5368929433861014,0.39343750000000005,1.6282848616045138,1.3398019854784151
8.292,0.003826,0.5562114301046418,0.3985416666666667,1.8335710565260444,1.4127171535157383
8.044,0.00374,0.5395760665414543,0.38958333333333334,1.7307422246229507,1.1793082205613066
7.711,0.003689,0.517239066273142,0.3842708333333334,1.4838321033780915,0.8394880262079926
7.701,0.00377,0.5165682854843037,0.3927083333333334,1.337101119472866,0.6360664533179279
7.729,0.003698,0.5184464716930507,0.3852083333333334,1.486639771833067,0.7259132110491351
7.48,0.00364,0.5017440300509793,0.3791666666666667,1.3355459084565613,0.5163504759140599
6.66,0.003077,0.44674000536624636,0.32052083333333337,1.4659106484397908,0.588858272645147
6.942,0.003196,0.4656560236114838,0.3329166666666667,1.5470342646777935,0.610162162676943
6.828,0.003124,0.4580091226187282,0.3254166666666667,1.5545729170379934,0.5552751752739414
6.534,0.002997,0.4382881674268849,0.31218750000000006,1.4749535955066788,0.40782549404372903
6.96,0.003191,0.46686342903139255,0.33239583333333333,1.573474448869474,0.448045555365463
6.835,0.003117,0.45847866917091495,0.3246875,1.573389174906346,0.3792514585525977
7.05,0.003149,0.4729004561309364,0.3280208333333334,1.7343719960795907,0.5146109172301471
7.08,0.003139,0.47491279849745105,0.32697916666666665,1.7812523644629517,0.5209718755637828
6.985,0.003133,0.4685403810034881,0.32635416666666667,1.6963805854929692,0.2946992080876861
6.894,0.003097,0.4624362758250604,0.3226041666666667,1.6661499116730685,0.06820807462649868
6.89,0.003106,0.4621679635095251,0.32354166666666667,1.646957580128043,0.06373860333475698
6.71,0.003025,0.45009390931043736,0.3151041666666667,1.603688564033268,-0.07763276820661232
6.282,0.002848,0.4213844915481621,0.2966666666666667,1.4744710844187603,-0.8336079221346074
6.165,0.0028,0.41353635631875507,0.2916666666666667,1.4384968526588926,-0.9969101131210746
5.975,0.002947,0.40079152133082907,0.3069791666666667,1.0003554374234849,-2.9501098670409918
6.035,0.002942,0.4048162060638584,0.3064583333333334,1.0687956216151653,-2.202782076412498
6.325,0.003294,0.42426884894016637,0.343125,0.764606654520855,-2.7848305649931824
6.39,0.003516,0.4286289240676147,0.36625,0.4548624764102378,-2.877161460955691
6.515,0.003648,0.4370136839280923,0.38000000000000006,0.3570416137498711,-2.491672054514052
6.645,0.003606,0.445733834182989,0.37562500000000004,0.5579391609599886,-1.7351788571207363
6.765,0.003497,0.4537832036490475,0.3642708333333334,0.8619351763386236,-0.9691738358968308
6.639,0.003503,0.4453313657096861,0.36489583333333336,0.7258069553086077,-1.1541051489178153
