TRBUSDT,AXSUSDT,TRBUSDT_perc,AXSUSDT_perc,spread,zscore
14.534,11.515,1.3262158956109136,0.7724040783471962,-2.755624461616483,1.1672775971734088
14.482,11.51,1.3214709371293,0.772068687952777,-2.8001170258971513,1.003487524313938
14.334,11.075,1.3079660552970163,0.742889723638315,-2.2949701183154616,1.720828193222451
14.993,10.799,1.3680992791313076,0.7243761738663804,-1.2215596666084547,2.825032509056582
15.647,10.805,1.4277762569577517,0.7247786423396834,-0.5765685894716537,2.8413311233749083
15.646,11.031,1.4276850077561822,0.7399382881674269,-0.9169046839853578,2.0424679422280825
15.582,11.195,1.4218450588557352,0.7509390931043736,-1.227148575579374,1.5181852193589713
15.03,10.922,1.3714754995893785,0.7326267775690904,-1.3692425853039705,1.2476715384060448
13.981,10.112,1.2757550871429875,0.6782935336731957,-1.2020379987725462,1.292560937259222
13.73,9.542,1.2528515375490465,0.6400590287094178,-0.5971903267689491,1.6217865299797833
13.873,9.03,1.265900173373483,0.6057150523209015,0.31457109089041957,2.026494188662526
14.012,8.958,1.2785838123916418,0.6008854306412664,0.5616781652487681,1.892581651898162
14.472,8.995,1.3205584451136052,0.6033673195599678,0.9661231409257276,1.8663606334480236
14.23,8.37,1.2984761383337897,0.5614435202575798,1.6625526058419506,1.9767704589464485
14.722,9.006,1.343370745505977,0.6041051784276898,1.199606782343201,1.5338479455450846
14.95,9.125,1.3641755634638197,0.6120874698148645,1.2489298122231531,1.411601960209598
14.911,9.015,1.3606168446026097,0.6047088811376443,1.3750933980484064,1.3611570972094882
15.694,9.105,1.4320649694315175,0.6107459082371881,2.0229595551004724,1.5712441361856146
16.552,9.315,1.5103567843781367,0.6248323048027904,2.5656472548886224,1.697255688941775
15.786,9.224,1.4404598959759103,0.6187281996243628,1.9362825849804235,1.2343030876062184
15.748,9.205,1.4369924263162697,0.6174537161255702,1.926810840713875,1.1316766170854455
15.05,9.089,1.3733004836207685,0.609672658975047,1.4029833494023283,0.7458020275557301
14.41,8.645,1.314900994616297,0.5798899919506305,1.4296436412788118,0.6988947520626674
17.543,8.749,1.6007847431334976,0.586866112154548,4.406488978316752,2.39658094484278
18.068,9.685,1.648690573957478,0.6496511939898042,3.5260970116582175,1.6236862323212167
17.222,10.477,1.5714937494296926,0.7027770324657903,1.4909191937163815,0.26766809791600527
16.106,9.958,1.4696596404781461,0.6679635095250872,1.1541910213828128,-0.01820146550515689
17.039,9.769,1.5547951455424767,0.6552857526160452,2.3709720915734795,0.744461102621986
13.08,7.956,1.1935395565288804,0.5336731955996781,1.1341682834024542,-0.27611724608156063
9.666,6.019,0.8820147823706543,0.40374295680171723,0.6285488810708113,-0.8631379560330451
11.5,7.341,1.0493658180490921,0.4924201770861283,0.47758287688001744,-1.1412166912349866
11.748,6.98,1.0719956200383247,0.468204990609069,1.267619735815627,-0.40747206221230403
10.999,6.5,1.0036499680627795,0.436007512744835,1.2393335648712878,-0.48540114182315725
11.733,7.011,1.0706268820147824,0.47028441105446744,1.2060736343557839,-0.5384490279826027
11.719,7.26,1.0693493931928095,0.4869868526965388,0.8182033355331608,-0.8988068219091303
11.776,7.206,1.0745505976822702,0.4833646364368125,0.9562836413019209,-0.7328751590127224
11.36,7.061,1.036590929829364,0.47363831499865844,0.7579992771624848,-0.9028539724269189
11.489,7.175,1.0483620768318278,0.481285215991414,0.7158297427617679,-0.8961964667779803
11.34,7.188,1.0347659457979743,0.48215723101690366,0.5473104098915105,-0.9764039670055507
11.408,7.135,1.0409708915046993,0.4786020928360612,0.6948892285164057,-0.7501419798368721
10.775,6.561,0.9832101469112146,0.44009927555674805,0.9237428490954649,-0.4689934384061235
10.49,6.28,0.957204124463911,0.42125033539039447,1.0606607365217968,-0.28935765658551527
10.712,6.841,0.9774614472123369,0.4588811376442179,0.4403264488129963,-0.8603486709775341
11.31,6.945,1.0320284697508897,0.46585725784813525,0.8821717858509377,-0.3893064394755204
11.427,6.775,1.0427046263345197,0.45445398443788576,1.2544246003081483,0.19124699059991654
11.583,6.64,1.0569395017793595,0.4453984437885699,1.6131253647300543,1.3075331351753041
12.12,6.64,1.1059403230221736,0.4453984437885699,2.1501253647300533,2.1778639608969406
12.379,6.66,1.1295738662286705,0.44674000536624636,2.379095621852734,2.183337051702859
15.398,6.56,1.4050552057669496,0.4400321974778642,5.54824433623933,3.886896495975573
14.588,6.765,1.3311433524956657,0.4537832036490475,4.4304394717468085,2.3141966206699394
14.437,7.008,1.3173647230586731,0.470083176817816,3.9145780957873804,1.6751716223607362
14.04,6.835,1.281138790035587,0.45847866917091495,3.777335371676191,1.408804562975292
13.973,7.029,1.2750250935304317,0.47149181647437616,3.419046865766198,1.060275004975226
13.35,6.715,1.2181768409526417,0.45042929970485646,3.267513828940107,0.8787668639385408
13.568,6.871,1.2380691668947896,0.46089348001073255,3.251281834497016,0.7950203519324625
13.847,8.767,1.2635276941326763,0.5880735175744567,0.6834622097271659,-0.8804152936457935
13.697,8.749,1.2498403138972534,0.586866112154548,0.5604889783167515,-0.938449729926177
13.295,8.428,1.2131581348663198,0.5653340488328416,0.6404663514977234,-0.8803330303498124
13.584,8.245,1.2395291541199014,0.5530587603971022,1.2042384988251946,-0.5380228202461212
13.64,8.004,1.2446391094077929,0.5368929433861014,1.6220969004968904,-0.3061447935800689
13.75,8.292,1.2546765215804363,0.5562114301046418,1.2996686030634947,-0.5481895212716861
13.392,8.044,1.22200930741856,0.5395760665414543,1.3140374147422502,-0.5560258356119567
13.592,7.711,1.2402591477324574,0.517239066273142,2.014032633649615,-0.11103698246410153
13.81,7.701,1.2601514736746053,0.5165682854843037,2.2470475050882754,-0.009759412112064918
13.792,7.729,1.2585089880463547,0.5184464716930507,2.1870058650600264,-0.10023712657327684
14.037,7.48,1.280865042430879,0.5017440300509793,2.805876163882651,0.3065010737529087
12.317,6.66,1.1239164157313624,0.44674000536624636,2.3170956218527348,-0.08543125546077827
13.42,6.942,1.2245642850625058,0.4656560236114838,2.996676247282535,0.3964584449726017
13.294,6.828,1.2130668856647506,0.4580091226187282,3.0418457816832536,0.40500783273392676
14.07,6.534,1.283876266082672,0.4382881674268849,4.2592830019798456,1.5035660163393367
14.14,6.96,1.2902637101925358,0.46686342903139255,3.6896494786929477,1.1087295184761878
14.179,6.835,1.293822429053746,0.45847866917091495,3.916335371676192,1.3042278853537075
13.85,7.05,1.2638014417373848,0.4729004561309364,3.2645156357450116,0.7796254910555297
14.04,7.08,1.281138790035587,0.47491279849745105,3.409471021429031,0.9082929921259528
14.121,6.985,1.2885299753627157,0.4685403810034881,3.6331123000962986,1.0742349412240602
14.13,6.894,1.2893512181768412,0.4624362758250604,3.778747630188102,1.1539027267216695
13.523,6.89,1.233962952824163,0.4621679635095251,3.1777535787635642,0.5704394234221152
12.961,6.71,1.1826809015421116,0.45009390931043736,2.886021264659437,0.228944392042328
11.853,6.282,1.0815767862031207,0.4213844915481621,2.4206577622340646,-0.34723151762648125
12.065,6.165,1.1009216169358518,0.41353635631875507,2.808331758066382,-0.006465391680180443
12.245,5.975,1.1173464732183593,0.40079152133082907,3.2736143154009145,0.47586005075207854
12.17,6.035,1.110502783100648,0.4048162060638584,3.1085250867689567,0.18210080489961206
12.133,6.325,1.1071265626425768,0.42426884894016637,2.636093815047829,-0.6641836156551101
12.34,6.39,1.1260151473674607,0.4286289240676147,2.7454971506965418,-0.582217071760196
12.162,6.515,1.109772789488092,0.4370136839280923,2.3798112577132997,-1.2568266741118228
12.626,6.645,1.1521124190163337,0.445733834182989,2.648617929010724,-0.8594528192049075
12.614,6.765,1.1510174285975,0.4537832036490475,2.45643947174681,-1.157341734245435
12.526,6.639,1.142987498859385,0.4453313657096861,2.557626851873918,-1.0203202344560534
