HOTUSDT,SANDUSDT,HOTUSDT_perc,SANDUSDT_perc,spread,zscore
0.001449,0.4085,1.004158004158004,0.9418953193451695,-7.667361393508482e-06,-1.141096228210521
0.001445,0.4094,1.0013860013860014,0.9439704865114135,-1.4876665249699767e-05,-1.3712819261304334
0.001451,0.412,1.0055440055440055,0.9499654138805627,-1.8147987500919185e-05,-1.43889991417896
0.001441,0.4062,0.9986139986139986,0.9365921143647683,-7.465807094353058e-06,-0.8597118249609302
0.00144,0.407,0.997920997920998,0.9384367074014296,-1.1318521633189513e-05,-0.9980328703319018
0.001444,0.4061,1.0006930006930006,0.9363615402351857,-4.109217776998445e-06,-0.5139009791640954
0.001445,0.4032,1.0013860013860014,0.9296748904772885,7.231872426284765e-06,0.3424823543130446
0.001451,0.4072,1.0055440055440055,0.9388978556605949,-1.031700267898868e-06,-0.19532568972885833
0.001457,0.4109,1.0097020097020097,0.9474290984551533,-8.225505010018772e-06,-0.6645512260444544
0.001464,0.4083,1.0145530145530146,0.9414341710860042,8.045817241200638e-06,0.7502692890219604
0.001456,0.411,1.009009009009009,0.947659672584736,-9.582094327373336e-06,-0.7297745427050971
0.001461,0.412,1.0124740124740126,0.9499654138805627,-8.14798750091916e-06,-0.546664494726316
0.00146,0.4084,1.0117810117810118,0.9416647452155869,3.689227923845892e-06,1.214971870658173
0.001454,0.4058,1.0076230076230075,0.9356698178464377,6.960550175065311e-06,1.6255244610356305
0.001441,0.4052,0.9986139986139986,0.9342863730689417,-3.899913920807222e-06,0.0449626641528209
0.001447,0.4057,1.0027720027720026,0.935439243716855,3.1713949241989753e-07,0.6202776478503045
0.001437,0.4041,0.9958419958419957,0.9317500576435325,-3.977431429906834e-06,-0.014012992885745416
0.001441,0.4059,0.9986139986139986,0.9359003919760203,-6.396039142289112e-06,-0.319492508657927
0.001428,0.4029,0.9896049896049895,0.9289831680885404,-8.698359621651377e-06,-0.6199273347833143
0.001426,0.4047,0.9882189882189881,0.9331335024210284,-1.7116967334034235e-05,-1.6101751872085748
0.001429,0.4073,0.9902979902979903,0.9391284297901776,-2.3388289585253618e-05,-2.0490151568607273
0.001433,0.4086,0.9930699930699931,0.9421258934747523,-2.4023950710863303e-05,-1.8435592832834105
0.001435,0.4111,0.9944559944559944,0.9478902467143188,-3.093868364472795e-05,-2.2046076492717566
0.001436,0.4123,0.9951489951489951,0.9506571362693106,-3.421775545298317e-05,-2.174791698924912
0.00144,0.4116,0.997920997920998,0.949043117362232,-2.7721630231500967e-05,-1.4578599388837485
0.001447,0.4176,1.0027720027720026,0.9628775651371917,-4.211698927277679e-05,-2.1600844953934573
0.001443,0.4171,1.0,0.9617246944892784,-4.433404268600364e-05,-1.9597579710930324
0.001452,0.4276,1.006237006237006,0.9859349780954577,-7.277592100823579e-05,-2.794188229396206
0.001462,0.4281,1.0131670131670132,0.987087848743371,-6.455886759500857e-05,-2.0147432792280537
0.001471,0.4333,1.0194040194040195,0.9990777034816695,-7.410151209744737e-05,-2.0467793083700845
0.001469,0.4357,1.018018018018018,1.0046114825916532,-8.465965571395747e-05,-2.0945574196902768
0.001475,0.4359,1.022176022176022,1.0050726308508187,-7.937283434866684e-05,-1.6644055302005634
0.001478,0.4356,1.0242550242550241,1.0043809084620705,-7.530306639660315e-05,-1.3666854954202905
0.001478,0.4329,1.0242550242550241,0.9981554069633388,-6.567515482802915e-05,-0.9579459957259047
0.001477,0.4306,1.0235620235620235,0.9928522019829376,-5.847360052887345e-05,-0.6444849740308259
0.001473,0.4302,1.0207900207900207,0.991929905464607,-6.104724325945539e-05,-0.6603693672213661
0.001472,0.4292,1.02009702009702,0.9896241641687804,-5.848135008590925e-05,-0.49600040984617666
0.001469,0.4301,1.018018018018018,0.9916993313350242,-6.46906539421004e-05,-0.6626276577871374
0.001468,0.4297,1.0173250173250172,0.9907770348166937,-6.426429667268237e-05,-0.5744309053035949
0.001466,0.4326,1.015939015939016,0.9974636845745908,-7.660538687596528e-05,-1.0491965790809112
0.001466,0.4321,1.015939015939016,0.9963108139266774,-7.482244028919225e-05,-0.8935940355193248
0.00147,0.4387,1.0187110187110187,1.011528706479133,-9.43573352345955e-05,-1.7141698253930537
0.001474,0.4344,1.0214830214830215,1.0016140189070788,-7.50239945883479e-05,-0.6653184504051326
0.001474,0.4344,1.0214830214830215,1.0016140189070788,-7.50239945883479e-05,-0.5955114808963582
0.001471,0.4353,1.0194040194040195,1.0036891860733226,-8.123329844453926e-05,-0.9023322360753496
0.001462,0.4316,1.0131670131670132,0.9951579432787642,-7.703949370241932e-05,-0.5855701342578737
0.001454,0.4263,1.0076230076230075,0.9829375144108832,-6.614025988262618e-05,0.43460553211194036
0.001453,0.4271,1.006930006930007,0.9847821074475444,-6.999297442146263e-05,0.23162068727148594
0.00146,0.4303,1.0117810117810118,0.9921604795941896,-7.440383257680981e-05,-0.2493327588504075
0.00147,0.4323,1.0187110187110187,0.9967719621858429,-7.153561892390167e-05,0.10762132545162191
0.001464,0.4351,1.0145530145530146,1.0032280378141574,-8.752011980983003e-05,-1.5252352541272736
0.00147,0.4362,1.0187110187110187,1.0057643532395666,-8.544260230073058e-05,-1.294373866772684
