XMRUSDT,AXSUSDT,XMRUSDT_perc,AXSUSDT_perc,spread,zscore
216.84,107.476,1.0,1.0,-177.18951780559755,
239.14,96.378,1.1028408042796531,0.8967397372436637,-114.2019262632391,
190.71,71.925,0.8794964028776978,0.6692191745133798,-72.98210863976706,
223.56,80.243,1.0309905921416713,0.7466131973649931,-70.6276381450237,
156.63,54.742,0.7223298284449363,0.5093416204547991,-44.06563310612623,
147.82,53.38,0.6817007932115845,0.4966690237820537,-47.882255949819495,
173.55,68.201,0.8003597122302158,0.634569578324463,-76.48914496128955,
173.78,58.058,0.8014204021398266,0.5401950202835982,-39.07278336333118,
153.71,52.124,0.7088636782881388,0.48498269381071124,-37.38749698629431,
150.59,47.965,0.6944751890795057,0.44628568238490457,-25.25973223366603,
158.92,48.838,0.7328906105884523,0.45440842606721504,-20.13033301006527,
175.69,45.189,0.8102287400848551,0.4204566600915553,10.017664965972415,
194.76,49.816,0.8981737686773658,0.46350813204808516,12.124114230119744,
215.64,68.318,0.9944659656889872,0.6356581934571439,-34.828091457095695,
217.28,66.612,1.002029145914038,0.6197848822062599,-26.933538278931707,
235.75,49.024,1.0872071573510422,0.45613904499609215,56.017752047884045,
241.42,45.481,1.1133554694705774,0.4231735457218356,74.67713183114012,
252.61,44.382,1.164960339420771,0.4129480069969109,89.89629592422466,
211.96,31.791,0.9774949271352149,0.2957962707953404,95.40753804981809,
217.03,30.478,1.0008762220992438,0.28357958986192267,105.29127094719749,
171.96,23.702,0.793027116768124,0.22053295619487143,85.06350561029184,1.3010696390366674
187.01,21.653,0.8624331304187419,0.20146823476869252,107.62556860094715,1.540483755566875
185.95,18.495,0.8575447334440139,0.1720849305891548,118.14345777834559,1.5508629518661148
187.86,20.07,0.8663530713890426,0.18673936506754996,114.27917802710985,1.3530547439025922
158.21,14.432,0.7296163069544365,0.13428114183631695,105.29926643185098,1.1175857379925813
114.46,13.782,0.5278546393654306,0.12823327998809037,63.932302519662564,0.4426039919095218
125.31,16.177,0.5778915329275042,0.15051732479809446,66.00173108841832,0.4071807330903264
116.51,14.176,0.5373086146467442,0.13189921470840002,64.53781602951216,0.30604517492911976
129.88,14.394,0.5989669802619443,0.13392757452826679,77.10858238775381,0.45304449587492074
136.03,14.515,0.6273289061058845,0.13505340727232126,82.81497105448426,0.48589196328797307
151.38,17.199,0.6981184283342556,0.16002642450407534,88.32486511650532,0.5228269388115205
154.67,18.013,0.7132909057369489,0.16760020841862372,88.63057069269203,0.4567363240609185
164.71,18.48,0.7595923261390888,0.17194536454650342,96.95845091883358,0.5762056271612352
165.74,18.56,0.7643423722560414,0.17268971677397743,97.69515416956446,0.5226020709039708
154.29,14.435,0.7115384615384615,0.13430905504484722,101.36826780375338,0.5859267362713894
146.38,13.178,0.6750599520383693,0.12261342067066136,98.0666929766444,0.5001022504588197
155.57,14.56,0.7174414314702084,0.1354721054002754,102.18999163302038,0.6724906309496036
157.15,14.527,0.7247279099797086,0.13516506010644236,103.89097654209391,0.7046637088295663
141.83,12.028,0.6540767386091128,0.11191335740072203,97.73283374738801,0.28265031520869743
141.32,12.366,0.6517247740269323,0.11505824556179985,95.98365498172596,0.16801288794519786
136.94,12.135,0.6315255487917358,0.11290892850496854,92.45054934524055,-0.020701704298950224
145.71,12.407,0.6719701162147206,0.1154397260783803,100.22334039772556,0.4418515134529826
143.05,11.031,0.659703006825309,0.1026368677658268,102.60804448515441,0.6219195906023337
144.4,8.995,0.6659287954251983,0.08369310357661244,111.42244675405347,1.2705363793279938
147.45,9.224,0.6799944659656889,0.08582381182775689,113.63288480927059,1.4291106656881811
154.85,9.958,0.7141210108836008,0.09265324351483122,118.34188713472645,1.6200117106511052
127.25,7.011,0.5868382217303081,0.06523316833525625,101.5462061359276,0.4513445667126018
129.65,6.561,0.5979062903523336,0.06104618705571476,105.59600035056641,0.6870745063018086
136.35,6.66,0.6288046485888212,0.06196732293721389,111.93304562334586,1.2378889255112742
142.24,6.871,0.6559675336653754,0.06393055193717667,117.04947544714857,1.6696483128697501
150.52,8.044,0.6941523704113632,0.0748446164725148,121.02901186099012,1.9136760328289135
143.9,6.828,0.6636229477956097,0.06353046261490938,118.86712244988072,1.5343307129079187
145.15,6.894,0.6693875668695812,0.06414455320257546,119.8751526317337,1.5137133320005896
148.45,6.325,0.6846061612248662,0.058850347984666346,125.26122576091029,1.827485815686966
151.7,6.83,0.6995941708171923,0.06354907142059622,126.65979003114897,1.7264713284588273
