TRBUSDT,ALICEUSDT,TRBUSDT_perc,ALICEUSDT_perc,spread,zscore
32.525,2.795,2.967880281047541,1.211530125704378,5.428219147851731,1.5312468187298267
29.937,2.899,2.7317273473857107,1.2566103164282618,1.8319668370741233,0.6708984522291271
39.341,2.745,3.5898348389451593,1.1898569570871262,12.728955835725582,2.4693340435438764
38.7,2.86,3.531344100739119,1.2397052449068053,10.973061453615728,1.8911517013020311
36.078,2.856,3.292088694223926,1.2379713914174253,8.389840388645638,1.3041305478407408
39.338,2.941,3.589561091340451,1.2748157780667533,10.825788019260088,1.5835644291554136
40.044,2.88,3.653983027648508,1.248374512353706,12.123166778466182,1.6079674646747846
39.201,2.769,3.5770599507254315,1.2002600780234072,12.356282225546135,1.4702926233957778
39.886,2.732,3.6395656538005294,1.1842219332466408,13.399987374572785,1.4643037587339278
40.415,2.745,3.6878364814307876,1.1898569570871262,13.80295583572558,1.3686408476029641
40.11,2.533,3.660005474952094,1.0979627221499784,15.553239392310712,1.4764293437014642
41.0,2.39,3.741217264348937,1.035977459904638,17.82958631962992,1.7257860849122701
41.591,2.164,3.7951455424765035,0.9380147377546598,20.61159614881973,1.9485554491001786
41.588,2.151,3.794871794871795,0.9323797139141742,20.734627687666936,1.7135483301780934
44.317,2.223,4.043890865954923,0.9635890767230169,22.76560685712859,1.7937274623895503
45.124,2.194,4.117528971621499,0.9510186389250108,23.85375413609542,1.7368984597297292
41.1,2.243,3.750342184505886,0.9722583441699176,19.35471218197905,1.019448630174201
37.285,2.264,3.402226480518295,0.9813610749891634,15.336122773072027,0.37832449257923073
37.696,2.288,3.439729902363354,0.9917641959254443,15.514449162892578,0.3300258058314844
37.31,2.044,3.404507710557533,0.8859991330732554,17.493964199716974,0.5809188017832415
38.05,2.02,3.4720321197189525,0.8755960121369745,18.46663780989642,0.6738874985362523
37.153,1.944,3.3901815859111233,0.8426527958387516,18.306437575464674,0.5738376284485532
34.96,2.088,3.19007208686924,0.905071521456437,14.717395914387986,-0.3000611658122786
22.273,2.039,2.0323934665571675,0.8838318162115302,2.5054378685043552,-2.572838752917082
19.014,2.014,1.735012318642212,0.8729952319029042,-0.5111937875587138,-2.5429937177063713
20.605,2.049,1.8801897983392646,0.8881664499349805,0.7404905309295877,-2.068700895738089
19.065,2.034,1.7396660279222558,0.8816644993498048,-0.6540884627082555,-1.9743714482157526
18.911,2.048,1.725613650880555,0.8877329865626356,-0.9438147353129338,-1.7673335605899623
18.876,2.123,1.722419928825623,0.9202427394885133,-1.7059197671237136,-1.6477896218966719
18.331,2.128,1.6726891139702529,0.9224100563502384,-2.2993934359110995,-1.5273442437999398
15.907,1.941,1.451501049365818,0.8413524057217165,-2.9104782232628956,-1.42623372482292
17.187,2.038,1.5683000273747607,0.883398352839185,-2.570867397738162,-1.2558027610941453
15.887,2.069,1.4496760653344285,0.8968357173818813,-4.171404144219952,-1.270931049517314
17.261,2.188,1.5750524682909024,0.9484178586909408,-3.95107746135972,-1.1350924417343327
17.472,2.209,1.5943060498220643,0.9575205895101865,-3.9436668702667355,-1.0337534528344334
16.558,2.201,1.5109042795875536,0.9540528825314262,-4.78010900020692,-1.0239315691467832
16.51,2.172,1.5065243179122185,0.9414824447334201,-4.546961721240084,-0.9303204398471019
15.195,2.024,1.386531617848344,0.8773298656263546,-4.427141125133488,-0.8412293260945709
18.124,2.026,1.653800529245369,0.8781967923710445,-1.5175305926484413,-0.44786594965451076
15.775,1.97,1.439456154758646,0.8539228435197226,-3.323625502229726,-0.586415914839927
16.302,1.996,1.4875444839857652,0.8651928912006935,-3.048688579924132,-0.48169969292501025
17.074,2.029,1.5579888675974087,0.8794971824880797,-2.596614793920871,-0.34090933555005126
14.125,1.81,1.2888949721689935,0.7845687039445167,-3.422468101033406,-0.43957782973441606
14.763,1.83,1.3471119627703259,0.7932379713914175,-2.978362776182946,-0.29408788022769894
14.082,1.787,1.2849712565015057,0.7745990463805809,-3.2424892246114325,-0.36269969522331835
13.349,1.673,1.2180855917510722,0.7251842219332467,-2.8702895762590543,-0.03797019147547362
15.23,1.788,1.3897253399032758,0.7750325097529259,-2.1041839583689104,0.7395862166897952
15.371,1.775,1.4025914773245736,0.7693974859124404,-1.837152419521706,1.1117523900527486
14.938,1.734,1.363080573044986,0.7516254876462939,-1.8726683354651517,1.2047080802750276
15.193,1.686,1.386349119445205,0.7308192457737321,-1.1523211151062558,1.829733811967693
15.483,1.72,1.4128113879003559,0.7455570004334634,-1.1919420628604733,1.6347386202601983
15.549,1.68,1.418833835203942,0.7282184655396619,-0.7381527125613907,1.7851214082519555
16.305,1.699,1.4878182315904735,0.7364542696142177,-0.16635265395345655,1.9441407684883258
15.986,1.707,1.4587097362898076,0.739921976592978,-0.5629105240132724,1.4727589157297134
16.386,1.711,1.495209416917602,0.7416558300823581,-0.20168945904318036,1.5428328484325091
15.632,1.709,1.4264075189342094,0.740788903337668,-0.9362999915282284,0.9357333879199711
14.894,1.66,1.3590656081759285,0.7195491980927612,-1.19925803741185,0.6811619079098524
15.327,1.762,1.398576512455516,0.763762462071955,-1.755120880674509,0.1722851078628662
15.5,1.778,1.414362624327037,0.7706978760294756,-1.737236620794139,0.09020586785657833
15.437,1.761,1.4086139246281595,0.7633289986996099,-1.6354261469170286,0.19359736576234585
15.054,1.725,1.3736654804270463,0.7477243172951886,-1.6694157316478577,0.09015514521794527
15.075,1.715,1.3755817136600055,0.7433896835717383,-1.5514683940730905,0.14421047629937395
15.052,1.712,1.3734829820239074,0.7420892934547031,-1.5453841928006575,0.09980512153329339
15.465,1.725,1.4111689022721052,0.7477243172951886,-1.2584157316478581,0.33535134190354554
15.062,1.598,1.374395474039602,0.692674469007369,-0.43018454444827725,1.2527188046454443
14.534,1.577,1.3262158956109136,0.6835717381881231,-0.7545951355412583,0.8002514981946881
14.482,1.568,1.3214709371293,0.6796705678370178,-0.7193425317239672,0.8152633594737778
14.334,1.535,1.3079660552970163,0.6653662765496315,-0.5474163177272242,1.025838141438898
14.993,1.523,1.3680992791313076,0.6601647160814911,0.2279204873625016,2.069497587889019
15.647,1.537,1.4277762569577517,0.6662332032943216,0.7461942147578231,2.403026398895543
15.646,1.563,1.4276850077561822,0.6775032509752926,0.49313113706342016,1.7611110340050808
15.582,1.611,1.4218450588557352,0.6983094928478544,-0.036216083295476764,0.9575954746324179
15.03,1.573,1.3714754995893785,0.681837884698743,-0.2198162005113513,0.6741740350464281
13.981,1.49,1.2757550871429875,0.6458604247941049,-0.46415329864075794,0.3777917997956043
13.73,1.485,1.2528515375490465,0.6436931079323798,-0.6666796298533733,0.11710683080550853
13.873,1.502,1.265900173373483,0.6510619852622453,-0.6884901037304836,0.1205796174596855
14.012,1.497,1.2785838123916418,0.6488946684005202,-0.5010164349430983,0.34339144093076257
14.472,1.528,1.3205584451136052,0.6623320329432163,-0.3415531814248851,0.5033410748374397
14.23,1.494,1.2984761383337897,0.647594278283485,-0.25393223367066575,0.54951471768126
14.722,1.558,1.343370745505977,0.6753359341135674,-0.382395194149197,0.2968899991091881
14.95,1.603,1.3641755634638197,0.6948417858690941,-0.5906582132356615,-0.09545695027271504
14.911,1.605,1.3606168446026097,0.6957087126137842,-0.6490476807506163,-0.2933124170861361
15.694,1.675,1.4320649694315175,0.7260511486779367,-0.5446790437740052,-0.2146856949952106
16.552,1.707,1.5103567843781367,0.739921976592978,0.0030894759867265975,0.8037397640715136
15.786,1.712,1.4404598959759103,0.7420892934547031,-0.8113841928006575,-1.1296009906110813
15.748,1.702,1.4369924263162697,0.7377546597312528,-0.752436855225886,-0.9309731400765415
15.05,1.651,1.3733004836207685,0.7156480277416558,-0.9560054335945587,-1.3488401955131888
14.41,1.573,1.314900994616297,0.681837884698743,-0.8398162005113505,-1.0572332773635378
17.543,1.711,1.6007847431334976,0.7416558300823581,0.9553105409568197,2.37762624862124
18.068,1.807,1.648690573957478,0.7832683138274815,0.5496161002390281,1.5207288202855471
17.222,1.821,1.5714937494296926,0.7893368010403121,-0.4321101723656504,-0.18718659218418174
16.106,1.71,1.4696596404781461,0.741222366710013,-0.4719947252857004,-0.18938939406174318
17.039,1.723,1.5547951455424767,0.7468573905504985,0.334973735867095,1.4705696321433928
13.08,1.431,1.1935395565288804,0.6202860858257477,-0.7931640069496151,-0.8202708401325097
9.666,1.061,0.8820147823706543,0.45990463805808407,-0.6201125166831165,-0.44628099164510776
11.5,1.266,1.0493658180490921,0.5487646293888166,-0.773532936965907,-0.7452232625244377
11.748,1.212,1.0719956200383247,0.5253576072821846,-0.002017314062147335,0.7544248599872656
10.999,1.143,1.0036499680627795,0.49544863459037713,-0.08208068479623165,0.5486350299021373
11.733,1.158,1.0706268820147824,0.5019505851755527,0.5064983088416124,1.5441039494786355
11.719,1.2,1.0693493931928095,0.5201560468140443,0.08531949102757608,0.7122176388161163
11.776,1.218,1.0745505976822702,0.5279583875162549,-0.03218571660700853,0.4608755002139185
11.36,1.188,1.036590929829364,0.5149544863459038,-0.1573437038826988,0.19309068945312063
11.489,1.183,1.0483620768318278,0.5127871694841786,0.02012996490468666,0.46783884802881087
11.34,1.199,1.0347659457979743,0.5197225834416992,-0.28398577521494595,-0.1271309900316674
11.408,1.22,1.0409708915046993,0.5288253142609449,-0.41957518412196393,-0.34616866656254724
10.775,1.138,0.9832101469112146,0.4932813177286519,-0.25760701600884595,-0.09203499314573386
10.49,1.114,0.957204124463911,0.4828781967923711,-0.30993340582939943,-0.24257553289006648
10.712,1.169,0.9774614472123369,0.5067186822713481,-0.621143762490636,-0.9412082941865556
11.31,1.229,1.0320284697508897,0.5327264846120503,-0.6048277879392572,-0.9584438118183289
11.427,1.234,1.0427046263345197,0.5348938014737755,-0.5363014567266422,-0.7760438071922435
11.583,1.229,1.0569395017793595,0.5327264846120503,-0.3318277879392575,-0.16275169447409263
12.12,1.239,1.1059403230221736,0.5370611183355007,0.10822487448597151,1.009139882029812
12.379,1.24,1.1295738662286705,0.5374945817078457,0.3575301407284961,1.5167207571656387
15.398,1.237,1.4050552057669496,0.5361941915908106,3.4056143420009253,3.9891321119350893
14.588,1.223,1.3311433524956657,0.5301257043779801,2.731340614605603,2.5155031260977307
14.437,1.31,1.3173647230586731,0.5678370177719984,1.736898777705104,1.3970860753636987
14.04,1.33,1.281138790035587,0.576506285218899,1.1460041025555636,0.7750286764553678
13.973,1.355,1.2750250935304317,0.5873428695275249,0.8366357586186393,0.4506970045016014
13.35,1.31,1.2181768409526417,0.5678370177719984,0.6498987777051042,0.24714297599968035
13.568,1.354,1.2380691668947896,0.58690940615518,0.44133049237611566,0.057363024355244256
13.847,1.375,1.2635276941326763,0.5960121369744257,0.516741083469098,0.10823484713568784
13.697,1.348,1.2498403138972534,0.5843086259211098,0.6284988949209769,0.18315712956267183
13.295,1.268,1.2131581348663198,0.5496315561335068,1.0020775955191397,0.47965998412291194
13.584,1.312,1.2395291541199014,0.5687039445166884,0.8645093101901491,0.3150201491985227
13.64,1.301,1.2446391094077929,0.5639358474208929,1.0271513815223994,0.4128671177688086
13.75,1.314,1.2546765215804363,0.5695708712613785,1.0111198426751962,0.34070843647134696
13.392,1.284,1.22200930741856,0.5565669700910273,0.9439618553995057,0.22530500985633664
13.592,1.265,1.2402591477324574,0.5483311660164716,1.3281617967915729,0.5363369466230353
13.81,1.285,1.2601514736746053,0.5570004334633724,1.352267121642031,0.48991434055930005
13.792,1.293,1.2585089880463547,0.5604681404421327,1.2567092515822154,0.3165564548658274
14.037,1.269,1.280865042430879,0.5500650195058517,1.7343828617616648,0.7817363482441597
12.317,1.095,1.1239164157313624,0.47464239271781533,1.7012665355626648,0.6712441402513538
13.42,1.122,1.2245642850625058,0.4863459037711314,2.5425087241107835,1.5776961231658777
13.294,1.118,1.2130668856647506,0.48461205028175125,2.4552876591406925,1.3274482578522546
14.07,1.064,1.283876266082672,0.4612050281751192,3.754803282044451,2.7740431620092165
14.14,1.112,1.2902637101925358,0.482011270047681,3.359456061685554,2.124069004487652
14.179,1.085,1.293822429053746,0.470307758994365,3.660213873137435,2.077588689803848
13.85,1.092,1.2638014417373848,0.4733420026007803,3.2633507368350934,1.5000200268151849
14.04,1.103,1.281138790035587,0.47811009969657564,3.346708665502847,1.4083637870697023
14.121,1.087,1.2885299753627157,0.471174685739055,3.582824405622482,1.4459849752595917
14.13,1.073,1.2893512181768412,0.46510619852622453,3.727550678227159,1.4168899533893247
13.523,1.089,1.233962952824163,0.4720416124837451,2.965434938107526,0.6972815369319957
12.961,1.093,1.1826809015421116,0.47377546597312525,2.3646560030776183,0.10546444579006582
11.853,1.058,1.0815767862031207,0.45860424794104904,1.5959716845893137,-0.6415826864120001
12.065,1.048,1.1009216169358518,0.45426961421759865,1.9049190221640835,-0.41551429063654866
12.245,1.049,1.1173464732183593,0.4547030775899436,2.0752242884066074,-0.30999523536033674
12.17,1.055,1.110502783100648,0.45730385782401384,1.9420558858617447,-0.5159179512613129
12.133,1.062,1.1071265626425768,0.4603381014304292,1.8371927495594047,-0.7143842987707444
12.34,1.094,1.1260151473674607,0.4742089293454704,1.7339612693201403,-0.8760136137338599
12.162,1.092,1.109772789488092,0.4733420026007803,1.5753507368350945,-1.0909299775247157
12.626,1.119,1.1521124190163337,0.48504551365409626,1.7775929253832157,-0.9141074371983816
12.614,1.115,1.1510174285975,0.4833116601647161,1.8043718604131254,-0.8887617774336868
12.223,1.096,1.1153389907838307,0.47507585609016045,1.597571801805186,-1.1308254684062127
