UNIUSDT,C98USDT,UNIUSDT_perc,C98USDT_perc,spread,zscore
6.096,0.2168,1.4548926014319807,0.43913307676726754,2.599664026901533,2.0538594509656023
5.558,0.204,1.3264916467780428,0.4132064006481668,2.2680897670106677,1.1117043424540975
5.804,0.2652,1.3852028639618137,0.5371683208426169,1.5271166971138683,-1.2376216648419511
6.092,0.3182,1.4539379474940333,0.6445209641482681,0.9603851169744821,-2.5990189268655226
6.283,0.2875,1.4995226730310263,0.5823374518938625,1.6464843530174855,-0.6639412450568398
5.957,0.2708,1.4217183770883053,0.5485112416447234,1.589805435816121,-0.783487427088707
5.732,0.2611,1.3680190930787588,0.5288636823982175,1.5212374419925752,-0.91618989326413
5.852,0.4654,1.3966587112171838,0.9426777395179258,-1.653510894280565,-3.9404248587501813
5.761,0.2637,1.3749403341288782,0.5341300384849098,1.5083072135329072,-0.22900514371117958
5.439,0.237,1.2980906921241049,0.48004861251772324,1.616898405791805,-0.10543873601914497
5.19,0.2359,1.2386634844868736,0.4778205387887381,1.3856381178324342,-0.3525021135290431
5.311,0.2388,1.267541766109785,0.48369455134697187,1.4598697860889578,-0.23185943139742218
5.494,0.2426,1.3112171837708828,0.4913915333198299,1.5815871444940584,-0.05418370593668123
5.454,0.2405,1.301670644391408,0.4871379380190399,1.5754538674807135,-0.05579447933963171
5.412,0.2365,1.2916467780429592,0.4790358517318209,1.597961911264818,-0.011993251912815743
5.419,0.2338,1.2933174224343673,0.47356694348794814,1.648504840819088,0.07738477034121272
5.405,0.2332,1.2899761336515512,0.47235163054486523,1.6441810473867045,0.09752319572152504
5.291,0.2286,1.2627684964200476,0.46303423131456345,1.604365297738425,0.06340667774896615
5.459,0.2345,1.3028639618138422,0.4749848085882114,1.6772159331568703,0.1906702132789198
5.861,0.2407,1.3988066825775654,0.48754304233340084,1.979228465291508,0.5652987884544102
5.913,0.2404,1.411217183770883,0.4869353858618594,2.036066568575316,0.6559303043458188
6.342,0.2426,1.5136038186157517,0.4913915333198299,2.429587144494058,1.175556538077704
6.1,0.2399,1.4558472553699282,0.485922625075957,2.2311300740483286,0.927542844688549
6.267,0.2435,1.4957040572792362,0.4932145027344541,2.3400728346426356,0.9905184180203152
6.177,0.234,1.4742243436754174,0.4739720478023091,2.4032794386298826,0.9723518086101666
6.186,0.231,1.4763723150357995,0.4678954830868949,2.4606604714679614,0.9703235278061155
6.002,0.2213,1.4324582338902145,0.44824792384038886,2.433092477644415,0.8715240274733803
6.189,0.2282,1.47708830548926,0.46222402268584156,2.5088161021168354,0.8871686296048712
6.161,0.2278,1.4704057279236276,0.4614138140571197,2.487266906495245,1.34094836355516
6.077,0.2324,1.4503579952267303,0.47073121328742146,2.3290826561435254,0.8703154294551347
5.916,0.2293,1.4119331742243437,0.4644520964148268,2.2180763900762064,0.5359123311599284
5.922,0.234,1.4133651551312647,0.4739720478023091,2.1482794386298827,0.2910670611111021
6.104,0.2378,1.4568019093078757,0.4816690297751671,2.268996797034984,0.5375008184975818
5.906,0.2296,1.4095465393794748,0.4650597528863682,2.203238286792398,0.28553813131372385
5.795,0.2232,1.3830548926014319,0.4520964148268179,2.1954511568469655,0.18827177668360381
5.295,0.194,1.263723150357995,0.3929511849301195,2.1663598764709286,0.013059600961173092
5.385,0.1966,1.2852028639618136,0.3982175410168118,2.2144296480112606,0.09266819095338935
5.324,0.1932,1.2706443914081145,0.3913307676726757,2.2082614852277493,-0.033819324805611374
5.092,0.1839,1.2152744630071597,0.37249341705489164,2.1262426870257927,-0.589864865712362
5.359,0.1916,1.278997613365155,0.3880899331577881,2.269064702741392,-0.002065051523019059
5.319,0.1883,1.2694510739856801,0.38140571197083245,2.282283838863278,-0.011656893883742293
5.369,0.1842,1.2813842482100237,0.373101073526433,2.3984045837419847,0.819052220058311
5.261,0.181,1.2556085918854414,0.36661940449665786,2.342011018769269,0.39033814165268316
5.197,0.1765,1.2403341288782814,0.35750455742353654,2.3505825680263865,0.4169320752646256
5.157,0.1688,1.2307875894988065,0.34190804132064007,2.4347605523107876,1.0774375149913975
5.2,0.1696,1.2410501193317423,0.34352845857808384,2.464858943553967,1.2721348679391467
5.19,0.1735,1.2386634844868736,0.3514279927081223,2.3919636008644654,0.7201136996515061
4.968,0.159,1.1856801909307875,0.3220579299169536,2.4038052595818438,0.8419083520856023
5.045,0.1593,1.2040572792362767,0.322665586388495,2.475967156298036,1.5066958813844755
5.097,0.1563,1.2164677804295942,0.3165890216730808,2.576348189136115,2.185591571557638
5.164,0.1576,1.2324582338902146,0.31922219971642696,2.6223830749062804,2.1355251811666087
5.246,0.1596,1.2520286396181384,0.32327324286003645,2.6721290530142285,2.08249347582788
5.366,0.1614,1.2806682577565631,0.32691918168928497,2.763100433311381,2.2206795955101883
5.377,0.1611,1.2832935560859187,0.32631152521774354,2.778938536595189,1.9594139518177038
5.487,0.1631,1.3095465393794747,0.330362568361353,2.856684514703137,2.0056646860543657
