ASTRUSDT,QNTUSDT,ASTRUSDT_perc,QNTUSDT_perc,spread,zscore
0.04035,107.97,0.8453802639849151,1.9263157894736842,0.004938825788969342,-1.1100729109233876
0.0403,106.7,0.8443327047978211,1.903657448706512,0.005305350668547086,-0.9384852669056933
0.03802,98.11,0.7965640058663314,1.7504014272970563,0.005842633121754023,-0.7155373022562453
0.03685,94.13,0.7720511208883302,1.6793933987511152,0.005977963059328375,-0.5776067925815358
0.03502,92.5,0.7337104546406872,1.6503122212310437,0.004682557983510832,-1.3019088852431535
0.03714,100.98,0.7781269641734757,1.801605709188225,0.0040213524883775525,-1.624296528446835
0.03619,95.58,0.7582233396186884,1.7052631578947368,0.004842403157448272,-0.9924782877147771
0.03581,96.3,0.7502618897967736,1.7181088314005353,0.004226263068238846,-1.271284751964973
0.03666,95.17,0.7680703959773727,1.6979482604817129,0.005446871819359194,-0.39152103354493956
0.03607,92.52,0.7557091975696626,1.6506690454950936,0.005725998536588343,-0.11981798533064483
0.03586,93.72,0.7513094489838676,1.672078501338091,0.005122431721239301,-0.5054063925504819
0.03652,95.3,0.7651372302535092,1.7002676181980374,0.00526423541436305,-0.30423477231918605
0.03647,93.33,0.7640896710664152,1.665120428189117,0.00586034093622774,0.39863517989627073
0.03537,89.79,0.7410433689503456,1.601962533452275,0.005921363041507428,0.5212592049634951
0.03509,95.64,0.735177037502619,1.7063336306868868,0.003722724816680824,-1.7170036395908157
0.03524,101.75,0.7383197150639011,1.8153434433541482,0.0018688137818619124,-2.8753128183521546
0.0379,103.55,0.7940498638173057,1.847457627118644,0.00393846355883834,-0.9699699619284908
0.0382,105.34,0.80033521893987,1.8793933987511153,0.0036513930592760035,-1.1409249752241704
0.0375,108.75,0.785669390320553,1.9402319357716327,0.0018330073589924584,-2.3778655253736027
0.04074,106.52,0.8535512256442488,1.9004460303300625,0.005804385690849442,0.9238224215378298
0.04118,98.07,0.8627697464906767,1.7496877787689562,0.009015752015598996,2.6858061937932924
0.03906,99.12,0.8183532369578881,1.7684210526315791,0.00655138105216857,0.9981888560021549
0.03661,103.86,0.7670228367902786,1.8529884032114186,0.0025467921315398337,-1.3907536644813203
0.03699,107.67,0.7749842866121937,1.920963425512935,0.0016772174928066097,-1.6743276831424416
0.03765,109.18,0.7888120678818353,1.9479036574487067,0.0018419792501590537,-1.4124066371040007
0.03624,103.95,0.7592708988057826,1.8545941123996432,0.0021472746203886547,-1.1414761078380455
0.03546,107.7,0.742928975487115,1.92149866190901,0.00013737832242287362,-1.888843053055114
0.03592,101.31,0.7525665200083804,1.8074933095450492,0.0026931216141565656,-0.6325947160953078
0.03484,100.62,0.7299392415671486,1.7951828724353258,0.0018394225329822697,-0.9547327642257295
0.0403,104.57,0.8443327047978211,1.8656556645851918,0.006003931765791649,0.9221217491550284
0.03956,110.78,0.8288288288288288,1.976449598572703,0.0032272234963603152,-0.28126782109450854
0.0398,114.54,0.8338571129268804,2.0435325602140946,0.002234047474933304,-0.6712208665485545
0.04142,116.26,0.8677980305887282,2.074219446922391,0.0032899350395996646,-0.1479821231961459
0.04222,120.64,0.8845589775822333,2.152363960749331,0.002653416163575638,-0.3813952056487348
0.04053,133.29,0.8491514770584537,2.3780553077609277,-0.0031854340148955856,-2.504594721275881
0.03908,135.8,0.8187722606327257,2.4228367528991974,-0.005458644603667351,-2.607696681602589
0.03885,133.88,0.813953488372093,2.3885816235504014,-0.0050589376991088605,-2.085829670120384
0.0376,141.38,0.7877645086947412,2.522390722569135,-0.008768730295040418,-2.466194123162646
0.03707,136.84,0.776660381311544,2.441391614629795,-0.00780973584363652,-1.908798623603055
0.03665,129.51,0.7678608841399539,2.3106155218554862,-0.0058256985465460764,-1.3389722694750061
0.03756,139.06,0.786926461345066,2.48099910793934,-0.008047834452032256,-1.5889336004212535
0.03797,141.39,0.7955164466792373,2.5225691347011594,-0.00840201001850166,-1.5289775221565538
0.03729,137.74,0.7812696417347579,2.457448706512043,-0.007884910955148317,-1.3044249447787417
0.03656,137.89,0.7659752776031846,2.4601248884924174,-0.008664106807066932,-1.31381086184654
0.03729,138.7,0.7812696417347579,2.4745762711864407,-0.008199764407427548,-1.1083265000279117
0.0369,148.82,0.7730986800754243,2.655129348795718,-0.011908844550204516,-1.605922845160358
0.037,155.63,0.7751937984496123,2.776628010704728,-0.014042336227310374,-1.742258231473886
0.03599,150.75,0.7540331028703122,2.6895628902765387,-0.013451831178224245,-1.4602868886703069
0.03502,153.4,0.7337104546406872,2.736842105263158,-0.015290957895453393,-1.5704589914810487
0.03517,153.19,0.7368531322019694,2.7330954504906333,-0.01507208370276731,-1.383807164716811
0.03452,160.24,0.7232348627697465,2.858876003568243,-0.018034288742942974,-1.7030954896041959
0.03441,165.57,0.7209302325581396,2.953969669937556,-0.01989238134778499,-1.799274800581437
0.03652,183.76,0.7651372302535092,3.27850133809099,-0.023748198323784324,-2.0977693402240787
0.03635,193.09,0.7615755290173895,3.4449598572702946,-0.026978180313123178,-2.255721145121033
0.03646,209.49,0.7638801592289964,3.7375557537912583,-0.03224692678956018,-2.5248808187196663
0.03771,183.92,0.7900691389063482,3.2813559322033896,-0.022610673899164192,-1.16261812658999
0.03661,172.57,0.7670228367902786,3.0788581623550404,-0.019988187770654448,-0.7429541322332095
0.03594,169.41,0.752985543683218,3.022479928635147,-0.019621795156901947,-0.6218334950710921
0.03693,187.79,0.7737272155876807,3.350401427297056,-0.024659926878664883,-1.1848174315375202
0.03638,178.49,0.762204064529646,3.184478144513827,-0.022159784059709753,-0.7696280234142138
0.03667,174.97,0.7682799078147915,3.121677074041035,-0.020715321401352543,-0.5018055172814665
0.0358,176.4,0.7500523779593546,3.147190008920607,-0.022054321856310163,-0.6211420552171469
0.03657,174.55,0.7661847894406033,3.114183764495986,-0.02067757301598038,-0.346452170547973
0.03754,173.24,0.7865074376702282,3.090811775200714,-0.019277929242557668,-0.04481609459614543
0.03601,164.01,0.7544521265451498,2.926137377341659,-0.017780744487831228,0.30864588319236647
0.03695,166.37,0.7741462392625182,2.9682426404995543,-0.01761475922468437,0.47768241297340397
0.0369,163.5,0.7730986800754243,2.9170383586083855,-0.016723478591307885,0.7593517697860132
0.03672,167.76,0.7693274670018856,2.993041926851026,-0.018300640785797004,0.4734289844393278
0.03895,166.51,0.8160486067462811,2.970740410347904,-0.01566067535314175,1.1555470254126274
0.041,162.56,0.858998533417138,2.9002676181980376,-0.012315184585951128,1.829357122372751
0.03984,158.13,0.8346951602765557,2.821231043710972,-0.012022267092620893,1.7708725931880083
0.04422,156.81,0.9264613450659962,2.7976806422836753,-0.007209343595736939,2.310078761581389
0.0441,164.27,0.9239472030169704,2.930776092774309,-0.009776017297823528,1.618913548552709
0.04349,162.18,0.9111669809344228,2.8934879571810885,-0.009700555094423934,1.4540582097365649
0.04455,156.56,0.933375235700817,2.793220338983051,-0.006797350509205886,1.7234402937170095
0.04695,153.57,0.9836580766813324,2.7398751115075823,-0.003416713194294506,2.1267759227841396
0.04286,148.66,0.8979677351770375,2.6522747546833187,-0.005896368974824644,1.5271669311637266
0.03679,108.51,0.7707940498638174,1.935950044603033,0.0012017207220622744,2.200784350187555
0.03972,125.7,0.8321810182275298,2.24264049955397,-0.0015061239078128577,1.6007581186281494
0.03922,113.79,0.821705426356589,2.0301516503122214,0.0019000267345264527,1.8245910311787141
0.03655,110.31,0.7657657657657657,1.9680642283675291,0.0003713704990386951,1.4667980315272597
0.0364,101.6,0.7626230882044835,1.8126672613737733,0.0030780096337805485,1.613459723911437
0.03637,109.24,0.761994552692227,1.9489741302408563,0.0005423009093915993,1.1948397449409673
0.03662,119.76,0.7672323486276974,2.136663693131133,-0.0026579681718350637,0.7163012911431689
0.03584,114.4,0.7508904253090298,2.041034790365745,-0.0016800363966093176,0.7689788314185141
0.03658,118.88,0.7663943012780222,2.120963425512935,-0.002409352507245756,0.5957264284240491
0.03643,118.74,0.7632516237167399,2.1184656556645853,-0.0025134363787883696,0.5089101110053728
0.03619,115.12,0.7582233396186884,2.0538804638715433,-0.0015661764858187419,0.5853748302835335
0.03551,105.45,0.7439765346742091,1.88135593220339,0.0009253161012023406,0.9613843488183135
0.03674,105.05,0.7697464906767233,1.8742194469223907,0.002286505039652033,1.175712953238065
0.03893,108.52,0.8156295830714435,1.936128456735058,0.0033384409986010263,1.3139374689852135
0.04173,113.12,0.8742928975487115,2.018198037466548,0.004629768206429678,1.526344211708356
0.04004,113.56,0.8388853970249318,2.026048171275647,0.002795460374135021,0.9937481132145238
0.03882,118.59,0.8133249528598365,2.115789473684211,-7.424052686973853e-05,0.20554204526216777
0.0402,120.98,0.8422375864236329,2.15842997323818,0.0005219055658934046,0.28486453195124534
0.039,117.6,0.8170961659333752,2.0981266726137378,0.00043045209579322535,0.16012512577197685
0.0383,112.17,0.8024303373140582,2.001248884924175,0.0015113419352476704,0.5061897225033379
0.03846,113.42,0.8057825267127593,2.0235504014272974,0.0012613765025924137,0.3253553040072257
0.03929,123.67,0.8231720092185207,2.2064228367528993,-0.001270340045180715,-0.8306996071060107
0.03936,121.25,0.8246385920804525,2.1632471008028546,-0.0004066469675601328,-0.45219902921173766
0.04159,130.12,0.8713597318248482,2.32149866190901,-0.0010857616776818457,-0.7118012204957829
0.04062,126.42,0.8510370835952231,2.255486173059768,-0.00084226399702228,-0.5610253244328557
0.04203,128.91,0.8805782526712759,2.2999107939339876,-0.0002489151388715555,-0.20917354999468285
0.04214,125.64,0.8828828828828827,2.2415700267618197,0.0009335544329545989,0.3763917478954091
0.04386,121.95,0.918918918918919,2.1757359500446034,0.0038637723901529253,1.6575958382736822
0.04313,117.1,0.9036245547873455,2.0892060660124887,0.004724438268855331,1.812079440886601
0.04383,121.18,0.9182903834066625,2.16199821587868,0.004086311096668564,1.3857957795167846
0.0427,121.75,0.8946155457783365,2.1721677074041037,0.0027693668593777657,0.7015749781206571
0.04348,119.88,0.9109574690970039,2.1388046387154325,0.004162675146630032,1.2780396459451886
0.04312,117.26,0.9034150429499266,2.0920606601248886,0.004661962693475456,1.3720469458617346
0.04162,120.5,0.8719882673371044,2.1498661909009815,0.002099332292033025,0.14279797961073112
0.04248,122.17,0.8900062853551225,2.1796610169491526,0.002411618474005596,0.3182924305708731
0.04177,123.53,0.8751309448983867,2.20392506690455,0.0012555760832766785,-0.17620090885605258
0.04138,118.99,0.866959983239053,2.12292595896521,0.002354570534680578,0.40219574409391023
0.0384,110.82,0.8045254556882463,1.977163247100803,0.002054104602515351,0.19794832458347725
0.0384,109.39,0.8045254556882463,1.9516503122212312,0.0025231050574729616,0.3971478810956021
0.03842,109.4,0.804944479363084,1.9518287243532562,0.0025398253340117305,0.35636788352940985
0.03756,104.59,0.786926461345066,1.866012488849242,0.0032573723188691686,0.6880178973219347
0.03951,107.94,0.8277812696417348,1.9257805530776093,0.004108664959353074,1.03979622203759
0.03968,104.8,0.8313429708778546,1.8697591436217664,0.00530849812618308,1.528281131218187
0.04031,104.82,0.8445422166352399,1.8701159678858161,0.005931938679260597,1.6677825737459837
0.04011,105.06,0.8403519798868636,1.874397859054416,0.005653225316190787,1.4353896917770719
0.03943,105.22,0.8261051749423842,1.8772524531668153,0.004920749740810915,0.9855567055827974
0.03881,105.91,0.8131154410224177,1.889562890276539,0.00407444882198521,0.3949869682553427
0.03899,109.14,0.8168866540959563,1.9471900089206067,0.0031950981440040174,-0.3227841715261691
0.0385,114.57,0.8066205740624345,2.0440677966101695,0.0009242083045495758,-1.7841539042323549
0.03753,110.15,0.7862979258328096,1.9652096342551295,0.0014038460744185688,-1.3035968463748393
0.03797,110.68,0.7955164466792373,1.9746654772524534,0.001670020730972735,-1.0223815160103142
0.03817,109.24,0.7997066834276136,1.9489741302408563,0.0023423009093916022,-0.5573427304658723
0.03843,105.41,0.8051539912005028,1.8806422836752898,0.0038584349950473162,0.45936923407171376
0.03933,105.67,0.824010056568196,1.8852809991079396,0.0046731621850550145,1.001488451987838
0.03925,108.47,0.8223339618688456,1.9352363960749333,0.003674839615907241,0.28984980157783585
0.03893,107.5,0.8156295830714435,1.9179304192685103,0.003672972791647716,0.24979774636633723
0.03932,111.89,0.8238005447307772,1.9962533452274756,0.0026231741921624516,-0.5301169074762171
0.03879,110.52,0.81269641734758,1.9718108831400536,0.002542496306352615,-0.5963796385528773
0.03908,110.2,0.8187722606327257,1.9661016949152543,0.0029374474571123577,-0.3519187424745594
