ICPUSDT,TOMOUSDT,ICPUSDT_perc,TOMOUSDT_perc,spread,zscore
4.05,0.2538,1.0602094240837696,0.9570135746606336,0.20417198282366034,1.8429516282990068
4.07,0.2543,1.0654450261780106,0.958898944193062,0.21659548948801,1.8195691966082863
4.06,0.253,1.06282722513089,0.9539969834087482,0.22629437216070158,1.7197330242289286
4.06,0.253,1.06282722513089,0.9539969834087482,0.22629437216070158,1.542529806858131
4.06,0.2545,1.06282722513089,0.9596530920060332,0.20356489215374918,1.1358520861661536
4.07,0.2548,1.0654450261780106,0.9607843137254903,0.2090189961523592,1.0981814298240171
4.07,0.2542,1.0654450261780106,0.9585218702865761,0.21811078815514096,1.1355360704826876
4.08,0.2554,1.068062827225131,0.9630467571644044,0.2099272041495781,0.9675915566555612
4.05,0.2546,1.0602094240837696,0.9600301659125189,0.19204959348661932,0.6910795246602566
4.07,0.2551,1.0654450261780106,0.9619155354449472,0.20447310015096898,0.7651948917069201
4.06,0.255,1.06282722513089,0.9615384615384616,0.19598839881809837,0.5945234962233763
4.06,0.2545,1.06282722513089,0.9596530920060332,0.20356489215374918,0.613511241216861
4.12,0.2558,1.0785340314136127,0.964555052790347,0.2438660094810574,1.053102794929282
4.15,0.255,1.086387434554974,0.9615384615384616,0.2859883988180991,1.5106830484248015
4.12,0.255,1.0785340314136127,0.9615384615384616,0.2559883988180989,1.0424271025582785
4.12,0.2555,1.0785340314136127,0.9634238310708899,0.24841190548244807,0.920661775373313
4.1,0.2555,1.0732984293193717,0.9634238310708899,0.2284119054824476,0.48954694360718726
4.09,0.2554,1.0706806282722514,0.9630467571644044,0.2199272041495779,0.1734432481912591
4.1,0.2546,1.0732984293193717,0.9600301659125189,0.24204959348661914,0.8738041698870636
4.08,0.2545,1.068062827225131,0.9596530920060332,0.22356489215374964,0.061485489396544475
4.09,0.256,1.0706806282722514,0.9653092006033183,0.21083541214679702,-0.5075699668065945
4.07,0.2558,1.0654450261780106,0.964555052790347,0.1938660094810576,-1.207087352558488
4.1,0.2558,1.0732984293193717,0.964555052790347,0.22386600948105695,0.07224059360220093
4.1,0.2569,1.0732984293193717,0.9687028657616894,0.20719772414262527,-0.603071519516662
4.07,0.2567,1.0654450261780106,0.967948717948718,0.18022832147688694,-1.5562885397091886
4.08,0.2568,1.068062827225131,0.9683257918552035,0.18871302280975666,-1.157443861047795
4.1,0.2572,1.0732984293193717,0.9698340874811463,0.2026518281412355,-0.5982765412519807
4.05,0.2575,1.0602094240837696,0.9709653092006034,0.14810593213984458,-2.223627745144125
4.06,0.257,1.06282722513089,0.9690799396681751,0.16568242547549517,-1.475575115773747
4.05,0.256,1.0602094240837696,0.9653092006033183,0.17083541214679698,-1.2425809572626638
4.01,0.2555,1.049738219895288,0.9634238310708899,0.13841190548244775,-1.9193051126614264
3.99,0.2559,1.0445026178010473,0.9649321266968327,0.11235071081392745,-2.1900114023541035
4.02,0.2563,1.0523560209424083,0.9664404223227752,0.13628951614540696,-1.4564116868124763
4.01,0.2564,1.049738219895288,0.966817496229261,0.12477421747827622,-1.5242285246777434
3.99,0.2559,1.0445026178010473,0.9649321266968327,0.11235071081392745,-1.6658214115834578
3.98,0.2546,1.0418848167539267,0.9600301659125189,0.12204959348661948,-1.330257010114839
3.93,0.2553,1.0287958115183247,0.9626696832579187,0.061442502816708267,-2.274308719209149
3.96,0.2542,1.036649214659686,0.9585218702865761,0.10811078815514064,-1.1942991479010028
3.97,0.255,1.0392670157068065,0.9615384615384616,0.10598839881809896,-1.1247338473545967
3.99,0.2563,1.0445026178010473,0.9664404223227752,0.1062895161454076,-1.0359836686720398
3.96,0.2575,1.036649214659686,0.9709653092006034,0.05810593213984472,-1.8360290565661357
3.92,0.2571,1.0261780104712042,0.9694570135746606,0.024167126808365413,-2.1523820086969514
3.93,0.2569,1.0287958115183247,0.9687028657616894,0.03719772414262579,-1.6789034079551064
3.98,0.2568,1.0418848167539267,0.9683257918552035,0.08871302280975657,-0.6782933321769773
3.95,0.2565,1.0340314136125655,0.9671945701357466,0.06325891881114654,-1.082106486883905
3.97,0.2559,1.0392670157068065,0.9649321266968327,0.09235071081392743,-0.4280183098401651
3.95,0.2573,1.0340314136125655,0.9702111613876319,0.05113652947410596,-1.1935210141788912
3.93,0.2574,1.0287958115183247,0.9705882352941178,0.029621230806974985,-1.5738805185717821
3.95,0.2577,1.0340314136125655,0.9717194570135747,0.04507533480558523,-1.1082704045135752
3.96,0.2578,1.036649214659686,0.9720965309200602,0.05356003613845495,-0.8386910412279884
3.95,0.257,1.0340314136125655,0.9690799396681751,0.055682425475495734,-0.727232717913453
3.95,0.2573,1.0340314136125655,0.9702111613876319,0.05113652947410596,-0.7759765395273542
3.94,0.2586,1.031413612565445,0.9751131221719457,0.021437646801413468,-1.4578947743902608
3.98,0.2587,1.0418848167539267,0.9754901960784313,0.05992234813428343,-0.30900234994199643
4.02,0.259,1.0523560209424083,0.9766214177978885,0.09537645213289192,0.8569632709622979
4.03,0.2595,1.0549738219895288,0.9785067873303168,0.09779995879724179,0.9846748955419696
4.03,0.2606,1.0549738219895288,0.9826546003016592,0.08113167345881056,0.5415632582023628
4.04,0.2593,1.0575916230366493,0.9777526395173454,0.11083055613150261,1.44055510204464
4.05,0.2603,1.0602094240837696,0.9815233785822021,0.1056775694602008,1.2763684468970868
4.03,0.26,1.0549738219895288,0.9803921568627452,0.09022346546159099,0.7965926943310959
4.02,0.2606,1.0523560209424083,0.9826546003016592,0.07113167345880989,0.19396250585121744
3.99,0.2588,1.0445026178010473,0.975867269984917,0.06840704946715359,0.07530672315388873
3.98,0.258,1.0418848167539267,0.9728506787330318,0.07052943880419393,0.07725838968742893
4.05,0.259,1.0602094240837696,0.9766214177978885,0.12537645213289217,1.9472351782743205
4.07,0.2614,1.0654450261780106,0.9856711915535447,0.10900928412176869,1.2613669832128134
4.04,0.2609,1.0575916230366493,0.9837858220211162,0.08658577745741924,0.41914668212231193
4.06,0.2619,1.06282722513089,0.987556561085973,0.09143279078611721,0.59452288585242
4.04,0.2613,1.0575916230366493,0.9852941176470588,0.0805245827888994,0.15712749590340727
4.11,0.2643,1.0759162303664922,0.9966063348416289,0.10506562277499487,0.9740663660035076
4.14,0.2654,1.0837696335078533,1.0007541478129716,0.11839733743656211,1.352155867733951
4.11,0.265,1.0759162303664922,0.9992458521870288,0.09445853210508304,0.36654202596113006
4.12,0.2668,1.0785340314136127,1.0060331825037707,0.07718315609674065,-0.3739287068274521
4.12,0.2679,1.0785340314136127,1.0101809954751133,0.060514870758308525,-1.105600895298367
4.11,0.268,1.0759162303664922,1.010558069381599,0.04899957209117822,-1.9092905819999686
4.1,0.2676,1.0732984293193717,1.009049773755656,0.04506076675969872,-1.9490086623056377
4.09,0.2679,1.0706806282722514,1.0101809954751133,0.030514870758308277,-2.160434314098528
4.14,0.2685,1.0837696335078533,1.0124434389140273,0.07142307875552678,-0.46561919761801585
4.16,0.268,1.0890052356020943,1.010558069381599,0.09899957209117805,0.6057561084057039
4.16,0.2679,1.0890052356020943,1.0101809954751133,0.10051487075830856,0.6986655664462363
4.14,0.2685,1.0837696335078533,1.0124434389140273,0.07142307875552678,-0.4254106737666459
4.14,0.269,1.0837696335078533,1.0143288084464557,0.06384658541987598,-0.6807685624570453
4.16,0.2705,1.0890052356020943,1.0199849170437407,0.06111710541292403,-0.7641329330281246
4.2,0.2714,1.099476439790576,1.0233785822021115,0.08747941740875387,0.26856432922731877
4.0,0.2701,1.0471204188481675,1.018476621417798,-0.09282169991855493,-3.6702120340852553
4.01,0.2696,1.049738219895288,1.0165912518853697,-0.07524520658290434,-2.572170384971889
4.05,0.2714,1.0602094240837696,1.0233785822021115,-0.06252058259124649,-1.9835781123298901
4.02,0.2695,1.0523560209424083,1.016214177978884,-0.06372990791577493,-1.7399749146281653
4.01,0.2693,1.049738219895288,1.0154600301659125,-0.07069931058151369,-1.6235952412376262
4.03,0.2707,1.0549738219895288,1.0207390648567118,-0.07191349192133512,-1.4600244313103978
4.01,0.2705,1.049738219895288,1.0199849170437407,-0.08888289458707632,-1.5104966894461052
4.02,0.2731,1.0523560209424083,1.0297888386123681,-0.11828065993246017,-1.6887527561633762
4.02,0.2716,1.0523560209424083,1.024132730015083,-0.09555117992550777,-1.2618266665033104
4.02,0.2728,1.0523560209424083,1.028657616892911,-0.11373476393106952,-1.3418383492546935
4.01,0.2705,1.049738219895288,1.0199849170437407,-0.08888289458707632,-0.9402792301339727
4.02,0.2725,1.0523560209424083,1.0275263951734541,-0.10918886792967974,-1.0798193644235854
4.02,0.272,1.0523560209424083,1.0256410256410258,-0.10161237459402894,-0.898861143044992
4.0,0.2718,1.0471204188481675,1.0248868778280542,-0.11858177725976748,-1.003310022113454
4.0,0.2706,1.0471204188481675,1.0203619909502264,-0.10039819325420574,-0.7108270569302623
3.95,0.272,1.0340314136125655,1.0256410256410258,-0.17161237459402834,-1.462057101085997
3.87,0.2703,1.013089005235602,1.0192307692307692,-0.22585229725281497,-1.949633303539885
3.9,0.2704,1.0209424083769634,1.0196078431372548,-0.1973675959199448,-1.4758089552397657
3.85,0.2679,1.0078534031413613,1.0101809954751133,-0.2094851292416915,-1.5258202361218631
3.87,0.2691,1.013089005235602,1.0147058823529411,-0.20766871324725322,-1.4371222517999298
3.85,0.2674,1.0078534031413613,1.008295625942685,-0.2019086359060407,-1.4450890808852812
3.89,0.2689,1.018324607329843,1.0139517345399698,-0.18463811591299217,-1.026977990117887
3.89,0.2708,1.018324607329843,1.0211161387631975,-0.21342879058846576,-1.3850208180255985
3.92,0.2711,1.0261780104712042,1.0222473604826547,-0.1879746865898566,-0.8559474125145141
3.92,0.2715,1.0261780104712042,1.0237556561085974,-0.19403588125837778,-0.8799208358197683
3.91,0.2719,1.0235602094240839,1.0252639517345399,-0.21009707592689697,-1.077197557902851
3.91,0.2725,1.0235602094240839,1.0275263951734541,-0.21918886792967918,-1.14945711336996
3.93,0.2743,1.0287958115183247,1.0343137254901962,-0.22646424393802134,-1.1804949022154214
3.97,0.2768,1.0392670157068065,1.043740573152338,-0.2243467106162753,-1.0345312244365388
3.99,0.2768,1.0445026178010473,1.043740573152338,-0.2043467106162753,-0.5709136918646824
4.01,0.2755,1.049738219895288,1.0388386123680242,-0.16464782794358346,0.31255201423345386
4.0,0.2763,1.0471204188481675,1.0418552036199096,-0.1867702172806247,-0.07183476275588778
4.01,0.2771,1.049738219895288,1.044871794871795,-0.18889260661766638,-0.034563924353971064
4.0,0.277,1.0471204188481675,1.0444947209653093,-0.19737730795053565,-0.16210555098914733
3.99,0.2765,1.0445026178010473,1.042609351432881,-0.19980081461488464,-0.13755414586425566
3.97,0.276,1.0392670157068065,1.0407239819004526,-0.21222432127923385,-0.6459495744113579
3.98,0.2756,1.0418848167539267,1.0392156862745099,-0.19616312661071378,0.40987474816642205
3.98,0.2759,1.0418848167539267,1.0403469079939667,-0.20070902261210355,0.04145133893492911
3.97,0.2735,1.0392670157068065,1.0312971342383108,-0.17434185460098073,1.651576701273451
3.99,0.2751,1.0445026178010473,1.0373303167420815,-0.17858663327506274,1.2447457563259723
3.97,0.2744,1.0392670157068065,1.0346907993966816,-0.18797954260515093,0.6057819853630484
3.96,0.2755,1.036649214659686,1.0388386123680242,-0.21464782794358328,-0.9771264716884123
3.96,0.2745,1.036649214659686,1.0350678733031675,-0.19949484127228168,-0.02298108334998826
3.97,0.2755,1.0392670157068065,1.0388386123680242,-0.20464782794358305,-0.370740411742015
4.0,0.2772,1.0471204188481675,1.0452488687782806,-0.2004079052847958,-0.07028276273542765
3.95,0.2748,1.0340314136125655,1.0361990950226245,-0.21404073727367212,-0.8558340464526935
3.92,0.273,1.0261780104712042,1.0294117647058825,-0.2167653612653302,-0.9887821010928218
3.93,0.2731,1.0287958115183247,1.0297888386123681,-0.2082806599324596,-0.5169579816265885
3.94,0.2742,1.031413612565445,1.0339366515837105,-0.21494894527089103,-1.019555227800985
3.95,0.2757,1.0340314136125655,1.0395927601809956,-0.2276784252778432,-1.8145061209943225
3.93,0.2751,1.0287958115183247,1.0373303167420815,-0.2385866332750628,-2.1171554454693196
3.91,0.2761,1.0235602094240839,1.0411010558069382,-0.2737396199463644,-3.0781639060966817
