ANTUSDT,STMXUSDT,ANTUSDT_perc,STMXUSDT_perc,spread,zscore
1.889,0.008556,1.1311377245508982,1.2310791366906475,-0.3107475891851681,-0.9142931651859182
1.756,0.007969,1.051497005988024,1.1466187050359713,-0.29282988992713954,-0.7373994875151514
1.776,0.007913,1.0634730538922157,1.1385611510791367,-0.25843228999792367,-0.2423170631100881
1.686,0.007682,1.0095808383233533,1.1053237410071943,-0.28904219028990896,-0.872954145408095
1.724,0.007678,1.0323353293413173,1.104748201438849,-0.25001379029496507,-0.28124526883152884
1.709,0.007809,1.0233532934131737,1.1235971223021584,-0.2986938901293801,-1.1387715607216677
1.584,0.007317,0.9485029940119761,1.0528057553956836,-0.297200690751271,-1.0215970180286196
1.614,0.007248,0.9664670658682636,1.0428776978417267,-0.24946079083848738,-0.06313264039198248
1.723,0.007745,1.0317365269461078,1.114388489208633,-0.2682394902102767,-0.38079091433521844
1.89,0.008185,1.1317365269461077,1.1776978417266186,-0.214363489654114,0.7808937472038618
1.992,0.008158,1.192814371257485,1.1738129496402878,-0.10542178968824256,2.55607394105021
1.971,0.008077,1.180239520958084,1.1621582733812952,-0.10559668979062709,2.118118104979198
1.955,0.00924,1.1706586826347307,1.3294964028776979,-0.4206039883205883,-2.40388603213046
2.031,0.00884,1.2161676646706587,1.2719424460431656,-0.24176398882619043,0.02265172829580109
1.949,0.008602,1.1670658682634731,1.237697841726619,-0.2625741891270239,-0.20996324063522326
1.926,0.008647,1.1532934131736527,1.2441726618705038,-0.29714368907014355,-0.6379638267371998
1.966,0.008649,1.177245508982036,1.2444604316546763,-0.2576578890676158,-0.13154495991424398
2.032,0.008877,1.2167664670658684,1.2772661870503597,-0.25027668877942233,0.029640170835053124
2.017,0.009077,1.2077844311377246,1.3060431654676259,-0.31669668852662136,-0.8625697399592763
2.08,0.008985,1.2455089820359282,1.2928057553956835,-0.23004348864290947,0.38105763732564
2.102,0.00909,1.2586826347305389,1.3079136690647484,-0.23503898851018956,0.3666714652039938
2.112,0.008513,1.2646706586826348,1.2248920863309354,-0.07669228923952032,2.235768555388659
2.238,0.009265,1.340119760479042,1.3330935251798564,-0.14403148828898837,1.2267702690788236
2.171,0.01004,1.3,1.4446043165467628,-0.4102839873093842,-1.8479566061281887
2.181,0.010032,1.3059880239520958,1.443453237410072,-0.3982271873194958,-1.5515976308223065
2.095,0.009863,1.254491017964072,1.419136690647482,-0.4407772875331126,-1.7507249591202478
2.008,0.009691,1.2023952095808383,1.3943884892086331,-0.4835560877505216,-1.8864326636199888
2.006,0.009815,1.2011976047904191,1.4122302158273383,-0.5174364875937854,-1.8905549158842285
1.992,0.009971,1.192814371257485,1.434676258992806,-0.5715440873966005,-1.9688846441637395
1.863,0.009408,1.1155688622754492,1.3536690647482015,-0.5557967881082351,-1.6317921557472748
1.758,0.008885,1.0526946107784432,1.2784172661870505,-0.5263334887693105,-1.2905763002348356
1.643,0.007808,0.9838323353293413,1.123453237410072,-0.36443679013064423,-0.17729353559135472
1.593,0.00799,0.9538922155688623,1.1496402877697842,-0.46122898990059547,-0.7621789484545746
1.645,0.00824,0.9850299401197605,1.1856115107913672,-0.4735039895845943,-0.8222713400306256
1.649,0.008127,0.9874251497005988,1.1693525179856117,-0.44045168972742665,-0.5256885606221853
1.725,0.008277,1.032934131736527,1.1909352517985612,-0.40301668953782555,-0.2114465812560611
1.679,0.00828,1.0053892215568863,1.19136690647482,-0.4497879895340333,-0.5002347325725605
1.754,0.008686,1.0502994011976048,1.2497841726618706,-0.4791705890208471,-0.6446962313038046
1.533,0.00776,0.9179640718562874,1.1165467625899281,-0.46209599019131686,-0.4550282887885326
1.589,0.007556,0.951497005988024,1.0871942446043166,-0.3536475904491738,0.3809418979229238
1.512,0.007269,0.9053892215568863,1.0458992805755396,-0.35685989081194336,0.42035037404810455
1.659,0.007635,0.9934131736526947,1.0985611510791369,-0.3039584903493173,0.8953360289156601
1.586,0.008145,0.9497005988023953,1.1719424460431656,-0.5080794897046743,-0.7778440085541473
1.659,0.00794,0.9934131736526947,1.1424460431654675,-0.38237398996379546,0.884963242231854
1.733,0.007716,1.0377245508982036,1.1102158273381295,-0.25078359024693264,2.2696078873389687
1.769,0.00769,1.0592814371257484,1.106474820143885,-0.20809899027979695,2.2929866750976604
1.844,0.00766,1.1041916167664672,1.1021582733812951,-0.12538599031771702,2.4719491282780677
1.868,0.007994,1.118562874251497,1.1502158273381295,-0.18725738989553897,1.6932034150927986
1.931,0.007873,1.1562874251497006,1.1328057553956834,-0.09314829004848368,2.061919895607587
1.911,0.00722,1.1443113772455091,1.0388489208633094,0.05473800912612048,2.5131318604646014
1.847,0.007492,1.1059880239520958,1.0779856115107915,-0.07919319053007023,1.510423932916327
1.82,0.007947,1.0898203592814373,1.1434532374100719,-0.22317368995494724,0.5603584120938045
2.048,0.00814,1.2263473053892215,1.1712230215827337,-0.04479398971099435,1.4979593303887313
1.962,0.008084,1.1748502994011976,1.1631654676258993,-0.11639638978177858,0.9747628432136025
1.962,0.008234,1.1748502994011976,1.184748201438849,-0.15496138959217798,0.6710916051010101
1.93,0.00793,1.1556886227544911,1.1410071942446043,-0.10880298997643556,0.8653561908786923
1.734,0.007342,1.0383233532934133,1.0564028776978418,-0.15362819071967082,0.5249715550929732
1.759,0.007271,1.0532934131736527,1.0461870503597122,-0.11037409080941529,0.7192891969582808
1.657,0.00702,0.9922155688622755,1.0100719424460431,-0.14784199112668084,0.4032078669055416
1.721,0.007379,1.0305389221556887,1.061726618705036,-0.17614089067290273,0.12086844408363119
1.75,0.007571,1.0479041916167666,1.0893525179856116,-0.19650409043021355,-0.09648620757862546
1.62,0.007085,0.970059880239521,1.0194244604316547,-0.20155349104452025,-0.20626167855142352
1.683,0.007148,1.0077844311377246,1.0284892086330935,-0.15475079096488797,0.13162083249788203
1.66,0.007108,0.9940119760479041,1.0227338129496404,-0.16746679101544815,-0.16097024329047369
1.606,0.006915,0.9616766467065869,0.9949640287769785,-0.17184649125940132,-0.41518124145263935
1.668,0.007234,0.9988023952095808,1.0408633093525181,-0.19186139085618348,-0.7928069277308851
1.649,0.00729,0.9874251497005988,1.0489208633093525,-0.22525899078539902,-1.2795836516930315
1.628,0.007251,0.9748502994011976,1.0433093525179855,-0.23623209083469554,-1.3062690621856377
1.597,0.007065,0.9562874251497007,1.016546762589928,-0.21941149106980062,-1.0183848961896227
1.65,0.007174,0.9880239520958084,1.0322302158273382,-0.194435390932024,-0.5948411040424803
1.675,0.007153,1.0029940119760479,1.0292086330935253,-0.16403629095856775,-0.005804271858266876
1.685,0.007169,1.0089820359281438,1.0315107913669066,-0.15814989093834386,0.2026163357856048
1.665,0.007231,0.9970059880239521,1.040431654676259,-0.19409009085997542,-0.6237718605936867
1.692,0.007295,1.0131736526946107,1.0496402877697844,-0.1835444907790793,-0.3066907758008898
1.674,0.007177,1.0023952095808384,1.0326618705035973,-0.17120669092823193,0.12581877574024727
1.605,0.00699,0.9610778443113773,1.0057553956834533,-0.19212899116460092,-0.4595930182821955
1.677,0.007215,1.004191616766467,1.0381294964028778,-0.1779764908801995,0.08451347836986567
1.72,0.007366,1.0299401197604792,1.0598561151079138,-0.1737985906893349,0.26928615825299906
1.707,0.007253,1.0221556886227545,1.0435971223021583,-0.1577462908321674,1.0937518905894175
1.684,0.007225,1.0083832335329341,1.039568345323741,-0.1735474908675596,0.5056102791667172
1.689,0.007151,1.011377245508982,1.0289208633093525,-0.14952209096109592,1.4442457418653798
1.676,0.007308,1.0035928143712576,1.0515107913669066,-0.20288679076264726,-0.7988881474637731
1.684,0.007507,1.0083832335329341,1.0801438848920863,-0.24604969051111003,-2.2089842017445434
1.614,0.007072,0.9664670658682636,1.0175539568345324,-0.2042111910609523,-0.598968335821487
1.624,0.006911,0.9724550898203594,0.9943884892086331,-0.15281809126445722,1.279077380661712
1.617,0.006883,0.9682634730538923,0.9903597122302159,-0.15261929129984964,1.2140957224306346
1.572,0.00662,0.9413173652694612,0.9525179856115108,-0.130001991632283,1.7541811625258055
1.538,0.0065,0.9209580838323354,0.935251798561151,-0.13314999178396358,1.4910903945626341
1.527,0.006547,0.9143712574850299,0.9420143884892087,-0.15623369172455548,0.6793239572520108
1.583,0.006627,0.9479041916167665,0.9535251798561152,-0.1208016916234349,1.7249747495938017
1.631,0.006761,0.9766467065868264,0.9728057553956835,-0.10725309145405815,1.88115666133503
1.605,0.00667,0.9610778443113773,0.9597122302158273,-0.10985699156908257,1.598272528926971
1.583,0.00643,0.9479041916167665,0.925179856115108,-0.07015299187244395,2.2623229231475954
1.545,0.006431,0.9251497005988024,0.9253237410071943,-0.10841009187118011,1.1748889961579727
1.558,0.006474,0.9329341317365271,0.9315107913669065,-0.10646539181682768,1.1087474545713145
1.565,0.006505,0.937125748502994,0.9359712230215829,-0.10743549177764367,0.9907730775157235
1.585,0.006628,0.9491017964071856,0.9536690647482016,-0.11905879162217103,0.6432979350159357
1.625,0.00657,0.9730538922155689,0.9453237410071943,-0.06414699169548332,1.7170631999356687
1.654,0.006769,0.9904191616766467,0.9739568345323741,-0.08630989144394619,1.103517053038208
1.728,0.00688,1.0347305389221557,0.9899280575539569,-0.04084799130364147,1.8176674572862141
1.749,0.006723,1.047305389221557,0.9673381294964029,0.020516708497909875,2.434200140669837
1.81,0.006801,1.0838323353293413,0.9785611510791367,0.061462908596502164,2.462657346227051
1.816,0.006985,1.087425149700599,1.0050359712230217,0.020156508829079156,1.6680300718767345
1.816,0.00683,1.087425149700599,0.9827338129496404,0.06000700863315833,2.015009774705697
1.844,0.006797,1.1041916167664672,0.9779856115107914,0.09649130859144606,2.1703782171464354
1.805,0.007133,1.0808383233532934,1.0263309352517986,-0.028894290983848103,0.48803744212127037
1.851,0.006739,1.1083832335329342,0.9696402877697843,0.11840310851813363,2.0654742656774383
1.92,0.006801,1.1497005988023952,0.9785611510791367,0.17146290859650204,2.228190467930665
2.072,0.007238,1.2407185628742516,1.0414388489208632,0.21111020914887257,2.1971653760183565
2.022,0.007308,1.2107784431137725,1.0515107913669066,0.1431132092373526,1.4067700328298915
1.853,0.006944,1.1095808383233534,0.999136690647482,0.06769760877725495,0.632926511298051
1.906,0.007137,1.141317365269461,1.026906474820144,0.07107730902120779,0.5956840124770324
1.724,0.005748,1.0323353293413173,0.8270503597122302,0.2461892072655043,1.96793147067048
1.652,0.004185,0.9892215568862275,0.602158273381295,0.5760365052898633,3.210925462861791
1.826,0.005122,1.0934131736526946,0.7369784172661871,0.5091338064742368,2.290045415044317
1.977,0.005239,1.1838323353293414,0.7538129496402878,0.6300531066221255,2.3793436496274656
1.771,0.004877,1.0604790419161676,0.701726618705036,0.517123306164555,1.636817540213131
1.808,0.00466,1.0826347305389223,0.6705035971223022,0.6099140058902661,1.79882042826896
1.905,0.004656,1.1407185628742516,0.6699280575539569,0.70794240588521,1.908947154246696
1.87,0.004909,1.1197604790419162,0.7063309352517986,0.6078961062050035,1.3694412055599232
1.972,0.004925,1.1808383233532935,0.7086330935251799,0.7057825062252276,1.56105120558175
2.017,0.005109,1.2077844311377246,0.7351079136690648,0.7034761064578046,1.393647081108102
2.183,0.00508,1.307185628742515,0.7309352517985612,0.8769320064211481,1.7697345713878667
2.101,0.005305,1.2580838323353294,0.7633093525179856,0.7370845067055498,1.1713891124763023
1.779,0.004915,1.0652694610778444,0.7071942446043166,0.5153535062125874,0.34421846163862385
1.842,0.00485,1.102994011976048,0.6978417266187051,0.5950650061304272,0.5588186512162397
1.871,0.005125,1.1203592814371257,0.7374100719424461,0.5533625064780285,0.3306439426913582
1.899,0.005268,1.137125748502994,0.7579856115107915,0.5445972066587814,0.22677426416288532
1.878,0.005305,1.1245508982035928,0.7633093525179856,0.5140845067055497,0.032028768996371214
1.808,0.005198,1.0826347305389223,0.7479136690647483,0.47159420657030093,-0.21941430818797203
1.795,0.00526,1.0748502994011977,0.7568345323741007,0.4426540066486693,-0.4534948300913405
1.791,0.00512,1.0724550898203593,0.7366906474820145,0.47464800647170846,-0.4589277094066779
1.855,0.004996,1.1107784431137724,0.7188489208633093,0.570528406314972,-0.04707468533101896
1.881,0.005208,1.1263473053892217,0.7493525179856115,0.5420232065829411,-0.45919757532476574
1.955,0.005328,1.1706586826347307,0.7666187050359713,0.5851712067346218,-0.05651409891680053
1.966,0.005261,1.177245508982036,0.7569784172661871,0.6133969066499334,0.16538828841361133
1.946,0.005313,1.1652694610778442,0.7644604316546763,0.5800277067156616,-0.13168298202093148
1.98,0.005312,1.18562874251497,0.76431654676259,0.6142848067143978,0.15486872262578477
2.162,0.005329,1.2946107784431138,0.7667625899280577,0.7919141067358857,1.6639497349632981
2.15,0.005209,1.2874251497005988,0.7494964028776979,0.8107661065842051,1.6873362055063506
2.17,0.005167,1.2994011976047903,0.743453237410072,0.8415643065311169,1.7066695511431333
2.256,0.005008,1.3508982035928143,0.7205755395683454,0.9684432063301398,2.2519600925545507
2.154,0.005054,1.2898203592814372,0.7271942446043166,0.8546166063882841,1.3685271903544318
2.255,0.005136,1.3502994011976048,0.7389928057553957,0.9345344064919328,1.8109984279686653
2.346,0.005199,1.4047904191616767,0.7480575539568345,1.0093371065715653,1.9771082810743372
2.361,0.00505,1.4137724550898205,0.7266187050359713,1.0626450063832285,1.9416191008362564
2.186,0.004955,1.3089820359281437,0.7129496402877699,0.9120695062631476,1.0638890624505213
2.203,0.005105,1.3191616766467065,0.7345323741007195,0.8905045064527484,0.8702549574405113
2.108,0.005049,1.2622754491017965,0.7264748201438849,0.8099021063819645,0.4122317540012807
2.144,0.0048,1.2838323353293415,0.6906474820143885,0.909920006067227,0.8332824628178517
1.825,0.004247,1.0928143712574852,0.6110791366906475,0.7330963053682318,-0.1434364375350152
1.862,0.004219,1.1149700598802397,0.6070503597122302,0.7772951053328399,0.010222445205730917
1.855,0.00414,1.1107784431137724,0.59568345323741,0.7906060052329833,2.4343956765830205e-05
1.801,0.003914,1.078443113772455,0.5631654676258993,0.7947106049473178,-0.04465275175671978
1.935,0.004152,1.158682634730539,0.5974100719424461,0.8675208052481511,0.37577063095548646
1.971,0.004175,1.180239520958084,0.6007194244604317,0.8976075052772234,0.5272380670912739
2.004,0.00413,1.2,0.5942446043165468,0.9421770052203431,0.8128963660906058
2.099,0.004192,1.2568862275449104,0.6031654676258994,1.0212368052987115,1.451669730929299
2.1,0.00414,1.25748502994012,0.59568345323741,1.0356060052329834,1.5653174974079587
2.112,0.004125,1.2646706586826348,0.5935251798561152,1.0514625052140232,1.5423015597407246
2.181,0.004102,1.3059880239520958,0.5902158273381295,1.126375805184951,1.9678780141853778
2.138,0.003954,1.280239520958084,0.5689208633093525,1.121426604997878,1.6799713745512077
2.195,0.003659,1.31437125748503,0.5264748201438849,1.2542711046249964,2.314463038149537
2.205,0.003572,1.3203592814371259,0.5139568345323742,1.2866388045150279,2.1227968490976226
2.189,0.00348,1.3107784431137726,0.5007194244604317,1.2942920043987396,1.8647590124518032
2.235,0.003523,1.3383233532934131,0.506906474820144,1.3292367044530917,1.805685276138906
2.198,0.003568,1.3161676646706588,0.5133812949640288,1.2806672045099718,1.4115668069572596
2.075,0.003681,1.2425149700598803,0.5296402877697842,1.128614904652805,0.5755519646572639
2.074,0.003737,1.2419161676646706,0.5376978417266187,1.1132173047235887,0.4448347637434459
2.18,0.003833,1.3053892215568863,0.5515107913669065,1.1945357048449337,0.7833858678499857
2.151,0.00376,1.2880239520958083,0.5410071942446043,1.184304004752661,0.6622930149179097
2.151,0.003684,1.2880239520958083,0.5300719424460433,1.2038436046565963,0.6944357521461808
