ANTUSDT,TRXUSDT,ANTUSDT_perc,TRXUSDT_perc,spread,zscore
1.66,0.05975,0.9940119760479041,0.9202217772986292,-0.1065678631812117,-0.7045837746253575
1.606,0.05899,0.9616766467065869,0.9085168643154166,-0.13809771128133352,-1.11513641681376
1.668,0.06,0.9988023952095808,0.9240720776220545,-0.10595936051669796,-0.8057928858674848
1.649,0.06038,0.9874251497005988,0.9299245341136609,-0.1361944364666372,-1.0742037753828093
1.628,0.05984,0.9748502994011976,0.9216078854150623,-0.14122880222198675,-1.0367830933527051
1.597,0.05966,0.9562874251497007,0.9188356691821962,-0.16690692414043662,-1.1781884536210563
1.65,0.05956,0.9880239520958084,0.9172955490528262,-0.11095032520624226,-0.5613706629323902
1.675,0.05933,1.0029940119760479,0.9137532727552748,-0.07915014765759487,-0.16030386926374898
1.685,0.05952,1.0089820359281438,0.9166795010010781,-0.07476768563256453,-0.06375094994105932
1.665,0.06091,0.9970059880239521,0.9380871707993224,-0.13586441081786793,-0.6770851274882059
1.692,0.06096,1.0131736526946107,0.9388572308640074,-0.11034271028496523,-0.307215815989084
1.674,0.06047,1.0023952095808384,0.931310642230094,-0.11385537550741232,-0.2764921081282848
1.605,0.06087,0.9610778443113773,0.9374711227475743,-0.19468177124419017,-1.6891582518180956
1.677,0.06133,1.004191616766467,0.9445556753426767,-0.13628212634148484,-0.4949310763236275
1.72,0.06233,1.0299401197604792,0.9599568766363776,-0.12284811568342979,-0.05211386611740902
1.707,0.0624,1.0221556886227545,0.9610349607269366,-0.1379177349373657,-0.4196783407696922
1.684,0.06277,1.0083832335329341,0.9667334052056061,-0.17185715099388577,-1.4202156622222677
1.689,0.06246,1.011377245508982,0.9619590328045587,-0.15769169429788255,-0.8963163590927226
1.676,0.06201,1.0035928143712576,0.9550284922223934,-0.15738699909400755,-0.8050991716124746
1.684,0.06232,1.0083832335329341,0.9598028646234407,-0.15855245579001043,-0.8919373761257436
1.614,0.06269,0.9664670658682636,0.9655013091021099,-0.23949187184652976,-2.6909306520875504
1.624,0.06163,0.9724550898203594,0.9491760357307869,-0.19815192314406804,-1.4249827275159102
1.617,0.06167,0.9682634730538923,0.9497920837825351,-0.2063345627177462,-1.4617091052680495
1.572,0.06095,0.9413173652694612,0.9387032188510703,-0.2300470503915455,-1.7700050524869428
1.538,0.06394,0.9209580838323354,0.984752810719236,-0.352449358523961,-3.0659665340141653
1.527,0.06172,0.9143712574850299,0.95056214384722,-0.29781286218484326,-1.8729485250083302
1.583,0.06182,0.9479041916167665,0.9521022639765901,-0.24476946111903786,-1.0176409716891168
1.631,0.06262,0.9766467065868264,0.9644232250115508,-0.22042225259259363,-0.6055710805271305
1.605,0.06218,0.9610778443113773,0.9576466964423225,-0.23341321728213793,-0.7158911493951446
1.583,0.0617,0.9479041916167665,0.950254119821346,-0.24122154239800442,-0.7598437963179137
1.545,0.06212,0.9251497005988024,0.9567226243647005,-0.2916392579216214,-1.3980435904650812
1.558,0.06163,0.9329341317365271,0.9491760357307869,-0.2641519231440681,-0.890599314199605
1.565,0.06153,0.937125748502994,0.9476359156014169,-0.2541953242098738,-0.6589423558529354
1.585,0.06184,0.9491017964071856,0.9524102880024642,-0.24336078090587665,-0.4379027372870605
1.625,0.06126,0.9730538922155689,0.9434775912521177,-0.18621250708754866,0.5798498498851393
1.654,0.06231,0.9904191616766467,0.9596488526105036,-0.18825679589659083,0.641602699625891
1.728,0.06338,1.0347305389221557,0.9761281379947636,-0.1458924044924721,1.4557911075911238
1.749,0.06291,1.047305389221557,0.968889573386724,-0.11099638950175761,1.90120640479199
1.81,0.06352,1.0838323353293413,0.9782843061758816,-0.06803164300034403,2.270935053980017
1.816,0.06424,1.087425149700599,0.9893731711073465,-0.08331915532654466,1.8370744692249428
1.816,0.06305,1.087425149700599,0.9710457415678422,-0.048135628009629894,2.0339755951661993
1.844,0.06321,1.1041916167664672,0.9735099337748344,-0.024866186304341342,1.972342622956515
1.805,0.06273,1.0808383233532934,0.9661173571538579,-0.049674511420207734,1.5078093191471584
1.851,0.06151,1.1083832335329342,0.9473278915755429,0.03239599557696504,2.014332359923563
1.92,0.06166,1.1497005988023952,0.949638071769598,0.09696109717567336,2.1683376380096204
2.072,0.06378,1.2407185628742516,0.982288618512244,0.18628119977075008,2.413596315736822
2.022,0.06269,1.2107784431137725,0.9655013091021099,0.16850812815346994,1.9644303019845808
1.853,0.06326,1.1095808383233534,0.9742799938395194,-0.017344485771438434,0.6086702090586987
1.906,0.06222,1.141317365269461,0.9582627444940705,0.06640414314418419,1.0847554146586094
1.724,0.05862,1.0323353293413173,0.9028184198367473,-0.009158295224813928,0.4982133194616639
1.652,0.0534,0.9892215568862275,0.8224241490836286,0.07317616914013869,0.9822991417295688
1.826,0.05777,1.0934131736526946,0.8897273987371015,0.11797279571583918,1.2026067260064008
1.977,0.05596,1.1838323353293414,0.8618512243955029,0.32248723642475974,2.292015941038972
1.771,0.05497,1.0604790419161676,0.8466040351147389,0.14575756587328526,1.0155353145532842
1.808,0.0508,1.0826347305389223,0.7823810257200061,0.3060477414291958,1.9177809997046176
1.905,0.05011,1.1407185628742516,0.7717541968273526,0.42344827407513774,2.2868288465292776
1.87,0.05071,1.1197604790419162,0.780994917603573,0.37070868046997085,1.7521077177470858
1.972,0.05015,1.1808383233532935,0.7723702448791006,0.4892656345014599,2.1153421098697387
2.017,0.05005,1.2077844311377246,0.7708301247497304,0.5372222334356545,2.042279363752433
2.183,0.05066,1.307185628742515,0.7802248575388879,0.685186979937068,2.3046558254939815
2.101,0.05211,1.2580838323353294,0.8025565994147543,0.5603162953912479,1.550713807706462
1.779,0.05005,1.0652694610778444,0.7708301247497304,0.29922223343565446,0.32861794636791436
1.842,0.05153,1.102994011976048,0.7936239026644077,0.318464569209576,0.3534693256994268
1.871,0.05068,1.1203592814371257,0.7805328815647621,0.37259566015022894,0.5392183233534736
1.899,0.05179,1.137125748502994,0.7976282150007701,0.36777741198067004,0.4495148771534266
1.878,0.0528,1.1245508982035928,0.813183428307408,0.31691576274530564,0.13835587406910993
1.808,0.05294,1.0826347305389223,0.815339596488526,0.24277652423743357,-0.26620218218620967
1.795,0.05275,1.0748502994011977,0.8124133682427229,0.2353940622124029,-0.3247832213384712
1.791,0.05326,1.0724550898203593,0.8202679809025104,0.21631540764801094,-0.5217914672788019
1.855,0.05296,1.1107784431137724,0.8156476205144001,0.2891852044505945,-0.17446796265888223
1.881,0.05325,1.1263473053892217,0.8201139688895733,0.30661106754143064,-0.17927884086133394
1.955,0.05458,1.1706586826347307,0.8405975666101955,0.3412883017166439,-0.034351042341729046
1.966,0.05413,1.177245508982036,0.8336670260280301,0.36559299692051894,0.06266897979641274
1.946,0.0544,1.1652694610778442,0.8378253503773294,0.33761017979819385,-0.16666893415654235
1.98,0.05357,1.18562874251497,0.8250423533035577,0.3961499509520081,0.22330591647827913
2.162,0.0531,1.2946107784431138,0.8178037886955183,0.5920459659427222,1.678250519228785
2.15,0.05331,1.2874251497005988,0.8210380409671955,0.5738371081809137,1.3994990389173962
2.17,0.0536,1.2994011976047903,0.8255043893423687,0.5852629712717496,1.341432841724164
2.256,0.05309,1.3508982035928143,0.8176497766825812,0.6863416258361414,1.8424236905370843
2.154,0.05446,1.2898203592814372,0.8387494224549515,0.543836220437677,0.8858657115520443
2.255,0.0546,1.3502994011976048,0.8409055906360696,0.6406969819298047,1.5866132029938327
2.346,0.0548,1.4047904191616767,0.8439858308948098,0.7257837840614159,1.9484513890707758
2.361,0.05393,1.4137724550898205,0.83058678576929,0.7665061947889082,1.8889915572835991
2.186,0.05348,1.3089820359281437,0.8236562451871245,0.6048108899927831,0.8709225158801737
2.203,0.05446,1.3191616766467065,0.8387494224549515,0.5928362204376769,0.7357422700841649
2.108,0.05554,1.2622754491017965,0.8553827198521484,0.46590495194837667,-0.011358720317085515
2.144,0.05574,1.2838323353293415,0.8584629601108886,0.49599175407998786,0.1141901612648954
1.825,0.05287,1.0928143712574852,0.8142615123979671,0.2618461434913695,-1.2663386279260336
1.862,0.05486,1.1149700598802397,0.8449099029724318,0.24000982470089927,-1.3986337892959595
1.855,0.05373,1.1107784431137724,0.8275065455105498,0.26641939265729686,-1.2839293479651483
1.801,0.05356,1.078443113772455,0.8248883412906207,0.21744561084542746,-1.5143338234524668
1.935,0.05493,1.158682634730539,0.8459879870629909,0.310940205446963,-0.9702429341902477
1.971,0.05488,1.180239520958084,0.8452179269983058,0.34841850491406046,-0.7541037576253873
2.004,0.05549,1.2,0.8546126597874634,0.3633832514154738,-0.6654793859651353
2.099,0.05418,1.2568862275449104,0.8344370860927152,0.49711469745342196,0.0749258086697878
2.1,0.05469,1.25748502994012,0.8422916987525028,0.4830360428890297,-0.03396133885745135
2.112,0.05478,1.2646706586826348,0.8436778068689358,0.49237510384825467,0.051176646164339194
2.181,0.05455,1.3059880239520958,0.8401355305713846,0.5681752813969021,0.5133166609346175
2.138,0.05413,1.280239520958084,0.8336670260280301,0.5375929969205189,0.34372418713547387
2.195,0.05412,1.31437125748503,0.8335130140150931,0.5948886568139382,0.7416233810204063
2.205,0.05398,1.3203592814371259,0.8313568458339751,0.6090278953218107,0.8010167267454726
2.189,0.05434,1.3107784431137726,0.8369012782997074,0.5823841391587106,0.6626586844693466
2.235,0.05448,1.3383233532934131,0.8390574464808255,0.6242449006508382,0.9985760399092023
2.198,0.05477,1.3161676646706588,0.8435237948559987,0.5786707637416741,0.8296538509833001
2.075,0.05514,1.2425149700598803,0.8492222393346681,0.44473134768515465,-0.08333498808869957
2.074,0.05477,1.2419161676646706,0.8435237948559987,0.45467076374167403,0.04021686197142134
2.18,0.05472,1.3053892215568863,0.8427537347913137,0.5621490632087716,0.8104194469045601
2.151,0.05364,1.2880239520958083,0.8261204373941167,0.5650803316980717,0.7962492925375493
2.15,0.0495,1.2874251497005988,0.762359464038195,0.686483527573724,1.5315335716163156
