AAVEUSDT,KLAYUSDT,AAVEUSDT_perc,KLAYUSDT_perc,spread,zscore
93.12,0.2543,1.4030435437697755,0.9902647975077884,3.713318418749992,0.8233764453726813
82.75,0.236,1.2467982522223895,0.9190031152647976,-0.22277567115611419,-0.42761263710887987
82.0,0.2378,1.2354979659484706,0.9260124610591902,-1.605618875427652,-0.9199484079899788
78.54,0.2325,1.1833659786047914,0.9053738317757011,-3.2022472184059154,-1.352064051962817
85.65,0.2375,1.290492692481543,0.9248442367601246,2.14985499195096,0.2660142000441843
84.44,0.2295,1.2722615639596202,0.8936915887850468,3.7524914553799675,0.7100550957495028
84.83,0.23,1.2781377128220581,0.8956386292834893,3.966701676415653,0.9265431813525646
86.31,0.2324,1.3004369444025914,0.9049844236760125,4.602910737386949,1.1041556778205621
88.39,0.2316,1.33177640500226,0.9018691588785047,6.964174383729855,1.8611951553963886
87.03,0.2289,1.3112852192255537,0.891355140186916,6.553439190137141,1.5906224309727273
88.72,0.2314,1.3367485309627842,0.9010903426791278,7.364490295315576,1.6371822425547007
91.03,0.226,1.3715534126864546,0.8800623052959503,11.573019908130163,2.3513692237581894
83.42,0.2145,1.2568931746270904,0.8352803738317758,8.006184824309386,1.3777652957449624
87.41,0.2186,1.3170106976043392,0.8512461059190032,10.554708636802005,1.7692280110691574
88.12,0.2185,1.3277083019436493,0.8508566978193147,11.299866592594881,1.7000779903246093
91.1,0.2325,1.3726081060720203,0.9053738317757011,9.357752781594073,1.160599335916855
92.6,0.2293,1.395208678619858,0.8929127725856699,11.982807366965687,1.5317834507302759
91.43,0.2282,1.3775802320325448,0.8886292834890966,11.199544880687199,1.2471046027704131
90.85,0.227,1.368841343980714,0.883956386292835,11.041440350201526,1.1025694996391509
82.87,0.2105,1.2486062980262167,0.8197040498442368,8.862503056023897,0.588354646933613
83.55,0.2113,1.2588518909145696,0.8228193146417446,9.261239409680996,0.6013879494528277
78.45,0.2044,1.182009944251921,0.7959501557632399,6.587138359388518,-0.018231444342120456
79.25,0.2035,1.194063582944101,0.7924454828660437,7.703559961524292,0.15616105961280358
81.31,0.2087,1.2251017025764652,0.8126947040498443,7.935346260295418,0.11703821012560267
72.92,0.1949,1.0986891667922254,0.7589563862928349,4.397144159710493,-1.19563194697264
76.23,0.1997,1.148561096881121,0.7776479750778816,6.01956228165308,-0.7716091854320652
73.95,0.1983,1.1142082266084075,0.7721962616822431,4.231773662753156,-1.481778345542236
73.14,0.1996,1.1020039174325749,0.7772585669781932,2.964720237445931,-1.8890000732181584
76.65,0.2093,1.1548892571945155,0.8150311526479752,3.0643985255382518,-1.7481712751246405
77.03,0.2064,1.1606147355733012,0.8037383177570094,4.46397924353127,-1.1647489190440152
74.9,0.2032,1.1285219225553713,0.7912772585669783,3.459033828902875,-1.392307087253657
73.6,0.201,1.1089347596805783,0.782710280373832,2.932508856345848,-1.4157980153094203
76.21,0.2044,1.1482597559138163,0.7959501557632399,4.347138359388509,-0.8880756072032656
76.6,0.1995,1.1541359047762543,0.7768691588785048,6.459878193238779,-0.18987796415870814
76.8,0.1974,1.1571493144492992,0.7686915887850467,7.398195264888912,0.16362796493454096
76.9,0.1991,1.158656019285822,0.7753115264797509,6.9005100164102515,0.07246907982746432
74.61,0.1951,1.124152478529456,0.7597352024922119,6.016828248124753,-0.18572041340660644
74.53,0.193,1.122947114660238,0.751557632398754,6.67514531977487,0.1575679977767326
72.63,0.1862,1.09431972276631,0.7250778816199378,7.1658863136895405,0.4803663861488895
75.54,0.1902,1.1381648335091157,0.7406542056074767,8.66956808197503,1.3280519635049395
78.81,0.1913,1.1874340816634021,0.7449376947040499,11.55283056825354,2.381757405449333
78.71,0.1899,1.1859273768268794,0.7394859813084114,11.945041949353609,2.254112248039472
77.49,0.1892,1.1675455778213046,0.736760124610592,10.971147639903648,1.6548006987989807
75.76,0.188,1.1414795841494652,0.7320872274143303,9.663043109418012,1.111357789853185
74.61,0.1872,1.124152478529456,0.7289719626168225,8.794306755760914,0.7805604582420017
75.46,0.1883,1.1369594696398975,0.7332554517133957,9.257569242039423,0.8586227449729373
73.54,0.1817,1.108030736778665,0.7075545171339565,9.657994324368374,0.919028616291488
71.4,0.1711,1.0757872532770831,0.6662772585669783,11.244737638411827,1.3172820630441204
71.49,0.1655,1.0771432876299532,0.6444704049844238,13.303583162812124,1.783874237979208
70.97,0.1525,1.069308422480036,0.5938473520249221,17.35411741588429,2.51379667538797
72.87,0.1459,1.0979358143739641,0.5681464174454829,21.57454249821324,2.7792380979213305
71.78,0.1421,1.0815127316558686,0.553348909657321,21.82054481834202,2.3370249526227593
75.73,0.1426,1.1410275726985084,0.5552959501557633,25.59475503937771,2.501268320114537
78.8,0.1439,1.1872834111797497,0.5603582554517135,28.207701614070487,2.398238391085023
82.27,0.1452,1.2395660690070813,0.5654205607476636,31.22064818876327,2.317557246109722
82.66,0.1366,1.2454422178695193,0.5319314641744549,34.63423238694947,2.2597849273153154
80.6,0.1322,1.2144040982371551,0.5147975077881621,34.12118244183542,1.8917238976619741
81.96,0.1472,1.2348952840138616,0.5732087227414331,30.207489072906014,1.333733087003558
81.94,0.1394,1.2345939430465571,0.5428348909657321,32.92980962474931,1.4486294370394743
88.65,0.1838,1.3356938375772187,0.7157320872274143,24.02967725271826,0.4842266865715386
84.95,0.2216,1.279945758625885,0.8629283489096574,7.039969963016134,-1.2603177661090628
81.76,0.1864,1.2318818743408166,0.7258566978193147,16.225570402103813,-0.343003041160699
83.49,0.2153,1.2579478680126561,0.8383956386292836,7.794921177966472,-1.1766256641252457
81.4,0.2523,1.2264577369293355,0.9824766355140189,-7.303522465392746,-2.2845783048073827
84.05,0.2564,1.2663854150971823,0.9984423676012463,-6.094998652900131,-1.9252446399613332
85.25,0.3179,1.2844658731354526,1.2379283489096575,-26.51714146551072,-2.725524683798558
83.8,0.2675,1.262618653005876,1.0416666666666667,-10.247531745907892,-1.528176871917351
83.75,0.2588,1.2618653005876148,1.0077881619937694,-7.238789591928807,-1.247497753842623
84.15,0.2454,1.267892119933705,0.9556074766355142,-2.1276235156852152,-0.8955635912561518
80.36,0.237,1.2107880066295011,0.9228971962616823,-2.964355229084731,-0.8806046549839136
83.68,0.2336,1.260810607202049,0.9096573208722742,1.5510152678726001,-0.5833114458795478
94.55,0.2393,1.4245894229320475,0.9318535825545173,10.417011787679414,-0.06498070198086758
96.13,0.232,1.4483953593491032,0.9034267912772587,14.563542560558389,0.18619893536767654
87.08,0.2206,1.3120385716438148,0.8590342679127726,9.52154952094476,-0.054333018053986624
87.26,0.221,1.3147506403495555,0.8605919003115265,9.560917697773306,-0.0015186531361843726
72.15,0.1811,1.087087539551002,0.7052180685358257,8.478942059125544,-0.0015281138854193275
58.12,0.1497,0.8756968509868915,0.5829439252336449,5.488540178084449,-0.1070769190418869
68.0,0.1924,1.024559288835317,0.7492211838006231,0.3560930545320531,-0.36978374713883677
63.96,0.1849,0.963688413439807,0.7200155763239876,-1.0470602610032458,-0.39633827733535326
58.04,0.1779,0.8744914871176735,0.6927570093457944,-4.506003355502848,-0.6106341735859444
56.57,0.1707,0.8523429260207924,0.6647196261682243,-3.4446305384167246,-0.44175218088675783
59.08,0.1791,0.8901612174175079,0.6974299065420562,-3.88789882501721,-0.4361757107001463
60.99,0.1715,0.9189392797950882,0.6678348909657322,0.6941058152403627,0.11189385978670527
58.35,0.168,0.8791622721108935,0.6542056074766356,-0.7153657320094382,0.0023383311104717055
58.5,0.1678,0.8814223293656772,0.6534267912772587,-0.49504982042370926,-0.00937584877065444
58.35,0.171,0.8791622721108935,0.6658878504672898,-1.7701044057953226,-0.1786332229115576
58.7,0.1746,0.8844357390387223,0.6799065420560748,-2.6857908143383753,-0.5645437923518467
56.08,0.1686,0.8449600723218321,0.6565420560747665,-3.196313466766611,-0.7489069506206527
55.9,0.1609,0.8422480036160915,0.626557632398754,-0.6691508707161802,-0.3974435245581231
57.42,0.165,0.8651499171312339,0.6425233644859814,-0.5906270582235535,-0.39936632805989614
58.45,0.1851,0.880668976947416,0.7207943925233645,-6.627376172588967,-1.393432318879239
58.12,0.1779,0.8756968509868915,0.6927570093457944,-4.42600335550285,-0.9431296398001637
59.15,0.1799,0.8912159108030736,0.700545171339564,-4.09916247136011,-0.8115609301980803
61.69,0.1816,0.9294862136507457,0.707165109034268,-2.1568477198387797,-0.3974808519589932
61.5,0.1749,0.926623474461353,0.6810747663551403,0.008735318283036975,0.1844096484041911
60.16,0.1754,0.9064336296519511,0.6830218068535826,-1.5070544606812817,-0.06868090663121065
61.56,0.1818,0.9275274973632666,0.7079439252336449,-2.3571636314244913,-0.22460897393208593
65.24,0.1911,0.9829742353472953,0.744158878504673,-1.9468535201607295,0.10581141631604125
63.61,0.1902,0.9584149465119782,0.7406542056074767,-3.2604319180249774,-0.5212650497695872
65.65,0.1918,0.9891517251770379,0.7468847352024923,-1.7829592107107715,0.3189837975960519
62.72,0.1842,0.9450052734669278,0.7172897196261683,-2.0409545704532093,0.1134489253918017
64.33,0.188,0.9692632213349404,0.7320872274143303,-1.7669568905819943,0.22900525381278677
64.35,0.1859,0.9695645623022449,0.7239096573208724,-1.0086398189318828,0.6055128940677795
63.92,0.183,0.963085731505198,0.7126168224299066,-0.4190591009388527,1.0368801703335464
61.3,0.1782,0.9236100647883079,0.6939252336448599,-1.3514772228814422,0.4773365260169102
62.76,0.1862,0.9456079554015367,0.7250778816199378,-2.704113686310457,-0.32380880187110167
61.45,0.1853,0.9258701220430917,0.7215732087227414,-3.6976920841746903,-0.89440943043293
61.37,0.185,0.9246647581738736,0.7204049844236761,-3.6722182167961037,-0.8337897140071754
59.7,0.1839,0.8995027874039475,0.7161214953271029,-4.955480703074613,-1.5023348356941568
60.05,0.184,0.9047762543317763,0.7165109034267914,-4.6406386588674735,-1.1916756723350939
61.98,0.1867,0.933855657676661,0.7270249221183802,-3.6599034652747733,-0.5440649461087943
62.55,0.178,0.9424438752448394,0.6931464174454829,-0.03116131129571187,1.6213818936158444
60.92,0.1709,0.9178845864095223,0.6654984423676013,0.8350535499975464,1.917319761886991
54.75,0.1543,0.8249208979960825,0.6008566978193147,0.5012742116127669,1.5277252541141388
55.51,0.1594,0.8363718547536537,0.6207165109034268,-0.531781533823235,0.8293440182280372
55.75,0.158,0.8399879463613078,0.6152647975077883,0.20042984727683688,1.2574893816084425
53.7,0.1505,0.809100497212596,0.5860591900311527,0.7872765317415542,1.4575078162590915
55.67,0.1575,0.8387825824920898,0.6133177570093459,0.29621962624115383,1.0765241365206935
56.0,0.1596,0.843754708452614,0.6214953271028038,-0.11209744540896338,0.7908910169823906
55.66,0.1589,0.8386319120084375,0.6187694704049845,-0.2059917548589354,0.6682803483345288
54.55,0.1619,0.8219074883230374,0.6304517133956387,-2.370730428644805,-0.4986952910934508
54.38,0.1625,0.8193460901009492,0.6327881619937695,-2.7516781634019836,-0.6810602521339579
54.4,0.1643,0.8196474310682537,0.639797507788162,-3.364521367673518,-0.9478721947834194
55.95,0.1635,0.8430013560343529,0.6366822429906543,-1.5332577213306138,0.029736181553186546
57.43,0.1578,0.8653005876148862,0.6144859813084113,1.950745758862567,1.6856328018370426
53.24,0.1527,0.8021696549645924,0.5946261682242991,-0.4461984957014309,0.48269049871547665
53.94,0.1525,0.81271658882025,0.5938473520249221,0.3241174158842881,0.7839030434878493
52.4,0.1527,0.7895133343378031,0.5946261682242991,-1.2861984957014343,-0.05626892794069112
51.93,0.1517,0.7824318216061473,0.5907320872274144,-1.4046189377728098,-0.17785347685967193
52.09,0.1497,0.7848425493445834,0.5829439252336449,-0.5414598219155451,0.18747254316642653
52.96,0.1531,0.7979508814223293,0.5961838006230531,-0.8668303188728856,-0.13203837618424072
53.02,0.1532,0.7988549043242429,0.5965732087227416,-0.841988274665745,-0.23597057984620193
56.81,0.159,0.8559590176284466,0.619158878504673,0.9088502893482158,1.0786788093880746
55.4,0.1597,0.8347144794334789,0.6218847352024923,-0.7472554012018335,-0.13728147277049507
54.6,0.157,0.8226608407412987,0.6113707165109035,-0.5979905947945312,0.02208779220261789
