1000BTTUSDT,ONTUSDT,1000BTTUSDT_perc,ONTUSDT_perc,spread,zscore
0.000792,0.22805,0.9658536585365853,0.9813244976117733,-3.634789502322605e-05,-1.1470575254356843
0.000794,0.2263,0.9682926829268292,0.9737940531003916,-2.799135559638697e-05,-0.5699701074572826
0.000792,0.22265,0.9658536585365853,0.9580876974052238,-1.6733430506122725e-05,0.3958431970998293
0.000784,0.2232,0.9560975609756097,0.9604544085373725,-2.6731200040272106e-05,-0.3960439859131903
0.000775,0.2238,0.9451219512195121,0.9630362752269891,-3.791058498661692e-05,-1.2339460018268116
0.000775,0.22525,0.9451219512195121,0.9692757863935625,-4.31774319402836e-05,-1.4854404539340114
0.000769,0.21615,0.9378048780487805,0.9301174749343776,-1.6123426920720504e-05,0.779597379298298
0.000761,0.21469,0.9280487804878048,0.9238349326563104,-1.882025688461483e-05,0.5741808356155704
0.000771,0.21381,0.9402439024390243,0.9200481948448728,-5.623825629975693e-06,1.832695815913865
0.000765,0.2084,0.9329268292682926,0.8967683635268299,8.026961969566674e-06,2.435430582098446
0.000804,0.20646,0.9804878048780489,0.8884203278970696,5.4073639962748344e-05,3.4779532737479633
0.000768,0.20635,0.9365853658536586,0.8879469856706399,1.847319386957824e-05,1.599122185370156
0.000771,0.20969,0.9402439024390243,0.9023193769095055,9.341284334925455e-06,1.1191923380924242
0.000782,0.21442,0.9536585365853659,0.922673092645983,3.160466341240462e-06,0.8107378909763205
0.000769,0.2123,0.9378048780487805,0.9135504970093377,-2.139040181674463e-06,0.5492246378708258
0.000764,0.20433,0.9317073170731708,0.8792547011489307,2.1810456522272387e-05,1.382757388313388
0.000765,0.20505,0.9329268292682926,0.8823529411764706,2.0195194586658505e-05,1.1917156994181435
0.000763,0.20752,0.9304878048780488,0.8929816257153922,9.223393224205736e-06,0.6867291430373256
0.000768,0.20861,0.9365853658536586,0.8976720168681956,1.0264177238346133e-05,0.6552762159164487
0.000782,0.2142,0.9536585365853659,0.9217264081931236,3.959574154900158e-06,0.3601645358240486
0.000772,0.21316,0.9414634146341464,0.9172511725977881,-2.262825271435445e-06,0.05571405684914674
0.000801,0.21818,0.9768292682926829,0.9388527905675803,8.502987344146079e-06,0.4390817813886687
0.000822,0.2226,1.002439024390244,0.9578725418477558,1.3448184906072764e-05,0.586488045111698
0.000804,0.21752,0.9804878048780489,0.936012737209002,1.3900310785125566e-05,0.5454234695612875
0.000817,0.2234,0.9963414634146341,0.9613150307672446,5.542338310946405e-06,0.09714107940951323
0.000836,0.22813,1.0195121951219512,0.9816687465037222,7.36152031726139e-06,0.09095152485937134
0.000823,0.2251,1.0036585365853659,0.9686303197211583,5.367414296302605e-06,-0.17660335572727343
0.000817,0.2232,0.9963414634146341,0.9604544085373725,6.268799959727937e-06,-0.2020897639722228
0.000819,0.2212,0.998780487804878,0.9518481862386505,1.553341644754385e-05,0.3957007195832573
0.000789,0.21449,0.9621951219512195,0.9229743104264382,9.906204764166841e-06,-0.130293332554594
0.000792,0.2247,0.9658536585365853,0.966909075261414,-2.4179662406134217e-05,-2.4306534430649007
0.000829,0.2386,1.0109756097560976,1.0267223202375317,-3.766874699645583e-05,-3.1174315669706494
0.000827,0.24082,1.0085365853658537,1.0362752269891131,-4.7732471297931545e-05,-2.823207378475725
0.000805,0.22625,0.9817073170731708,0.9735788975429235,-1.6809740184191508e-05,-0.988390983997372
0.000797,0.22865,0.9719512195121951,0.9839063643013898,-3.352727996957085e-05,-1.6750410444535826
0.000717,0.1935,0.874390243902439,0.8326520074013511,1.4148354803796329e-05,0.7031175756649849
0.000666,0.1608,0.8121951219512196,0.6919402728172468,8.1924834379589e-05,2.985924214047415
0.00074,0.18408,0.9024390243902439,0.7921167003743707,7.136469846141e-05,2.1837915720109837
0.000716,0.17831,0.8731707317073171,0.7672877490425577,6.832311702875931e-05,1.8111009953470936
0.000701,0.1695,0.8548780487804879,0.7293773398166875,8.532375265758903e-05,1.9760420918361954
0.000678,0.16578,0.826829268292683,0.7133697663410646,7.583593932492688e-05,1.527619637393087
0.000675,0.16901,0.8231707317073171,0.7272688153535005,6.110358369710407e-05,1.05344698357865
0.000681,0.17361,0.8304878048780487,0.7470631266405611,5.0394965775127126e-05,0.7315549825417359
0.000668,0.1716,0.8146341463414634,0.7384138732303455,4.469590534538219e-05,0.5528926688410449
0.000669,0.17043,0.8158536585365854,0.7333792331855932,4.9945705990754596e-05,0.6319604187065273
0.000668,0.17053,0.8146341463414634,0.7338095443005291,4.858247516636386e-05,0.5487443317023897
0.000661,0.17769,0.8060975609756098,0.7646198201299539,1.5575148139982363e-05,-0.24715248690735736
0.000644,0.1657,0.7853658536585366,0.7130255174491156,4.212652398443968e-05,0.346331407931042
0.000639,0.17019,0.7792682926829269,0.7323464865097465,2.0817459969292487e-05,-0.18197916062438813
0.000652,0.17416,0.7951219512195122,0.7494298377727097,1.939719624097767e-05,-0.22092757183764322
0.000666,0.18129,0.8121951219512196,0.7801110202676534,7.498838461913386e-06,-0.5046624974668616
0.00069,0.1802,0.8414634146341463,0.77542062911485,3.545805444777315e-05,0.10534327386012504
0.000677,0.17966,0.8256097560975609,0.773096949094195,2.4419500899483483e-05,-0.2688357823842004
0.000682,0.18002,0.8317073170731707,0.7746460691079651,2.8111869931676543e-05,-0.3101585388881163
0.000683,0.17872,0.8329268292682928,0.7690520246137957,3.383387064875712e-05,-0.22290714225259498
0.000665,0.17605,0.8109756097560976,0.757562717845002,2.553213365999148e-05,-0.7409053268853885
0.000683,0.17912,0.8329268292682928,0.7707732690735402,3.238094735119384e-05,-0.5051305318773597
0.000713,0.1875,0.8695121951219512,0.8068333405051852,3.1942204267244585e-05,-0.4520045259480094
0.000703,0.18263,0.8573170731707317,0.7858771892077971,3.963154541507664e-05,-0.020493668796317515
0.000709,0.18839,0.8646341463414634,0.8106631094281165,2.4709449930166404e-05,-0.686540215500618
0.000692,0.1834,0.8439024390243903,0.7891905847928052,2.5834668067267492e-05,-0.5770586247167727
0.000697,0.1871,0.8500000000000001,0.8051120960454408,1.7395127564807803e-05,-1.1011072303483131
0.000696,0.1854,0.848780487804878,0.7977968070915271,2.25700515794514e-05,-0.6612668685449516
0.000694,0.18502,0.8463414634146341,0.7961616248547699,2.1950328712136468e-05,-0.6414621655990699
0.000667,0.17745,0.8134146341463414,0.7635870734541073,2.2446902118520152e-05,-0.5264639346549113
0.000683,0.18221,0.8329268292682928,0.7840698825250656,2.1157114877518035e-05,-0.5812137576245016
0.000677,0.18122,0.8256097560975609,0.7798098024871981,1.875310003898701e-05,-0.7884339734420084
0.000686,0.18546,0.8365853658536585,0.7980549937604888,1.235211308481688e-05,-1.5006030536727206
0.000685,0.1826,0.8353658536585366,0.7857480958733164,2.1740514662393776e-05,-0.32120816078551045
0.000677,0.1797,0.8256097560975609,0.7732690735401695,2.4274208569727155e-05,-0.01025098015204201
0.000683,0.18806,0.8329268292682928,0.8092430827488274,-9.188834934397913e-08,-2.548061716491934
0.000678,0.18654,0.826829268292683,0.8027023538017987,4.292201813962601e-07,-2.279395874338693
0.000667,0.18365,0.8134146341463414,0.7902663625801455,-7.340899370962464e-08,-2.002192892044822
0.000629,0.16626,0.7670731707317073,0.7154352596927578,2.5092431367851158e-05,0.3414845031241114
0.000634,0.16343,0.7731707317073171,0.7032574551400662,4.0371863698110844e-05,1.6069453798037616
0.000633,0.1627,0.7719512195121951,0.7001161840010327,4.202344871616359e-05,1.6384613750524102
0.000618,0.1542,0.7536585365853659,0.6635397392314644,5.789806878938187e-05,2.3806219067084684
0.000641,0.1623,0.7817073170731708,0.6983949395412883,5.147637201372685e-05,1.7297485597192883
0.000637,0.1637,0.776829268292683,0.7044192951503937,4.2391140472255594e-05,1.0788432144147044
0.000642,0.1645,0.7829268292682927,0.7078617840698825,4.448529387712915e-05,1.1779228296764093
0.000638,0.16144,0.7780487804878049,0.6946942639528378,5.160015710348783e-05,1.4535556943450216
0.000639,0.1603,0.7792682926829269,0.6897887172425663,5.674098850154299e-05,1.5591379210686713
0.000636,0.15758,0.7756097560975609,0.6780842549163044,6.362086692497269e-05,1.6902635780196666
0.000635,0.15827,0.774390243902439,0.6810534016093635,6.011457423667633e-05,1.3554983721326734
0.000627,0.15567,0.7646341463414634,0.669865312621025,6.155857567083703e-05,1.283589465432907
0.000617,0.14833,0.752439024390244,0.6382804767847152,7.821971818112213e-05,1.785370771959812
0.000623,0.1495,0.7597560975609756,0.6433151168294676,7.996991753574968e-05,1.6333998124711393
0.000618,0.14923,0.7536585365853659,0.6421532768191403,7.595064076160478e-05,1.3214445233331242
0.000621,0.1498,0.7573170731707317,0.644606050174276,7.688022506257728e-05,1.23280343130277
0.000624,0.15329,0.7609756097560976,0.6596239080855458,6.720346929133816e-05,0.7738041092810141
0.000627,0.1541,0.7646341463414634,0.6631094281165282,6.72612996137727e-05,0.7020080717765014
0.000621,0.15482,0.7573170731707317,0.6662076681440682,5.864603767815897e-05,0.2762927846587168
0.000632,0.15892,0.7707317073170732,0.6838504238564482,5.4753573878135926e-05,-0.016016816073406916
0.000626,0.15766,0.7634146341463415,0.6784285038082533,5.3330282265460225e-05,-0.3026689551699223
0.000619,0.15683,0.7548780487804878,0.6748569215542837,4.9345098107903755e-05,-0.773107286034106
