ALPHAUSDT,ZILUSDT,ALPHAUSDT_perc,ZILUSDT_perc,spread,zscore
0.12726,0.03715,1.0858361774744028,0.882632454264671,-0.0019786322737511686,-0.6313668752535198
0.13148,0.03796,1.1218430034129694,0.9018769303872654,-0.000576486705561069,-0.4172701518414072
0.1313,0.03864,1.120307167235495,0.9180327868852459,-0.003122092895228662,-0.6207770398310267
0.13405,0.03961,1.1437713310580204,0.941078641007365,-0.0037465605481368236,-0.6222118721817456
0.11928,0.03591,1.0177474402730375,0.8531717747683534,-0.0056448798102396724,-0.779229324572542
0.11916,0.03652,1.0167235494880547,0.8676645283915418,-0.007886967715676776,-1.0080847603118686
0.11462,0.03532,0.9779863481228669,0.8391541933951057,-0.008252368557439854,-1.0562997233813047
0.12584,0.03704,1.0737201365187714,0.8800190068899975,-0.0030159606842460884,-0.05338468387013263
0.1216,0.03604,1.037542662116041,0.8562603943929674,-0.00377712805238202,-0.09789750053476245
0.12191,0.03618,1.0401877133105804,0.8595866001425515,-0.003954164620842984,0.025968390231182477
0.12257,0.03641,1.0458191126279863,0.8650510810168686,-0.004094296126171723,0.05883238189693188
0.12095,0.03572,1.0319965870307168,0.8486576383939178,-0.0033139016101855073,0.49655113638454446
0.11839,0.03568,1.0101535836177473,0.8477072938940367,-0.0057347483049109554,-0.6286182481177776
0.1193,0.03655,1.0179180887372015,0.8683772867664528,-0.007851332694632687,-1.6177962564273984
0.11885,0.03627,1.0140784982935154,0.8617248752672843,-0.007327259557710755,-1.2347681249810745
0.10711,0.03375,0.9139078498293515,0.8018531717747683,-0.010300601325413244,-2.1516556402708873
0.11667,0.03475,0.9954778156996587,0.8256117842717986,-0.004219433957277349,0.25415852747190326
0.11806,0.03543,1.0073378839590443,0.8417676407697791,-0.0051950401469449264,-0.16793304206431947
0.12905,0.03715,1.101109215017065,0.882632454264671,-0.00018863227375118252,1.6885077689246117
0.12877,0.0375,1.0987201365187713,0.8909479686386315,-0.0016862236949035936,1.0306447246578387
0.1299,0.03738,1.1083617747440273,0.8880969351389878,-0.0001387637790798979,1.5197133687116169
0.12817,0.03759,1.0936006825938567,0.8930862437633641,-0.002599318631771347,0.6544049519203333
0.11641,0.03431,0.9932593856655291,0.8151579947731052,-0.0029487475992571316,0.5944106062856459
0.11855,0.03495,1.011518771331058,0.8303635067712045,-0.0030352004836501495,0.5597214994213141
0.1114,0.03361,0.9505119453924915,0.7985269660251841,-0.0055235647569522595,-0.3463390751490763
0.11235,0.03387,0.9586177474402731,0.8047042052744119,-0.005478061241236912,-0.332568101878379
0.1158,0.0348,0.9880546075085325,0.8267997148966499,-0.0052633755888705225,-0.31079044412837353
0.10625,0.03157,0.9065699658703071,0.7500593965312425,-0.003576746187949509,0.2797876230585519
0.1076,0.03227,0.9180887372013652,0.7666904252791636,-0.0046619290302543775,-0.14033214258349141
0.10546,0.03181,0.8998293515358362,0.7557614635305298,-0.005201666019596887,-0.33755415818013274
0.10313,0.03107,0.8799488054607508,0.7381800902827275,-0.004957329872017455,-0.21526523927506383
0.11154,0.03313,0.9517064846416382,0.7871228320266096,-0.0037137250936574995,0.2967956485068339
0.11267,0.03291,0.9613481228668943,0.781895937277263,-0.0018183819146473934,1.0341453306860326
0.10742,0.03221,0.9165529010238909,0.7652649085293419,-0.004633199072342539,-0.1366474081649263
0.10384,0.03165,0.8860068259385666,0.7519600855310049,-0.0062650527984986215,-0.8720447909947293
0.10551,0.03187,0.9002559726962458,0.7571869802803517,-0.005360395977508731,-0.5470397289883878
0.1071,0.03139,0.9138225255972696,0.7457828462817772,-0.0021005563142139777,0.9188175799601899
0.1112,0.03131,0.9488054607508531,0.7438821572820147,0.00227775029633516,2.5825221440273785
0.11551,0.03148,0.985580204778157,0.7479211214065098,0.005996348748918259,2.985263944597706
0.11204,0.03117,0.9559726962457338,0.7405559515324305,0.003604786864796136,1.942833651290986
0.11387,0.03121,0.9715870307167236,0.7415062960323117,0.005295633559521562,2.0803280411336424
0.10885,0.03041,0.9287542662116042,0.7224994060346875,0.0030586996650128484,1.3738303208019085
0.11434,0.03145,0.9755972696245734,0.7472083630315989,0.004930713727874181,1.6379558518607997
0.11702,0.0319,0.9984641638225256,0.7578997386552624,0.00604523904353535,1.6689924931874827
0.11642,0.03158,0.9933447098976109,0.7502969826562128,0.006558465485731857,1.5736253271003082
0.11416,0.03117,0.974061433447099,0.7405559515324305,0.005724786864796133,1.2630123752290694
0.1178,0.03171,1.0051194539249146,0.7533856022808268,0.007486217243589513,1.4523333603693813
0.1182,0.03161,1.0085324232081911,0.7510097410311237,0.008234100506775935,1.4355426068237345
0.12055,0.03263,1.0285836177474403,0.7752435257780945,0.007035691222274557,1.091859090927667
0.1155,0.03096,0.9854948805460751,0.7355666429080542,0.007795341717487594,1.1246555968459584
0.1119,0.03071,0.9547781569965871,0.7296269897837966,0.005065049875453614,0.5326420586087894
0.11119,0.03049,0.9487201365187713,0.7244000950344499,0.005120393054463712,0.4728169824140288
0.10935,0.03033,0.9330204778156997,0.7205987170349251,0.00383700627556198,0.13400699756644444
0.10849,0.03012,0.9256825938566553,0.7156094084105488,0.0037075611282534338,0.0485607387314623
0.1184,0.03018,1.0102389078498295,0.7170349251603706,0.013408831170341598,2.0333225277480382
0.11031,0.0306,0.9412116040955631,0.7270135424091232,0.003857721464958677,-0.2621707485399211
0.11204,0.03134,0.9559726962457338,0.7445949156569256,0.0030133853173792413,-0.7511050377927617
0.11029,0.0314,0.9410409556313993,0.7460204324067473,0.0010546553594674019,-1.6472119925162354
0.10598,0.02952,0.9042662116040956,0.7013542409123307,0.0032848607073718977,-0.8334350922748333
0.10852,0.02911,0.9259385665529011,0.6916132097885483,0.007251182086436173,0.6741425916365237
0.10969,0.02932,0.9359215017064846,0.6966025184129246,0.00769062723374471,0.7667782746922639
0.1082,0.02928,0.9232081911262799,0.6956521739130435,0.006339780539019277,0.23023199216820256
0.1133,0.02955,0.9667235494880546,0.7020669992872416,0.010500495728415965,1.6125218512064523
0.1135,0.02894,0.9684300341296929,0.6875742456640532,0.012822583633853066,2.059267972705702
0.11742,0.02966,1.001877133105802,0.7046804466619149,0.01423782413891092,2.0980576681322307
0.11672,0.03033,0.9959044368600684,0.7205987170349251,0.011207006275561981,1.1333826798490445
0.1128,0.02978,0.962457337883959,0.7075314801615585,0.009200364223087218,0.534790207834157
0.1157,0.03043,0.9872013651877133,0.7229745782846281,0.009839123012375564,0.6708745044928427
0.11671,0.03087,0.9958191126279863,0.7334283677833214,0.009318436654355347,0.5133410377365024
0.11803,0.0311,1.0070819112627987,0.7388928486576384,0.009838305149026616,0.6112996212975875
0.11808,0.03093,1.0075085324232083,0.7348538845331432,0.01047970669644352,0.7373764454439856
0.11556,0.03061,0.9860068259385665,0.7272511285340936,0.009072933138640021,0.3211662276990931
0.1113,0.02963,0.9496587030716723,0.703967688287004,0.008222189117866832,0.057350492385055046
0.13539,0.03045,1.1552047781569967,0.7234497505345687,0.029459546359738284,3.4483390838503474
0.1417,0.03291,1.2090443686006827,0.781895937277263,0.027211618085352593,2.440437195319761
0.13711,0.03244,1.1698805460750854,0.7707293894036586,0.02425666942232875,1.7789312951487
0.12853,0.03125,1.0966723549488056,0.7424566405321928,0.01981648025424701,1.0792031747197663
0.12802,0.03205,1.092320819112628,0.7614635305298171,0.016523414148755716,0.5755031446763567
0.10471,0.02655,0.8934300341296928,0.6307911617961511,0.012346993624008248,-0.06615308788192305
0.08328,0.02048,0.7105802047781571,0.48657638393917796,0.012033507699423324,-0.18045491995133278
0.09781,0.02408,0.834556313993174,0.5721073889284866,0.014039710224712565,0.07666490574909034
0.09268,0.0227,0.7907849829351535,0.539320503682585,0.013710499256685021,-0.019312351181527024
0.08698,0.02144,0.7421501706484642,0.5093846519363269,0.012393828372833787,-0.2840550058195839
0.0863,0.02078,0.7363481228668942,0.49370396768828695,0.014009857909864087,-0.04612716270381775
0.08965,0.02105,0.7649317406143344,0.5001187930624851,0.016420573099260774,0.3253235249692731
0.09055,0.02172,0.7726109215017065,0.5160370634354954,0.014989755235911839,0.0820772595587868
0.0882,0.02144,0.7525597269624573,0.5093846519363269,0.013613828372833786,-0.1662708966246478
0.0881,0.02127,0.7517064846416383,0.5053456878118318,0.014105229920250678,-0.12588431381850781
0.08648,0.02144,0.7378839590443687,0.5093846519363269,0.011893828372833787,-0.5263025793783763
0.08763,0.02246,0.7476962457337885,0.5336184366832977,0.009495419088332402,-0.9434145871648427
0.08305,0.02098,0.7086177474402731,0.498455690187693,0.010064091383491278,-0.8483391467598138
0.08362,0.02102,0.713481228668942,0.4994060346875742,0.010494938078216706,-0.77388873605915
0.0859,0.02171,0.7329351535836178,0.515799477310525,0.010374543562230484,-0.8139167494476984
0.08975,0.02278,0.7657849829351535,0.5412211926823474,0.010502192646135888,-0.8272700468181904
0.08888,0.02333,0.7583617747440273,0.5542884295557139,0.007718834698610649,-1.3394444643046735
0.0907,0.02288,0.7738907849829352,0.5435970539320504,0.011104309382949484,-0.5967804405805294
0.08985,0.02252,0.7666382252559727,0.5350439534331194,0.011506689130420564,-0.43777683066664863
0.08857,0.02269,0.755716723549488,0.5390829175576146,0.009635287583003666,-1.1178007605125229
0.08645,0.02198,0.7376279863481229,0.5222143026847231,0.009985258751627174,-0.8997950482532872
0.08889,0.02199,0.7584470989761092,0.5224518888096935,0.012390470425308525,0.21452700209924344
0.09165,0.02286,0.7819965870307167,0.5431218816821097,0.01212388603558677,0.08892592465739484
0.08941,0.02273,0.7628839590443687,0.5400332620574958,0.0103361342777291,-0.6672316530959317
0.09375,0.02313,0.7999146757679181,0.5495367070563079,0.013284601224983456,0.7342432088362782
0.09042,0.02263,0.7715017064846417,0.5376574008077928,0.011694017540915508,-0.003832531131615994
0.09164,0.02288,0.7819112627986348,0.5435970539320504,0.01204430938294948,0.2136964027445463
0.08985,0.02264,0.7666382252559727,0.537894986932763,0.011089229214596874,-0.1545809227444578
0.0905,0.0225,0.7721843003412969,0.5345687811831789,0.01222626578305784,0.6605955465377858
0.08644,0.0218,0.737542662116041,0.5179377524352577,0.01060144862536272,-0.33654122483524773
0.08855,0.0223,0.7555460750853242,0.5298170586837728,0.010972032309430668,0.03359528487237601
0.0895,0.02228,0.7636518771331058,0.5293418864338323,0.01199160896206794,0.849291514859737
0.09162,0.02252,0.781740614334471,0.5350439534331194,0.013276689130420558,1.6656192401532424
0.09135,0.02198,0.7794368600682594,0.5222143026847231,0.014885258751627176,2.342574501567625
0.0947,0.0218,0.8080204778156997,0.5179377524352577,0.018861448625362723,3.2135593353800647
0.09449,0.02226,0.8062286689419795,0.5288667141838916,0.01705118561470524,2.0178656491876428
0.09259,0.0218,0.7900170648464164,0.5179377524352577,0.016751448625362722,1.66019549291597
0.09326,0.0211,0.7957337883959044,0.5013067236873366,0.01985663146766757,2.3897588371172582
0.0801,0.01895,0.6834470989761092,0.4502257068187218,0.01417612162617539,0.380127351171932
0.08198,0.01904,0.6994880546075085,0.4523639819434545,0.015743026689307604,0.8453026399079623
0.08121,0.01855,0.6929180887372014,0.4407222618199097,0.01667765467892103,1.064546498218767
0.0772,0.01737,0.658703071672355,0.4126870990734141,0.016772677184520662,1.0018326278790504
0.0804,0.01801,0.6860068259385665,0.42789261107151344,0.017746224300127622,1.2161595488020367
0.07764,0.01789,0.6624573378839591,0.4250415775718698,0.015403684215951327,0.3632791484163557
0.0796,0.01814,0.6791808873720137,0.4309812306961273,0.016493976057985305,0.6664928563387118
0.08005,0.01813,0.6830204778156996,0.43074364457115705,0.016978764384303943,0.7706757832002532
0.0803,0.01796,0.6851535836177474,0.4267046804466619,0.01782016593172083,0.9753736265276374
0.07965,0.01761,0.6796075085324232,0.4183891660727013,0.01838775735287327,1.0733443323188498
0.0801,0.01765,0.6834470989761092,0.4193395105725825,0.018698604047598717,1.093707888097992
0.07857,0.01722,0.6703924914675768,0.40912330719885953,0.018664502079300274,0.9880735934634538
0.07621,0.01637,0.6502559726962457,0.3889284865763839,0.019261509816384755,1.1643868724130748
0.0749,0.01603,0.6390784982935153,0.3808505583273936,0.01913431291121854,1.0846310606063085
0.0705,0.01585,0.6015358361774743,0.37657400807792824,0.015360502784954079,-0.945695018868595
0.0667,0.01583,0.5691126279863481,0.37609883582798764,0.011630079437591354,-2.692231320745864
0.06435,0.01627,0.549061433447099,0.3865526253266809,0.007749393079571162,-3.1704544651129667
0.07037,0.01656,0.6004266211604096,0.3934426229508196,0.012760531616330582,-1.2454231907096829
0.0782,0.01659,0.6672354948805461,0.3941553813257306,0.020486166637374653,1.3232992230094374
0.07955,0.01691,0.6787542662116041,0.4017581373247802,0.020722940195178133,1.2804306703923127
0.07705,0.01697,0.6574232081911262,0.403183654074602,0.018014210237266293,0.4577745688921133
0.07632,0.01681,0.6511945392491467,0.39938227607507715,0.017840823458364553,0.3494843356585747
