AXSUSDT,C98USDT,AXSUSDT_perc,C98USDT_perc,spread,zscore
17.199,0.4835,1.1536758787228336,0.9127808193316973,1.5870516384657964,2.296322152013234
15.257,0.435,1.0234102495304536,0.8212195582405136,1.2110898918978705,1.6898391867608136
15.113,0.4347,1.0137510061711832,0.8206531999244856,1.0767767264551846,1.4035826398606859
16.747,0.4694,1.1233565870673463,0.8861619784783841,1.5903328626594515,1.6212738066671604
17.13,0.4988,1.1490474912798496,0.9416650934491223,1.0240230760428908,1.0582022346111535
18.206,0.4956,1.2212235041588408,0.9356239380781575,2.203349311320885,1.7479024960936
19.077,0.5077,1.2796485108666489,0.9584670568246179,2.683646984175976,1.8385646416493544
18.013,0.5032,1.2082774349342635,0.9499716820841987,1.7649495025356536,1.0813812931630855
17.803,0.4976,1.1941910383686611,0.9393996601850104,1.7357704142721424,0.9646615823858605
17.18,0.4805,1.1524013952240408,0.9071172361714178,1.6649199840389137,0.8313027009277485
17.159,0.4741,1.1509927555674806,0.8950349254294885,1.8505724545948965,0.8808917897726378
17.699,0.5681,1.187214918164744,1.0724938644515765,-0.6446357066961355,-1.0141521836780802
18.423,0.5965,1.23577944727663,1.1261091183688883,-0.837656044788325,-1.208513773658075
17.925,0.5696,1.2023745639924874,1.0753256560317161,-0.4670698794826933,-0.9728524684268711
18.48,0.5885,1.2396028977730078,1.1110062299414765,-0.5223404565933407,-1.0557242736587855
18.63,0.579,1.2496646096055808,1.093071549933925,-0.06559069561179953,-0.7040775745243444
17.581,0.5171,1.1792997048564529,0.9762129507268266,0.8841261680468726,0.01100953204579589
18.52,0.5459,1.2422860209283606,1.030583349065509,0.8931900505449377,-0.04566379573748562
18.41,0.5519,1.2349074322511404,1.0419105153860675,0.5894533593987035,-0.3733049208746908
18.648,0.5585,1.2508720150254897,1.0543703983386823,0.6143429991378433,-0.3840677419786565
19.248,0.5584,1.2911188623557823,1.0541816122333398,1.2175719439902792,0.2669801295446195
18.56,0.5342,1.2449691440837134,1.0084953747404193,1.3109765982800958,0.37800729886593654
18.16,0.5231,1.2181379125301852,0.9875401170473854,1.2693894769006349,0.3322813253490964
17.925,0.5047,1.2023745639924874,0.9528034736643385,1.6285153297490922,0.6652445518722927
16.95,0.47,1.136973437080762,0.8872946951104399,1.7739591935448278,0.7982360124068697
16.075,0.4359,1.0782801180574189,0.8229186331885974,2.0000293882259346,0.9550347347334716
14.2,0.4001,0.9525087201502549,0.7553332074759299,1.280991645398478,0.3031252509129658
14.1,0.408,0.9458009122618728,0.7702473097979989,0.9259050020559361,0.03032323431378546
14.435,0.4263,0.9682720686879528,0.8047951670757033,0.6700080940599147,-0.19933624301593333
14.233,0.4013,0.954722296753421,0.7575986407400416,1.275244307169233,0.5201510677977267
14.654,0.4082,0.9829621679635095,0.7706248820086843,1.4734471123510602,0.7666856878507324
14.531,0.4098,0.9747115642607996,0.7736454596941665,1.298783994712064,0.6117947216516787
14.709,0.4232,0.9866514623021196,0.7989427978100813,1.0441053844854693,0.22782109509083076
13.3,0.3884,0.8921384491548163,0.7332452331508402,0.7587781931336401,-0.28236566665636426
13.79,0.3745,0.9250067078078884,0.7070039645082122,1.6976015276224192,1.0905239121822585
13.178,0.3676,0.8839549235309901,0.6939777232395696,1.308398722440593,0.3630746487758082
13.835,0.4221,0.9280252213576604,0.796866150651312,0.20562377786228048,-2.123295220296214
13.847,0.4298,0.9288301583042662,0.811402680762696,-0.03100497577539052,-2.222318943955805
14.13,0.4389,0.9478132546283875,0.8285822163488769,-0.04183895734718135,-1.940339352431209
14.005,0.427,0.9394284947679099,0.8061166698131018,0.21740548009285376,-1.4014130946251517
14.03,0.4364,0.9411054467400054,0.8238625637153106,-0.06111533603625041,-1.6997977641376714
15.17,0.4415,1.017574456667561,0.8334906550877856,0.9142084764894491,-0.1302935499094334
14.56,0.434,0.9766568285484304,0.8193316971870871,0.546379340422245,-0.6540896767434783
14.28,0.43,0.9578749664609606,0.8117802529733812,0.39553713451973493,-0.817459242666011
13.13,0.388,0.8807351757445667,0.7324900887294696,0.601693972543389,-0.4306534088203858
13.505,0.4025,0.9058894553259995,0.7598640740041535,0.5084969689399852,-0.5095635979696449
13.827,0.399,0.9274885967265898,0.7532565603171608,0.9435100387752886,0.3524298442324649
14.697,0.4522,0.9858465253555138,0.8536907683594488,0.0957113772786613,-1.1461151476922935
14.67,0.443,0.9840354172256507,0.8363224466679253,0.36577430370289044,-0.5828825241394936
14.527,0.4438,0.9744432519452643,0.8378327355106664,0.19694274488339225,-0.8420435360629918
14.23,0.4441,0.9545210625167696,0.8383990938266944,-0.10974408967391902,-1.275312915392631
13.143,0.4013,0.8816071907700564,0.7575986407400416,0.18524430716923312,-0.6634539757528859
13.3,0.4052,0.8921384491548163,0.7649612988484048,0.2163154579241784,-0.5313870639606062
12.677,0.3912,0.8503488060101959,0.7385312441004342,0.045367737265396,-0.8018467290967426
12.81,0.4408,0.8592701905017441,0.8321691523503871,-1.4231889095434909,-2.8310435642382172
13.155,0.451,0.8824121277166622,0.8514253350953371,-1.4075412844920923,-2.4636662123563804
12.028,0.3855,0.8068151328145963,0.7277704360959034,-0.419582406145679,-0.8549595181850294
12.263,0.392,0.822578481352294,0.7400415329431754,-0.394463821554103,-0.7545092449591999
12.396,0.3716,0.8314998658438423,0.7015291674532754,0.397240928343102,0.5116291866350213
11.747,0.3562,0.7879661926482425,0.672456107230508,0.24549843561844042,0.24099180844687498
12.346,0.385,0.8281459618996513,0.7268265055691902,-0.08543768188349254,-0.27615393828203233
13.147,0.3694,0.8818755030855917,0.6973758731357372,1.2192777150967213,1.6303561674439953
12.685,0.362,0.8508854306412665,0.6834057013403814,0.9962196341770806,1.2763244018552504
12.366,0.353,0.8294875234773276,0.6664149518595431,0.9678246708964338,1.170356104182115
12.49,0.361,0.8378052052589214,0.681517840286955,0.8335090827014522,0.924412323625235
12.33,0.3494,0.8270727126375101,0.6596186520672079,1.0480666855841765,1.1687546719283668
12.483,0.3486,0.8373356587067347,0.6581083632244668,1.2268982444036727,1.3130781800401023
12.709,0.357,0.8524953045344782,0.673966396073249,1.1816668767989427,1.2165762264785263
12.56,0.3613,0.8425006707807889,0.6820841986029829,0.89382224814414,0.7765302232727218
12.54,0.3593,0.8411591092031124,0.67830847649613,0.9384011451928842,0.7860625415207757
12.135,0.3543,0.813992487255165,0.6688691712289976,0.6948483878147496,0.44347916326826947
12.68,0.3666,0.8505500402468473,0.6920898621861431,0.8426881709649656,0.5735502928515466
12.965,0.372,0.8696672927287362,0.7022843118746461,0.9533251489333523,0.6609896701991747
12.738,0.366,0.854440568822109,0.6909571455540873,0.9200618400795886,0.5731597231414313
12.68,0.3603,0.8505500402468473,0.6801963375495564,1.046111696668513,0.6677968881604062
12.438,0.3591,0.8343171451569628,0.6779309042854446,0.8428590348977618,0.3358296329732898
12.335,0.354,0.8274081030319292,0.6683028129129697,0.9045352223720631,0.3622471244699068
12.407,0.358,0.8322377247115643,0.6758542571266755,0.8473774282745712,0.14583910438092376
11.908,0.3435,0.7987657633485377,0.6484802718519919,0.8165744318779726,-0.0878363731950156
11.515,0.3554,0.7724040783471962,0.6709458183877667,0.039329994437940385,-2.255012858013007
11.51,0.3397,0.772068687952777,0.6413063998489712,0.5412743362705896,-0.9087750453862566
11.075,0.3255,0.742889723638315,0.6144987728903154,0.5647845053166822,-1.1714991832047925
10.799,0.324,0.7243761738663804,0.6116669813101756,0.33721867810324113,-1.7961497936053348
10.805,0.3234,0.7247786423396834,0.6105342646781198,0.3625923472178645,-1.509941848700304
11.031,0.3328,0.7399382881674269,0.6282801585803285,0.2850715310887644,-1.5679112349932427
11.195,0.3392,0.7509390931043736,0.6403624693222579,0.24241906053277695,-1.5162595968682366
10.922,0.3332,0.7326267775690904,0.6290353030016991,0.16315575167901386,-1.5587028021249067
10.112,0.3146,0.6782935336731957,0.5939210874079668,-0.046260505767653726,-1.9147762055865685
9.542,0.3095,0.6400590287094178,0.5842929960354918,-0.451584318293353,-2.485830446952476
9.03,0.3129,0.6057150523209015,0.5907117236171419,-1.0733684432762214,-2.888921699578559
8.958,0.3131,0.6008854306412664,0.5910892958278271,-1.151826332981095,-2.4213074928370975
8.995,0.3111,0.6033673195599678,0.5873135737209741,-1.0502474359323504,-1.9230457358656028
8.37,0.2944,0.5614435202575798,0.5557862941287521,-1.1360136455753267,-1.776147776041676
9.006,0.299,0.6041051784276898,0.5644704549745139,-0.6485451087874399,-1.0204482576399743
9.125,0.3041,0.6120874698148645,0.5740985463469889,-0.6942212962617393,-0.9842208181943435
9.015,0.3108,0.6047088811376443,0.5867472154049463,-1.0205606013750383,-1.2982573546249507
9.105,0.3285,0.6107459082371881,0.6201623560505948,-1.502083840256434,-1.7232149140556006
9.315,0.3372,0.6248323048027904,0.636586747215405,-1.5730020424184783,-1.628312079916687
9.224,0.331,0.6187281996243628,0.6248820086841609,-1.4638074615673666,-1.3595463698103392
9.205,0.3205,0.6174537161255702,0.605059467623183,-1.143768252061454,-0.8708709041017
9.089,0.3119,0.609672658975047,0.5888238625637154,-0.9820789947518485,-0.5907162309269162
8.645,0.3025,0.5798899919506305,0.5710779686615065,-1.1225581786227448,-0.7056656546630201
8.749,0.325,0.586866112154548,0.6135548423636021,-1.7450707704211297,-1.461517272495147
9.685,0.3506,0.6496511939898042,0.6618840853313197,-1.6356806526450711,-1.200648981922406
10.477,0.3393,0.7027770324657903,0.6405512554276006,-0.4788098843196593,0.6264089552897715
9.958,0.3209,0.6679635095250872,0.6058146120445537,-0.4036840314712027,0.8663978012581979
9.769,0.32,0.6552857526160452,0.6041155370964698,-0.5636235277992672,0.725457873884874
7.956,0.2346,0.5336731955996781,0.4428922031338494,0.3808953761821625,2.414250559594408
6.019,0.181,0.40374295680171723,0.3417028506701907,0.17460981708854018,1.943859225938122
7.341,0.2177,0.4924201770861283,0.4109873513309421,0.31158705624406124,1.9375524371107944
6.98,0.2168,0.468204990609069,0.40928827638285825,-0.020352440084002943,1.2640565717330003
6.5,0.204,0.436007512744835,0.38512365489899947,-0.08704749897203179,1.0559707059882995
7.011,0.2652,0.47028441105446744,0.5006607513686993,-1.552161748663642,-1.1044981111429353
7.26,0.3182,0.4869868526965388,0.6007173872003021,-3.0145025204553964,-2.55633210279639
7.206,0.2875,0.4833646364368125,0.5427600528601095,-2.0772164507571533,-1.2872832973328892
7.061,0.2708,0.47363831499865844,0.5112327732678875,-1.6829826604001283,-0.7674517113853675
7.175,0.2611,0.481285215991414,0.4929205210496508,-1.255775009713715,-0.26728720483824175
7.188,0.4654,0.48215723101690366,0.8786105342646782,-7.839509343243058,-3.7686639770644828
7.135,0.2637,0.4786020928360612,0.49782895978855957,-1.3797275758770837,-0.03837993421667882
6.561,0.237,0.44009927555674805,0.4474230696620729,-1.0915993002763313,0.11805235413229061
6.28,0.2359,0.42125033539039447,0.4453464225033038,-1.337080906899522,-0.01863453987219105
6.841,0.2388,0.4588811376442179,0.45082121955824056,-0.8697203076202031,0.24850936282342664
6.945,0.2426,0.46585725784813525,0.45799509156126117,-0.8884202120128188,0.23099008150300876
6.775,0.2405,0.45445398443788576,0.45403058334906554,-0.990612370111636,0.15140661653492354
6.64,0.2365,0.4453984437885699,0.44647913913535964,-0.9964545760141457,0.1305368457917253
6.64,0.2338,0.4453984437885699,0.44138191429110823,-0.9092730649983398,0.19360784431699407
6.66,0.2332,0.44674000536624636,0.4402491976590523,-0.8698993958837153,0.23050384006520175
6.56,0.2286,0.4400321974778642,0.43156503681329056,-0.8213679326716017,0.26668244381009343
6.765,0.2345,0.4537832036490475,0.44270341702850674,-0.8068756789654001,0.31535980897140253
7.008,0.2407,0.470083176817816,0.45440815555975084,-0.7640702598165108,0.37450451907217824
6.835,0.2404,0.45847866917091495,0.4538417972437229,-0.9273834252591993,0.3190850008127453
7.029,0.2426,0.47149181647437616,0.45799509156126117,-0.8044202120128192,0.4262920068092701
6.715,0.2399,0.45042929970485646,0.45289786671700966,-1.0312387009970134,0.3163304668592838
6.871,0.2435,0.46089348001073255,0.45969416650934497,-0.9914807156847543,0.32389841759992466
8.767,0.234,0.5880735175744567,0.44175948650179353,1.2112690452967847,1.551244920473927
8.749,0.231,0.586866112154548,0.4360959033415141,1.290137390869904,1.427148345050974
8.428,0.2213,0.5653340488328416,0.41778365112327737,1.2823450415563205,1.2836564936939951
8.245,0.2282,0.5530587603971022,0.43080989239191997,0.8765478467381476,0.9725704389156236
8.004,0.2278,0.5368929433861014,0.43005474797054943,0.6484636261478967,1.2475983999031937
8.292,0.2324,0.5562114301046418,0.43873890881631117,0.7879321629357827,1.2649668857445064
8.044,0.2293,0.5395760665414543,0.4328865395506891,0.640029453361338,1.0041549926864364
7.711,0.234,0.517239066273142,0.44175948650179353,0.15526904529678554,0.42152624320305304
7.701,0.2378,0.5165682854843037,0.4489333585048141,0.02256914090416906,0.23137347675993594
7.729,0.2296,0.5184464716930507,0.43345289786671704,0.31534261880402603,0.49858116724315166
7.48,0.2232,0.5017440300509793,0.4213705871247877,0.2729950893600117,0.39149285054327143
6.66,0.194,0.44674000536624636,0.3662450443647348,0.39584698627169423,0.4680853393851211
6.942,0.1966,0.4656560236114838,0.3711534831036436,0.5938944201083256,0.6299123535350213
6.828,0.1932,0.4580091226187282,0.36473475552199364,0.5896785450911928,0.555808887014281
6.534,0.1839,0.4382881674268849,0.3471776477251275,0.5959704163678587,0.4957951503320981
6.96,0.1916,0.46686342903139255,0.3617141778365113,0.7733416627301892,0.6482423887799464
6.835,0.1883,0.45847866917091495,0.35548423636020393,0.7548968428606191,0.5525440373221264
7.05,0.1842,0.4729004561309364,0.3477440060411554,1.1022835818105463,0.9594259274071274
7.08,0.181,0.47491279849745105,0.3417028506701907,1.2356098170885401,1.083401696480803
6.985,0.1765,0.4685403810034881,0.33320747592977157,1.2859123354482174,1.160879322088835
6.894,0.1688,0.4624362758250604,0.3186709458183878,1.4435410890858869,1.6116727802558453
6.89,0.1696,0.4621679635095251,0.32018123466112897,1.413709530266388,1.4711309964477481
6.71,0.1735,0.45009390931043736,0.3275438927694922,1.1077806810213353,0.7927840614753661
6.282,0.159,0.4213844915481621,0.30016990749480843,1.1479776846247391,0.9198276356775271
6.165,0.1593,0.41353635631875507,0.30073626581083635,1.0212908500674276,0.5907540518010947
5.975,0.1563,0.40079152133082907,0.2950726826505569,0.9281591956405455,0.33382234416866713
6.035,0.1576,0.4048162060638584,0.29752690202001136,0.9461829125588617,0.3579021389263353
6.325,0.1596,0.42426884894016637,0.30130262412686426,1.1716040155101162,0.8267066377323368
6.39,0.1614,0.4286289240676147,0.3047007740230319,1.1784830081662445,0.7683841468337417
6.515,0.1611,0.4370136839280923,0.304134415707004,1.313169842723556,1.0566728043425846
6.645,0.1644,0.445733834182989,0.31036435718331135,1.3366146625931261,1.0419893262905426
6.765,0.1621,0.4537832036490475,0.3060222767604305,1.5308803941991833,1.5295060244175438
6.587,0.1577,0.4418433056077274,0.29771568812535404,1.4949539677064232,1.3448864672041143
