RNDRUSDT,CRVUSDT,RNDRUSDT_perc,CRVUSDT_perc,spread,zscore
0.553,1.128,1.2625570776255708,1.5580110497237567,-0.07045482970646977,-0.12299957238651016
0.564,1.203,1.2876712328767121,1.6616022099447516,-0.10090794338376186,-0.706516274120465
0.582,1.242,1.3287671232876712,1.7154696132596685,-0.10446356249595357,-0.7097742612360962
0.564,1.183,1.2876712328767121,1.6339779005524864,-0.08985377973648401,-0.2876569912265338
0.569,1.143,1.2990867579908674,1.578729281767956,-0.0627454524419283,0.7055112734052079
0.511,1.052,1.1666666666666667,1.4530386740331493,-0.07044900784681418,0.48447838658779757
0.514,1.07,1.17351598173516,1.477900552486188,-0.0773977551293642,0.26518239156378043
0.5,1.053,1.1415525114155252,1.4544198895027625,-0.08200171602917794,0.10688474267523812
0.461,1.06,1.0525114155251143,1.4640883977900554,-0.12487067330572527,-1.3185131563484174
0.482,1.083,1.100456621004566,1.4958563535911602,-0.11658296150009473,-0.9232053473505275
0.437,0.935,0.997716894977169,1.291436464088398,-0.07978215051023879,0.5394958139007248
0.447,0.981,1.0205479452054795,1.3549723756906078,-0.09520672689897774,0.0052402319868613215
0.46,0.944,1.0502283105022832,1.3038674033149171,-0.061756524151513725,1.4470303865985292
0.458,0.861,1.0456621004566211,1.1892265193370166,-0.017881745015310757,2.5967243595100125
0.474,0.915,1.0821917808219177,1.2638121546961327,-0.031727986862960966,1.81677441227666
0.479,0.943,1.093607305936073,1.3024861878453038,-0.042203815969149905,1.3382806092883444
0.458,0.921,1.0456621004566211,1.2720994475138123,-0.0510442359571443,0.9841094709859735
0.461,0.887,1.0525114155251143,1.2251381215469614,-0.02925215775677198,1.4791071076065827
0.486,0.929,1.1095890410958904,1.2831491712707184,-0.027465901416055427,1.4111851457996607
0.477,0.914,1.0890410958904109,1.2624309392265194,-0.028175278680597104,1.252787495436376
0.474,0.94,1.0821917808219177,1.298342541436464,-0.04554569142205822,0.6873417203342684
0.467,0.927,1.0662100456621004,1.280386740331492,-0.04536048505132767,0.6481150069900253
0.461,0.917,1.0525114155251143,1.2665745856353592,-0.04583340322768875,0.564258833187179
0.461,0.891,1.0525114155251143,1.2306629834254144,-0.03146299048622753,0.9389995635357967
0.451,0.858,1.0296803652968036,1.1850828729281768,-0.023223620468219075,1.0998101427017277
0.458,0.897,1.0456621004566211,1.238950276243094,-0.037779239580410906,0.5775027049654464
0.515,0.913,1.1757990867579908,1.2610497237569063,0.010377429501766788,1.8452349990399384
0.492,0.906,1.1232876712328768,1.2513812154696133,-0.008753613221685996,1.1546007789957962
0.479,0.891,1.093607305936073,1.2306629834254144,-0.013462990486227566,0.924874194360766
0.47,0.897,1.0730593607305936,1.238950276243094,-0.02577923958041095,0.5016205749191875
0.456,0.883,1.0410958904109588,1.2196132596685083,-0.03204132502731638,0.18494588095495199
0.466,0.882,1.0639269406392695,1.218232044198895,-0.021488616844952513,0.5687785898599929
0.449,0.851,1.0251141552511416,1.175414364640884,-0.02135466319167184,0.5438668648354936
0.423,0.818,0.9657534246575342,1.1298342541436464,-0.029115293173663404,-0.0428980961425447
0.415,0.821,0.9474885844748858,1.1339779005524862,-0.0387734177207551,-0.6526817709415622
0.41,0.8,0.9360730593607305,1.1049723756906078,-0.03216654589111345,-0.18623785386918648
0.4,0.813,0.9132420091324202,1.12292817679558,-0.049351752261843906,-1.333859537939274
0.413,0.805,0.9429223744292237,1.111878453038674,-0.03193008680293291,-0.2159789861819414
0.433,0.816,0.9885844748858448,1.12707182320442,-0.01800987680893562,0.7429107666509795
0.426,0.89,0.9726027397260274,1.2292817679558012,-0.06591028230386364,-2.199787958789503
0.424,0.912,0.9680365296803652,1.259668508287293,-0.08006986231586927,-2.428032043430386
0.424,0.85,0.9680365296803652,1.1740331491712708,-0.045801955009308004,-0.6700548364577726
0.421,0.847,0.9611872146118721,1.169889502762431,-0.04714383046221632,-0.7321677621599499
0.435,0.894,0.9931506849315068,1.2348066298342542,-0.05912111503331924,-1.2698527319511106
0.451,0.877,1.0296803652968036,1.2113259668508287,-0.033725075933133064,-0.008484497658819257
0.471,0.917,1.0753424657534245,1.2665745856353592,-0.0358334032276888,-0.08363941590744611
0.514,0.876,1.17351598173516,1.2099447513812156,0.02982763224923085,2.4883036989906446
0.528,0.905,1.2054794520547947,1.25,0.027799094960678006,2.2160933057235845
0.53,0.934,1.2100456621004567,1.2900552486187846,0.013770557672125094,1.557790400035606
0.506,0.909,1.1552511415525115,1.2555248618784531,0.003588262231222439,1.1278818733745675
0.547,0.942,1.2488584474885847,1.3011049723756907,0.026348892213214015,1.7011684244281335
0.547,0.935,1.2488584474885847,1.291436464088398,0.03021784948976125,1.610369038217638
0.57,0.907,1.3013698630136985,1.2527624309392267,0.0686936785959501,2.2646537599503667
0.608,0.884,1.3881278538812785,1.2209944751381216,0.11940596679031967,2.6863107799682613
0.661,0.891,1.5091324200913243,1.2306629834254144,0.16853700951377248,2.73579790300749
0.772,0.865,1.7625570776255708,1.1947513812154695,0.29390742225523364,3.142898205592939
0.742,0.902,1.6940639269406392,1.2458563535911602,0.2434572195077696,2.1345727019439846
0.741,1.025,1.691780821917808,1.4157458563535912,0.174474113077011,1.3078944321475294
0.9,0.997,2.0547945205479454,1.37707182320442,0.34894994218319997,2.374845537140854
0.921,0.949,2.1027397260273974,1.3107734806629834,0.3964799349366668,2.2488957678347736
0.802,1.003,1.8310502283105023,1.3853591160220993,0.24763369308901673,1.0957905250588251
0.605,0.769,1.3812785388127853,1.0621546961325967,0.17996740776216724,0.55551446222537
0.434,0.554,0.9908675799086758,0.765193370165746,0.12779966697040396,0.12617026034576753
0.592,0.688,1.3515981735159817,0.9502762430939226,0.21173677053364248,0.6716398410551918
0.577,0.67,1.317351598173516,0.9254143646408841,0.2066855178161925,0.5618699510861925
0.501,0.605,1.143835616438356,0.835635359116022,0.16661154966984548,0.17760986065151527
0.475,0.631,1.0844748858447488,0.8715469613259669,0.1262411369283843,-0.23620889091600802
0.502,0.609,1.1461187214611872,0.8411602209944752,0.16540071694038994,0.05464608162652059
0.492,0.607,1.1232876712328768,0.8383977900552486,0.1565061333051177,-0.08579957688527658
0.477,0.586,1.0890410958904109,0.8093922651933702,0.15311300513475945,-0.19157653565395524
0.475,0.553,1.0844748858447488,0.7638121546961327,0.1693523751527678,-0.11683818712749171
0.476,0.552,1.08675799086758,0.7624309392265194,0.1709050833351317,-0.18927865545929864
0.466,0.543,1.0639269406392695,0.7500000000000001,0.16587945697640677,-0.35725193496329877
0.432,0.512,0.9863013698630136,0.707182320441989,0.14901341062968743,-0.665816624906429
0.418,0.501,0.954337899543379,0.6919889502762431,0.1410932006356902,-0.8006690451018152
0.428,0.633,0.9771689497716894,0.8743093922651934,0.07813572056365653,-1.5264739250654766
0.466,0.687,1.0639269406392695,0.9488950276243096,0.08628947871600634,-1.2912345736274564
0.451,0.688,1.0296803652968036,0.9502762430939226,0.07073677053364252,-1.3425276233736771
0.444,0.678,1.0136986301369864,0.9364640883977902,0.06926385235728139,-1.2435828873329002
0.509,0.702,1.1621004566210045,0.9696132596685083,0.12099885598054805,-0.5467113606295538
0.506,0.685,1.1552511415525115,0.946132596685083,0.12739489508073415,-0.4245524221099099
0.47,0.645,1.0730593607305936,0.8908839779005525,0.11350322237528981,-0.6656036189725199
0.474,0.662,1.0821917808219177,0.914364640883978,0.1081071832751036,-0.72143950902451
0.493,0.671,1.1255707762557077,0.9267955801104973,0.12213280963382861,-0.36822339382565894
0.477,0.642,1.0890410958904109,0.8867403314917127,0.12216134692238145,-0.2888117976420117
0.482,0.66,1.100456621004566,0.9116022099447515,0.11721259963983144,-0.3447330291556982
0.513,0.635,1.1712328767123288,0.8770718232044199,0.16203030419892878,1.029588497334273
0.513,0.67,1.1712328767123288,0.9254143646408841,0.14268551781619254,0.41237749412771996
0.491,0.675,1.1210045662100456,0.9323204419889504,0.11792197690437306,-0.2812082020743695
0.516,0.678,1.178082191780822,0.9364640883977902,0.1412638523572814,0.4826734792900244
0.503,0.652,1.1484018264840183,0.9005524861878453,0.14263426509874255,0.5488668645111296
0.531,0.667,1.2123287671232876,0.9212707182320443,0.1623436423632842,1.2147900574458659
0.515,0.645,1.1757990867579908,0.8908839779005525,0.15850322237528985,1.138734050676946
0.52,0.638,1.187214611872146,0.8812154696132597,0.1673721796518371,1.4302914622771934
0.5,0.628,1.1415525114155252,0.8674033149171271,0.152899261475476,0.9325159416280298
0.507,0.618,1.1575342465753424,0.8535911602209945,0.16542634329911493,1.2655640006435167
0.517,0.655,1.180365296803653,0.9046961325966851,0.15497614055165093,0.850661725746592
0.501,0.646,1.143835616438356,0.8922651933701659,0.14395051419292593,0.40743516253568723
0.497,0.618,1.134703196347032,0.8535911602209945,0.15542634329911492,0.7685699219657746
0.435,0.545,0.9931506849315068,0.7527624309392266,0.13377404061167897,-0.3076853514306306
0.448,0.559,1.0228310502283104,0.7720994475138122,0.1390361260585845,-0.07924364874313292
0.45,0.548,1.0273972602739727,0.7569060773480664,0.1471159160645873,0.30738529075436904
0.42,0.516,0.958904109589041,0.7127071823204421,0.1348025779002318,-0.4411844631518828
0.431,0.528,0.9840182648401826,0.7292817679558011,0.13917007971186512,-0.30762232557200686
0.414,0.518,0.9452054794520548,0.7154696132596685,0.12769716153550403,-1.0882311188544809
0.427,0.524,0.9748858447488584,0.7237569060773481,0.13738091244132072,-0.5241003327916168
0.429,0.526,0.9794520547945206,0.7265193370165747,0.1382754960765929,-0.586864159242815
0.423,0.524,0.9657534246575342,0.7237569060773481,0.13338091244132072,-0.8754869401179621
0.412,0.521,0.9406392694063926,0.7196132596685083,0.12403903698841234,-1.4502773868165384
0.418,0.536,0.954337899543379,0.7403314917127073,0.12174841425295402,-1.6751698304405813
0.417,0.529,0.9520547945205479,0.7306629834254145,0.12461737152950125,-1.332475384132735
0.423,0.508,0.9657534246575342,0.7016574585635359,0.14222424335914297,-0.05998686017901976
0.404,0.51,0.9223744292237444,0.7044198895027625,0.12211882699441523,-1.374994613489522
0.408,0.528,0.9315068493150684,0.7292817679558011,0.1161700797118651,-1.610258835817334
0.402,0.524,0.9178082191780822,0.7237569060773481,0.11238091244132076,-1.7416666988712637
0.404,0.526,0.9223744292237444,0.7265193370165747,0.11327549607659293,-1.5029357369123075
0.413,0.533,0.9429223744292237,0.7361878453038675,0.11840653880004565,-1.0975248369577904
0.409,0.53,0.9337899543378995,0.7320441988950277,0.11606466334713733,-1.1958138269363854
0.413,0.555,0.9429223744292237,0.7665745856353592,0.10624695878804002,-1.7592723280429092
0.417,0.543,0.9520547945205479,0.7500000000000001,0.11687945697640673,-0.87446950240114
0.409,0.53,0.9337899543378995,0.7320441988950277,0.11606466334713733,-0.862973087544006
