RNDRUSDT,CRVUSDT,RNDRUSDT_perc,CRVUSDT_perc,spread,zscore
0.438,0.724,1.0,1.0,0.03783927596854242,
0.492,0.699,1.1232876712328768,0.9654696132596685,0.10565698052763967,
0.555,0.831,1.267123287671233,1.1477900552486187,0.09569950045560605,
0.558,0.842,1.2739726027397262,1.1629834254143647,0.09261971044960321,
0.542,0.819,1.2374429223744292,1.1312154696132597,0.08933199864397273,
0.48,0.749,1.095890410958904,1.0345303867403315,0.06602157140944509,
0.482,0.737,1.100456621004566,1.0179558011049723,0.07465406959781179,
0.606,0.696,1.3835616438356164,0.9613259668508287,0.22131510507473134,
0.587,0.709,1.3401826484018264,0.9792817679558011,0.19512989870400071,
0.529,0.687,1.2077625570776256,0.9488950276243096,0.14928947871600634,
0.49,0.746,1.1187214611872145,1.0303867403314917,0.07767969595653673,
0.512,0.777,1.1689497716894977,1.0732044198895028,0.08254574230325612,
0.511,0.796,1.1666666666666667,1.0994475138121549,0.07104428683834219,
0.525,0.866,1.1986301369863015,1.1961325966850829,0.046354714072869785,
0.502,0.956,1.1461187214611872,1.3204419889502763,-0.026389022339880497,
0.514,0.96,1.17351598173516,1.3259668508287292,-0.016599855069336034,
0.549,1.05,1.2534246575342467,1.4502762430939227,-0.03134359148208632,
0.514,1.009,1.17351598173516,1.3936464088397789,-0.043682556005166684,
0.522,1.014,1.1917808219178083,1.4005524861878453,-0.038446096916986194,
0.501,0.953,1.143835616438356,1.3162983425414365,-0.02573089779278881,
0.495,0.887,1.13013698630137,1.2251381215469614,0.004747842243227995,-0.7181970654018545
0.464,0.875,1.0593607305936075,1.2085635359116023,-0.019619659568405223,-0.983469064425818
0.5,1.048,1.1415525114155252,1.4475138121546962,-0.07923817511735853,-1.5559568622820044
0.508,1.168,1.1598173515981736,1.6132596685082872,-0.1375631570010255,-1.9350879836760904
0.519,1.105,1.1849315068493151,1.526243093922652,-0.09174254151210037,-1.2809021862441479
0.529,1.174,1.2077625570776256,1.6215469613259668,-0.11987940609520886,-1.4140760118924565
0.514,1.078,1.17351598173516,1.4889502762430942,-0.0818194205882753,-0.9327680609249716
0.586,1.34,1.3378995433789953,1.8508287292817682,-0.15462896436761497,-1.4849997705493627
0.619,1.247,1.41324200913242,1.722375690607735,-0.07022710340777305,-0.6091808447895021
0.582,1.156,1.3287671232876712,1.5966850828729282,-0.056930658812658796,-0.3886237068896753
0.567,1.402,1.2945205479452053,1.93646408839779,-0.20789687167417625,-2.1531727882902993
0.557,1.433,1.271689497716895,1.9792817679558012,-0.2350308253274569,-2.1597351498286206
0.562,1.395,1.2831050228310503,1.9267955801104972,-0.2090279143976289,-1.6800020600736891
0.604,1.375,1.3789954337899544,1.899171270718232,-0.15597375075035114,-0.9539617033509773
0.556,1.176,1.269406392694064,1.6243093922651934,-0.09398482245993656,-0.05618037206601647
0.539,1.168,1.2305936073059363,1.6132596685082872,-0.10656315700102548,-0.1850873432860567
0.579,1.325,1.321917808219178,1.830110497237569,-0.15333834163215654,-0.7860072735819102
0.599,1.544,1.367579908675799,2.132596685082873,-0.2543814335698489,-1.9567879643683783
0.605,1.423,1.3812785388127853,1.9654696132596687,-0.18150374350381804,-0.8745378901035581
0.6,1.358,1.36986301369863,1.8756906077348068,-0.1505777116501651,-0.38918022549331155
0.727,1.316,1.6598173515981736,1.8176795580110499,-0.00036396799088156406,1.6611454775397214
0.709,1.304,1.6187214611872145,1.8011049723756907,-0.011731469802514938,1.5448142082126277
0.684,1.333,1.5616438356164384,1.841160220994475,-0.05276000709106765,1.0236678935978911
0.707,1.331,1.6141552511415524,1.8383977900552486,-0.028654590726339912,1.289661153189633
0.684,1.328,1.5616438356164384,1.834254143646409,-0.049996466179248245,0.916171897203946
0.766,1.442,1.7488584474885844,1.9917127071823204,-0.031005198968731884,1.101543298676008
0.729,1.372,1.6643835616438356,1.8950276243093924,-0.02931562620325956,1.0365747467748556
0.744,1.402,1.6986301369863013,1.93646408839779,-0.030896871674176207,0.9642947031540912
0.763,1.426,1.7420091324200913,1.9696132596685083,-0.025161868050909586,0.9447314675636943
0.705,1.292,1.6095890410958904,1.7845303867403317,-0.009098971614148188,1.0771340294517024
0.724,1.386,1.6529680365296804,1.9143646408839778,-0.042053540756353924,0.669271958872502
0.706,1.36,1.6118721461187213,1.8784530386740332,-0.045683128014892826,0.554954580213107
0.729,1.417,1.6643835616438356,1.9571823204419891,-0.05418749440963466,0.3742239717643832
0.792,1.433,1.808219178082192,1.9792817679558012,-3.0825327456907026e-05,1.0317821020713727
0.722,1.387,1.6484018264840181,1.9157458563535912,-0.044606248938717896,0.32638525493252996
0.687,1.333,1.5684931506849316,1.841160220994475,-0.04976000709106765,0.2187140278649046
0.667,1.284,1.5228310502283107,1.7734806629834254,-0.042677306155237016,0.28160642337763725
0.641,1.181,1.4634703196347032,1.6312154696132597,-0.01174836337175611,0.6742229406260416
0.611,1.113,1.3949771689497716,1.537292817679558,-0.004164206971011497,0.8570964935644614
0.564,1.049,1.2876712328767121,1.4488950276243093,-0.015790883299722447,0.5930069205092676
0.549,0.998,1.2534246575342467,1.3784530386740332,-0.0026027659991638696,1.3355902458296578
0.608,1.024,1.3881278538812785,1.414364640883978,0.04202682125937485,2.8740395074169243
0.612,1.1,1.3972602739726028,1.5193370165745859,0.004020999399719005,1.1938099063515704
0.603,1.183,1.3767123287671232,1.6339779005524864,-0.05085377973648397,-1.0751142518682086
0.587,1.176,1.3401826484018264,1.6243093922651934,-0.06298482245993664,-1.427308519223706
0.574,1.179,1.3105022831050228,1.6284530386740332,-0.07764294700702845,-1.8136792159617152
0.538,1.053,1.2283105022831051,1.4544198895027625,-0.044001716029177906,-0.5620109472048689
0.517,1.047,1.180365296803653,1.4461325966850829,-0.06168546693499455,-1.1074957824060363
0.506,0.991,1.1552511415525115,1.3687845303867403,-0.04173380872261667,-0.3909721630333744
0.545,1.079,1.2442922374429224,1.490331491712707,-0.051372128770639125,-0.6752670639242561
0.523,1.061,1.1940639269406392,1.4654696132596685,-0.06342338148808913,-0.9906617880682229
0.514,1.147,1.17351598173516,1.5842541436464088,-0.11995628517138379,-2.353407966273442
0.524,1.154,1.1963470319634704,1.5939226519337015,-0.11382524244793102,-1.8825720012585905
0.521,1.092,1.1894977168949772,1.5082872928176798,-0.08255733514136976,-1.0108431673204428
0.509,1.072,1.1621004566210045,1.4806629834254146,-0.08350317149409192,-0.9413690403426704
0.517,1.091,1.180365296803653,1.5069060773480663,-0.0860046269590059,-0.9328903015413585
0.499,1.152,1.139269406392694,1.591160220994475,-0.1377198260832032,-1.905278730372624
0.472,1.037,1.0776255707762556,1.4323204419889501,-0.10115838511135566,-0.9970874132575097
0.506,1.167,1.1552511415525115,1.611878453038674,-0.13901044881866165,-1.6118755237469633
