CELUSDT,1INCHUSDT,CELUSDT_perc,1INCHUSDT_perc,spread,zscore
3.8356,0.8391,4.930710888288983,1.1414773500204054,2.2087071466726096,2.5157847861852574
2.7952,0.8195,3.5932639156703945,1.1148143109780984,1.2063086958624756,1.1591194596051841
2.35,0.8176,3.0209538501092683,1.1122296286219562,0.7647925195084322,0.5698817922168643
2.8028,0.7726,3.6030338089728753,1.0510134675554346,1.3048409742810845,1.1060693174985294
2.8776,0.7319,3.6991901272657155,0.9956468507686029,1.4585523544865724,1.1643460492548143
2.9469,0.6779,3.7882761280370225,0.922187457488777,1.632550500213755,1.2324010125258373
2.5739,0.6745,3.3087800488494663,0.9175622364304177,1.2661426056854665,0.74015010822573
2.2608,0.6995,2.9062861550327805,0.9515712148007074,0.904571241922882,0.26275903218664465
1.7046,0.6991,2.1912842267643655,0.9510270711467829,0.34914678374308306,-0.44061210153174146
1.7186,0.7242,2.2092813986373567,0.9851720854305537,0.31448153452544836,-0.5309980712700578
1.3545,0.722,1.7412263787119167,0.9821792953339682,-0.04535298546344424,-1.0192691843921358
1.2086,0.7433,1.5536701375498134,1.011154944905455,-0.23255058738916645,-1.2826029525741123
0.9429,0.6605,1.2121095256459697,0.8985172085430554,-0.33771343060748615,-1.4156655822841582
0.8853,0.6516,1.1380640185113766,0.8864100122432322,-0.3780576251080059,-1.4361326419888054
1.132,0.631,1.4551998971590177,0.8583866140661135,-0.0914172213676363,-1.0731602652869803
1.3189,0.6715,1.6954621416634528,0.9134811590259829,0.01695916933697661,-0.916992579038378
1.1137,0.6525,1.4316750224964647,0.8876343354645626,-0.15140259420345892,-1.0785179958880537
1.151,0.6628,1.4796246304152205,0.901646034553122,-0.13407279607364364,-0.9850310314961634
1.3941,0.6676,1.7921326648669493,0.9081757584002177,0.0997207020839399,-0.6554087566202257
1.3946,0.712,1.7927754210052707,0.9685757039858522,0.014135560041589779,-0.6877045259578107
1.5086,0.6875,1.939323820542486,0.9352469051829684,0.17563749652892247,-0.4206085204309936
1.4441,0.672,1.8564082786990614,0.9141613385933888,0.14118974206172497,-0.39188148703046194
1.4967,0.6625,1.9240262244504434,0.9012379268126786,0.2122088602915071,-0.21754034655973822
1.3641,0.608,1.7535672965676823,0.8270983539654468,0.18527643329394183,-0.21883006477804517
1.3511,0.63,1.736855636971333,0.8570262549313019,0.12962163318286724,-0.23454225031496923
1.2761,0.6376,1.6404422162231649,0.86736498435587,0.03988633859904156,-0.31100303251037226
1.3423,0.6574,1.7255431289368812,0.8943000952251394,0.06769701849907461,-0.1416142814610317
1.3926,0.6565,1.790204396451986,0.8930757720038089,0.11974198759452759,0.19476460586459288
1.6012,0.6482,2.0583622573595575,0.8817847911848729,0.3444344803637056,1.4801968733389699
1.4388,0.6468,1.8495950636328577,0.8798802883961366,0.18474887673441032,0.7776009794468458
1.4676,0.5932,1.8866178172001542,0.8069650387702353,0.31747148064139186,1.4515992154283262
1.8842,0.6118,2.4221622316493123,0.832267718677731,0.698008786002029,2.5919584971336156
1.8084,0.5911,2.3247204010798304,0.804108284587131,0.6623430751974491,2.0805119782429635
1.6274,0.6156,2.0920426790075846,0.837437083390015,0.43384113871011576,1.1320279817390517
1.5877,0.6274,2.041007841624887,0.8534893211807917,0.371262655014176,0.8301832369852781
1.3741,0.571,1.7664224193341047,0.776765065977418,0.2670140516625672,0.3072349350863677
1.5453,0.595,1.9865021210952563,0.8094136852128963,0.3916815424504856,0.7968714229435558
1.4439,0.5994,1.856151176243733,0.8153992654060673,0.28175058242827067,0.21567386620952764
1.5306,0.5614,1.9676050906286153,0.7637056182832268,0.44212705534739927,0.9429385691619114
1.5864,0.592,2.0393366756652527,0.8053326078084614,0.4385981061019959,0.8397056456216494
1.5519,0.6077,1.9949865021210953,0.8266902462250034,0.37365808965909264,0.42167013100567236
1.558,0.606,2.002828127008613,0.8243776356958237,0.3830541423949485,0.4223970328908929
1.4408,0.6005,1.8521660881861421,0.81689566045436,0.27651784242271704,-0.22579967368920834
1.4679,0.625,1.887003470883147,0.850224459257244,0.25611590593538414,-0.3590194694879257
1.461,0.607,1.8781334361743154,0.8257379948306353,0.28411528784444506,-0.22578856239009798
1.4624,0.5853,1.8799331533616144,0.7962182016052238,0.3275884315903683,-0.024152566851841303
1.4686,0.5843,1.8879033294767964,0.7948578424704122,0.3357272861408718,-0.06672760482580756
1.4075,0.5759,1.8093585293739554,0.7834308257379948,0.29091366436510047,-0.4862750669117566
1.374,0.5739,1.7662938681064404,0.7807101074683717,0.2612913734661073,-0.8128565200398975
1.3204,0.553,1.6973904100784163,0.7522786015508095,0.24821343357162773,-0.8638519618802599
1.3408,0.5725,1.723614860521918,0.7788056046796354,0.23080576983681178,-1.0401305265409524
1.3763,0.585,1.7692505463427175,0.7958100938647803,0.24207008795551976,-0.9039310263232334
1.3523,0.5847,1.7383982517033039,0.7954019861243369,0.21865174432067058,-1.113711728892611
1.1126,0.5742,1.4302609589921584,0.7811182152088152,-0.0006902828990440479,-3.0433056787765964
1.1686,0.6133,1.502249646484124,0.8343082573799483,-0.02049949582372612,-2.5663785141170763
1.0893,0.5995,1.400308522946394,0.8155353013195484,-0.07304330302677964,-2.4029849551692672
1.0903,0.6071,1.4015940352230363,0.8258740307441165,-0.08677859761060525,-2.0899689306404805
0.9959,0.575,1.2802416763080087,0.7822065025166643,-0.11894136653944654,-1.9584251807447486
0.9027,0.5628,1.1604319321249517,0.765610121071963,-0.18848734102330533,-1.9927642252829585
1.0087,0.5692,1.2966962334490293,0.7743164195347573,-0.09489601014652704,-1.3658861532309108
1.0318,0.563,1.3263915670394653,0.7658821928989252,-0.05977511193340579,-1.0853094270324306
0.9587,0.5601,1.2324206196169172,0.7619371514079718,-0.12725243373694617,-1.3037730298190453
0.9793,0.5615,1.2589021725157474,0.7638416541967079,-0.10936683010765103,-1.1075128336014999
1.0156,0.5693,1.305566268157861,0.7744524554482384,-0.0881898956015772,-0.9047543019013421
0.9696,0.5757,1.2464327034323177,0.7831587539110325,-0.14659856472479893,-1.1018477274477998
0.9512,0.57,1.2227792775421005,0.7754047068426064,-0.1539470937869296,-1.0386832742360712
0.9688,0.5655,1.245404293611004,0.7692830907359544,-0.1276222483096644,-0.8212994380590738
0.9587,0.5625,1.2324206196169172,0.7652020133315195,-0.13190568465815422,-0.7749362960117746
0.9506,0.568,1.222007970176115,0.7726839885729833,-0.15066938468592272,-0.8158298081590195
0.9354,0.571,1.202468183571153,0.776765065977418,-0.1716859483374329,-0.8809901794702419
0.9526,0.5795,1.2245789947293997,0.7883281186233166,-0.1709662120167118,-0.8169474872403135
0.9346,0.5664,1.2014397737498392,0.7705074139572847,-0.1635672174051176,-0.7099202826531767
0.923,0.5815,1.1865278313407892,0.7910488368929398,-0.2044439211177187,-1.117101753169708
0.9333,0.6099,1.1997686077902043,0.8296830363215889,-0.24920739035201467,-2.0753852011754246
0.9004,0.5945,1.1574752538886746,0.8087335056454905,-0.2522490302742627,-1.961552895712721
0.9007,0.6134,1.1578609075716673,0.8344442932934294,-0.28859338127877654,-2.2728674232978827
0.9777,0.6251,1.2568453528731198,0.8503604951707251,-0.2342779795196661,-1.2548944807684723
0.9455,0.6133,1.2154518575652398,0.8343082573799483,-0.2435994958237262,-1.2762618768239036
0.9776,0.6117,1.2567168016454557,0.8321316827642499,-0.2083973285429208,-0.6341391132254104
0.9715,0.6068,1.248875176757938,0.825465923003673,-0.2049969412454542,-0.5620492487514805
0.9225,0.59,1.185885075202468,0.8026118895388382,-0.22142418479699744,-0.7517672862404144
0.9584,0.6079,1.2320349659339247,0.8269623180519657,-0.22022968125100795,-0.6675463846648255
1.0298,0.653,1.3238205424861806,0.8883145150319685,-0.23627202147871063,-0.8772546372532635
1.1373,0.6463,1.4620131122252216,0.8792001088287308,-0.11578169599033794,1.3975832184471562
1.0079,0.6337,1.2956678236277157,0.8620595837301048,-0.2207521286539953,-0.5159184347799545
0.9719,0.6345,1.2493893816685948,0.863147871037954,-0.258303212294398,-1.1785960386030014
0.849,0.5549,1.0913999228692632,0.7548632839069513,-0.22687039007432852,-0.4652638563278231
0.5794,0.5272,0.744825813086515,0.7171813358726704,-0.4427641190253847,-3.3097585887086534
0.6567,0.5693,0.8441959120709602,0.7744524554482384,-0.4470898956015773,-2.633476040251191
0.6207,0.5594,0.7979174701118396,0.7609849000136036,-0.46389523555159373,-2.3184432819399348
0.5985,0.5076,0.7693790975703818,0.6905182968303633,-0.3856625698355185,-1.3221118466762267
0.4679,0.5214,0.6014911942409049,0.7092912528907631,-0.5430187626324652,-2.390621208603824
0.4773,0.5145,0.613575009641342,0.6999047748605631,-0.5202406662339918,-1.8859069559911619
0.4862,0.5305,0.6250160689034581,0.7216705210175486,-0.542362339042046,-1.7924573872655387
0.502,0.5224,0.6453271628744054,0.7106516120255747,-0.5108576171829684,-1.3853728106555834
0.4834,0.5149,0.6214166345288598,0.7004489185144879,-0.5149162080541931,-1.274537231988955
0.4526,0.5279,0.5818228564082787,0.7181335872670386,-0.5709213172107371,-1.4872560743646601
0.511,0.5373,0.6568967733641856,0.7309209631342675,-0.530746549985469,-1.103941024979218
0.458,0.5037,0.5887646227021468,0.6852128962045981,-0.5186010370885552,-0.931296129718966
0.4519,0.5028,0.5809229978146291,0.6839885729832677,-0.5229560679931022,-0.8725009905215487
0.4711,0.5369,0.6056048335261601,0.7303768194803429,-0.5698710081652676,-1.0793417918861494
0.4872,0.5454,0.6263015811801003,0.7419398721262414,-0.5702512718445463,-0.9871428323781353
0.5009,0.527,0.643913099370099,0.7169092640457081,-0.5208763481152842,-0.5788265529789889
0.4909,0.5169,0.6310579766036766,0.703169636784111,-0.5112939171551999,-0.44004199380034414
0.5096,0.519,0.6550970561768865,0.7060263909672154,-0.49666551171125706,-0.237535425560531
0.492,0.5191,0.632472040107983,0.7061624268806965,-0.5144593971663074,-0.32027311289989924
0.4965,0.516,0.6382568453528731,0.7019453135627807,-0.503948948059747,-0.09642661844763245
0.5076,0.5184,0.652526031623602,0.7052101754863284,-0.49750219898095493,0.26620041780022285
0.5207,0.5265,0.6693662424476154,0.7162290844783022,-0.5001069208400323,0.28542134733418945
0.529,0.5096,0.680035994343746,0.6932390150999865,-0.4590402789365253,1.2937778658800434
0.5325,0.5036,0.6845352873119938,0.6850768602911169,-0.443907151633505,1.5825758478006124
0.5149,0.487,0.6619102712430903,0.6624948986532445,-0.4293221660951486,2.2755184473239187
0.5195,0.4969,0.6678236277156446,0.6759624540878792,-0.4439168261451323,1.6520599072263684
0.6868,0.4836,0.8828898315978917,0.657869677594885,-0.25083006062343716,3.574129527430468
0.7032,0.4755,0.9039722329348245,0.6468507686029111,-0.21872533876435962,2.89260393853426
0.7079,0.4433,0.9100141406350429,0.603047204461978,-0.15159422223815078,2.708589206629037
0.6705,0.4471,0.8619359814886232,0.608216569174262,-0.19636186953006363,1.9645347805480489
0.6394,0.4406,0.8219565496850494,0.5993742347979867,-0.21485931495179167,1.6083712505894163
0.633,0.4431,0.8137292711145391,0.6027751326350157,-0.22610645132805007,1.3656604040971074
0.6852,0.435,0.8808330119552642,0.5917562236430418,-0.1582017294689726,1.6263866302726124
0.5942,0.431,0.7638513947808201,0.5863147871037954,-0.24144631126695915,0.9695534329676954
0.5938,0.4418,0.7633371898701632,0.6010066657597606,-0.2627859404123958,0.7486111858620443
0.5912,0.4313,0.7599948579508933,0.5867228948442389,-0.2450279676321102,0.7908286780734415
0.5826,0.424,0.7489394523717702,0.5767922731601143,-0.23947432941343538,0.7514977411186707
0.4748,0.3849,0.6103612289497364,0.5236022309889812,-0.27146511648875304,0.45240870482051737
0.45,0.3891,0.5784805244890089,0.5293157393551898,-0.30440830560086723,0.14200104100146949
0.513,0.39,0.6594677979174701,0.5305400625765202,-0.2431532746963203,0.5498593381369384
0.508,0.3817,0.6530402365342589,0.519249081757584,-0.2320607819271422,0.5700068107686262
0.5153,0.4039,0.6624244761537472,0.5494490545504013,-0.26780335294831736,0.173009172228277
0.5259,0.3985,0.676050906286155,0.5421031152224187,-0.24673353837559908,0.29437843193446595
0.526,0.3971,0.6761794575138192,0.5401986124336825,-0.24391914200489428,0.2403240318786883
0.5182,0.3974,0.6661524617560097,0.5406067201741259,-0.25230079837004526,0.02874174452322462
0.5094,0.399,0.654839953721558,0.5427832947898246,-0.2642029656508509,-0.30946471739323095
0.4965,0.3982,0.6382568453528731,0.5416950074819753,-0.27555188201044806,-1.022794966596064
0.5044,0.4053,0.6484123923383468,0.5513535573391375,-0.2814177493190221,-1.1100544963508612
0.5044,0.4005,0.6484123923383468,0.544823833492042,-0.272111247476606,-0.7869971567388011
0.4558,0.384,0.5859364956935338,0.5223779077676507,-0.2887201473933,-1.214196273075886
0.4556,0.3814,0.5856793932382054,0.5188409740171406,-0.28387912556199124,-0.983980361271961
0.4522,0.3765,0.5813086514976218,0.5121752142565638,-0.27777873826452465,-0.7122436828301101
0.4587,0.3831,0.5896644812957963,0.5211535845463202,-0.2840751782978469,-0.8348659315031076
0.4472,0.3857,0.5748810901144106,0.5246905182968303,-0.30061620012915574,-1.6614077673655097
0.4456,0.3956,0.572824270471783,0.5381580737314652,-0.32141086017913933,-2.2078179984417274
0.583,0.3864,0.749453657282427,0.5256427696911985,-0.16617339831450817,3.0278883913760444
0.7136,0.3955,0.9173415606119039,0.538022037817984,-0.05321697472408893,3.5828324649541945
0.7136,0.3885,0.9173415606119039,0.5284995238743029,-0.03964499287056522,2.805548050509372
0.5106,0.3812,0.6563825684535288,0.5185689021901781,-0.2284913546518904,0.21340389185611092
