ICPUSDT,QNTUSDT,ICPUSDT_perc,QNTUSDT_perc,spread,zscore
4.06,109.21,1.06282722513089,0.9650083944508261,0.0564979514362447,0.16305598440227384
4.06,109.16,1.06282722513089,0.9645665812494477,0.058330888918417756,0.11700638357219934
4.12,109.24,1.0785340314136127,0.9652734823716532,0.11539818894694065,0.774308959493591
4.15,109.24,1.086387434554974,0.9652734823716532,0.1453981889469409,1.0933415414860272
4.12,109.24,1.0785340314136127,0.9652734823716532,0.11539818894694065,0.6150574332790771
4.12,107.69,1.0785340314136127,0.951577273128921,0.17221925089432455,1.6038728008305663
4.1,107.59,1.0732984293193717,0.9506936467261642,0.15588512585867154,1.3207681358233483
4.09,107.6,1.0706806282722514,0.9507820093664398,0.14551853836223705,1.0436823819449053
4.1,106.78,1.0732984293193717,0.9435362728638331,0.18557871306988494,1.9525435755352403
4.08,106.91,1.068062827225131,0.9446849871874171,0.16081307561623426,1.1663430697367703
4.09,106.16,1.0706806282722514,0.9380577891667402,0.19830713784883924,1.893294623542291
4.07,106.43,1.0654450261780106,0.940443580454184,0.16840927544510143,1.0552695525949198
4.1,106.16,1.0732984293193717,0.9380577891667402,0.20830713784883903,1.7860168054210583
4.1,107.57,1.0732984293193717,0.9505169214456127,0.15661830085154138,0.602280316164079
4.07,106.93,1.0654450261780106,0.9448617124679686,0.15007990062336463,0.41118037675428626
4.08,107.22,1.068062827225131,0.9474242290359636,0.1494488632267572,0.333053564078226
4.1,107.75,1.0732984293193717,0.9521074489705752,0.15001972591571588,0.300886740204532
4.05,107.59,1.0602094240837696,0.9506936467261642,0.10588512585867171,-0.7163378714008031
4.06,106.57,1.06282722513089,0.9416806574180436,0.15327705049501494,0.3413118492667965
4.05,106.55,1.0602094240837696,0.9415039321374923,0.14401022548788456,0.0721305725655725
4.01,106.1,1.049738219895288,0.937527613325086,0.12050666282744738,-0.6005064574600492
3.99,105.96,1.0445026178010473,0.9362905363612264,0.1056388877775345,-1.179820636650922
4.02,106.09,1.0523560209424083,0.9374392506848105,0.13087325032388186,-0.6625807694063532
4.01,105.78,1.049738219895288,0.934700008836264,0.13223746271335868,-0.6612357251663228
3.99,105.05,1.0445026178010473,0.9282495360961385,0.13899834995309535,-0.39993517362478936
3.98,104.49,1.0418848167539267,0.9233012282406998,0.14952724975344012,-0.07676705697172273
3.93,105.41,1.0287958115183247,0.9314305911460634,0.06580120008144474,-2.549900906962437
3.96,104.78,1.036649214659686,0.9258637448086949,0.11889621235683245,-0.8037074354706067
3.97,105.62,1.0392670157068065,0.933286206591853,0.09810286265631474,-1.316653698601259
3.99,105.83,1.0445026178010473,0.9351418220376424,0.1104045252311856,-0.8664115669041867
3.96,105.64,1.036649214659686,0.9334629318724044,0.08736968766344555,-1.4004297708087754
3.92,105.0,1.0261780104712042,0.9278077228947601,0.07083128743526856,-1.726945234231265
3.93,105.3,1.0287958115183247,0.9304586021030308,0.0698336625422269,-1.5659028206935577
3.98,105.32,1.0418848167539267,0.9306353273835821,0.11910048754935731,-0.04289825616533272
3.95,105.8,1.0340314136125655,0.9348767341168154,0.07150428772049011,-1.5000165894524524
3.97,105.63,1.0392670157068065,0.9333745692321286,0.09773627515988048,-0.55275200269684
3.95,106.52,1.0340314136125655,0.9412388442166651,0.045109987977189014,-2.0233287263551727
3.93,106.72,1.0287958115183247,0.943006097022179,0.0177782380484941,-2.3689618977084836
3.95,106.83,1.0340314136125655,0.9439780860652116,0.03374577558771197,-1.6853922046351542
3.96,106.14,1.036649214659686,0.9378810638861889,0.06904031284170875,-0.7000041068701377
3.95,105.05,1.0340314136125655,0.9282495360961385,0.09899834995309531,0.17014648621069653
3.95,104.93,1.0340314136125655,0.9271891844128303,0.10339739991031172,0.32116674972724624
3.94,105.37,1.031413612565445,0.9310771405849607,0.07726755006718289,-0.38571093914935933
3.98,105.42,1.0418848167539267,0.9315189537863391,0.11543461258500942,0.739430298810039
4.02,106.2,1.0523560209424083,0.9384112397278431,0.1268407878630997,1.08913533350003
4.03,105.53,1.0549738219895288,0.9324909428293717,0.16140215012422754,1.9632042739620041
4.03,105.87,1.0549738219895288,0.9354952725987453,0.1489381752454464,1.6192532340157504
4.04,106.28,1.0575916230366493,0.9391181408500486,0.14390808789162213,1.3273336847074628
4.05,106.23,1.0602094240837696,0.9386763276486702,0.15574102537379586,1.5160086325256517
4.03,105.46,1.0549738219895288,0.9318724043474418,0.16396826259927133,1.5400724983102263
4.02,105.67,1.0523560209424083,0.9337280197932314,0.1462699251741406,1.0472918433634728
3.99,105.61,1.0445026178010473,0.9331978439515772,0.1184694501527499,0.367269129621102
3.98,105.95,1.0418848167539267,0.9362021737209508,0.09600547527396852,-0.1840264566070114
4.05,106.58,1.0602094240837696,0.9417690200583193,0.14291046299858,0.8355752415342446
4.07,107.01,1.0654450261780106,0.9455686135901741,0.14714720065188658,0.8866138343024057
4.04,106.78,1.0575916230366493,0.9435362728638331,0.12557871306988533,0.336137935352256
4.06,107.1,1.06282722513089,0.9463638773526553,0.1338479131839736,0.4877114323406612
4.04,106.81,1.0575916230366493,0.9438013607846603,0.12447895058058123,0.1939836788262196
4.11,108.65,1.0759162303664922,0.9600600865953876,0.12702685123658997,0.15480640904410284
4.14,109.05,1.0837696335078533,0.9635945922064151,0.14236335137919998,0.5810596113351965
4.11,108.49,1.0759162303664922,0.9586462843509763,0.13289225117954606,0.12153897539188536
4.12,108.71,1.0785340314136127,0.9605902624370416,0.13482732625798155,0.13862000780087008
4.12,108.53,1.0785340314136127,0.9589997349120791,0.1414259011938066,0.37741825883944624
4.11,109.09,1.0759162303664922,0.9639480427675179,0.11089700139346137,-1.434824407754929
4.1,108.68,1.0732984293193717,0.9603251745162146,0.11592708874728519,-1.1418283383853849
4.09,108.49,1.0706806282722514,0.9586462843509763,0.1128922511795456,-1.237200700024336
4.14,108.92,1.0837696335078533,0.9624458778828311,0.14712898883285153,0.7888105775091293
4.16,108.5,1.0890052356020943,0.9587346469912521,0.18252566368311118,2.3984125418208415
4.16,108.7,1.0890052356020943,0.9605018997967659,0.17519391375441629,1.7861262778646498
4.14,109.09,1.0837696335078533,0.9639480427675179,0.14089700139346073,0.21845839000432085
4.14,109.05,1.0837696335078533,0.9635945922064151,0.14236335137919998,0.35289394409672925
4.16,108.89,1.0890052356020943,0.9621807899620041,0.1682287513221561,1.5052701371828223
4.2,109.16,1.099476439790576,0.9645665812494477,0.19833088891841832,2.356223630497452
4.0,108.34,1.0471204188481675,0.9573208447468411,0.028391063626066693,-3.2341010975248694
4.01,108.47,1.049738219895288,0.958469559070425,0.03362542617241493,-2.430054220025144
4.05,108.86,1.0602094240837696,0.9619157020411769,0.059328513811460315,-1.5809970759335292
4.02,108.42,1.0523560209424083,0.9580277458690466,0.04545836365458822,-1.6752080995844782
4.01,108.27,1.049738219895288,0.9567023062649112,0.04095717610110983,-1.566996789429498
4.03,108.35,1.0549738219895288,0.9574092073871167,0.05802447612963224,-1.1234402158179169
4.01,109.16,1.049738219895288,0.9645665812494477,0.008330888918417934,-1.801062028178989
4.02,109.16,1.0523560209424083,0.9645665812494477,0.01833088891841772,-1.4466828208913396
4.02,108.97,1.0523560209424083,0.9628876910842096,0.025296051350677917,-1.2028629874556775
4.02,109.16,1.0523560209424083,0.9645665812494477,0.01833088891841772,-1.1897639764575185
4.01,108.94,1.049738219895288,0.9626226031633824,0.016395813839982232,-1.1060922328476337
4.02,109.02,1.0523560209424083,0.9633295042855881,0.023463113868504415,-0.9147883308946084
4.02,108.97,1.0523560209424083,0.9628876910842096,0.025296051350677917,-0.8122674916230199
4.0,108.41,1.0471204188481675,0.9579393832287708,0.02582495115102379,-0.7363988726910592
4.0,107.7,1.0471204188481675,0.9516656357691968,0.05185266339788974,-0.28984851181119364
3.95,107.92,1.0340314136125655,0.953609613855262,-0.006212261523674378,-1.0956353766988844
3.87,107.34,1.013089005235602,0.9484845807192719,-0.0649501867304596,-1.8521880655953527
3.9,107.0,1.0209424083769634,0.9454802509498984,-0.02248621185167865,-1.07437151842444
3.85,105.86,1.0078534031413613,0.9354069099584695,-0.030695237258118624,-1.120767307965577
3.87,105.89,1.013089005235602,0.9356719978792967,-0.011794999747422708,-0.7512277160659526
3.85,106.21,1.0078534031413613,0.9384996023681187,-0.04352579963333403,-1.7326442904290738
3.89,106.99,1.018324607329843,0.9453918883096226,-0.03211962435524374,-1.2550219238566491
3.89,107.29,1.018324607329843,0.9480427675178935,-0.04311724924828608,-1.404228018144069
3.92,106.96,1.0261780104712042,0.9451268003887956,-0.0010198618659398306,-0.17114845469458775
3.92,107.23,1.0261780104712042,0.9475125916762394,-0.010917724269678075,-0.39513641717686765
3.91,107.5,1.0235602094240839,0.9498983829636829,-0.03081558667341522,-0.907106385956987
3.91,107.86,1.0235602094240839,0.9530794380136078,-0.04401273654506577,-1.2278890320038842
3.93,108.39,1.0287958115183247,0.9577626579482195,-0.043441873856107094,-1.099421539065494
3.97,109.29,1.0392670157068065,0.9657152955730318,-0.03643474853523321,-0.7979653640238824
3.99,110.1,1.0445026178010473,0.9728726694353627,-0.04612833574644615,-1.00583893854693
4.01,109.18,1.049738219895288,0.9647433065299992,0.007597713925548533,0.735491939695314
4.0,110.2,1.0471204188481675,0.9737562958381196,-0.03979421071079425,-0.7232411359940264
4.01,111.08,1.049738219895288,0.9815322081823804,-0.06205391039705166,-1.324029687364816
4.0,111.23,1.0471204188481675,0.9828576477865159,-0.0775527228435724,-1.6564226102014972
3.99,110.29,1.0445026178010473,0.9745515596006009,-0.05309349817870679,-0.7875743555327219
3.97,110.59,1.0392670157068065,0.9772024388088716,-0.08409112307174871,-1.9516888563021362
3.98,110.78,1.0418848167539267,0.9788813289741097,-0.08105628550400867,-1.6281501308670934
3.98,110.8,1.0418848167539267,0.9790580542546611,-0.08178946049687807,-1.5581304340781086
3.97,111.58,1.0392670157068065,0.985950340196165,-0.12038328521878805,-2.418909935459551
3.99,112.03,1.0445026178010473,0.9899266590085711,-0.11687972255835088,-1.954362476194278
3.97,111.71,1.0392670157068065,0.987099054519749,-0.1251489226724387,-1.8991123862836619
3.96,112.17,1.036649214659686,0.9911637359724309,-0.15201194750843783,-2.1679021503816873
3.96,112.77,1.036649214659686,0.9964654943889723,-0.17400719729452163,-2.208601069910538
3.97,112.16,1.0392670157068065,0.9910753733321551,-0.14164536001200245,-1.3763833058767552
4.0,111.87,1.0471204188481675,0.9885128567641601,-0.10101432261539589,-0.5012891691460671
3.95,110.97,1.0340314136125655,0.9805602191393479,-0.11802144793626912,-0.7760437293377902
3.92,110.71,1.0261780104712042,0.9782627904921798,-0.13849017302896538,-1.1061850779284719
3.93,110.51,1.0287958115183247,0.9764955376866661,-0.12115842310027114,-0.6614684709147896
3.94,111.38,1.031413612565445,0.9841830873906512,-0.1430515352900934,-1.0348145390871395
3.95,111.89,1.0340314136125655,0.9886895820447115,-0.15174749760826423,-1.117480156986875
3.93,111.48,1.0287958115183247,0.9850667137934082,-0.1567174102544402,-1.1176784130798116
3.91,111.82,1.0235602094240839,0.9880710435627815,-0.18918138513322091,-1.8163502843033106
