BCHUSDT,CREAMUSDT,BCHUSDT_perc,CREAMUSDT_perc,spread,zscore
110.47,14.027,0.923816691754474,0.8354377605717689,5.077435155917058,-1.1881895688390045
112.11,13.628,0.937531359759157,0.811673615247171,9.71534157730359,-0.8373646654990589
109.17,13.892,0.9129453085800301,0.8273972602739726,4.791764396235806,-1.049507580831097
112.03,14.335,0.9368623515638067,0.8537820131030376,4.323261778004621,-1.0010501225627844
109.77,14.004,0.9179628700451581,0.8340678975580703,4.550246804267658,-0.9242418257845226
109.07,14.189,0.912109048335842,0.8450863609291245,2.460240067534528,-1.0032584569380103
106.15,13.458,0.8876902492055528,0.8015485407980941,5.032645065112405,-0.7499771193619733
106.21,12.842,0.8881920053520656,0.7648600357355569,9.720991820937229,-0.33980015878743963
110.16,12.857,0.9212242849974912,0.7657534246575343,13.558288572012941,0.010954252642534053
108.94,12.856,0.9110219100183977,0.7656938653960691,12.345802121941219,0.014043955130459354
107.2,12.523,0.8964709817695267,0.7458606313281716,13.107814248060834,0.13129049464364306
99.95,10.945,0.8358421140658974,0.6518761167361525,17.714196034897853,0.6461131503887239
103.0,11.206,0.861348051513631,0.6674210839785587,18.80315950361492,0.8895869040847735
101.83,12.52,0.8515638066566316,0.7456819535437761,7.760354897845687,-0.21531425475735966
98.35,11.21,0.8224619501588895,0.6676593210244194,14.123105303901752,0.7808672976367169
101.58,11.84,0.8494731560461616,0.7051816557474687,12.619568849080906,0.7629614204542863
100.3,11.642,0.8387690249205553,0.6933889219773675,12.827251734881756,0.7799198057441754
101.4,11.742,0.8479678876066232,0.6993448481238833,13.175896742053041,0.7774322843283359
101.89,11.79,0.8520655628031444,0.7022036926742108,13.305246345495263,0.7329565977918479
101.65,11.867,0.8500585382170932,0.7067897558070281,12.486703001017148,0.5089812281991832
101.35,11.422,0.8475497574845291,0.6802858844550328,15.530232719104902,1.0392879862364814
103.37,11.309,0.8644422144171267,0.67355568790947,18.39926386100136,1.477419305705698
101.64,11.09,0.8499749121926744,0.6605122096486004,18.314731295296227,1.3148633455251377
100.05,10.461,0.8366783743100853,0.6230494341870161,21.450754200188797,1.7196723305886423
99.25,10.199,0.8299882923565813,0.6074449076831447,22.61930428140002,1.7431385564386157
96.61,10.637,0.8079110219100184,0.6335318642048839,16.68836941281026,0.5589212090610698
97.05,10.426,0.8115905669844455,0.6209648600357356,18.713728447678847,0.9315715973463357
96.8,10.454,0.8094999163739756,0.62263251935676,18.253349049686804,0.7780002581860094
99.2,10.441,0.8295701622344874,0.621858248957713,20.751025198754533,1.3166466181959486
99.65,10.462,0.8333333333333334,0.6231089934484813,21.043240650260515,1.2567435111780836
101.49,10.706,0.8487205218263923,0.6376414532459798,21.04993446775846,1.1411933714717268
101.15,10.809,0.8458772369961532,0.643776057176891,19.936038825144905,0.775935364795134
99.9,10.72,0.8354239839438033,0.638475282906492,19.354744768762444,0.600511601165823
