FLOWUSDT,1INCHUSDT,FLOWUSDT_perc,1INCHUSDT_perc,spread,zscore
1.72,0.6337,1.1700680272108843,0.9174750253366151,0.01023167211685272,0.09742576591398908
1.73,0.6345,1.1768707482993197,0.9186332705950485,0.0180732143887381,0.18115090325126793
1.45,0.5549,0.9863945578231292,0.8033878673809178,-0.04716024166381283,-0.7813794743635628
1.16,0.5272,0.7891156462585034,0.7632836253076589,-0.2624236428278288,-2.996650750742689
1.35,0.5693,0.9183673469387756,0.8242362820327205,-0.1860124807698842,-1.898991081672457
1.28,0.5594,0.870748299319728,0.8099029969596062,-0.2293015663844602,-2.0527944499044657
1.23,0.5076,0.8367346938775511,0.7349066164760389,-0.13954142848900974,-1.1276984055227048
1.18,0.5214,0.8027210884353742,0.7548863471840161,-0.22677482429899465,-1.7145247192933382
1.2,0.5145,0.8163265306122449,0.7448964818300274,-0.18815812639400198,-1.2684523394957608
1.24,0.5305,0.8435374149659864,0.768061386998697,-0.19132728095630336,-1.18157113814656
1.22,0.5224,0.8299319727891157,0.756334153757058,-0.18947289645913834,-1.0715480114336275
1.2,0.5149,0.8163265306122449,0.7454756044592443,-0.18923735525805974,-0.9776099745433344
1.21,0.5279,0.8231292517006803,0.7642970899087883,-0.21431229333992974,-1.059274549234812
1.23,0.5373,0.8367346938775511,0.7779064716953815,-0.21967417164528147,-1.0039187325171395
1.15,0.5037,0.782312925170068,0.7292601708411757,-0.209018947064449,-0.8388922907442679
1.1215,0.5028,0.7629251700680272,0.7279571449254381,-0.23509068212031936,-0.9449372515012112
1.1427,0.5369,0.7773469387755102,0.7773273490661649,-0.3058949427812241,-1.3374178610584169
1.1728,0.5454,0.7978231292517007,0.7896337049370205,-0.2987285561424464,-1.1651134120291526
1.1472,0.527,0.7804081632653062,0.7629940639930506,-0.2746840283958001,-0.9294364148251812
1.1255,0.5169,0.7656462585034013,0.748371217605328,-0.2691334995783474,-0.827239109777517
1.1235,0.519,0.7642857142857142,0.7514116114087158,-0.27679945111464943,-0.8885799202580033
1.1195,0.5191,0.7615646258503401,0.75155639206602,-0.28106925833066376,-0.8985358311152775
1.0922,0.516,0.7429931972789117,0.7470681916895903,-0.3000052346342179,-1.2159488794606408
1.0945,0.5184,0.7445578231292518,0.7505429274648907,-0.30418060781856293,-1.3791372295331605
1.1315,0.5265,0.7697278911564626,0.7622701607065295,-0.28903499231572805,-1.0173105661543238
1.1015,0.5096,0.7493197278911564,0.7378022296221226,-0.2734375728092975,-0.6290512146903743
1.1022,0.5036,0.749795918367347,0.7291153901838715,-0.2565491398484343,-0.25221638443179745
1.0684,0.487,0.7268027210884354,0.7050818010713769,-0.24556114199004675,0.09264133564960515
1.1251,0.4969,0.765374149659864,0.7194150861444911,-0.2155720563754706,0.7899199385415103
1.1,0.4836,0.7482993197278912,0.7001592587230346,-0.20478769664555752,1.0915471852877767
1.11,0.4755,0.7551020408163266,0.6884320254813957,-0.17293331214839247,1.7807387440846194
1.0386,0.4433,0.706530612244898,0.6418126538294484,-0.15745538859176134,1.9818746298206786
1.0415,0.4471,0.7085034013605442,0.6473143188070074,-0.1648080628003077,1.7240090621950686
1.0242,0.4406,0.696734693877551,0.6379035760822355,-0.16457059375937289,1.5834605110648152
1.0209,0.4431,0.6944897959183673,0.6415230925148401,-0.1746157741597325,1.2879052858487297
0.9816,0.435,0.6677551020408163,0.6297958592732011,-0.19206138966256736,0.9253187937154491
0.9489,0.431,0.6455102040816326,0.6240046329810337,-0.21396910102199207,0.48745454874641786
0.9572,0.4418,0.651156462585034,0.6396409439698857,-0.23480828035154544,0.031682770448119325
0.9228,0.4313,0.6277551020408163,0.6244389749529463,-0.2408785226700353,-0.1479636617745199
0.892,0.424,0.6068027210884354,0.6138699869697408,-0.25198259590098526,-0.40368492961405533
0.767,0.3849,0.5217687074829932,0.5572607499638049,-0.27148797443936135,-0.8056634789143914
0.7837,0.3891,0.5331292517006803,0.5633415375705806,-0.2661198775119654,-0.7111621521314663
0.7627,0.39,0.518843537414966,0.5646445634863183,-0.28954814245609495,-1.1820907616583614
0.728,0.3817,0.49523809523809526,0.5526277689300709,-0.3018541435269011,-1.431765366577266
0.7755,0.4039,0.5275510204081633,0.5847690748515998,-0.3142513454820942,-1.651466441229567
0.769,0.3985,0.5231292517006803,0.5769509193571739,-0.30618175581731755,-1.438121401459684
0.7637,0.3971,0.5195238095238096,0.5749239901549154,-0.30770445479311603,-1.3844249481729205
0.7609,0.3974,0.5176190476190476,0.5753583321268279,-0.31131387644115927,-1.3414186902344878
0.757,0.399,0.5149659863945578,0.5776748226436949,-0.3195307918973894,-1.3574093647674033
0.7439,0.3982,0.5060544217687075,0.5765165773852613,-0.33047233416927435,-1.3853200181127068
0.7652,0.4053,0.5205442176870748,0.5867960040538585,-0.32832864650629545,-1.2180686182228835
0.7391,0.4005,0.5027891156462585,0.5798465325032576,-0.34147790013760526,-1.3007146926965611
0.6919,0.384,0.4706802721088435,0.5559577240480672,-0.344159709495232,-1.246018163602339
0.6783,0.3814,0.46142857142857147,0.5521934269581584,-0.3507447218788581,-1.2644387653863673
0.6555,0.3765,0.44591836734693874,0.5450991747502534,-0.36032416829415315,-1.3586378868929356
0.653,0.3831,0.44421768707482995,0.5546546981323295,-0.38063144455110254,-1.6524756824021953
0.658,0.3857,0.44761904761904764,0.5584189952222383,-0.3826464321674764,-1.6070737295529387
0.6658,0.3956,0.4529251700680272,0.5727522802953525,-0.40155734655290054,-1.8490509680861116
0.7232,0.3864,0.49197278911564624,0.5594324598233676,-0.3193350826795772,0.01629150871812154
0.7271,0.3955,0.49462585034013606,0.5726074996380484,-0.33998753933688597,-0.39645053337305713
0.706,0.3885,0.4802721088435374,0.5624728536267555,-0.3422010342158792,-0.3784220994192509
0.6911,0.3856,0.47013605442176876,0.5582742145649341,-0.34927662495146206,-0.5102111612851686
