AAVEUSDT,WAVESUSDT,AAVEUSDT_perc,WAVESUSDT_perc,spread,zscore
75.46,3.75,1.1369594696398975,0.5402679729145656,7.815298439660779,0.8035738326577796
73.54,3.517,1.108030736778665,0.5066993228641407,10.098289229943198,1.6959034669154784
71.4,3.496,1.0757872532770831,0.503673822215819,8.337099558681096,0.7948099938029762
71.49,3.495,1.0771432876299532,0.5035297507563752,8.445138145763842,0.7708881453694296
70.97,3.356,1.069308422480036,0.48350381789367525,10.432501750267086,1.6145899153887486
72.87,3.293,1.0979358143739641,0.47442731594871057,13.468932736480788,2.5198237742779797
71.78,3.269,1.0815127316558686,0.47096960092205736,12.81185882646696,1.9716814291259148
75.73,3.531,1.1410275726985084,0.5087163232963551,12.035749010784592,1.5459590749458922
78.8,3.516,1.1872834111797497,0.5065552514046967,15.376327817025945,2.4293278843794273
82.27,3.406,1.2395660690070813,0.4907073908658695,20.830572396129227,3.0720689532275722
82.66,3.264,1.2454422178695193,0.4702492436248379,23.782051761880744,2.824357056840335
80.6,3.225,1.2144040982371551,0.4646304567065265,22.425556658108263,2.1118768708236066
81.96,3.224,1.2348952840138616,0.4644863852470826,23.80359524519102,2.014709334290008
81.94,3.183,1.2345939430465571,0.45857945540988326,24.52317731558407,1.8512327491994605
88.65,3.232,1.3356938375772187,0.4656389569226337,30.349286548528973,2.2838652080900608
84.95,3.15,1.279945758625885,0.4538250972482351,28.12845068931506,1.724168422102432
81.76,3.234,1.2318818743408166,0.4659270998415214,23.42320937436346,1.0042950826710233
83.49,3.29,1.2579478680126561,0.47399510157037894,24.143048497729055,0.9979809030854313
81.4,3.218,1.2264577369293355,0.46362195649041926,23.351826767687577,0.8138935219854834
84.05,3.289,1.2663854150971823,0.47385103011093505,24.721087084811806,0.9028331529445249
85.25,3.344,1.2844658731354526,0.48177496038034867,24.92896479526018,0.8488246467567157
83.8,3.513,1.262618653005876,0.5061230370263651,20.430443578274215,0.16070033597890893
83.75,3.425,1.2618653005876148,0.49344474859530324,21.967839241556852,0.31672861506867994
84.15,3.372,1.267892119933705,0.4858089612447774,23.323884356942983,0.450882684361252
80.36,3.215,1.2107880066295011,0.4631897421120876,22.365942528935847,0.20510323131747205
83.68,3.312,1.260810607202049,0.47716467367814436,23.93619958190841,0.4249379816677303
94.55,3.536,1.4245894229320475,0.5094366805935744,30.765556075370803,1.6983333932617155
96.13,3.558,1.4483953593491032,0.5126062527013399,31.948707159550153,1.82003022071541
87.08,3.37,1.3120385716438148,0.48552081832588967,26.28996153110848,0.5264485331798365
87.26,3.348,1.3147506403495555,0.4823512462181242,26.86681044692915,0.632708368109201
72.15,2.745,1.087087539551002,0.39547615617346205,22.63407845783169,-0.7591009998271546
58.12,2.114,0.8756968509868915,0.3045670652643711,19.986426907051438,-1.478269240308521
68.0,2.525,1.024559288835317,0.36378043509580754,22.45256761603826,-0.717861074440575
63.96,2.378,0.963688413439807,0.34260193055755656,21.064239917203558,-1.0746437337894414
58.04,2.235,0.8744914871176735,0.3219997118570811,17.72375787003783,-1.8026588802309471
56.57,2.244,0.8523429260207924,0.3232963549920761,16.09141058629301,-1.9840109940504538
59.08,2.269,0.8901612174175079,0.3268981414781732,18.150445909224082,-1.3063928465315304
60.99,2.321,0.9189392797950882,0.3343898573692552,19.12243938092071,-0.9749476570564891
58.35,2.348,0.8791622721108935,0.33827978677424003,15.995397529686272,-1.5628376517027163
58.5,2.31,0.8814223293656772,0.33280507131537246,16.830863838831043,-1.2387379548836082
58.35,2.358,0.8791622721108935,0.3397205013686789,15.815011658858701,-1.3201356620057865
58.7,2.354,0.8844357390387223,0.33914421553090335,16.237166007189728,-1.112868084251843
56.08,2.155,0.8449600723218321,0.31047399510157037,17.206844836658398,-0.8561761066492737
55.9,2.132,0.8422480036160915,0.30716035153436105,17.441732339561803,-0.7504612883599568
57.42,2.197,0.8651499171312339,0.3165249963982135,17.789224179182597,-0.6209684837415669
58.45,2.259,0.880668976947416,0.3254574268837343,17.700831780051658,-0.5895354374353319
58.12,2.232,0.8756968509868915,0.3215674974787495,17.85787363128609,-0.5009248506042152
59.15,2.195,0.8912159108030736,0.31623685347932573,19.555301353348113,-0.046405258420907584
61.69,2.198,0.9294862136507457,0.3166690678576574,22.041185592099836,0.8612598599481411
61.5,2.275,0.926623474461353,0.32776257023483646,20.46221438672754,0.5224800028342154
60.16,2.328,0.9064336296519511,0.33539835758536235,18.16616927134141,-0.1965950404053839
61.56,2.319,0.9275274973632666,0.3341017144503674,19.72851655508623,0.6560588089271365
65.24,2.384,0.9829742353472953,0.34346635931421987,22.236008394707007,1.7558678546564328
63.61,2.344,0.9584149465119782,0.33770350093646445,21.327551878017303,1.4100546852553857
65.65,2.394,0.9891517251770379,0.3449070739086587,22.465622523879446,1.8435848391450609
62.72,2.313,0.9450052734669278,0.3332372856937041,20.996748077582765,1.0478810391213764
64.33,2.343,0.9692632213349404,0.3375594294770206,22.06559046510005,1.3910548649711387
64.35,2.382,0.9695645623022449,0.34317821639533214,21.38208556887252,0.9877009162505506
63.92,2.44,0.963085731505198,0.3515343610430774,19.90584751807262,0.3132055375971481
61.3,2.332,0.9236100647883079,0.3359746434231379,19.234014923010385,-0.056620348354860364
62.76,2.048,0.9456079554015367,0.2950583489410748,25.816973654513404,2.4408122090486963
61.45,2.079,0.9258701220430917,0.2995245641838352,23.94777745494794,1.5378429504924842
61.37,2.022,0.9246647581738736,0.29131249099553375,24.89597691866509,1.7324405735849608
59.7,1.932,0.8995027874039475,0.27834605964558423,24.849449756113238,1.5426939604306875
60.05,1.828,0.9047762543317763,0.2633626278634203,27.07546281271997,2.0781721365033543
61.98,1.844,0.933855657676661,0.2656677712145224,28.71684541939586,2.24145901208891
62.55,1.78,0.9424438752448394,0.2564471978101138,30.441314992692313,2.3294780221503073
60.92,1.742,0.9178845864095223,0.2509724823512462,29.49678130183709,1.8103761194036692
54.75,1.525,0.8249208979960825,0.21970897565192335,27.241154698795384,1.065823796283206
55.51,1.589,0.8363718547536537,0.22892954905633195,26.846685125498926,0.876003461806127
55.75,1.519,0.8399879463613078,0.21884454689526003,28.34938622129193,1.169079187727397
53.7,1.483,0.809100497212596,0.21365797435528025,26.948775356271184,0.7146899103841351
55.67,1.581,0.8387825824920898,0.22777697738078087,27.150993822160988,0.6976939245397155
56.0,1.528,0.843754708452614,0.220141190030255,28.43703893754711,0.9853859797923961
55.66,1.576,0.8386319120084375,0.22705662008356145,27.231186757574765,0.5577187642941179
54.55,1.608,0.8219074883230374,0.23166690678576576,25.54395197092654,-0.002244122674596045
54.38,1.594,0.8193460901009492,0.22964990635355137,25.626492190085145,-0.04788138361371258
54.4,1.562,0.8196474310682537,0.22503961965134708,26.223726976733367,0.08732517846068315
55.95,1.547,0.8430013560343529,0.2228785477596888,28.04430578297473,0.6406577228556221
57.43,1.528,0.8653005876148862,0.220141190030255,29.86703893754711,1.2793211799807624
53.24,1.387,0.8021696549645924,0.19982711424866734,28.22047971621587,0.5979361259256346
53.94,1.329,0.81271658882025,0.19147096960092205,29.96671776701578,1.436496002898345
52.4,1.309,0.7895133343378031,0.18858954041204437,28.787489508670923,0.7153062035598869
51.93,1.307,0.7824318216061473,0.1883013974931566,28.353566682836437,0.3765617064549416
52.09,1.308,0.7848425493445834,0.1884454689526005,28.495528095753684,0.3950369314519815
52.96,1.336,0.7979508814223293,0.19247946981702926,28.86044765743648,0.6006531070061152
53.02,1.337,0.7988549043242429,0.19262354127647313,28.902409070353727,0.6225522784617372
56.81,1.402,0.8559590176284466,0.2019881861403256,31.519900909974513,2.3098723208632403
55.4,1.393,0.8347144794334789,0.20069154300533065,30.272248193719324,1.3990290168551058
54.6,1.359,0.8226608407412987,0.19579311338423858,30.08556015453307,1.1559988429819708
