JSTUSDT,AKROUSDT,JSTUSDT_perc,AKROUSDT_perc,spread,zscore
0.01982,0.003082,0.9807026224641268,0.93083660525521,-2.052267788397316e-05,0.5525935699730248
0.01971,0.0031,0.9752597723899059,0.9362730292962851,-0.000246398540376485,0.4206629098331843
0.0197,0.003101,0.974764967837704,0.9365750528541226,-0.00026283608829273664,0.4831338195343752
0.01972,0.003081,0.975754576942108,0.9305345816973724,-0.00011408512996772396,0.6188752107459882
0.01964,0.003082,0.9717961405244929,0.93083660525521,-0.00020052267788397277,0.6263366583727911
0.0196,0.003092,0.9698169223156853,0.933856840833585,-0.00030489815704648135,0.6282975146310217
0.01957,0.003112,0.9683325086590797,0.9398973119903352,-0.00046364911537149014,0.5672209555829649
0.01968,0.003129,0.9737753587333003,0.9450317124735729,-0.000463087429947745,0.49647430851766744
0.01971,0.003113,0.9752597723899059,0.9401993355481727,-0.00033008666328774097,0.5397003835100008
0.01973,0.0031,0.9762493814943098,0.9362730292962851,-0.00022639854037648233,0.5608771858321946
0.01978,0.00311,0.9787234042553191,0.9392932648746601,-0.00024077401953898764,0.48234547237283526
0.01973,0.003099,0.9762493814943098,0.9359710057384476,-0.00021996099246023373,0.4330126864518074
0.01977,0.003062,0.9782285997031173,0.9247961340984596,5.8228280441035424e-05,0.633750228093371
0.01974,0.00307,0.9767441860465117,0.9272123225611597,-2.3272102888965973e-05,0.5050118970283374
0.01974,0.003059,0.9767441860465117,0.9238900634249472,4.7540924189785894e-05,1.6553577200021035
0.01979,0.003078,0.979218208807521,0.9296285110238598,-2.47724862189741e-05,1.0990846171429471
0.01979,0.00308,0.979218208807521,0.9302325581395348,-3.7647582051474754e-05,0.9638443887949307
0.01979,0.00307,0.979218208807521,0.9272123225611597,2.672789711103199e-05,1.2944279189472192
0.01995,0.003081,0.9871350816427511,0.9305345816973724,0.0001159148700322736,1.667194733032427
0.01988,0.003087,0.9836714497773379,0.9323467230443974,7.289582534771022e-06,0.9358339713253921
0.01983,0.00308,0.9811974270163286,0.9302325581395348,2.3524179485270857e-06,0.824502219481373
0.01979,0.00308,0.979218208807521,0.9302325581395348,-3.7647582051474754e-05,0.5980078419850476
0.01983,0.00309,0.9811974270163286,0.9332527937179099,-6.202306121397619e-05,0.4065152358969009
0.01986,0.00308,0.9826818406729342,0.9302325581395348,3.2352417948525863e-05,0.8750747817741988
0.01985,0.00308,0.9821870361207323,0.9302325581395348,2.235241794852627e-05,0.7663707685611062
0.01988,0.00307,0.9836714497773379,0.9272123225611597,0.00011672789711103179,1.185775990207788
0.01994,0.00306,0.9866402770905492,0.9241920869827845,0.0002411033762735361,1.6652188442157767
0.01992,0.003062,0.9856506679861455,0.9247961340984596,0.00020822828044103625,1.4234134296729377
0.01994,0.00308,0.9866402770905492,0.9302325581395348,0.00011235241794852607,0.8433499502086376
0.01995,0.00308,0.9871350816427511,0.9302325581395348,0.00012235241794852567,0.8673807638238543
0.01994,0.00308,0.9866402770905492,0.9302325581395348,0.00011235241794852607,0.7228003206196312
0.01995,0.003081,0.9871350816427511,0.9305345816973724,0.0001159148700322736,0.7050918183437938
0.01994,0.00306,0.9866402770905492,0.9241920869827845,0.0002411033762735361,1.9327198447326948
0.01988,0.003061,0.9836714497773379,0.9244941105406221,0.000174665828357283,1.0993355306475516
0.01983,0.00305,0.9811974270163286,0.9211718514044096,0.00019547885543604038,1.1975897188623181
0.01987,0.003049,0.983176645225136,0.920869827846572,0.0002419164033522908,1.5001858340945062
0.01988,0.00307,0.9836714497773379,0.9272123225611597,0.00011672789711103179,0.18874486961028392
0.01986,0.00305,0.9826818406729342,0.9211718514044096,0.00022547885543603916,1.2039221600330376
0.01981,0.00306,0.9802078179119249,0.9241920869827845,0.00011110337627353792,-0.042424235134929884
0.01989,0.003029,0.98416625432954,0.9148293566898218,0.0003906673616773035,2.368860816017737
0.01986,0.00302,0.9826818406729342,0.9121111446692842,0.00041860529292355245,2.185105731089596
0.01988,0.003029,0.9836714497773379,0.9148293566898218,0.0003806673616773004,1.6639847901753155
0.01983,0.00303,0.9811974270163286,0.9151313802476593,0.0003242298137610504,1.132449223857733
0.01978,0.003021,0.9787234042553191,0.9124131682271216,0.00033216774500730364,1.1308740319357344
0.0197,0.002994,0.974764967837704,0.9042585321655089,0.000425981538746064,1.735995481103177
0.01973,0.003017,0.9762493814943098,0.9112050739957717,0.000307917936672307,0.6674402452341551
0.01974,0.003019,0.9767441860465117,0.9118091211114466,0.00030504284083980593,0.5727193127387582
0.01971,0.003019,0.9752597723899059,0.9118091211114466,0.0002750428408398037,0.2800563165325574
0.01968,0.00304,0.9737753587333003,0.9181516158260344,0.00010985433459854282,-1.160010391022441
0.0197,0.003011,0.974764967837704,0.9093929326487465,0.0003165432241698102,0.6110785584493011
0.01971,0.00303,0.9752597723899059,0.9151313802476593,0.00020422981376104835,-0.46571973914781206
0.01974,0.003021,0.9767441860465117,0.9124131682271216,0.0002921677450073053,0.2964775075465482
0.01987,0.00303,0.983176645225136,0.9151313802476593,0.00036422981376104877,0.9236847787001076
0.01981,0.003012,0.9802078179119249,0.909694956206584,0.00042010567625356057,1.3439484007571023
0.01977,0.003012,0.9782285997031173,0.909694956206584,0.00038010567625355873,0.8662309755710145
0.01985,0.00304,0.9821870361207323,0.9181516158260344,0.00027985433459854284,-0.16631192798724884
0.01986,0.00302,0.9826818406729342,0.9121111446692842,0.00041860529292355245,1.1208059497753466
0.01984,0.003002,0.9816922315685305,0.906674720628209,0.0005144811554160626,1.872972372441618
0.01987,0.003001,0.983176645225136,0.9063726970703715,0.00055091870333231,1.915023391283677
0.01988,0.003,0.9836714497773379,0.906070673512534,0.0005673562512485616,1.9059996035727202
0.01994,0.002982,0.9866402770905492,0.9006342494714586,0.000743232113741072,2.672978387297487
0.01992,0.003,0.9856506679861455,0.906070673512534,0.0006073562512485635,1.5166928123514187
0.01991,0.002999,0.9851558634339437,0.9057686499546964,0.000603793799164816,1.3496796089050505
0.01994,0.003001,0.9866402770905492,0.9063726970703715,0.0006209187033323106,1.3136561006099758
0.01993,0.003016,0.9861454725383474,0.9109030504379342,0.0005143554845885578,0.5894586571955266
0.01974,0.003049,0.9767441860465117,0.920869827846572,0.00011191640335229264,-1.6906703332076858
0.0198,0.003044,0.979713013359723,0.9193597100573844,0.00020410414293354703,-1.1030671699466035
0.01979,0.003097,0.979218208807521,0.9353669586227725,-0.00014708589662773205,-2.460995914097829
0.01978,0.003138,0.9787234042553191,0.9477499244941106,-0.00042102536119400374,-2.781935127187409
0.01981,0.00311,0.9802078179119249,0.9392932648746601,-0.0002107740195389854,-1.8199197662486337
0.01981,0.00305,0.9802078179119249,0.9211718514044096,0.0001754788554360412,-0.494861591543308
0.02,0.003079,0.9896091044037606,0.9299305345816974,0.0001787899658647757,-0.4788525602697187
0.02008,0.0031,0.9935675408213757,0.9362730292962851,0.0001236014596235173,-0.6296974984833642
0.02007,0.00311,0.9930727362691738,0.9392932648746601,4.9225980461014424e-05,-0.8119216394962582
0.02007,0.00311,0.9930727362691738,0.9392932648746601,4.9225980461014424e-05,-0.7464826090835506
0.02013,0.00312,0.9960415635823849,0.9423135004530353,4.4850501298505235e-05,-0.7018734682125434
0.02014,0.00313,0.996536368134587,0.9453337360314104,-9.524977863994977e-06,-0.8162839185432714
0.02005,0.00312,0.9920831271647699,0.9423135004530353,-3.5149498701494974e-05,-0.8199226631950249
0.02007,0.003139,0.9930727362691738,0.9480519480519479,-0.00013746290911025028,-1.0316762518649696
0.02015,0.00313,0.9970311726867889,0.9453337360314104,4.7502213600461585e-07,-0.5413942329923076
0.02014,0.003103,0.996536368134587,0.9371790999697975,0.00016428881587476907,0.03419200829364005
0.02017,0.003128,0.9980207817911926,0.9447296889157354,3.3350117968504456e-05,-0.31529602971749465
0.02016,0.003121,0.9975259772389907,0.9426155240108728,6.841295338225542e-05,-0.10328932991569516
0.02018,0.003148,0.9985155863433944,0.9507701600724857,-8.540084035650597e-05,-0.6528801469055139
0.0202,0.003137,0.9995051954477981,0.947447900936273,5.412186722248552e-06,-0.1449198129460688
0.02024,0.003119,1.0014844136566057,0.9420114768951977,0.00016128804921475975,0.9578800549781697
0.02013,0.003113,0.9960415635823849,0.9401993355481727,8.991333671225926e-05,0.49807013260886995
0.02013,0.003109,0.9960415635823849,0.9389912413168227,0.00011566352837726057,0.7162664684794341
0.02008,0.003127,0.9935675408213757,0.9444276653578979,-5.0212334115246754e-05,-0.4526632395226609
0.02002,0.003121,0.9905987135081643,0.9426155240108728,-7.158704661774581e-05,-0.9732671777767076
0.02002,0.00311,0.9905987135081643,0.9392932648746601,-7.740195389870086e-07,-0.46553381573195457
0.02005,0.00311,0.9920831271647699,0.9392932648746601,2.922598046101177e-05,-0.06134385089469239
0.02003,0.0031,0.9910935180603662,0.9362730292962851,7.360145962351586e-05,0.557054605854606
0.0201,0.003122,0.9945571499257794,0.9429175475687104,1.975405466005803e-06,-0.28367847549248315
0.02014,0.00312,0.996536368134587,0.9423135004530353,5.48505012985083e-05,0.40407625493878385
0.02011,0.003111,0.9950519544779812,0.9395952884324977,8.278843254476073e-05,0.7395370341472622
0.02009,0.003114,0.9940623453735775,0.9405013591060102,4.347578879600883e-05,0.23274035642863344
0.02019,0.003091,0.9990103908955963,0.9335548172757475,0.00029153939086977096,2.6166125346055304
0.02018,0.00309,0.9985155863433944,0.9332527937179099,0.00028797693878602343,2.1424469646593542
0.02016,0.00307,0.9975259772389907,0.9272123225611597,0.00039672789711103426,2.572080662042254
0.02008,0.00305,0.9935675408213757,0.9211718514044096,0.0004454788554360406,2.373356216945731
0.02015,0.003071,0.9970311726867889,0.9275143461189972,0.0003802903491947826,1.7120648670827403
0.02002,0.003065,0.9905987135081643,0.9257022047719722,0.00028891563669228293,1.0283242923946054
0.02011,0.00303,0.9950519544779812,0.9151313802476593,0.0006042298137610494,2.384724865921858
0.02003,0.003034,0.9910935180603662,0.9163394744790093,0.0004984796220960479,1.628720924766068
0.02002,0.00303,0.9905987135081643,0.9151313802476593,0.0005142298137610496,1.5174778917149798
0.02002,0.003041,0.9905987135081643,0.9184536393838718,0.00044341678668229426,1.0752032051480873
0.02001,0.00305,0.9901039089559625,0.9211718514044096,0.00037547885543604,0.68865740559951
0.02004,0.003039,0.991588322612568,0.9178495922681968,0.0004762918825147941,1.0571376322533768
0.02007,0.003051,0.9930727362691738,0.921473874962247,0.0004290413075197924,0.7620931779121106
0.02006,0.00304,0.992577931716972,0.9181516158260344,0.0004898543345985447,0.9703480071980604
0.02004,0.003057,0.991588322612568,0.923286016309272,0.0003604160200222882,0.25251371875369644
0.02002,0.003058,0.9905987135081643,0.9235880398671096,0.00033397847210603696,0.037773836561197476
0.02007,0.00307,0.9930727362691738,0.9272123225611597,0.00030672789711103446,-0.18904188847286532
0.02019,0.003078,0.9990103908955963,0.9296285110238598,0.00037522751378102695,0.1281650722291652
0.02025,0.003099,1.0019792182088076,0.9359710057384476,0.0003000390075397659,-0.511025515231289
0.02021,0.00311,1.0,0.9392932648746601,0.0001892259804610122,-1.4943966518561644
0.02023,0.0031,1.000989609104404,0.9362730292962851,0.0002736014596235181,-1.099980405587193
0.02028,0.003091,1.003463631865413,0.9335548172757475,0.00038153939086977076,-0.0674668856891029
0.02024,0.003089,1.0014844136566057,0.9329507701600726,0.00035441448670227305,-0.38580582431820376
0.0202,0.00307,0.9995051954477981,0.9272123225611597,0.00043672789711103263,0.452487463457814
0.02016,0.00307,0.9975259772389907,0.9272123225611597,0.00039672789711103426,0.061102137678559175
0.02022,0.003069,1.000494804552202,0.9269102990033222,0.0004631654450272804,0.7068180983386658
0.02022,0.003059,1.000494804552202,0.9238900634249472,0.0005275409241897837,1.2430910347268282
0.02021,0.003041,1.0,0.9184536393838718,0.0006334167866822935,2.241941175537061
0.02025,0.003079,1.0019792182088076,0.9299305345816974,0.0004287899658647759,0.24831904991236073
0.02022,0.00308,1.000494804552202,0.9302325581395348,0.0003923524179485251,-0.06414418085102727
0.02028,0.003087,1.003463631865413,0.9323467230443974,0.00040728958253477207,0.1109832032571132
0.02026,0.0031,1.0024740227610094,0.9362730292962851,0.0003036014596235169,-0.9250338537632284
0.02026,0.003129,1.0024740227610094,0.9450317124735729,0.00011691257005225567,-2.3120818004025288
0.02027,0.00312,1.0029688273132114,0.9423135004530353,0.00018485050129850647,-1.5121929691268812
0.02014,0.003071,0.996536368134587,0.9275143461189972,0.000370290349194783,0.09875300289629588
0.02009,0.003079,0.9940623453735775,0.9299305345816974,0.0002687899658647755,-0.7326471246110521
0.02015,0.003082,0.9970311726867889,0.93083660525521,0.00030947732211602727,-0.3739444561050271
0.02019,0.00308,0.9990103908955963,0.9302325581395348,0.0003623524179485263,0.05420888404196976
0.02026,0.003077,1.0024740227610094,0.9293264874660223,0.00045166506169727963,0.7751705002968167
0.02017,0.003067,0.9980207817911926,0.9263062518876471,0.0004260405408597831,0.5086486798561034
0.02022,0.00308,1.000494804552202,0.9302325581395348,0.0003923524179485251,0.1524219557004113
