ARUSDT,XNOUSDT,ARUSDT_perc,XNOUSDT_perc,spread,zscore
11.12,0.873,1.141683778234086,1.0581818181818183,-0.23955757403629363,-1.6235801774429715
10.98,0.878,1.1273100616016427,1.0642424242424242,-0.4446180412415419,-1.855132839342887
10.27,0.858,1.0544147843942504,1.04,-0.8943761724205501,-2.294227562404282
10.91,0.91,1.120123203285421,1.103030303030303,-0.931005031355129,-2.0290925422956096
10.09,0.893,1.0359342915811087,1.0824242424242425,-1.5297994428572856,-2.45074344305411
9.98,0.896,1.0246406570841888,1.0860606060606062,-1.678835723180434,-2.3567763161894737
10.11,0.898,1.0379876796714578,1.0884848484848486,-1.5748599100625338,-1.898808270960875
10.02,0.874,1.028747433264887,1.0593939393939396,-1.3525696674773435,-1.4352859290070452
10.13,0.882,1.040041067761807,1.069090909090909,-1.346666415005739,-1.2844851658047072
10.25,0.896,1.0523613963039014,1.0860606060606062,-1.4088357231804345,-1.230843849844353
10.17,0.892,1.0441478439425051,1.0812121212121213,-1.4367873494162353,-1.1477941794509856
9.34,0.84,0.9589322381930184,1.0181818181818183,-1.590158490481656,-1.2081634225375377
9.73,0.876,0.9989733059548255,1.0618181818181818,-1.6685938543594414,-1.1815874252227059
10.02,0.878,1.028747433264887,1.0642424242424242,-1.4046180412415428,-0.7960775256294916
10.95,0.931,1.124229979466119,1.1284848484848486,-1.164258993617171,-0.44930146603517357
11.07,0.928,1.1365503080082136,1.124848484848485,-1.005222713294021,-0.18136267252479135
11.29,0.928,1.1591375770020533,1.124848484848485,-0.7852227132940222,0.21018474227578146
10.73,0.915,1.1016427104722792,1.1090909090909091,-1.1760654985603765,-0.2708993708125167
9.71,0.846,0.9969199178644764,1.0254545454545454,-1.298231051127953,-0.39069553364990106
9.8,0.867,1.0061601642710474,1.050909090909091,-1.481485013389996,-0.6878477406129705
9.75,0.786,1.0010266940451744,0.9527272727272729,-0.47750544466497935,1.688434749264955
10.13,0.8,1.040041067761807,0.9696969696969698,-0.27967475283967325,2.1882523357253145
10.19,0.86,1.0462012320328542,1.0424242424242425,-1.000400359302649,0.5590508813399099
9.42,0.799,0.9671457905544147,0.9684848484848486,-0.9766626593986238,0.6366418564319379
9.62,0.806,0.9876796714579055,0.976969696969697,-0.8677473134859728,0.9102461346767274
9.51,0.773,0.9763860369609856,0.936969696969697,-0.5483482299313351,1.548365540589704
9.19,0.78,0.9435318275154003,0.9454545454545455,-0.9594328840186819,0.4525910002219459
10.08,0.803,1.0349075975359343,0.9733333333333335,-0.36871103316282294,1.7469523455359337
10.18,0.794,1.0451745379876796,0.9624242424242425,-0.15160219219337634,1.9420831051537695
9.73,0.792,0.9989733059548255,0.9600000000000001,-0.5755780053112769,0.9035880619370968
9.34,0.776,0.9589322381930184,0.9406060606060607,-0.7573845102544841,0.43888966673885743
9.46,0.771,0.971252566735113,0.9345454545454546,-0.5723240430492353,0.7777315448664202
9.43,0.754,0.9681724845995893,0.9139393939393939,-0.3811184545513928,1.1238541541556204
9.29,0.759,0.9537987679671457,0.92,-0.5861789217566411,0.5671054272402933
9.08,0.775,0.9322381930184804,0.9393939393939394,-1.0043724168134336,-0.6252078772613272
9.35,0.771,0.959958932238193,0.9345454545454546,-0.6823240430492366,0.22145214707001862
9.26,0.757,0.9507186858316221,0.9175757575757576,-0.5901547348745417,0.4347088944781281
9.05,0.825,0.929158110882957,1.0,-1.684977088865912,-2.257250067091998
9.47,0.786,0.9722792607802875,0.9527272727272729,-0.7575054446649787,0.011497649151431597
9.65,0.803,0.9907597535934292,0.9733333333333335,-0.7987110331628227,-0.16348568929304483
9.53,0.801,0.9784394250513346,0.970909090909091,-0.8926868462807249,-0.5509821309278977
9.13,0.801,0.9373716632443533,0.970909090909091,-1.2926868462807235,-1.5539603240113051
9.02,0.812,0.9260780287474332,0.9842424242424244,-1.5458198741322704,-1.9731788306721345
8.85,0.793,0.908624229979466,0.9612121212121213,-1.4685900987523262,-1.5989444381005606
8.87,0.79,0.9106776180698151,0.9575757575757576,-1.4095538184291794,-1.3364719592515395
8.74,0.773,0.8973305954825462,0.936969696969697,-1.3183482299313347,-1.035894180488046
8.64,0.763,0.8870636550308009,0.9248484848484849,-1.2882272955208371,-0.8789057910568348
8.92,0.761,0.9158110882956878,0.9224242424242425,-0.982203108638739,-0.16732373766862618
9.73,0.77,0.9989733059548255,0.9333333333333335,-0.2893119496081855,1.411335336707461
9.72,0.742,0.997946611909651,0.8993939393939394,0.06502666674120405,2.0987370963321785
9.7,0.741,0.9958932238193018,0.8981818181818182,0.05803876018225118,1.851050798380149
10.05,0.752,1.0318275154004106,0.9115151515151516,0.2649057323307069,1.9435921161429466
9.96,0.75,1.02258726899384,0.9090909090909092,0.20092991921280756,1.6414531298009518
10.2,0.732,1.0472279260780286,0.8872727272727273,0.6751476011516981,2.088617287802202
9.87,0.725,1.013347022587269,0.8787878787878788,0.4362322552390463,1.5540755671453002
10.12,0.7022,1.0390143737166324,0.8511515151515152,0.9829079856949754,1.96054816123763
10.48,0.695,1.0759753593429158,0.8424242424242424,1.4365950584705356,2.104439578722392
10.36,0.7079,1.0636550308008212,0.8580606060606061,1.1487390530809947,1.5834510375926332
10.58,0.7249,1.0862422997946612,0.8786666666666667,1.1475334645831516,1.4305649878885236
10.19,0.7124,1.0462012320328542,0.8635151515151516,0.9201846325962695,1.091500923125556
10.52,0.7321,1.0800821355236139,0.8873939393939394,0.9938463918075939,1.0578653208508084
10.62,0.7377,1.0903490759753593,0.8941818181818183,1.0209786685377154,0.9855403742895602
10.24,0.7259,1.051334702258727,0.8798787878787879,0.7945213711421015,0.6937428847399589
10.19,0.7383,1.0462012320328542,0.8949090909090909,0.5831714124730869,0.4139734918401004
10.14,0.7508,1.0410677618069815,0.9100606060606061,0.370520244459966,0.10742468942550798
10.39,0.7435,1.066735112936345,0.9012121212121214,0.7155085265796277,0.4291566988217049
10.39,0.7549,1.066735112936345,0.9150303030303031,0.567170661351664,0.14533855327998635
10.19,0.7481,1.0462012320328542,0.9067878787878788,0.45565289675080045,-0.17172347741321
11.27,0.7216,1.1570841889117043,0.8746666666666667,1.8804733729386136,2.348691927349549
14.67,0.7487,1.5061601642710472,0.9075151515151516,4.92784564068617,3.905602434908644
15.13,0.784,1.553388090349076,0.9503030303030304,4.92851874221712,2.845062691159091
14.99,0.7845,1.5390143737166324,0.9509090909090909,4.782012695496595,2.241786375802056
14.2,0.767,1.457905544147844,0.9296969696969698,4.219724330714962,1.641379179679336
13.6,0.7622,1.3963039014373715,0.923878787878788,3.6821823792320014,1.182052814490957
11.66,0.672,1.1971252566735113,0.8145454545454547,2.9158732076146734,0.6491370396827557
8.88,0.5904,0.9117043121149898,0.7156363636363637,1.1976600324043218,-0.4287149051633831
10.55,0.6627,1.0831622176591376,0.8032727272727272,1.9268856766164362,-0.004495550650032613
9.66,0.6128,0.9917864476386037,0.7427878787878789,1.68618913932481,-0.16271367525600217
9.0,0.607,0.9240246406570841,0.7357575757575758,1.101659281282898,-0.5270426408077634
8.66,0.5957,0.8891170431211499,0.7220606060606061,0.9086959371667582,-0.6379892497739139
9.07,0.5956,0.931211498973306,0.721939393939394,1.3199971465108629,-0.3960473642395374
9.43,0.5975,0.9681724845995893,0.7242424242424244,1.655274168972868,-0.20723670370387168
9.43,0.5961,0.9681724845995893,0.7225454545454545,1.673491099790339,-0.2172231314286591
9.91,0.5986,1.017453798767967,0.7255757575757577,2.1209608661877146,0.028427863284930684
10.23,0.5922,1.0503080082135523,0.7178181818181818,2.5242382642104326,0.2355180935564554
10.42,0.5887,1.0698151950718686,0.7135757575757576,2.7597805912541054,0.32800486134801615
9.45,0.5837,0.9702258726899383,0.7075151515151515,1.8548410584593524,-0.3419272240848366
9.15,0.566,0.9394250513347022,0.686060606060606,1.7851551123659322,-0.44900719725793076
9.11,0.5819,0.935318275154004,0.7053333333333334,1.5382628266532423,-0.6982999732218654
9.49,1.0808,0.9743326488706365,1.3100606060606061,-4.573470591086398,-3.338644814394798
9.13,0.8591,0.9373716632443533,1.0413333333333334,-2.0486894752057037,-1.8351036558330238
9.27,0.8022,0.9517453798767966,0.9723636363636364,-1.168301358409984,-1.2976400358959324
9.22,0.7779,0.9466119096509241,0.942909090909091,-0.9021074877924775,-1.0789504803819165
9.19,0.8094,0.9435318275154003,0.9810909090909091,-1.3419884311855395,-1.1943538253960817
9.14,0.7515,0.9383983572895278,0.9109090909090909,-0.6385882209487672,-0.7553102868131658
9.1,0.7571,0.9342915811088295,0.9176969696969698,-0.7514559442186464,-0.7376654334936761
9.7,0.7595,0.9958932238193018,0.9206060606060606,-0.1826849684771652,-0.39119316324994285
9.4,0.7589,0.9650924024640657,0.919878787878788,-0.4748777124125354,-0.4923968595975528
9.56,0.7728,0.9815195071868583,0.9367272727272729,-0.49574581124312367,-0.45013468522017347
9.17,0.755,0.9414784394250513,0.9151515151515152,-0.6541305479924411,-0.4908472944816442
9.29,0.7592,0.9537987679671457,0.9202424242424243,-0.5887813404448501,-0.41493649371238456
9.37,0.7729,0.962012320328542,0.9368484848484849,-0.6870470205872312,-0.41902076689913076
9.49,0.7751,0.9743326488706365,0.9395151515151515,-0.5956736261575379,-0.3143579983964221
8.95,0.7611,0.9188911704312114,0.9225454545454546,-0.9535043179828442,-0.45505182247090725
9.17,0.7677,0.9414784394250513,0.9305454545454547,-0.819384134693772,-0.31055823348793565
8.97,0.7599,0.9209445585215607,0.9210909090909092,-0.9178898058535836,-0.293916942433371
8.91,0.7653,0.9147843942505134,0.9276363636363637,-1.0481551104352516,-0.29710508474441505
8.66,0.761,0.8891170431211499,0.9224242424242425,-1.2422031086387388,-0.3661717302292725
8.75,0.771,0.8983572895277208,0.9345454545454546,-1.2823240430492362,-0.3185884596045608
8.87,0.7764,0.9106776180698151,0.9410909090909091,-1.2325893476309027,-0.17444894643967931
8.74,0.765,0.8973305954825462,0.9272727272727274,-1.214251482402938,-0.7304240187159833
8.32,0.7572,0.8542094455852156,0.9178181818181819,-1.5327571535627502,-1.845027728553814
7.38,0.6881,0.757700205338809,0.8340606060606062,-1.5736214967862248,-1.7724708844045698
7.8,0.7001,0.8008213552361396,0.8486060606060606,-1.309766618078819,-0.9884605116348504
7.71,0.6989,0.7915811088295688,0.8471515151515152,-1.3841521059495596,-1.1698172643953035
7.29,0.6763,0.7484599589322382,0.8197575757575758,-1.5100787941818394,-1.3417203971103986
7.35,0.701,0.7546201232032854,0.8496969696969697,-1.7714775021757632,-1.734107867594861
7.1,0.6659,0.728952772073922,0.8071515151515153,-1.5647530223949246,-1.1858040034038713
6.96,0.6663,0.7145790554414784,0.8076363636363637,-1.7099578597713423,-1.4145094572307564
6.55,0.6617,0.6724845995893224,0.802060606060606,-2.0601022299425145,-2.016033861588735
6.28,0.6536,0.6447638603696099,0.7922424242424242,-2.224704273070013,-2.068908179827711
6.33,0.6574,0.6498973305954825,0.7968484848484849,-2.2241502281460015,-1.8416336900866053
6.66,0.6605,0.6837782340862423,0.8006060606060607,-1.934487717813255,-1.1161552936728445
6.71,0.6622,0.688911704312115,0.8026666666666668,-1.9066082766630403,-0.9860712004673391
6.41,0.6457,0.6581108829568788,0.7826666666666667,-1.9919087348857225,-1.087954537224893
6.45,0.6427,0.662217659137577,0.7790303030303032,-1.9128724545625735,-0.8254636527588978
6.22,0.642,0.6386036960985626,0.7781818181818182,-2.133763989153839,-1.308254342033812
6.17,0.637,0.6334702258726899,0.7721212121212122,-2.1187035219485892,-1.174421449164585
6.37,0.6378,0.6540041067761807,0.7730909090909092,-1.9291131967014303,-0.5631026400188099
6.65,0.641,0.6827515400410678,0.776969696969697,-1.690751895712788,0.21130892494194378
6.69,0.643,0.686858316221766,0.7793939393939394,-1.6767760825948868,0.3449341379621275
6.95,0.6598,0.713552361396304,0.7997575757575759,-1.6353792524045216,0.6054508447433328
6.62,0.7178,0.6796714579055442,0.8700606060606061,-2.7200806719853974,-2.6140777473949006
6.47,0.6843,0.6642710472279261,0.8294545454545456,-2.4341755417102364,-1.5490493585898364
