MATICUSDT,ALICEUSDT,MATICUSDT_perc,ALICEUSDT_perc,spread,zscore
1.5711,11.688,1.0,1.0,-0.32308506795489156,
1.9629,13.792,1.2493794156960092,1.1800136892539357,-0.272264310167168,
1.8851,16.163,1.1998599707211508,1.3828713210130048,-0.7343142071658892,
1.728,14.326,1.0998663356883713,1.2257015742642026,-0.5937056197400563,
1.598,18.292,1.0171217618229267,1.5650239561943875,-1.3664450088150988,
1.6522,21.159,1.0516198841575966,1.810318275154004,-1.7768778450425693,
2.051,13.84,1.305454776907899,1.1841204654346338,-0.1919433042860792,
2.0839,13.531,1.3263955190630767,1.1576830937713893,-0.10896602964558877,
2.222,11.946,1.4142957163770606,1.0220739219712525,0.28600283865596055,
2.8758,15.128,1.8304372732480427,1.2943189596167008,0.42412035352313504,
2.551,13.056,1.6237031379288398,1.1170431211498972,0.43511359965613794,
2.1146,11.006,1.3459359684297625,0.9416495550992471,0.3309414734846392,
2.3318,11.293,1.4841830564572591,0.9662046543463381,0.5016295711486491,
1.617,6.859,1.0292151995417225,0.5868412046543463,0.5054141528830767,
1.6039,6.733,1.0208770924829738,0.5760609171800136,0.5127340124452189,
1.7382,8.964,1.1063586022531984,0.7669404517453798,0.2854728482933224,
1.6591,7.319,1.0560117115396856,0.6261978097193702,0.4729654592435104,
1.5119,7.071,0.9623193940551207,0.6049794661190965,0.3659569288578852,
1.4527,6.721,0.9246387881102414,0.5750342231348391,0.3634787609749466,
1.4347,6.4,0.9131818471134875,0.5475701574264202,0.39750078414516565,
1.3601,5.49,0.8656991916491631,0.4697125256673511,0.4703775476495249,0.7259236648223528
1.4651,6.217,0.9325313474635606,0.5319130732375085,0.4575581992235149,0.6459441577188019
1.6948,7.651,1.0787346445165809,0.6546030116358658,0.45486074992104086,0.5868166581593326
1.688,8.277,1.074406466806696,0.7081622176591374,0.34660970162023985,0.35593473796062763
1.4264,6.55,0.9078989243205398,0.560403832991102,0.36489142752356774,0.32277093523088657
1.3369,6.494,0.8509324676977914,0.5556125941136207,0.2844669206622976,0.07569479071334578
1.3433,6.371,0.8550060467188594,0.5450889801505818,0.3108005930920077,-0.19481601888295766
1.0997,5.087,0.6999554452294571,0.43523271731690616,0.2752886857728839,-0.6895173721261229
0.9763,4.52,0.6214117497294889,0.38672142368240925,0.24377805380252315,-1.651619206037317
0.7421,2.89,0.4723442174272803,0.2472621492128679,0.2737397290905513,-1.2837529867336825
0.6761,3.067,0.4303354337725161,0.2624058863791923,0.17905468827706605,-2.004792000689702
0.5997,2.969,0.38170708420851635,0.25402121834360025,0.11853680126984323,-2.1704888242273555
0.5978,2.819,0.38049774043663676,0.24118754277891855,0.14094615789144088,-1.732982259784315
0.497,2.169,0.3163388708548151,0.18557494866529772,0.1454867032516975,-1.5224192464593744
0.384,2.218,0.2444147412640825,0.18976728268309376,0.02454564675530896,-2.1404980702683702
0.5586,2.595,0.355547068932595,0.22202258726899385,0.13804813044636005,-1.1843853488229226
0.462,2.227,0.29406148558334927,0.19053730321697465,0.10108708535801308,-1.3352032621353995
0.5717,2.237,0.3638851759913436,0.19139288158795345,0.20916646158323987,-0.4690250558751986
0.7529,2.173,0.4792183820253326,0.18591718001368926,0.40073845374178824,0.9880980932836133
0.8791,2.362,0.559544268347018,0.20208761122518823,0.49630866439857513,1.5779218427207424
0.9283,2.874,0.5908599070714786,0.24589322381930184,0.4625327271301884,1.2793747475132127
0.907,2.795,0.5773025268919866,0.23913415468856947,0.45403565495089654,1.2341299577767706
1.0006,2.769,0.6368786200751066,0.23690965092402463,0.5518492767653067,1.8035511119012508
0.8206,2.223,0.5223092101075679,0.19019507186858314,0.46033533486792233,1.181640509858904
0.783,1.944,0.49837693335879324,0.16632443531827515,0.46795073818409405,1.1565835454925188
0.8957,2.123,0.5701101139329133,0.18163928815879535,0.5516415726156542,1.5472475908203593
0.8933,2.201,0.5685825218000128,0.18831279945242985,0.5366007071724233,1.317140362470208
0.7559,1.81,0.48112787219145825,0.15485968514715948,0.4625670967660546,0.8263377147746482
0.819,1.686,0.5212908153523009,0.14425051334702257,0.545762831573242,1.1860603523994764
0.7655,1.66,0.48723824072306027,0.14202600958247774,0.4964764533876523,0.8359263770295069
0.8255,1.725,0.5254280440455732,0.14758726899383984,0.5459423988516267,1.0113475272635934
0.8022,1.563,0.5105976704219973,0.13372689938398355,0.5488965040029522,0.9337659247509966
0.9,1.528,0.5728470498376934,0.13073237508555782,0.6523686872146583,1.352667597205094
0.9085,1.712,0.5782572719750493,0.1464750171115674,0.6310492097588318,1.1339805772667135
1.1693,1.71,0.744255617083572,0.14630390143737165,0.8921733345137864,2.1821903883925393
0.89,1.158,0.5664820826172745,0.0990759753593429,0.7023317668812659,1.1833413880234387
0.8091,1.138,0.5149894978040863,0.09736481861738534,0.6246730144308124,0.6855979539518141
0.8439,1.24,0.5371395837311438,0.10609171800136892,0.6429426519281258,0.7760955583925807
0.9215,1.354,0.5865317293615938,0.11584531143052704,0.7020675408957116,1.220655440540245
0.8919,1.284,0.5676914263891542,0.10985626283367556,0.6838119073191239,0.9715036765048906
0.8121,1.118,0.516898987970212,0.09565366187542779,0.6309142619803586,0.43718515638569727
0.795,1.073,0.5060148940232958,0.09180355920602326,0.621107068966838,0.28693250688399197
0.7598,1.062,0.4836102094074216,0.09086242299794661,0.5876897551190884,-0.09308241944625725
0.8041,1.131,0.511807014193877,0.0967659137577002,0.6208074510731535,0.2027964124484865
