1000BTTUSDT,HOTUSDT,1000BTTUSDT_perc,HOTUSDT_perc,spread,zscore
0.00082,0.002267,1.0,1.0,-9.970817211585889e-05,
0.000776,0.002089,0.9463414634146342,0.9214821349801501,-7.149465000001298e-05,
0.000804,0.002261,0.9804878048780489,0.9973533303925893,-0.00011327400844903261,
0.000886,0.002335,1.0804878048780489,1.0299955888839876,-6.129536033988993e-05,
0.000876,0.002399,1.0682926829268293,1.058226731363035,-9.725977278603681e-05,
0.00086,0.002256,1.048780487804878,0.9951477723864138,-5.5245538726677516e-05,
0.000837,0.002279,1.0207317073170732,1.0052933392148216,-8.75764994495116e-05,
0.000927,0.002203,1.1304878048780487,0.9717688575209529,3.325624033028796e-05,
0.000847,0.00218,1.0329268292682927,0.9616232906925453,-3.741279894687807e-05,
0.000809,0.002106,0.9865853658536586,0.9289810322011468,-4.539144705602055e-05,
0.00081,0.002039,0.9878048780487805,0.8994265549183944,-1.720995277646072e-05,
0.000805,0.002046,0.9817073170731708,0.9025143361270402,-2.5049810387757954e-05,
0.000815,0.002063,0.9939024390243902,0.9100132333480372,-2.194660744376587e-05,
0.000874,0.002159,1.0658536585365854,0.9523599470666079,-1.8932261129860723e-06,
0.000866,0.002085,1.0560975609756098,0.9197176885752096,2.0128125777871307e-05,
0.000877,0.002099,1.0695121951219513,0.9258932509925012,2.544841055527648e-05,
0.000936,0.002163,1.1414634146341462,0.9541243934715483,5.848399810912976e-05,
0.000905,0.002112,1.103658536585366,0.9316277018085577,4.817438927715294e-05,
0.000919,0.002169,1.1207317073170733,0.956771063078959,3.904983444230354e-05,
0.000896,0.002054,1.0926829268292684,0.906043228936921,6.270463805647367e-05,
0.000865,0.001929,1.0548780487804879,0.8509042787825319,8.241638111535431e-05,1.6810476628174076
0.000806,0.001896,0.9829268292682927,0.8363475959417732,3.6804281282898756e-05,0.8316421554539047
0.000837,0.001954,1.0207317073170732,0.8619320688134098,4.4274032503578134e-05,0.8742464768845963
0.000854,0.002003,1.0414634146341464,0.8835465372739303,4.1395029224497015e-05,0.7589851288389646
0.000869,0.001993,1.0597560975609757,0.8791354212615792,6.045196866920745e-05,1.0267949415722157
0.000901,0.002041,1.0987804878048781,0.9003087781208645,7.297865933459735e-05,1.2109238444170949
0.000896,0.002048,1.0926829268292684,0.9033965593295104,6.513880172330001e-05,0.9596132025502367
0.000929,0.002182,1.1329268292682928,0.9625055138950155,4.377581316418e-05,0.4183522422555112
0.000924,0.002291,1.126829268292683,1.0105866784296427,-5.444826783164024e-06,-0.8147700137273858
0.00091,0.002121,1.1097560975609757,0.9355977062196736,4.9523143776913654e-05,0.536097993892865
0.000927,0.002163,1.1304878048780487,0.9541243934715483,4.948399810912976e-05,0.4644531277733695
0.000919,0.002091,1.1207317073170733,0.9223643581826202,7.069396211104506e-05,1.0458915326409424
0.000917,0.002117,1.1182926829268292,0.9338332598147332,5.8145919554797765e-05,0.5691178093452143
0.000933,0.002108,1.1378048780487806,0.9298632554036171,7.779716505503724e-05,1.2876228910394425
0.00088,0.001962,1.0731707317073171,0.8654609616232908,8.402848094780978e-05,1.4816382805685837
0.000864,0.002008,1.053658536585366,0.8857520952801058,4.936655950214179e-05,-0.1801811729494771
0.000927,0.002104,1.1304878048780487,0.9280988089986767,7.341994083292136e-05,0.9006224890247077
0.000954,0.002188,1.1634146341463414,0.965152183502426,6.634164949735372e-05,0.5253670416983822
0.00096,0.002196,1.1707317073170733,0.968681076312307,6.909609794158533e-05,0.6087480056104753
0.000947,0.002231,1.154878048780488,0.984119982355536,4.18968098850988e-05,-0.7416410176253317
0.000982,0.002255,1.197560975609756,0.9947066607851787,6.716015521779362e-05,0.4969466404140421
0.000964,0.002355,1.175609756097561,1.0388178209086898,8.590760770689227e-06,-2.045014864187868
0.000969,0.002251,1.181707317073171,0.9929422143802382,5.578293099567789e-05,0.06056306251333373
0.000965,0.002441,1.176829268292683,1.0767534186149097,-2.529891845382069e-05,-2.754456685830004
0.000955,0.002356,1.1646341463414636,1.039258932509925,-8.149331737818686e-07,-1.6686523384467529
0.000983,0.002871,1.198780487804878,1.2664314071460079,-0.00018174731457637006,-3.7531450063661462
0.000971,0.002594,1.1841463414634146,1.144243493603882,-8.137009195789073e-05,-1.764061281934762
0.000976,0.002634,1.1902439024390243,1.1618879576532863,-9.259784973673251e-05,-1.6935192718946543
0.000988,0.002656,1.2048780487804878,1.1715924128804587,-8.952311651509552e-05,-1.4682189965335983
0.000963,0.00247,1.174390243902439,1.0895456550507279,-3.906404284348094e-05,-0.7376840889168663
0.001014,0.002603,1.2365853658536585,1.1482134980149978,-4.202133745812996e-05,-0.7130742692340073
0.001006,0.002563,1.226829268292683,1.1305690339655934,-3.3793579679288355e-05,-0.547096654939656
0.00102,0.002609,1.2439024390243905,1.1508601676224086,-3.8455501124956375e-05,-0.546598419996413
0.001015,0.00259,1.2378048780487805,1.1424790471989412,-3.574731618000626e-05,-0.4527613518749886
0.001008,0.00262,1.2292682926829268,1.1557123952359947,-5.491813451413783e-05,-0.6463920455546047
0.000983,0.002726,1.198780487804878,1.2024702249669168,-0.00012292169262806863,-1.4588654517410624
0.000978,0.002649,1.1926829268292682,1.168504631671813,-9.668325890379811e-05,-0.9900897195926426
0.000956,0.002473,1.1658536585365855,1.0908689898544333,-4.728112467689417e-05,-0.22580245769857782
0.000951,0.00234,1.1597560975609758,1.0322011468901633,1.6761699377547748e-06,0.5747885846515296
0.000875,0.002183,1.0670731707317074,0.9629466254962507,-1.0629880780291105e-05,0.47348345845913026
0.000871,0.002149,1.0621951219512196,0.9479488310542568,-8.362866682755333e-07,0.6969747655936586
0.000895,0.002209,1.0914634146341464,0.9744155271283635,-1.1779233365384048e-06,0.8135875679460304
0.00089,0.00218,1.0853658536585364,0.9616232906925453,5.5872010531218905e-06,0.9467487758113309
0.000907,0.002217,1.1060975609756099,0.9779444199382443,7.576525107693462e-06,1.104389189884699
0.000904,0.002204,1.102439024390244,0.9722099691221878,9.850546385816957e-06,1.0868460640629782
0.000916,0.002227,1.1170731707317074,0.9823555359505954,1.251958566298296e-05,1.112531758255912
0.000864,0.002058,1.053658536585366,0.9078076753418615,2.9081862278589488e-05,1.4804990570117864
0.000866,0.002062,1.0560975609756098,0.909572121746802,2.945908650070527e-05,1.3430321366111853
0.000849,0.002004,1.0353658536585366,0.8839876488751655,3.598933528002591e-05,1.363149161156248
0.000882,0.002134,1.075609756097561,0.9413321570357301,1.6249122498790056e-05,0.8288377213944059
0.000878,0.002097,1.0707317073170732,0.9250110277900309,2.72597984442188e-05,0.999394529284791
0.00088,0.002074,1.0731707317073171,0.9148654609616232,3.859075916705281e-05,1.1489983606398049
0.000889,0.00206,1.0841463414634147,0.9086898985443318,5.3270474389647366e-05,1.3366257283119483
0.000889,0.002042,1.0841463414634147,0.9007498897220997,6.0572965390126294e-05,1.3441914416664758
0.000879,0.002059,1.0719512195121952,0.9082487869430966,4.3676168334118434e-05,0.8934620754220424
0.000881,0.002157,1.074390243902439,0.9514777238641376,5.91816177595596e-06,0.028025257094998528
0.00089,0.002082,1.0853658536585364,0.9183943537715042,4.5345207611284305e-05,0.9301554020181672
0.000866,0.001905,1.0560975609756098,0.8403176003528893,9.31530357826594e-05,2.4160776689509484
0.000883,0.00202,1.076829268292683,0.8910454344949272,6.349823216848913e-05,1.3855429641089936
0.000881,0.00202,1.074390243902439,0.8910454344949272,6.149823216848908e-05,1.185440552707182
0.00091,0.002174,1.1097560975609757,0.9589766210851346,2.802136471994818e-05,-0.14561830956791708
0.000923,0.002173,1.125609756097561,0.9585355094838994,4.1427058664419265e-05,0.3226143596248318
0.000915,0.002149,1.1158536585365855,0.9479488310542568,4.316371333172445e-05,0.3246538975126399
0.000901,0.002205,1.0987804878048781,0.972651080723423,6.444852441345899e-06,-1.2982863490209664
0.000859,0.002075,1.0475609756097561,0.9153065725628584,1.718506522258164e-05,-0.8634688430800095
0.000874,0.002079,1.0658536585365854,0.917071018967799,3.056228944469752e-05,-0.3148015646654594
0.000828,0.002026,1.0097560975609756,0.8936921041023379,6.064068501662853e-06,-1.420612156929152
0.000823,0.002058,1.0036585365853659,0.9078076753418615,-1.1918137721410533e-05,-1.9393731044849207
0.000834,0.002137,1.0170731707317073,0.9426554918394354,-3.296795933462309e-05,-2.289966452299453
0.000786,0.001987,0.9585365853658537,0.8764887516541685,-2.011386766396627e-05,-1.6194928665430144
0.000803,0.002029,0.9792682926829268,0.8950154389060433,-2.0153013331750168e-05,-1.4787196583463929
