DUSKUSDT,1000BTTUSDT,DUSKUSDT_perc,1000BTTUSDT_perc,spread,zscore
0.1384,0.000881,1.08125,1.074390243902439,0.008674884935065602,1.1967487871173663
0.1447,0.00089,1.13046875,1.0853658536585364,0.013649656744844946,2.0252102173265927
0.1269,0.000866,0.99140625,1.0560975609756098,-0.0006164014145665919,-0.37689990545427426
0.1298,0.000883,1.0140624999999999,1.076829268292683,-0.00021961021831676253,-0.26487547471588857
0.1309,0.000881,1.0226562499999998,1.074390243902439,0.0011748849350655954,-0.07192072403903116
0.1374,0.00091,1.0734375,1.1097560975609757,0.003404705211021236,0.32118961979705724
0.139,0.000923,1.0859375,1.125609756097561,0.003090486714035834,0.18824915596018588
0.1377,0.000915,1.07578125,1.1158536585365855,0.002968467327565283,0.20078997891988642
0.1344,0.000901,1.0499999999999998,1.0987804878048781,0.0017299334012418899,-0.10774800301876307
0.1241,0.000859,0.96953125,1.0475609756097561,-0.0023856683777282867,-1.0401453192503474
0.1251,0.000874,0.9773437499999998,1.0658536585365854,-0.003594382028096088,-1.234046075255843
0.1205,0.000828,0.94140625,1.0097560975609756,-0.0014209935003015595,-0.7152801166803426
0.1213,0.000823,0.94765625,1.0036585365853659,0.00011524438315438368,-0.42789913872487817
0.1254,0.000834,0.9796875,1.0170731707317073,0.002595521039551338,0.042385339465949995
0.1144,0.000786,0.89375,0.9585365853658537,-0.0013365952792717684,-0.9415097885515119
0.1151,0.000803,0.89921875,0.9792682926829268,-0.0031398040830219326,-1.2803345708353255
0.1115,0.000782,0.87109375,0.9536585365853659,-0.003647604972507032,-1.2671205827403416
0.1083,0.000767,0.84609375,0.9353658536585366,-0.004638891322139252,-1.3413382079378136
0.1154,0.000797,0.9015625,0.9719512195121951,-0.001956318622874806,-0.7022977350186398
0.1159,0.000793,0.90546875,0.9670731707317073,-0.0008673283161100553,-0.41064738007281076
0.1132,0.00079,0.8843749999999999,0.9634146341463415,-0.003125585586036525,-0.832019203354549
0.111,0.000775,0.8671875,0.9451219512195121,-0.0031168719356687302,-0.7646181887341635
0.1132,0.000788,0.8843749999999999,0.9609756097560975,-0.002831090432654143,-0.791257359018488
0.1134,0.000776,0.8859374999999999,0.9463414634146342,-0.0008641195123599149,-0.0015376031382147107
0.1145,0.00078,0.89453125,0.9512195121951219,-0.00035310981912464734,0.20511441309080125
0.118,0.000785,0.9218749999999999,0.9573170731707318,0.002410652297419408,1.2534578898132465
0.1183,0.000774,0.92421875,0.9439024390243902,0.004330375641022469,1.9221520642953085
0.1192,0.00077,0.93125,0.9390243902439024,0.005819365947787203,2.2225859394813607
0.1151,0.000767,0.89921875,0.9353658536585366,0.0021611086778607486,0.9912421796441825
0.1258,0.000784,0.9828125,0.9560975609756097,0.010357899874110593,2.859899027994127
0.125,0.000792,0.9765625,0.9658536585365853,0.008379919260581126,1.970349545655424
0.128,0.000794,1.0,0.9682926829268292,0.011085424107198746,2.1789151038848527
0.1303,0.000792,1.0179687499999999,0.9658536585365853,0.013679919260581125,2.2336115951489384
0.1328,0.000784,1.0375,0.9560975609756097,0.0173578998741106,2.3393176424499798
0.1312,0.000775,1.0250000000000001,0.9451219512195121,0.01708312806433128,1.9556396022880893
0.1261,0.000775,0.98515625,0.9451219512195121,0.011983128064331258,1.1223379176215418
0.1216,0.000769,0.95,0.9378048780487805,0.008366613524478372,0.5591806339222322
0.1203,0.000761,0.93984375,0.9280487804878048,0.008244594138007877,0.4761981119204527
0.1193,0.000771,0.93203125,0.9402439024390243,0.005772118371096022,0.05257272121500207
0.1168,0.000765,0.9125,0.9329268292682926,0.004155603831243138,-0.24379590149193522
0.1172,0.000804,0.915625,0.9804878048780489,-0.001187051659713112,-1.0734948391923318
0.119,0.000768,0.9296874999999999,0.9365853658536586,0.005913861101169565,-0.03564728611199881
0.1229,0.000771,0.9601562499999999,0.9402439024390243,0.009372118371096014,0.46100501389312454
0.1236,0.000782,0.965625,0.9536585365853659,0.008452395027492968,0.22384831146822828
0.1211,0.000769,0.94609375,0.9378048780487805,0.007866613524478372,0.03775866393970383
0.1149,0.000764,0.89765625,0.9317073170731708,0.002402851407934309,-1.1294882321139539
0.1151,0.000765,0.89921875,0.9329268292682926,0.0024556038312431305,-1.1195064996417416
0.1169,0.000763,0.91328125,0.9304878048780488,0.004550098984625495,-0.6850530023766708
0.1172,0.000768,0.915625,0.9365853658536586,0.004113861101169569,-0.751508313264197
0.1196,0.000782,0.934375,0.9536585365853659,0.004452395027492964,-0.7200513748787637
0.1197,0.000772,0.93515625,0.9414634146341464,0.006024870794404821,-0.34460931254326993
0.1226,0.000801,0.9578125,0.9768292682926829,0.004654691070360456,-0.593289670511824
0.1256,0.000822,0.9812499999999998,1.002439024390244,0.004562491959845538,-0.5513252781936365
0.1246,0.000804,0.9734375,0.9804878048780489,0.006212948340286892,-0.13166733836197364
0.1284,0.000817,1.0031249999999998,0.9963414634146341,0.00809872984330147,0.4611709862133782
0.1314,0.000836,1.0265624999999998,1.0195121951219512,0.008301025886168933,0.8104682675290272
0.1308,0.000823,1.0218749999999999,1.0036585365853659,0.009615244383154378,1.4002553520507763
0.132,0.000817,1.03125,0.9963414634146341,0.011698729843301489,1.9377766222145894
0.129,0.000819,1.0078125,0.998780487804878,0.008404234689919118,0.8156880562408283
0.1246,0.000789,0.9734375,0.9621951219512195,0.00842166199065468,0.766869465191225
0.1412,0.000792,1.103125,0.9658536585365853,0.024579919260581118,3.5078070439262268
0.1459,0.000829,1.13984375,1.0109756097560976,0.023831758923007262,2.6686325013545256
0.1409,0.000827,1.10078125,1.0085365853658537,0.019126254076389612,1.6327494599174546
0.1335,0.000805,1.04296875,0.9817073170731708,0.014965700763595713,0.9049772737609424
0.132,0.000797,1.03125,0.9719512195121951,0.014643681377125198,0.7952204331600706
0.1132,0.000717,0.8843749999999999,0.874390243902439,0.007623487512420021,-0.2830233950736219
0.0855,0.000666,0.66796875,0.8121951219512196,-0.012566886076329511,-2.674729720515856
0.0993,0.00074,0.77578125,0.9024390243902439,-0.009663206751477235,-2.0177746291046708
0.0937,0.000716,0.73203125,0.8731707317073171,-0.01172926491088877,-1.9455160280018868
0.0895,0.000701,0.69921875,0.8548780487804879,-0.013720551260521019,-1.8686266280984547
0.0889,0.000678,0.69453125,0.826829268292683,-0.010933856996623734,-1.4570229632704168
0.0913,0.000675,0.71328125,0.8231707317073171,-0.008092114266550182,-1.1132859072725325
0.0916,0.000681,0.715625,0.8304878048780487,-0.008675599726697292,-1.0748616961983581
0.0908,0.000668,0.709375,0.8146341463414634,-0.00756138122971188,-0.9160944870195961
0.0903,0.000669,0.70546875,0.8158536585365854,-0.008208628806403065,-0.894348569101319
0.0886,0.000668,0.6921875,0.8146341463414634,-0.009761381229711888,-0.9308560247955191
0.0886,0.000661,0.6921875,0.8060975609756098,-0.008730648192873586,-0.7812750069951944
0.0867,0.000644,0.67734375,0.7853658536585366,-0.008127439389123442,-0.6701679682240074
0.0825,0.000639,0.64453125,0.7792682926829269,-0.011591201505667503,-0.8474055684780294
0.0851,0.000652,0.66484375,0.7951219512195122,-0.010905420002652932,-0.7245016138949766
0.089,0.000666,0.6953125,0.8121951219512196,-0.009066886076329522,-0.5268674778679382
0.089,0.00069,0.6953125,0.8414634146341463,-0.012600827916917967,-0.7352034848193928
0.0896,0.000677,0.7,0.8256097560975609,-0.010086609419932557,-0.455516093010258
0.0901,0.000682,0.70390625,0.8317073170731707,-0.010322847303388477,-0.40849876299829313
0.0901,0.000683,0.70390625,0.8329268292682928,-0.010470094880079675,-0.3502846136117581
0.092,0.000665,0.71875,0.8109756097560976,-0.0059196384996383355,0.7438781905240269
0.0946,0.000683,0.7390625000000001,0.8329268292682928,-0.005970094880079671,1.8112314435500647
0.0967,0.000713,0.7554687499999999,0.8695121951219512,-0.00828752218081523,0.6270191929544445
0.0951,0.000703,0.7429687500000001,0.8573170731707317,-0.008415046413903365,0.5298264211622216
0.0979,0.000709,0.76484375,0.8646341463414634,-0.006498531874050487,1.3348821052142172
0.095,0.000692,0.7421875,0.8439024390243903,-0.006895323070300344,1.0991911088319917
0.096,0.000697,0.75,0.8500000000000001,-0.006631560953756263,1.1294796552169954
0.0937,0.000696,0.73203125,0.848780487804878,-0.008784313377065076,-0.024956433066971952
0.0943,0.000694,0.73671875,0.8463414634146341,-0.007889818223682704,0.44089030852906036
0.0914,0.000667,0.7140624999999999,0.8134146341463414,-0.006814133653020693,0.9898623972709708
0.0931,0.000683,0.72734375,0.8329268292682928,-0.007470094880079672,0.6151343099498966
0.0924,0.000677,0.7218749999999999,0.8256097560975609,-0.00728660941993256,0.6488597686959426
0.093,0.000686,0.7265625,0.8365853658536585,-0.008011837610153227,0.24660707992181308
0.0916,0.000685,0.715625,0.8353658536585366,-0.009264590033462028,-0.3857976741775867
0.0896,0.000677,0.7,0.8256097560975609,-0.010086609419932557,-0.9020374695900646
0.0904,0.000683,0.7062499999999999,0.8329268292682928,-0.01017009488007968,-0.9915794602997823
0.0895,0.000678,0.69921875,0.826829268292683,-0.010333856996623744,-1.024600529112035
0.0875,0.000667,0.6835937499999999,0.8134146341463414,-0.010714133653020694,-1.42512191234019
0.0789,0.000629,0.6164062499999999,0.7670731707317073,-0.013718725738755655,-2.6117910747876487
0.0814,0.000634,0.6359374999999999,0.7731707317073171,-0.011954963622211587,-1.5951784756689074
0.0805,0.000633,0.62890625,0.7719512195121951,-0.012707716045520387,-1.7778571101835279
0.0756,0.000618,0.590625,0.7536585365853659,-0.0153990023951526,-2.4222030657922864
0.0798,0.000641,0.6234375,0.7817073170731708,-0.01458569665904988,-1.8413059754014833
0.0791,0.000637,0.6179687500000001,0.776829268292683,-0.014696706352285135,-1.6487557070395529
0.0814,0.000642,0.6359374999999999,0.7829268292682927,-0.01313294423574106,-1.010554881884729
0.0813,0.000638,0.63515625,0.7780487804878049,-0.012643953928976326,-0.7658283187596691
0.0814,0.000639,0.6359374999999999,0.7792682926829269,-0.012691201505667507,-0.7059856521360302
0.081,0.000636,0.6328125,0.7756097560975609,-0.012649458775593939,-0.61832902880953
0.0827,0.000635,0.6460937499999999,0.774390243902439,-0.010802211198902775,0.11231936667113701
0.0826,0.000627,0.6453125000000001,0.7646341463414634,-0.009724230585373264,0.5754789001742943
0.0823,0.000617,0.64296875,0.752439024390244,-0.008551754818461432,1.1256118991453927
0.0814,0.000623,0.6359374999999999,0.7597560975609756,-0.010335240278608535,0.471860643040451
0.0813,0.000618,0.63515625,0.7536585365853659,-0.009699002395152603,0.8666844508295894
0.0832,0.000621,0.6499999999999999,0.7573170731707317,-0.00824074512522617,1.5807753101175912
0.0818,0.000624,0.6390625,0.7609756097560976,-0.010082487855299721,0.7270329023131922
0.0828,0.000627,0.646875,0.7646341463414634,-0.009524230585373272,0.9757748357180265
0.0836,0.000621,0.653125,0.7573170731707317,-0.007840745125226173,1.62994876354881
0.0853,0.000632,0.66640625,0.7707317073170732,-0.007760468468829204,1.5198472470089055
0.0855,0.000626,0.66796875,0.7634146341463415,-0.006676983008682094,1.7459061715913367
0.0849,0.000619,0.66328125,0.7548780487804878,-0.006246249971843795,1.6847997536931172
