AKROUSDT,HNTUSDT,AKROUSDT_perc,HNTUSDT_perc,spread,zscore
0.003082,1.643,0.93083660525521,0.917877094972067,-4.0615214272791706e-05,-0.4583720472944131
0.0031,1.658,0.9362730292962851,0.9262569832402234,-5.1123569850449954e-05,-0.6474847435758958
0.003101,1.661,0.9365750528541226,0.9279329608938548,-5.582524096598134e-05,-0.8310923509301407
0.003081,1.652,0.9305345816973724,0.9229050279329608,-5.87202276193864e-05,-0.8143546032278636
0.003082,1.646,0.93083660525521,0.9195530726256983,-4.6316885388323226e-05,-0.5835961832343323
0.003092,1.636,0.933856840833585,0.9139664804469273,-1.7311315003217843e-05,-0.015183580193411194
0.003112,1.635,0.9398973119903352,0.9134078212290503,4.589242035292571e-06,0.5063114342568663
0.003129,1.638,0.9450317124735729,0.9150837988826815,1.5887570919760705e-05,0.7283317320753044
0.003113,1.634,0.9401993355481727,0.912849162011173,7.489799073803066e-06,0.4911781863265292
0.0031,1.632,0.9362730292962851,0.9117318435754189,-1.7090868491762001e-06,0.25021888351669197
0.00311,1.596,0.9392932648746601,0.8916201117318436,7.67109665372025e-05,1.7212957799077682
0.003099,1.583,0.9359710057384476,0.8843575418994413,9.041820803783965e-05,1.7798757958212525
0.003062,1.596,0.9247961340984596,0.8916201117318436,2.8710966537202637e-05,0.49784212406036543
0.00307,1.588,0.9272123225611597,0.8871508379888269,5.19154228452866e-05,0.9748727047088576
0.003059,1.576,0.9238900634249472,0.8804469273743017,6.372210730741295e-05,1.3076270269432173
0.003078,1.58,0.9296285110238598,0.8826815642458101,7.511987915337099e-05,1.3951488652977093
0.00308,1.577,0.9302325581395348,0.8810055865921788,8.282155026890278e-05,1.3983879016980783
0.00307,1.575,0.9272123225611597,0.8798882681564245,7.662266434592347e-05,1.1678286421999924
0.003081,1.56,0.9305345816973724,0.8715083798882681,0.00011613101992358167,1.7464046871856231
0.003087,1.55,0.9323467230443974,0.8659217877094972,0.00014113659030868652,1.8908838106358956
0.00308,1.533,0.9302325581395348,0.8564245810055865,0.00016644605996336565,1.9699286991663332
0.00308,1.523,0.9302325581395348,0.8508379888268156,0.000185451630348471,1.9401925787295027
0.00309,1.53,0.9332527937179099,0.8547486033519553,0.0001821477310788972,1.686363765604704
0.00308,1.539,0.9302325581395348,0.8597765363128491,0.0001550427177323026,1.2156889465047809
0.00308,1.536,0.9302325581395348,0.8581005586592179,0.00016074438884783413,1.20316319188905
0.00307,1.54,0.9272123225611597,0.8603351955307262,0.0001431421606937918,0.8796268753266597
0.00306,1.528,0.9241920869827845,0.8536312849162011,0.00015594884515591828,0.9929408523598052
0.003062,1.534,0.9247961340984596,0.8569832402234637,0.00014654550292485507,0.7645469110432828
0.00308,1.531,0.9302325581395348,0.8553072625698324,0.0001702471740403868,1.0660327672022363
0.00308,1.52,0.9302325581395348,0.8491620111731844,0.00019115330146400253,1.3245039740317595
0.00308,1.542,0.9302325581395348,0.8614525139664805,0.00014934104661677066,0.5097015076227522
0.003081,1.531,0.9305345816973724,0.8553072625698324,0.00017124717404038694,0.86774236003083
0.00306,1.517,0.9241920869827845,0.847486033519553,0.000176854972579534,0.8936896998813642
0.003061,1.52,0.9244941105406221,0.8491620111731844,0.0001721533014640026,0.7429575849579473
0.00305,1.51,0.9211718514044096,0.8435754189944134,0.0001801588718491078,0.8683535953270161
0.003049,1.508,0.920869827846572,0.8424581005586592,0.00018295998592612883,0.8856560039910514
0.00307,1.515,0.9272123225611597,0.8463687150837989,0.00019065608665655518,1.0563013842026363
0.00305,1.517,0.9211718514044096,0.847486033519553,0.0001668549725795344,0.2169831114616244
0.00306,1.519,0.9241920869827845,0.8486033519553072,0.00017305385850251327,0.39472321488346834
0.003029,1.524,0.9148293566898218,0.8513966480446927,0.00013255107330996038,-1.989352419790766
0.00302,1.494,0.9121111446692842,0.8346368715083798,0.00018056778446527656,0.7586537471128443
0.003029,1.491,0.9148293566898218,0.8329608938547487,0.00019526945558080754,1.485781452365461
0.00303,1.501,0.9151313802476593,0.8385474860335195,0.00017726388519570275,0.47305020624242744
0.003021,1.501,0.9124131682271216,0.8385474860335195,0.00016826388519570242,-0.018456445101712928
0.002994,1.476,0.9042585321655089,0.8245810055865922,0.0001887778111584657,1.096005596153766
0.003017,1.481,0.9112050739957717,0.8273743016759777,0.00020227502596591304,1.6556531345149696
0.003019,1.483,0.9118091211114466,0.8284916201117318,0.0002004739118888917,1.427921772381255
0.003019,1.488,0.9118091211114466,0.8312849162011173,0.00019097112669633947,0.8146476057193988
0.00304,1.487,0.9181516158260344,0.8307262569832402,0.00021387168373485001,1.8863782421217226
0.003011,1.483,0.9093929326487465,0.8284916201117318,0.00019247391188889152,0.6422051545826256
0.00303,1.496,0.9151313802476593,0.8357541899441341,0.00018676667038825543,0.34112211216213684
0.003021,1.492,0.9124131682271216,0.8335195530726257,0.00018536889854229698,0.18355602379239758
0.00303,1.506,0.9151313802476593,0.841340782122905,0.00016776110000315007,-0.8614595915267935
0.003012,1.513,0.909694956206584,0.8452513966480446,0.00013645720073357645,-2.250248076582981
0.003012,1.509,0.909694956206584,0.8430167597765362,0.00014405942888761833,-1.6631544476581641
0.00304,1.514,0.9181516158260344,0.8458100558659217,0.0001625566436950659,-0.729751673781975
0.00302,1.512,0.9121111446692842,0.8446927374301676,0.000146357757772087,-1.3435992005893311
0.003002,1.518,0.906674720628209,0.8480446927374301,0.00011695441554102331,-2.190451173222175
0.003001,1.51,0.9063726970703715,0.8435754189944134,0.0001311588718491078,-1.476451236132097
0.003,1.52,0.906070673512534,0.8491620111731844,0.00011115330146400275,-1.8975816180937939
0.002982,1.53,0.9006342494714586,0.8547486033519553,7.414773107889717e-05,-2.5570911726362446
0.003,1.518,0.906070673512534,0.8480446927374301,0.00011495441554102348,-1.2740811177286728
0.002999,1.529,0.9057686499546964,0.8541899441340781,9.304828811740806e-05,-1.640379570788642
0.003001,1.52,0.9063726970703715,0.8491620111731844,0.00011215330146400289,-1.0497860094263958
0.003016,1.531,0.9109030504379342,0.8553072625698324,0.00010624717404038699,-1.0911656801282232
0.003049,1.513,0.920869827846572,0.8452513966480446,0.0001734572007335766,0.5607511317332949
0.003044,1.509,0.9193597100573844,0.8430167597765362,0.00017605942888761824,0.6764840593184946
0.003097,1.518,0.9353669586227725,0.8480446927374301,0.00021195441554102334,1.5401574458166165
0.003138,1.525,0.9477499244941106,0.8519553072625697,0.00023965051627145018,1.9870423029403816
0.00311,1.518,0.9392932648746601,0.8480446927374301,0.00022495441554102333,1.6104881925150911
0.00305,1.515,0.9211718514044096,0.8463687150837989,0.00017065608665655556,0.42949680181484184
0.003079,1.532,0.9299305345816974,0.8558659217877095,0.00016734661700187631,0.38037150540081954
0.0031,1.549,0.9362730292962851,0.86536312849162,0.0001560371473471973,0.15521915723842689
0.00311,1.549,0.9392932648746601,0.86536312849162,0.00016603714734719733,0.3908620725509027
0.00311,1.558,0.9392932648746601,0.870391061452514,0.00014893213400060234,-0.022636144002956084
0.00312,1.543,0.9423135004530353,0.8620111731843575,0.0001874404895782604,0.8163990426092277
0.00313,1.551,0.9453337360314104,0.8664804469273742,0.00018223603327017623,0.6681493986527234
0.00312,1.55,0.9423135004530353,0.8659217877094972,0.00017413659030868656,0.4513693648937184
0.003139,1.556,0.9480519480519479,0.8692737430167597,0.00018173324807762344,0.5596621926385065
0.00313,1.584,0.9453337360314104,0.8849162011173185,0.00011951765099932864,-0.8451246726384776
0.003103,1.593,0.9371790999697975,0.8899441340782123,7.54126376527344e-05,-1.7115255623379477
0.003128,1.596,0.9447296889157354,0.8916201117318436,9.471096653720272e-05,-1.364725320832746
0.003121,1.639,0.9426155240108728,0.9156424581005587,5.987013881250149e-06,-2.6307023245229635
0.003148,1.592,0.9507701600724857,0.8893854748603353,0.00012231319469124466,-0.555317713820725
0.003137,1.604,0.947447900936273,0.8960893854748604,8.850651022911842e-05,-1.1382463105160125
0.003119,1.612,0.9420114768951977,0.9005586592178771,5.5302053921034e-05,-1.6068936168486445
0.003113,1.614,0.9401993355481727,0.9016759776536313,4.550093984401291e-05,-1.5668155898401284
0.003109,1.61,0.9389912413168227,0.8994413407821229,4.910316799805513e-05,-1.3520903113018337
0.003127,1.613,0.9444276653578979,0.9011173184357542,6.140149688252383e-05,-1.058174795088084
0.003121,1.595,0.9426155240108728,0.8910614525139664,8.961152357571346e-05,-0.5479553177309284
0.00311,1.608,0.9392932648746601,0.8983240223463688,5.390428207507599e-05,-1.0671959645443672
0.00311,1.605,0.9392932648746601,0.8966480446927374,5.960595319060794e-05,-0.8779906271773894
0.0031,1.595,0.9362730292962851,0.8910614525139664,6.861152357571327e-05,-0.6451521190205844
0.003122,1.595,0.9429175475687104,0.8910614525139664,9.061152357571359e-05,-0.19292219435409794
0.00312,1.597,0.9423135004530353,0.8921787709497206,8.481040949869217e-05,-0.23787484994898642
0.003111,1.586,0.9395952884324977,0.8860335195530726,9.671653692230799e-05,0.04149954949599401
0.003114,1.559,0.9405013591060102,0.870949720670391,0.00015103157696209207,1.2230428113932312
0.003091,1.57,0.9335548172757475,0.8770949720670391,0.00010712544953847634,0.4132355401008646
0.00309,1.573,0.9332527937179099,0.8787709497206704,0.00010042377842294468,0.3785818758085196
0.00307,1.572,0.9272123225611597,0.8782122905027934,8.2324335461455e-05,0.03941966339102238
0.00305,1.574,0.9211718514044096,0.8793296089385475,5.852322138443422e-05,-0.6372485402611135
0.003071,1.577,0.9275143461189972,0.8810055865921788,7.382155026890288e-05,-0.1385063486325899
0.003065,1.567,0.9257022047719722,0.8754189944134078,8.682712065400788e-05,0.29700369362792617
0.00303,1.565,0.9151313802476593,0.8743016759776536,5.562823473102916e-05,-0.9228729636392472
0.003034,1.564,0.9163394744790093,0.8737430167597765,6.152879176953919e-05,-0.6281765639175667
0.00303,1.594,0.9151313802476593,0.8905027932960894,5.120806142238851e-07,-2.429125016925954
0.003041,1.611,0.9184536393838718,0.9,-2.079738904045515e-05,-2.5000702481983716
0.00305,1.614,0.9211718514044096,0.9016759776536313,-1.7499060155986776e-05,-2.0709251523484493
0.003039,1.616,0.9178495922681968,0.9027932960893855,-3.230017423300809e-05,-2.0704299530098447
0.003051,1.604,0.921473874962247,0.8960893854748604,2.50651022911828e-06,-1.2007864397127244
0.00304,1.617,0.9181516158260344,0.9033519553072625,-3.320073127151832e-05,-1.700957819122384
0.003057,1.617,0.923286016309272,0.9033519553072625,-1.6200731271518668e-05,-1.24900128290132
0.003058,1.617,0.9235880398671096,0.9033519553072625,-1.5200731271518535e-05,-1.125107043896374
0.00307,1.637,0.9272123225611597,0.9145251396648044,-4.121187204172896e-05,-1.4248557319467616
0.003078,1.65,0.9296285110238598,0.9217877094972067,-5.791911354236564e-05,-1.5193353599264225
0.003099,1.651,0.9359710057384476,0.9223463687150838,-3.881967058087582e-05,-1.0934545499636268
0.00311,1.661,0.9392932648746601,0.9279329608938548,-4.682524096598145e-05,-1.1115768547540985
0.0031,1.658,0.9362730292962851,0.9262569832402234,-5.1123569850449954e-05,-1.1280168174389114
0.003091,1.682,0.9335548172757475,0.9396648044692737,-0.00010573693877470244,-1.8783121169594763
0.003089,1.676,0.9329507701600726,0.9363128491620111,-9.63335965436388e-05,-1.5730994191182497
0.00307,1.661,0.9272123225611597,0.9279329608938548,-8.682524096598155e-05,-1.2941164905139457
0.00307,1.646,0.9272123225611597,0.9195530726256983,-5.831688538832352e-05,-0.7027264220373752
0.003069,1.647,0.9269102990033222,0.9201117318435754,-6.121744242683401e-05,-0.6880299327777789
0.003059,1.654,0.9238900634249472,0.924022346368715,-8.452134169640744e-05,-1.1327948380007178
0.003041,1.662,0.9184536393838718,0.9284916201117318,-0.00011772579800449186,-1.7796539376678053
0.003079,1.657,0.9299305345816974,0.9256983240223464,-7.022301281193934e-05,-0.5922074961813394
0.00308,1.668,0.9302325581395348,0.9318435754189943,-9.012914023555493e-05,-1.078544940168009
0.003087,1.667,0.9323467230443974,0.9312849162011173,-8.12285831970445e-05,-0.7337848276699723
0.0031,1.668,0.9362730292962851,0.9318435754189943,-7.012914023555488e-05,-0.3312591198599855
0.003129,1.667,0.9450317124735729,0.9312849162011173,-3.922858319704457e-05,0.6616559703270217
0.00312,1.672,0.9423135004530353,0.9340782122905027,-5.773136838959714e-05,0.18325734986608092
0.003071,1.652,0.9275143461189972,0.9229050279329608,-6.872022761938643e-05,-0.15414995533427442
0.003079,1.654,0.9299305345816974,0.924022346368715,-6.452134169640739e-05,0.093781206726223
0.003082,1.662,0.93083660525521,0.9284916201117318,-7.672579800449162e-05,-0.31904520993137514
0.00308,1.679,0.9302325581395348,0.9379888268156424,-0.00011103526765917108,-1.683605208866733
0.003077,1.686,0.9293264874660223,0.9418994413407821,-0.00012733916692874445,-2.026308910471094
0.003067,1.664,0.9263062518876471,0.9296089385474859,-9.552691208151304e-05,-0.6867737903625342
0.00308,1.673,0.9302325581395348,0.9346368715083799,-9.963192542810804e-05,-0.7793763724014399
