1000BTTUSDT,JASMYUSDT,1000BTTUSDT_perc,JASMYUSDT_perc,spread,zscore
0.000864,0.0087,1.053658536585366,0.90625,-6.935149466030452e-05,0.6995554347445044
0.000927,0.0091,1.1304878048780487,0.9479166666666669,-4.9264207058479555e-05,0.8397955491308728
0.000954,0.0092,1.1634146341463414,0.9583333333333334,-3.299238515802323e-05,0.940037052803679
0.00096,0.0094,1.1707317073170733,0.9791666666666667,-4.844874135711077e-05,0.6890503916326558
0.000947,0.0096,1.154878048780488,1.0,-8.290509755619813e-05,0.1503156493158555
0.000982,0.0103,1.197560975609756,1.0729166666666667,-0.00012300234425300424,-0.6168735446615125
0.000964,0.0102,1.175609756097561,1.0625000000000002,-0.00013027416615346067,-0.8176024692780015
0.000969,0.0096,1.181707317073171,1.0,-6.090509755619813e-05,0.3634905136986521
0.000965,0.0097,1.176829268292683,1.0104166666666667,-7.563327565574191e-05,-0.07093531084906371
0.000955,0.0098,1.1646341463414636,1.0208333333333335,-9.636145375528551e-05,-0.7819849669277306
0.000983,0.0103,1.198780487804878,1.0729166666666667,-0.00012200234425300432,-1.4142992732485766
0.000971,0.0101,1.1841463414634146,1.0520833333333335,-0.0001125459880539167,-1.06308756684586
0.000976,0.0105,1.1902439024390243,1.0937500000000002,-0.00015045870045209185,-1.8718432470404154
0.000988,0.0104,1.2048780487804878,1.0833333333333335,-0.0001277305223525481,-1.1823462483519325
0.000963,0.0099,1.174390243902439,1.0312500000000002,-9.908963185482954e-05,-0.5275083630076314
0.001014,0.0103,1.2365853658536585,1.0729166666666667,-9.100234425300432e-05,-0.2927195200431915
0.001006,0.01,1.226829268292683,1.0416666666666667,-6.681780995437315e-05,0.36292824777104715
0.00102,0.0104,1.2439024390243905,1.0833333333333335,-9.573052235254797e-05,-0.3557404386849229
0.001015,0.0103,1.2378048780487805,1.0729166666666667,-9.000234425300419e-05,-0.14876252988896835
0.001008,0.0104,1.2292682926829268,1.0833333333333335,-0.00010773052235254804,-0.572095337975492
0.000983,0.0107,1.198780487804878,1.1145833333333335,-0.00016491505665117926,-2.0339443800712274
0.000978,0.0115,1.1926829268292682,1.1979166666666667,-0.00025574048144752916,-3.1289784666028204
0.000956,0.0109,1.1658536585365855,1.1354166666666667,-0.00021337141285026674,-1.9416202608193218
0.000951,0.0102,1.1597560975609758,1.0625000000000002,-0.00014327416615346066,-0.5302266760330389
0.000875,0.009,1.0670731707317074,0.9375,-9.053602895893573e-05,0.6020786207775484
0.000871,0.0092,1.0621951219512196,0.9583333333333334,-0.00011599238515802319,0.09931867886679713
0.000895,0.0094,1.0914634146341464,0.9791666666666667,-0.00011344874135711083,0.14403376030297446
0.00089,0.0093,1.0853658536585364,0.96875,-0.00010772056325756684,0.24369603279954563
0.000907,0.0092,1.1060975609756099,0.9583333333333334,-7.999238515802318e-05,0.8762590707683929
0.000904,0.0091,1.102439024390244,0.9479166666666669,-7.226420705847957e-05,1.038142172975189
0.000916,0.0091,1.1170731707317074,0.9479166666666669,-6.02642070584795e-05,1.2205310671248983
0.000864,0.0085,1.053658536585366,0.8854166666666669,-4.7895138461217265e-05,1.339349782172611
0.000866,0.0087,1.0560975609756098,0.90625,-6.735149466030447e-05,0.886613767189255
0.000849,0.0085,1.0353658536585366,0.8854166666666669,-6.28951384612172e-05,0.8867403292400234
0.000882,0.0089,1.075609756097561,0.9270833333333334,-7.28078508593921e-05,0.6374728883149744
0.000878,0.0086,1.0707317073170732,0.8958333333333334,-4.462331656076082e-05,1.0980479645274643
0.00088,0.0086,1.0731707317073171,0.8958333333333334,-4.2623316560760774e-05,1.0610018409306807
0.000889,0.0087,1.0841463414634147,0.90625,-4.4351494660304453e-05,0.9934832226963682
0.000889,0.0088,1.0841463414634147,0.9166666666666669,-5.507967275984835e-05,0.7546963129126278
0.000879,0.0087,1.0719512195121952,0.90625,-5.435149466030448e-05,0.7275895479648358
0.000881,0.0089,1.074390243902439,0.9270833333333334,-7.380785085939212e-05,0.3591582087572664
0.00089,0.0089,1.0853658536585364,0.9270833333333334,-6.480785085939212e-05,0.4486221775966012
0.000866,0.0085,1.0560975609756098,0.8854166666666669,-4.5895138461217217e-05,0.8231523623179288
0.000883,0.0089,1.076829268292683,0.9270833333333334,-7.180785085939207e-05,0.041520128947047305
0.000881,0.0089,1.074390243902439,0.9270833333333334,-7.380785085939212e-05,-0.18894224288172015
0.00091,0.0097,1.1097560975609757,1.0104166666666667,-0.00013063327565574195,-2.3207942786834916
0.000923,0.0094,1.125609756097561,0.9791666666666667,-8.54487413571108e-05,-0.650843911886559
0.000915,0.0094,1.1158536585365855,0.9791666666666667,-9.344874135711078e-05,-1.0991365498342687
0.000901,0.009,1.0987804878048781,0.9375,-6.453602895893575e-05,0.12544981502729868
0.000859,0.0085,1.0475609756097561,0.8854166666666669,-5.289513846121728e-05,0.6357548654736142
0.000874,0.0085,1.0658536585365854,0.8854166666666669,-3.789513846121724e-05,1.244204515270611
0.000828,0.0083,1.0097560975609756,0.8645833333333334,-6.24387822621297e-05,0.08622222866402779
0.000823,0.0084,1.0036585365853659,0.875,-7.816696036167339e-05,-0.5951495169718355
0.000834,0.0086,1.0170731707317073,0.8958333333333334,-8.862331656076081e-05,-1.017271823624625
0.000786,0.0075,0.9585365853658537,0.78125,-1.8613357465779748e-05,1.9191852915144625
0.000803,0.0075,0.9792682926829268,0.78125,-1.6133574657797682e-06,2.1659190138773465
0.000782,0.0071,0.9536585365853659,0.7395833333333335,2.0299354932395096e-05,2.402335689469095
0.000767,0.0068,0.9353658536585366,0.7083333333333334,3.748388923102632e-05,2.3737220557907475
0.000797,0.0072,0.9719512195121951,0.75,2.4571176832851346e-05,1.786706747774324
0.000793,0.0072,0.9670731707317073,0.75,2.0571176832851357e-05,1.5083602850465259
0.00079,0.007,0.9634146341463415,0.7291666666666667,3.9027533031938864e-05,1.6800134155681468
0.000775,0.0068,0.9451219512195121,0.7083333333333334,4.5483889231026295e-05,1.5953418051884196
0.000788,0.0069,0.9609756097560975,0.71875,4.7755711131482496e-05,1.458346359491821
0.000776,0.0068,0.9463414634146342,0.7083333333333334,4.648388923102632e-05,1.2957177531936255
0.00078,0.0067,0.9512195121951219,0.6979166666666667,6.121206733056999e-05,1.3896523255203552
0.000785,0.0066,0.9573170731707318,0.6875000000000001,7.694024543011379e-05,1.474413744938627
0.000774,0.0065,0.9439024390243902,0.6770833333333334,7.666842352965742e-05,1.3789215950454536
0.00077,0.0069,0.9390243902439024,0.71875,2.9755711131482492e-05,0.5079553086520978
0.000767,0.0063,0.9353658536585366,0.6562500000000001,9.112477972874494e-05,1.4780148642862965
0.000784,0.0064,0.9560975609756097,0.6666666666666667,9.739660162920113e-05,1.4422543633523333
0.000792,0.0066,0.9658536585365853,0.6875000000000001,8.394024543011375e-05,1.093993965638666
0.000794,0.0064,0.9682926829268292,0.6666666666666667,0.00010739660162920116,1.3744438003272434
0.000792,0.0063,0.9658536585365853,0.6562500000000001,0.0001161247797287449,1.414699943941374
0.000784,0.0064,0.9560975609756097,0.6666666666666667,9.739660162920113e-05,1.0250013963263105
0.000775,0.0063,0.9451219512195121,0.6562500000000001,9.912477972874492e-05,1.1155577358084048
0.000775,0.0063,0.9451219512195121,0.6562500000000001,9.912477972874492e-05,1.056510638863158
0.000769,0.0058,0.9378048780487805,0.6041666666666666,0.00014676567022646372,2.1491029853887214
0.000761,0.0056,0.9280487804878048,0.5833333333333334,0.000160222026425551,2.1463675487027616
0.000771,0.0055,0.9402439024390243,0.5729166666666666,0.0001809502045250948,2.214674990693737
0.000765,0.0053,0.9329268292682926,0.5520833333333334,0.00019640656072418224,2.1682125988810705
0.000804,0.0051,0.9804878048780489,0.5312500000000001,0.0002568629169232697,2.672337568649596
0.000768,0.0051,0.9365853658536586,0.5312500000000001,0.00022086291692326968,1.7895156513882973
0.000771,0.0055,0.9402439024390243,0.5729166666666666,0.0001809502045250948,1.0345327136424165
0.000782,0.0053,0.9536585365853659,0.5520833333333334,0.00021340656072418233,1.4094556059377437
0.000769,0.0048,0.9378048780487805,0.5,0.00025404745122190096,1.810646393507206
0.000764,0.0045,0.9317073170731708,0.46875,0.00028123198552053216,1.9212343578769722
0.000765,0.0045,0.9329268292682926,0.46875,0.0002822319855205321,1.6984427534511213
0.000763,0.0045,0.9304878048780488,0.46875,0.00028023198552053213,1.493303156664919
0.000768,0.0043,0.9365853658536586,0.4479166666666667,0.0003066883417196196,1.6813626171437257
0.000782,0.0044,0.9536585365853659,0.4583333333333334,0.00030996016362007584,1.5398115151666947
0.000772,0.0045,0.9414634146341464,0.46875,0.00028923198552053213,1.1599652141180639
0.000801,0.0047,0.9768292682926829,0.48958333333333337,0.00029677562932144456,1.1530619058578733
0.000822,0.0047,1.002439024390244,0.48958333333333337,0.00031777562932144463,1.2981837453218568
0.000804,0.0046,0.9804878048780489,0.4791666666666667,0.0003105038074209884,1.1001416427079926
0.000817,0.0046,0.9963414634146341,0.4791666666666667,0.0003235038074209884,1.1843824022678697
0.000836,0.0056,1.0195121951219512,0.5833333333333334,0.00023522202642555108,-0.15033266344629947
0.000823,0.0052,1.0036585365853659,0.5416666666666667,0.0002651347388237259,0.22360673801622488
0.000817,0.0051,0.9963414634146341,0.5312500000000001,0.0002698629169232697,0.22589640310218587
0.000819,0.0053,0.998780487804878,0.5520833333333334,0.00025040656072418226,-0.28403457626767054
0.000789,0.0055,0.9621951219512195,0.5729166666666666,0.00019895020452509482,-1.5195695787870853
0.000792,0.0057,0.9658536585365853,0.5937500000000001,0.0001804938483260073,-1.873775962524617
0.000829,0.006,1.0109756097560976,0.6250000000000001,0.00018530931402737608,-1.5743905731088557
0.000827,0.0059,1.0085365853658537,0.6145833333333334,0.00019403749212691993,-1.322119555302302
0.000805,0.0054,0.9817073170731708,0.5625000000000001,0.00022567838262463856,-0.7569580431446151
0.000797,0.0054,0.9719512195121951,0.5625000000000001,0.00021767838262463847,-0.9395215764872535
0.000717,0.0044,0.874390243902439,0.4583333333333334,0.0002449601636200758,-0.33366067415292294
0.000666,0.003476,0.8121951219512196,0.36208333333333337,0.00029308852925985995,0.6971007212939232
0.00074,0.00415,0.9024390243902439,0.4322916666666667,0.00029478060886893516,0.715048491184911
0.000716,0.00391,0.8731707317073171,0.4072916666666667,0.00029652823630784005,0.7286717535987717
0.000701,0.003737,0.8548780487804879,0.38927083333333334,0.0003000879844200508,0.8159821044795398
0.000678,0.003714,0.826829268292683,0.386875,0.00027955546538294585,0.4180148022166638
0.000675,0.003841,0.8231707317073171,0.4001041666666667,0.00026293067919652533,0.08242938532029527
0.000681,0.003908,0.8304878048780487,0.40708333333333335,0.00026174279986983094,0.09476253669957495
0.000668,0.003936,0.8146341463414634,0.4100000000000001,0.00024573891000195867,-0.19800664152113084
0.000669,0.004099,0.8158536585365854,0.42697916666666674,0.00022925197969970247,-0.5179732264419109
0.000668,0.004064,0.8146341463414634,0.42333333333333334,0.00023200684203454277,-0.37485500691310103
0.000661,0.004045,0.8060975609756098,0.4213541666666667,0.00022704519587345612,-0.4962618352163045
0.000644,0.003797,0.7853658536585366,0.3955208333333334,0.00023665107756032459,-0.20257855988197468
0.000639,0.003704,0.7792682926829269,0.38583333333333336,0.00024162828319290025,-0.03181258241698473
0.000652,0.003797,0.7951219512195122,0.3955208333333334,0.00024465107756032456,0.05867590823296539
0.000666,0.003928,0.8121951219512196,0.40916666666666673,0.0002445971642499223,-0.0025857897660440093
0.00069,0.003913,0.8414634146341463,0.40760416666666666,0.0002702063909648538,0.6606826818183139
0.000677,0.003826,0.8256097560975609,0.3985416666666667,0.00026653990591145684,0.4755648650029667
0.000682,0.003778,0.8317073170731707,0.39354166666666673,0.00027668943139923783,0.76937532285354
0.000683,0.003842,0.8329268292682928,0.4002083333333334,0.00027082339741552985,0.4754653777681238
0.000665,0.003942,0.8109756097560976,0.4106250000000001,0.0002420952193159861,-0.7631381618540399
0.000683,0.003988,0.8329268292682928,0.4154166666666667,0.000255160257390196,-0.23144450460481264
0.000713,0.004192,0.8695121951219512,0.43666666666666676,0.0002632747740671267,0.18668249482710633
0.000703,0.004653,0.8573170731707317,0.48468750000000005,0.00020381787302823013,-2.1550632562711525
0.000709,0.004308,0.8646341463414634,0.44875000000000004,0.000246830087471656,-0.2589059587616226
0.000692,0.004108,0.8439024390243903,0.42791666666666667,0.00025128644367074357,0.062245920184443936
0.000697,0.004169,0.8500000000000001,0.4342708333333334,0.0002497422550300219,0.05958983732993492
0.000696,0.004004,0.848780487804878,0.41708333333333336,0.000266443748894269,0.9962851443240781
0.000694,0.004004,0.8463414634146341,0.41708333333333336,0.000264443748894269,0.8702941098392128
0.000667,0.00378,0.8134146341463414,0.39375000000000004,0.00026147486783724693,0.653931102250263
0.000683,0.003848,0.8329268292682928,0.4008333333333334,0.00027017970672955726,1.0372379811526224
0.000677,0.003777,0.8256097560975609,0.39343750000000005,0.0002717967131802333,1.0264234769128069
0.000686,0.003826,0.8365853658536585,0.3985416666666667,0.00027553990591145684,1.1379391223168525
0.000685,0.00374,0.8353658536585366,0.38958333333333334,0.00028376613907706445,1.4484851525927822
0.000677,0.003689,0.8256097560975609,0.3842708333333334,0.0002812375099078317,1.181498491257191
0.000683,0.00377,0.8329268292682928,0.3927083333333334,0.00027854768564720137,0.9379767131503816
0.000678,0.003698,0.826829268292683,0.3852083333333334,0.0002812719738788728,0.9898957123311455
0.000667,0.00364,0.8134146341463414,0.3791666666666667,0.0002764943171766081,0.702252668914205
0.000629,0.003077,0.7670731707317073,0.32052083333333337,0.0002988939598770394,1.701188442710451
0.000634,0.003196,0.7731707317073171,0.3329166666666667,0.0002911274279385824,1.23298579530934
0.000633,0.003124,0.7719512195121951,0.3254166666666667,0.0002978517161702538,1.4195482967398798
0.000618,0.002997,0.7536585365853659,0.31218750000000006,0.0002964765023566743,1.2302698734769846
0.000641,0.003191,0.7817073170731708,0.33239583333333333,0.0002986638368435595,1.2022518885163875
0.000637,0.003117,0.776829268292683,0.3246875,0.0003026026886372219,1.2459191878569567
0.000642,0.003149,0.7829268292682927,0.3280208333333334,0.0003041696716453679,1.4462491387166463
0.000638,0.003139,0.7780487804878049,0.32697916666666665,0.0003012424894553223,1.1964737554525136
0.000639,0.003133,0.7792682926829269,0.32635416666666667,0.00030288618014129493,1.2073260528383103
0.000636,0.003097,0.7756097560975609,0.3226041666666667,0.0003037483242571306,1.2086169817278343
0.000635,0.003106,0.774390243902439,0.32354166666666667,0.00030178278822817176,0.9819421013495354
0.000627,0.003025,0.7646341463414634,0.3151041666666667,0.0003024726124888021,0.9514476200249657
0.000617,0.002848,0.752439024390244,0.2966666666666667,0.0003114614877249946,1.5356231866490826
0.000623,0.0028,0.7597560975609756,0.2916666666666667,0.0003226110132127755,2.1130751920961175
0.000618,0.002947,0.7536585365853659,0.3069791666666667,0.0003018405914064462,0.4793588694630527
0.000621,0.002942,0.7573170731707317,0.3064583333333334,0.0003053770003114234,0.6948397784955858
0.000624,0.003294,0.7609756097560976,0.343125,0.0002706138134010295,-2.0694162249524006
0.000627,0.003516,0.7646341463414634,0.36625,0.00024979725802004235,-2.8449827129121332
0.000621,0.003648,0.7573170731707317,0.38000000000000006,0.00022963606292864468,-2.9805143313261793
0.000632,0.003606,0.7707317073170732,0.37562500000000004,0.00024514189773045306,-1.9547631986786267
0.000626,0.003497,0.7634146341463415,0.3642708333333334,0.00025083561185895573,-1.5665446079129413
0.000621,0.003431,0.7573170731707317,0.35739583333333336,0.0002529162094046546,-1.3333461691558577
